"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"motten1982",0.381878,0.354205,0.354205,0.351716,0.360297,0.374869,0.374869,0.354205,0.354205,0.373,0.354205,0.351716,0.321651,0.373,0.354205,0.381878,0.381878,0.373,0.381878,0.381878,0.351716,0.373,0.354205,0.354205,0.338194,0.381878,0.318807,0.354205,0.351716,0.354205,0.373,0.318807,0.354205,0.351716,0.360297,0.351716,0.354205,0.341563,0.351716,0.373,0.354205,0.354205,0.351716,0.381878,0.373,0.354205,0.351716,0.370472,0.351716,0.374869,0.351716,0.354205,0.354205,0.381878,0.381878,0.373,0.351716,0.354205,0.354205,0.351716,0.351716,0.354205,0.354205,0.354205,0.331073,0.354205,0.354205,0.381878,0.373,0.354205,0.351716,0.360297,0.354205,0.354205,0.373,0.374869,0.331073,0.381878,0.374869,0.354205,0.351716,0.321651,0.369552,0.374869,0.373,0.354205,0.351716,0.338194,0.321651,0.354205,0.360297,0.351716,0.351716,0.351716,0.381878,0.351716,0.360297,0.374869,0.374869,0.354205
"olesen2002aigrettes",0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.259436,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.253494,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436,0.259436
"olesen2002flores",0.465774,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.465774,0.496935,0.465774,0.465774,0.496935,0.496935,0.465774,0.496935,0.465774,0.496935,0.465774,0.465774,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.465774,0.465774,0.496935,0.465774,0.496935,0.496935,0.496935,0.465774,0.465774,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.496935,0.465774,0.465774,0.496935,0.496935,0.496935,0.496935,0.465774,0.465774,0.465774,0.496935,0.465774,0.496935,0.496935,0.465774,0.496935,0.496935,0.496935,0.496935,0.496935,0.465774,0.496935,0.496935,0.465774,0.496935
"ollerton2003",0.15491,0.135066,0.15491,0.190876,0.190876,0.174517,0.091912,0.15491,0.153071,0.174517,0.190876,0.358379,0.091912,0.115059,0.078938,0.135066,0.190876,0.190876,0.15491,0.102101,0.190876,0.114345,0.027157,0.123213,0.114345,0.190876,0.190876,0.190876,0.15327,0.190876,0.012788,0.189037,0.181132,0.025661,0.114345,0.142352,0.091912,0.35319,0.114345,0.412687,0.15327,0.133218,0.133218,0.079555,0.190876,0.135066,0.15327,0.15327,0.114345,0.102101,0.027157,0.190876,0.121671,0.121671,0.15327,0.190876,0.253914,0.15327,0.102101,0.025661,0.15491,0.153071,0.190876,0.190876,0.35169,0.356557,0.012788,0.091912,0.15327,0.190876,0.114345,0.253914,0.190876,0.171964,0.102101,0.102101,0.15491,0.025661,0.190876,0.190876,0.131268,0.153071,0.15327,0.15491,0.025661,0.189037,0.016631,0.15491,0.190876,0.190876,0.027157,0.012788,0.366561,0.181132,0.174517,0.094735,0.164144,0.040591,0.135066,0.1879
"schemske1978",0.159976,0.237503,0.30267,0.159976,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.31994,0.237503,0.237503,0.216989,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.159976,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503,0.237503
"small1976",0.526076,0.526667,0.526076,0.526076,0.526076,0.526076,0.526076,0.526076,0.526076,0.526076,0.526076,0.519812,0.526076,0.526667,0.526667,0.526076,0.526076,0.526667,0.519812,0.519812,0.526076,0.516639,0.526667,0.523534,0.526667,0.523534,0.526667,0.526076,0.523534,0.520376,0.526667,0.526667,0.526076,0.526667,0.526667,0.526667,0.526076,0.517409,0.526076,0.526076,0.526076,0.526076,0.526667,0.526076,0.519812,0.526667,0.526667,0.523534,0.526076,0.523534,0.526076,0.526076,0.526667,0.526667,0.526667,0.523534,0.526076,0.526667,0.526076,0.519812,0.526667,0.526667,0.526076,0.520376,0.523534,0.523534,0.526667,0.523534,0.523534,0.526667,0.526076,0.526667,0.526667,0.526076,0.526076,0.526076,0.520376,0.519812,0.520376,0.519812,0.516639,0.526667,0.526667,0.523534,0.526076,0.526667,0.526076,0.526076,0.526667,0.526667,0.520376,0.526667,0.520544,0.526667,0.526076,0.526667,0.526076,0.523534,0.526667,0.526667
"vazarr",0.305823,0.305823,0.428021,0.428021,0.442406,0.442406,0.305823,0.428021,0.305823,0.428021,0.305823,0.428021,0.305823,0.428021,0.428021,0.305823,0.428021,0.428021,0.305823,0.442406,0.428021,0.305823,0.442406,0.428021,0.305823,0.305823,0.428021,0.305823,0.428021,0.442406,0.428021,0.442406,0.428021,0.428021,0.428021,0.428021,0.305823,0.428021,0.428021,0.305823,0.442406,0.428021,0.442406,0.305823,0.305823,0.428021,0.442406,0.442406,0.428021,0.305823,0.428021,0.428021,0.428021,0.305823,0.442406,0.305823,0.428021,0.428021,0.428021,0.428021,0.442406,0.428021,0.442406,0.305823,0.442406,0.305823,0.305823,0.442406,0.305823,0.428021,0.305823,0.442406,0.428021,0.442406,0.305823,0.428021,0.442406,0.428021,0.305823,0.428021,0.428021,0.442406,0.442406,0.428021,0.428021,0.305823,0.442406,0.428021,0.305823,0.305823,0.428021,0.428021,0.428021,0.428021,0.442406,0.428021,0.428021,0.305823,0.428021,0.428021
"vazcer",0.603536,0.603536,0.603536,0.470595,0.481101,0.470595,0.470595,0.481101,0.523263,0.603536,0.470595,0.603536,0.603536,0.470595,0.470595,0.481101,0.603536,0.603536,0.481101,0.481101,0.470595,0.481101,0.517637,0.481101,0.481101,0.603536,0.31946,0.481101,0.470595,0.603536,0.603536,0.481101,0.603536,0.470595,0.603536,0.603536,0.481101,0.481101,0.481101,0.481101,0.31946,0.470595,0.603536,0.481101,0.470595,0.470595,0.603536,0.481101,0.603536,0.603536,0.603536,0.31946,0.603536,0.603536,0.481101,0.481101,0.603536,0.603536,0.603536,0.470595,0.603536,0.470595,0.31946,0.470595,0.603536,0.481101,0.31946,0.470595,0.470595,0.470595,0.481101,0.470595,0.517637,0.31946,0.481101,0.603536,0.603536,0.31946,0.603536,0.470595,0.523263,0.470595,0.470595,0.481101,0.470595,0.481101,0.470595,0.481101,0.603536,0.481101,0.516333,0.481101,0.470595,0.481101,0.481101,0.481101,0.481101,0.603536,0.470595,0.470595
"vazllao",0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322,0.561322
"vazmasc",0.656462,0.656462,0.656462,0.656462,0.656462,0.663443,0.663443,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.656462,0.663443,0.663443,0.663443,0.656462,0.656462,0.663443,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.663443,0.663443,0.656462,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.663443,0.663443,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.663443,0.663443,0.663443,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.656462,0.656462,0.656462,0.656462,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.630984,0.663443,0.656462,0.656462,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.663443,0.663443,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.656462,0.656462,0.656462,0.663443,0.656462,0.656462,0.656462
"vazmasnc",0.401098,0.167728,0.200752,0.200752,0.164616,0.200752,0.200752,0.200752,0.200752,0.401098,0.200752,0.200752,0.200752,0.200752,0.200752,0.167728,0.200752,0.200752,0.200752,0.200752,0.200752,0.401098,0.164616,0.401098,0.160782,0.401098,0.167728,0.401098,0.200752,0.401098,0.401098,0.164616,0.401098,0.200752,0.200752,0.200752,0.401098,0.200752,0.200752,0.200752,0.401098,0.401098,0.401098,0.401098,0.401098,0.200752,0.200752,0.200752,0.200752,0.200752,0.197187,0.401098,0.200752,0.200752,0.200752,0.200752,0.200752,0.200752,0.200752,0.164616,0.401098,0.200752,0.164616,0.200752,0.401098,0.401098,0.200752,0.200752,0.200752,0.200752,0.200752,0.200752,0.200752,0.401098,0.197187,0.200752,0.167728,0.200752,0.200752,0.200752,0.200752,0.200752,0.200752,0.401098,0.200752,0.200752,0.200752,0.200752,0.401098,0.401098,0.200752,0.200752,0.200752,0.200752,0.401098,0.401098,0.200752,0.197187,0.200752,0.200752
"vazquec",0.492818,0.511311,0.511311,0.511311,0.511311,0.511311,0.511311,0.492818,0.511311,0.492818,0.492818,0.492818,0.511311,0.511311,0.511311,0.492818,0.511311,0.511311,0.511311,0.492818,0.511311,0.511311,0.492818,0.511311,0.492818,0.511311,0.511311,0.511311,0.511311,0.492818,0.492818,0.511311,0.492818,0.511311,0.511311,0.511311,0.511311,0.511311,0.511311,0.511311,0.511311,0.492818,0.492818,0.511311,0.511311,0.511311,0.511311,0.511311,0.492818,0.511311,0.492818,0.511311,0.492818,0.492818,0.492818,0.492818,0.511311,0.511311,0.492818,0.492818,0.492818,0.492818,0.492818,0.492818,0.492818,0.492818,0.511311,0.511311,0.492818,0.492818,0.492818,0.511311,0.511311,0.511311,0.511311,0.492818,0.492818,0.492818,0.511311,0.511311,0.492818,0.511311,0.492818,0.511311,0.492818,0.511311,0.511311,0.492818,0.511311,0.492818,0.511311,0.511311,0.511311,0.492818,0.492818,0.492818,0.511311,0.511311,0.492818,0.492818
"vazquenc",0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469,0.450469
