"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"55",8,5,8,3,5,5,3,5,5,8,5,2,2,5,7,2,3,5,2,5,5,5,5,5,5,5,8
"56",3,9,3,8,9,9,8,9,9,3,9,5,5,9,6,5,8,9,5,9,9,9,9,9,9,9,3
"57",1,2,1,8,2,2,8,2,2,1,2,5,5,2,5,5,8,2,5,2,2,2,2,2,2,2,1
"58",5,3,5,4,3,3,4,3,3,5,3,1,1,4,2,1,4,3,1,3,3,3,3,3,3,3,5
"59",6,4,6,3,4,4,3,4,4,6,4,1,1,3,2,1,3,4,1,4,4,4,4,4,4,4,6
"60",4,6,4,3,6,6,3,6,6,4,6,5,5,3,1,5,3,6,5,6,6,6,6,6,6,6,4
"61",4,5,4,3,5,5,3,5,5,4,5,1,1,3,6,1,3,5,1,5,5,5,5,5,5,5,4
"62",1,4,1,3,4,4,3,4,4,1,4,3,3,4,6,3,3,4,3,4,4,4,4,4,4,4,1
"63",4,8,4,3,8,8,3,8,8,4,8,6,6,8,1,6,3,8,6,8,8,8,8,8,8,8,4
"64",5,6,5,3,6,6,3,6,6,5,6,1,1,6,2,1,3,6,1,6,6,6,6,6,6,6,5
"65",8,4,8,2,4,4,2,4,4,8,4,1,1,4,7,1,2,4,1,4,4,4,4,4,4,4,8
"66",6,4,6,2,4,4,2,4,4,6,4,1,1,4,1,1,2,4,1,4,4,4,4,4,4,4,6
"67",5,3,5,2,3,3,2,3,3,5,3,2,2,3,4,2,2,3,2,3,3,3,3,3,3,3,5
"68",5,4,5,6,4,4,6,4,4,5,4,3,3,4,9,3,6,4,3,4,4,4,4,4,4,4,5
"69",5,4,5,1,4,4,1,4,4,5,4,2,2,1,3,2,1,4,2,4,4,4,4,4,4,4,5
"70",2,1,2,3,1,1,3,1,1,2,1,6,6,3,5,6,3,1,6,1,1,1,1,1,1,1,2
"71",8,6,8,7,6,6,7,6,6,8,6,3,3,7,5,3,7,6,3,6,6,6,6,6,6,6,8
"72",2,1,2,5,1,1,5,1,1,2,1,3,3,5,4,3,5,1,3,1,1,1,1,1,1,1,2
"73",2,9,2,4,9,9,4,9,9,2,9,6,6,9,5,6,4,9,6,9,9,9,9,9,9,9,2
"74",4,5,4,6,5,5,6,5,5,4,5,3,3,6,2,3,6,5,3,5,5,5,5,5,5,5,4
"75",6,3,6,8,3,3,8,3,3,6,3,4,4,3,7,4,8,3,4,3,3,3,3,3,3,3,6
"76",3,5,3,4,5,5,4,5,5,3,5,2,2,5,1,2,4,5,2,5,5,5,5,5,5,5,3
"77",4,7,4,5,7,7,5,7,7,4,7,3,3,7,3,3,5,7,3,7,7,7,7,7,7,7,4
"78",4,2,4,8,2,2,8,2,2,4,2,9,9,2,5,9,8,2,9,2,2,2,2,2,2,2,4
"79",1,3,1,2,3,3,2,3,3,1,3,6,6,2,4,6,2,3,6,3,3,3,3,3,3,3,1
"80",4,5,4,2,5,5,2,5,5,4,5,6,6,2,3,6,2,5,6,5,5,5,5,5,5,5,4
"81",6,2,6,10,2,2,10,2,2,6,2,1,1,2,1,1,10,2,1,2,2,2,2,2,2,2,6
"82",1,5,1,3,5,5,3,5,5,1,5,7,7,5,4,7,3,5,7,5,5,5,5,5,5,5,1
"83",2,4,2,5,4,4,5,4,4,2,4,1,1,4,3,1,5,4,1,4,4,4,4,4,4,4,2
"84",9,6,9,1,6,6,1,6,6,9,6,2,2,1,4,2,1,6,2,6,6,6,6,6,6,6,9
"85",1,6,1,4,6,6,4,6,6,1,6,2,2,4,3,2,4,6,2,6,6,6,6,6,6,6,1
"86",4,6,4,3,6,6,3,6,6,4,6,2,2,6,1,2,3,6,2,6,6,6,6,6,6,6,4
"87",2,4,2,5,4,4,5,4,4,2,4,1,1,4,3,1,5,4,1,4,4,4,4,4,4,4,2
"88",4,3,4,6,3,3,6,3,3,4,3,5,5,3,1,5,6,3,5,3,3,3,3,3,3,3,4
"89",3,4,3,6,4,4,6,4,4,3,4,2,2,4,5,2,6,4,2,4,4,4,4,4,4,4,3
"90",3,5,3,2,5,5,2,5,5,3,5,1,1,2,4,1,2,5,1,5,5,5,5,5,5,5,3
"91",5,1,5,2,1,1,2,1,1,5,1,6,6,1,4,6,2,1,6,1,1,1,1,1,1,1,5
"92",7,1,7,4,1,1,4,1,1,7,1,5,5,1,2,5,4,1,5,1,1,1,1,1,1,1,7
"93",2,6,2,3,6,6,3,6,6,2,6,7,7,3,8,7,3,6,7,6,6,6,6,6,6,6,2
"94",3,2,3,1,2,2,1,2,2,3,2,7,7,2,10,7,1,2,7,2,2,2,2,2,2,2,3
"95",5,3,5,4,3,3,4,3,3,5,3,4,4,3,2,4,4,3,4,3,3,3,3,3,3,3,5
"96",4,8,4,3,8,8,3,8,8,4,8,10,10,8,6,10,3,8,10,8,8,8,8,8,8,8,4
"97",8,2,8,4,2,2,4,2,2,8,2,3,3,4,1,3,4,2,3,2,2,2,2,2,2,2,8
"98",7,8,7,1,8,8,1,8,8,7,8,3,3,8,2,3,1,8,3,8,8,8,8,8,8,8,7
"99",4,1,4,2,1,1,2,1,1,4,1,5,5,1,5,5,2,1,5,1,1,1,1,1,1,1,4
"100",6,3,6,2,3,3,2,3,3,6,3,4,4,3,1,4,2,3,4,3,3,3,3,3,3,3,6
