"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"19",3,1,3,2,5,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4
"20",4,3,4,1,5,2,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,2
"21",2,3,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"22",3,2,3,1,5,4,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4
"23",2,3,2,3,4,2,3,1,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,1,1
"24",4,2,4,1,5,3,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"25",4,1,4,2,5,3,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"26",2,4,2,3,6,2,5,1,5,5,3,5,2,2,5,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,5,1,1
"27",2,1,1,3,4,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28",2,4,2,1,5,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3
"29",1,3,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30",3,5,3,1,6,3,4,2,4,4,1,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,2,2
"31",2,5,2,4,6,2,3,1,3,3,4,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,1,1
"32",2,1,2,3,5,4,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4
"33",2,4,2,5,6,2,1,3,1,1,5,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,3
"34",3,1,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"35",4,2,4,1,6,4,5,3,5,5,1,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,3
"36",2,5,2,3,6,2,4,1,4,4,3,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,4,4,1,1
"37",1,3,1,4,5,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
"38",4,1,4,2,5,3,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"39",3,2,3,1,5,4,3,4,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4
"40",1,3,1,4,5,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
"41",3,2,2,1,4,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"42",3,1,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"43",4,2,4,3,6,4,1,5,1,1,3,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,5,5
"44",1,3,1,4,5,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
"45",2,3,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46",2,1,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47",4,2,4,1,6,4,5,3,5,5,1,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,3,3
"48",4,1,4,2,5,3,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"49",3,5,3,1,6,3,2,4,2,2,1,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,4,2,2,2,2,4,4
"50",4,3,4,2,6,4,1,5,1,1,2,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,5,5
"51",3,2,3,1,6,3,5,4,5,5,1,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,4,4
"52",2,1,1,3,4,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",2,4,2,5,6,2,3,1,3,3,5,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,1,1
"54",4,2,4,5,6,4,1,3,1,1,5,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,1,3,3
"55",3,1,3,4,5,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2
"56",2,4,2,3,5,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1
"57",5,2,5,1,6,5,3,4,3,3,1,3,5,5,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,4,4
"58",1,3,1,5,6,1,2,4,2,2,5,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,4,4
"59",1,3,1,2,6,1,4,5,4,4,2,4,1,1,4,4,4,4,4,1,4,4,4,4,4,4,5,4,4,4,4,5,5
"60",1,2,1,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61",5,2,5,1,6,5,3,4,3,3,1,3,5,5,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,4,4
"62",2,3,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"63",2,1,1,3,4,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64",1,2,1,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",3,4,3,1,6,3,5,2,5,5,1,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,2,5,5,5,5,2,2
"66",2,3,2,4,5,1,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1
"67",3,2,2,1,4,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"68",2,1,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"69",1,2,1,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70",2,1,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"71",4,1,4,2,5,3,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"72",3,2,3,1,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"73",3,1,3,1,4,3,1,2,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2
"74",1,2,2,3,4,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"75",2,1,2,3,5,4,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4
"76",3,5,3,1,6,3,4,2,4,4,1,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,2,2
"77",1,4,1,5,6,1,3,2,3,3,5,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,2,2
"78",3,2,2,1,4,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"79",2,3,2,5,6,2,4,1,4,4,5,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,4,4,1,1
"80",2,3,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"81",1,5,1,3,6,1,1,4,1,2,3,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,4,2,1,1,2,4,4
"82",1,2,1,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83",2,3,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"84",3,1,3,2,5,4,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4
"85",3,2,3,1,4,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"86",2,1,2,4,5,3,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3
"87",2,1,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"88",2,1,2,3,5,4,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4
"89",5,2,5,3,6,5,1,4,1,1,3,1,5,5,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,4,4
"90",4,2,4,1,5,3,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"91",3,2,3,1,5,3,3,3,3,4,1,4,3,3,4,4,4,3,4,3,3,3,3,3,3,4,3,4,3,3,4,3,3
"92",3,4,3,1,5,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2
"93",1,3,1,2,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"94",1,3,1,2,5,4,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4
"95",4,2,4,1,5,3,4,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3
"96",1,3,1,4,5,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2
"97",2,3,2,4,5,1,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1
"98",5,2,5,4,6,5,3,1,3,3,4,3,5,5,3,3,3,3,3,5,3,3,3,3,3,3,1,3,3,3,3,1,1
"99",1,2,1,3,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100",2,1,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
