"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"71",3,8,4,1,11,4,1,5,11,10,11,6,2
"72",9,14,6,8,12,6,8,13,1,14,2,4,1
"73",4,13,12,3,6,10,3,10,8,13,10,1,8
"74",9,5,10,5,6,10,5,4,6,11,12,8,7
"75",11,10,7,3,5,7,3,9,6,8,9,2,6
"76",1,2,3,7,5,3,7,8,9,10,11,12,13
"77",4,2,7,8,10,7,8,10,10,3,3,6,5
"78",2,7,8,9,10,8,9,10,5,5,3,3,6
"79",1,2,3,7,5,3,7,8,9,10,11,12,13
"80",8,4,12,6,9,12,6,5,3,10,13,1,3
"81",7,8,2,6,9,2,6,10,9,4,9,5,11
"82",1,2,3,7,5,3,7,8,9,10,11,12,13
"83",1,2,5,10,6,5,10,12,11,11,13,7,9
"84",1,2,3,7,5,3,7,8,9,10,11,12,13
"85",9,5,1,4,8,1,4,10,11,5,8,3,12
"86",3,6,4,2,11,4,2,11,9,6,8,1,1
"87",1,2,3,7,5,3,7,8,9,10,11,12,13
"88",2,9,10,13,11,10,13,7,7,9,8,12,3
"89",1,2,3,7,5,3,7,8,9,10,11,12,13
"90",1,2,3,7,5,3,7,8,9,10,11,12,13
"91",6,3,13,9,9,13,9,7,1,3,12,10,5
"92",4,2,1,9,6,1,9,7,3,2,10,5,3
"93",1,2,3,7,5,3,7,8,9,10,11,12,13
"94",7,5,4,13,2,4,13,11,9,5,13,6,3
"95",9,5,6,2,7,6,2,3,3,12,12,10,11
"96",7,5,9,10,4,9,10,12,4,11,8,8,10
"97",8,2,11,9,7,11,9,7,6,2,4,4,10
"98",1,2,3,7,5,3,7,8,9,10,11,12,13
"99",11,6,9,2,4,9,2,4,4,6,11,12,8
"100",14,9,12,11,4,12,11,6,4,8,8,9,7
