"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"63",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"64",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"65",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"66",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"67",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"68",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"69",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"70",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"71",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"72",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"73",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"74",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"75",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"76",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"77",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"78",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"79",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"80",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"81",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"82",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"83",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"84",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"85",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"86",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"87",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"88",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"89",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"90",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"91",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"92",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"93",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"94",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"95",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"96",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"97",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"98",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"99",1,5,1,4,2,4,6,8,4,2,8,4,8,6,8,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"100",1,5,1,4,2,4,6,8,4,2,8,4,8,6,6,7,2,8,8,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
