"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"19",7,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,8,4,4,4,1,5,4,4,2,3
"20",4,3,9,1,7,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,6,3,3,3,3,8,3,3,9,9
"21",2,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,4,5,5,5,3,5,5,5,1,1
"22",1,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,2,5,5,5,1,5,5,5,4,5
"23",1,6,2,3,6,6,6,6,6,6,6,6,6,6,6,6,3,1,6,6,5,6,6,6,7,4,6,6,2,2
"24",5,1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,1,3,1,1,1,5,1,1,1,4,4
"25",7,5,2,4,2,5,5,5,5,5,5,5,5,5,5,5,4,7,5,5,1,5,5,5,6,2,5,5,2,2
"26",7,2,6,8,2,2,2,2,2,2,2,2,2,2,2,2,8,7,2,2,4,2,2,2,1,2,2,2,6,2
"27",3,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,1,5,5,5,3,5,5,5,2,2
"28",5,9,6,8,9,9,9,9,9,9,9,9,9,9,9,9,8,5,9,9,2,9,9,9,3,1,9,9,6,9
"29",9,5,4,8,4,5,5,5,5,5,5,5,5,5,5,5,8,9,5,5,7,5,5,5,2,1,5,5,4,2
"30",2,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,3,1,1,1,2,1,1,1,5,4
"31",5,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,4,2,2,2,3,2,2,2,6,6
"32",1,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,6,5,5,5,3,2,5,5,2,5
"33",6,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,6,3,3,1,3,3,3,5,5,3,3,4,4
"34",2,4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,6,2,4,4,1,4,4,4,2,3,4,4,3,7
"35",2,4,6,11,4,4,4,4,4,4,4,4,4,4,4,4,11,2,4,4,5,4,4,4,9,4,4,4,6,6
"36",3,2,4,5,4,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,1,2,2,2,3,5,2,2,4,4
"37",6,5,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1,6,5,5,7,5,5,5,6,2,5,5,3,3
"38",8,2,6,4,2,2,2,2,2,2,2,2,2,2,2,2,4,8,2,2,5,2,2,2,1,2,2,2,6,1
"39",1,8,5,9,8,8,8,8,8,8,8,8,8,8,8,8,9,1,8,8,7,8,8,8,3,2,8,8,5,8
"40",8,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,6,8,7,7,9,7,7,7,2,7,7,7,5,5
"41",2,4,1,7,4,4,4,4,4,4,4,4,4,4,4,4,7,2,4,4,5,4,4,4,6,1,4,4,1,1
"42",7,10,3,1,10,10,10,10,10,10,10,10,10,10,10,10,1,7,10,10,9,10,10,10,1,10,10,10,3,3
"43",5,6,8,4,10,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,2,6,6,6,3,6,6,6,8,8
"44",5,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,3,1,1,1,5,2,1,1,2,1
"45",6,2,4,7,2,2,2,2,2,2,2,2,2,2,2,2,7,6,2,2,1,2,2,2,5,2,2,2,4,4
"46",1,2,7,4,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,11,2,2,2,6,5,2,2,7,5
"47",2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,3,3,3,1,3,3,3,4,4
"48",11,8,3,9,8,8,8,8,8,8,8,8,8,8,8,8,9,11,8,8,10,8,8,8,5,2,8,8,3,8
"49",3,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,6,3,7,7,5,7,7,7,3,7,7,7,4,4
"50",4,2,6,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,7,2,2,2,5,5,2,2,6,3
"51",6,5,7,3,5,5,5,5,5,5,5,5,5,5,5,5,3,6,5,5,4,5,5,5,3,5,5,5,7,2
"52",7,2,6,5,2,2,2,2,2,2,2,2,2,2,2,2,5,7,2,2,9,2,2,2,7,4,2,2,6,1
"53",5,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,2,1,1,1,4,4,1,1,3,3
"54",5,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,2,4,4,4,5,4,4,4,1,3
"55",2,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,8,2,4,4,5,4,4,4,1,8,4,4,3,8
"56",6,3,5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,6,3,3,1,3,3,3,6,4,3,3,5,4
"57",6,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,1,5,5,5,4,5,5,5,3,5
"58",9,8,2,3,8,8,8,8,8,8,8,8,8,8,8,8,3,9,8,8,6,8,8,8,1,8,8,8,2,7
"59",2,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,7,5,5,5,8,9,5,5,6,1
"60",2,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,6,5,5,5,8,10,5,5,1,5
"61",9,5,2,1,3,5,5,5,5,5,5,5,5,5,5,5,1,9,5,5,8,5,5,5,7,4,5,5,2,2
"62",2,5,9,3,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,5,4,5,5,5,6,1,5,5,9,9
"63",1,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,7,5,5,5,6,6,5,5,4,4
"64",1,2,4,7,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,2,3,2,2,2,1,5,2,2,4,2
"65",6,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,7,4,4,4,5,8,4,4,2,10
"66",3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,4,3,4,4,4,1,1
"67",4,1,10,7,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,9,1,1,1,8,6,1,1,10,2
"68",1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,1,5,5,5,4,4
"69",8,7,2,1,7,7,7,7,7,7,7,7,7,7,7,7,1,8,7,7,5,7,7,7,6,7,7,7,2,4
"70",5,2,1,6,2,2,2,2,2,2,2,2,2,2,2,2,6,5,2,2,4,2,2,2,6,6,2,2,1,1
"71",3,2,4,6,2,2,2,2,2,2,2,2,2,2,2,2,6,3,2,2,7,2,2,2,8,2,2,2,4,4
"72",3,1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,6,1,1,1,4,1,1,1,7,7
"73",7,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,7,2,2,5,2,2,2,7,3,2,2,1,3
"74",3,1,2,6,2,1,1,1,1,1,1,1,1,1,1,1,6,3,1,1,5,1,1,1,4,1,1,1,2,1
"75",2,6,1,7,1,6,6,6,6,6,6,6,6,6,6,6,7,2,6,6,5,6,6,6,2,7,6,6,1,1
"76",3,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,6,3,7,7,5,7,7,7,2,7,7,7,4,7
"77",8,6,5,1,6,6,6,6,6,6,6,6,6,6,6,6,1,8,6,6,7,6,6,6,1,2,6,6,5,4
"78",5,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,5,9,9,7,9,9,9,4,2,9,9,1,1
"79",8,5,4,9,2,5,5,5,5,5,5,5,5,5,5,5,9,8,5,5,3,5,5,5,8,9,5,5,4,4
"80",2,8,6,9,8,8,8,8,8,8,8,8,8,8,8,8,9,2,8,8,1,8,8,8,5,8,8,8,6,3
"81",1,7,3,4,7,7,7,7,7,7,7,7,7,7,7,7,4,1,7,7,8,7,7,7,9,5,7,7,3,4
"82",2,3,4,5,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,1,3,3,3,6,8,3,3,4,4
"83",5,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,4,6,6,6,2,6,6,6,3,3
"84",8,9,7,3,7,9,9,9,9,9,9,9,9,9,9,9,3,8,9,9,2,9,9,9,11,3,9,9,7,10
"85",5,3,6,7,3,3,3,3,3,3,3,3,3,3,3,3,7,5,3,3,2,3,3,3,1,6,3,3,6,3
"86",4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,2,5,5,2,2,1,1
"87",5,7,2,6,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,3,7,7,7,1,7,7,7,2,2
"88",3,5,6,4,6,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,2,5,5,5,3,1,5,5,6,6
"89",9,3,8,2,3,3,3,3,3,3,3,3,3,3,3,3,2,9,3,3,7,3,3,3,10,3,3,3,8,8
"90",10,4,6,7,4,4,4,4,4,4,4,4,4,4,4,4,7,10,4,4,11,4,4,4,9,5,4,4,6,1
"91",4,2,5,9,2,2,2,2,2,2,2,2,2,2,2,2,9,4,2,2,7,2,2,2,1,2,2,2,5,5
"92",5,4,6,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,2,4,4,4,3,4,4,4,6,1
"93",5,1,4,7,1,1,1,1,1,1,1,1,1,1,1,1,7,5,1,1,2,1,1,1,6,6,1,1,4,7
"94",6,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,5,6,3,3,1,3,3,3,4,3,3,3,2,4
"95",2,9,7,8,9,9,9,9,9,9,9,9,9,9,9,9,8,2,9,9,6,9,9,9,5,3,9,9,7,3
"96",2,6,3,7,6,6,6,6,6,6,6,6,6,6,6,6,7,2,6,6,4,6,6,6,5,1,6,6,3,3
"97",4,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,5,3,3,3,4,3,3,3,2,2
"98",6,4,8,9,4,4,4,4,4,4,4,4,4,4,4,4,9,6,4,4,7,4,4,4,3,4,4,4,8,2
"99",4,2,3,6,2,2,2,2,2,2,2,2,2,2,2,2,6,4,2,2,5,2,2,2,7,7,2,2,3,3
"100",7,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,7,1,1,5,1,1,1,9,1,1,1,4,6
