"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"40",3,5,1,2,2,1,1,2,4,1,3,1,1
"41",5,1,2,4,4,2,2,4,3,2,5,2,2
"42",2,4,3,5,5,3,3,5,1,3,2,3,3
"43",4,2,1,5,5,1,1,5,3,1,4,1,1
"44",5,1,2,4,4,2,2,4,3,2,5,2,2
"45",5,3,4,2,2,4,4,2,1,4,5,4,4
"46",3,1,2,4,4,2,2,4,5,2,3,2,2
"47",5,4,3,1,1,3,3,1,2,3,5,3,3
"48",3,1,2,5,5,2,2,5,4,2,3,2,2
"49",4,5,1,2,2,1,1,4,3,1,4,1,1
"50",5,3,1,2,2,1,1,2,4,1,5,1,1
"51",1,2,3,4,4,3,3,4,5,3,1,3,3
"52",1,4,2,5,5,2,2,5,3,2,1,2,2
"53",1,3,2,4,4,2,2,4,5,2,1,2,2
"54",3,2,1,5,5,1,1,5,4,1,3,1,1
"55",5,2,4,1,1,4,4,1,3,4,5,4,4
"56",5,1,2,3,3,2,2,3,4,2,5,2,2
"57",3,1,2,5,5,2,2,5,4,2,3,2,2
"58",1,4,5,2,2,5,5,2,3,5,1,5,5
"59",5,3,1,2,2,1,1,2,4,1,5,1,1
"60",1,3,5,2,2,5,5,1,4,5,1,5,5
"61",4,1,5,2,2,5,5,4,3,5,4,5,5
"62",4,2,3,1,1,3,3,1,5,3,4,3,3
"63",4,2,5,1,1,5,5,1,3,5,4,5,5
"64",2,5,1,4,4,1,1,4,3,1,2,1,1
"65",5,2,4,1,1,4,4,1,3,4,5,4,4
"66",2,5,1,4,4,1,1,4,3,1,2,1,1
"67",1,3,4,5,5,4,4,5,2,4,1,4,4
"68",3,1,2,4,4,2,2,4,5,2,3,2,2
"69",2,3,4,5,5,4,4,5,1,4,2,4,4
"70",1,3,4,5,5,4,4,1,2,4,1,4,4
"71",5,4,2,1,1,2,2,1,3,2,5,2,2
"72",2,5,4,3,3,4,4,3,1,4,2,4,4
"73",3,2,1,5,5,1,1,5,4,1,3,1,1
"74",4,1,5,2,2,5,5,2,3,5,4,5,5
"75",1,3,2,5,5,2,2,5,4,2,1,2,2
"76",2,3,5,1,1,5,5,1,4,5,2,5,5
"77",1,2,5,4,4,5,5,4,3,5,1,5,5
"78",3,2,5,4,4,5,5,3,1,5,3,5,5
"79",1,3,2,4,4,2,2,4,5,2,1,2,2
"80",5,4,1,3,3,1,1,3,2,1,5,1,1
"81",2,3,4,1,1,4,4,1,5,4,2,4,4
"82",4,1,2,5,5,2,2,5,3,2,4,2,2
"83",4,2,5,1,1,5,5,1,3,5,4,5,5
"84",3,5,2,1,1,2,2,1,4,2,3,2,2
"85",4,1,5,2,2,5,5,4,3,5,4,5,5
"86",5,1,2,3,3,2,2,3,4,2,5,2,2
"87",2,5,4,3,3,4,4,3,1,4,2,4,4
"88",1,5,4,3,3,4,4,3,2,4,1,4,4
"89",1,3,4,5,5,4,4,5,2,4,1,4,4
"90",3,5,2,1,1,2,2,1,4,2,3,2,2
"91",3,2,1,5,5,1,1,5,4,1,3,1,1
"92",3,2,1,5,5,1,1,5,4,1,3,1,1
"93",1,3,5,4,4,5,5,4,2,5,1,5,5
"94",1,4,3,2,2,3,3,2,5,3,1,3,3
"95",2,4,5,1,1,5,5,1,3,5,2,5,5
"96",1,3,2,5,5,2,2,5,4,2,1,2,2
"97",4,2,5,1,1,5,5,1,3,5,4,5,5
"98",2,5,1,4,4,1,1,4,3,1,2,1,1
"99",5,1,2,4,4,2,2,4,3,2,5,2,2
"100",5,3,4,2,2,4,4,2,1,4,5,4,4
