"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
"57",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"58",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"59",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"60",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"61",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"62",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"63",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"64",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"65",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"66",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"67",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"68",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"69",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"70",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"71",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"72",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"73",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"74",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"75",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"76",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"77",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"78",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"79",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"80",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"81",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"82",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"83",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"84",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"85",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"86",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"87",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"88",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"89",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"90",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"91",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"92",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"93",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"94",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"95",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"96",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"97",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"98",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"99",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
"100",2,6,1,2,6,6,1,6,6,1,1,1,3,6,6,1,6,1,6,6,6,2,1,1,1,1,6,1,1,6,1,6
