"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83"
"18",6,1,5,1,4,2,2,1,2,1,8,5,6,3,5,5,5,8,2,3,5,4,5,9,7,5,5,4,9,5,5,3,1,7,9,9,9,2,9,1,9,2,4,2,1,1,6,1,9,4,6,4,4,5,1,4,4,9,4,1,6,2,9,9,2,2,9,9,8,6,1,2,9,1,1,9,1,4,9,4,8,8,1
"19",5,3,10,4,2,8,8,4,8,4,2,10,5,3,10,10,10,2,8,3,10,3,10,6,2,10,10,6,6,10,10,7,4,2,6,6,1,8,1,3,6,8,2,3,4,4,2,4,6,3,5,2,11,10,4,11,2,6,6,4,2,8,1,1,8,8,6,1,2,5,4,8,6,4,6,1,6,2,6,2,9,9,4
"20",31,30,33,20,3,27,27,20,27,5,23,33,31,36,33,33,33,23,27,36,33,5,33,9,22,33,33,7,4,33,33,18,20,22,9,9,37,27,4,30,9,27,3,21,20,20,3,20,4,5,31,3,5,33,20,5,3,4,7,20,3,27,37,37,27,27,4,37,23,31,20,27,9,4,7,37,4,3,9,3,24,24,4
"21",9,4,15,6,12,4,4,6,4,6,18,15,9,20,15,15,15,18,4,20,15,15,15,6,12,15,15,19,3,15,15,24,6,12,6,3,16,4,21,4,6,4,12,6,6,6,10,6,3,10,9,12,10,15,6,10,12,3,19,6,10,4,16,16,4,4,3,16,18,9,6,4,6,6,19,21,6,12,6,12,13,13,6
"22",7,3,1,12,2,14,14,12,14,12,3,1,7,17,1,1,1,3,14,17,1,11,1,9,4,1,1,2,16,1,1,16,12,4,9,9,15,14,15,3,9,14,2,3,12,12,2,12,16,11,7,2,11,1,12,11,2,16,2,12,2,14,15,15,14,14,16,15,3,7,12,14,9,12,2,15,2,2,9,2,3,3,12
"23",24,4,25,13,27,15,15,13,15,25,29,25,24,33,25,25,25,29,15,33,25,25,25,18,5,27,25,27,27,25,25,13,13,5,18,18,26,15,27,4,18,15,27,1,13,13,27,13,27,25,24,27,31,25,13,31,27,27,23,13,27,15,26,26,15,15,27,26,29,24,13,15,18,8,23,26,8,27,18,27,30,30,8
"24",10,4,8,9,3,7,7,9,7,9,11,8,10,4,8,8,8,11,7,4,8,1,8,3,4,8,8,2,6,8,8,10,9,4,3,6,12,7,5,4,3,7,3,11,9,9,3,9,6,1,10,3,1,8,9,1,3,6,2,9,3,7,12,12,7,7,6,12,11,10,9,7,3,9,2,5,3,3,9,3,11,11,9
"25",15,9,8,14,7,10,10,14,10,14,6,8,15,17,8,8,8,6,10,17,8,8,8,5,3,7,8,7,7,8,8,9,14,3,5,5,5,10,7,9,5,10,7,5,14,14,18,14,7,4,15,7,20,8,14,20,7,7,2,14,18,10,5,5,10,10,7,5,6,15,14,10,5,14,2,5,2,7,14,7,12,12,14
"26",26,21,16,3,27,14,14,3,14,3,15,16,26,40,16,16,16,15,14,40,16,37,16,13,38,16,16,1,11,16,16,12,3,38,13,13,13,14,11,21,13,14,27,29,3,3,30,3,11,37,26,27,37,16,3,37,27,11,1,3,30,14,13,13,14,14,11,13,15,26,3,14,13,3,1,27,3,27,13,27,24,24,3
"27",13,10,12,11,7,4,4,11,4,12,13,12,13,11,12,12,12,13,4,11,12,12,12,2,5,12,12,7,7,12,12,10,11,5,2,2,9,4,7,10,2,4,7,1,11,11,7,11,7,7,13,7,3,12,11,3,7,7,13,11,7,4,9,9,4,4,7,9,13,13,11,4,2,2,13,9,2,7,2,7,10,10,2
"28",13,8,11,12,9,4,4,12,4,12,5,11,13,9,11,11,11,5,4,9,11,11,11,2,7,11,11,9,5,11,11,8,12,7,2,2,13,4,3,8,2,4,9,10,12,12,10,12,5,9,13,9,9,11,12,9,9,5,9,12,10,4,13,13,4,4,5,13,5,13,12,4,2,12,9,3,9,9,12,9,5,5,12
"29",16,21,8,24,5,22,22,24,22,24,11,8,16,15,8,8,8,11,22,15,8,8,8,3,5,8,8,20,7,8,8,11,24,5,3,3,23,22,7,21,3,22,5,21,24,24,2,24,7,18,16,5,18,8,24,18,5,7,20,24,2,22,23,23,22,22,7,23,11,16,24,22,3,24,20,17,24,5,3,5,9,9,24
"30",39,40,16,5,13,42,42,5,42,5,36,16,39,33,16,16,16,36,42,33,16,13,16,11,22,16,16,23,32,16,16,23,5,22,11,11,8,42,15,40,11,42,13,8,5,5,28,5,32,13,39,13,41,16,5,41,13,32,23,5,28,42,8,8,42,42,32,8,36,39,5,42,11,5,23,15,23,13,5,13,12,12,5
"31",4,1,10,8,13,6,6,8,6,8,13,10,4,8,10,10,10,13,6,8,10,11,10,13,1,10,10,13,13,10,10,3,8,1,13,13,5,6,11,1,13,6,13,2,8,8,3,8,13,11,4,13,11,10,8,11,13,13,13,8,3,6,5,5,6,6,13,5,13,4,8,6,13,8,8,5,8,13,8,13,2,2,8
"32",9,4,15,5,7,16,16,5,16,5,14,15,9,5,15,15,15,14,16,5,15,15,15,2,11,15,15,7,4,15,15,11,5,11,2,2,13,16,4,4,2,16,7,13,5,5,4,5,4,15,9,7,15,15,5,15,7,4,7,5,4,16,13,13,16,16,4,13,14,9,5,16,2,5,7,13,7,7,2,7,1,1,5
"33",8,2,10,1,11,12,12,1,12,1,3,10,8,1,10,10,10,3,12,1,10,10,10,3,6,10,10,5,13,10,10,10,1,6,3,3,5,12,13,2,3,12,11,5,1,1,11,1,13,10,8,11,3,10,1,3,11,13,5,1,11,12,5,5,12,12,13,5,3,8,1,12,3,1,5,5,1,11,1,11,6,6,1
"34",2,14,16,7,13,9,9,7,9,7,12,16,2,13,16,16,16,12,9,13,16,13,16,3,17,16,16,11,15,16,16,13,7,17,3,3,15,9,15,14,3,9,13,7,7,7,12,7,15,13,2,13,6,16,7,6,13,15,11,7,12,9,15,15,9,9,15,15,12,2,7,9,3,7,11,15,7,13,3,13,4,4,7
"35",16,11,20,9,2,14,14,9,14,9,11,20,16,4,20,20,20,11,14,4,20,20,20,17,1,20,20,10,18,20,20,16,9,1,17,17,17,14,15,11,17,14,2,12,9,9,19,9,18,4,16,2,4,20,9,4,2,18,10,9,19,14,17,17,14,14,18,17,11,16,9,14,17,9,10,15,9,2,17,2,5,5,9
"36",14,3,10,11,9,13,13,11,13,11,2,10,14,12,10,10,10,2,13,12,10,10,10,1,6,10,10,3,1,10,10,5,11,6,1,1,12,13,5,3,1,13,9,1,11,11,1,11,1,2,14,9,2,10,11,2,9,1,3,11,1,13,12,12,13,13,1,12,2,14,11,13,1,11,3,5,11,9,1,9,4,4,11
"37",18,24,12,17,21,20,20,17,20,17,25,12,18,15,12,12,12,25,20,15,12,12,12,4,9,12,12,22,6,12,12,13,17,9,4,4,15,20,6,24,4,20,21,16,17,17,16,17,6,12,18,21,10,12,17,10,21,6,22,17,16,20,15,15,20,20,6,15,25,18,17,20,4,17,22,15,22,21,17,21,10,10,17
"38",15,4,8,13,6,14,14,13,14,1,9,8,15,11,8,8,8,9,14,11,8,1,8,3,10,8,8,6,6,8,8,10,13,10,3,15,7,14,17,4,3,14,6,6,13,13,6,13,6,1,15,6,1,8,13,1,6,6,9,13,6,14,7,7,14,14,6,7,9,15,13,14,3,3,9,17,3,6,3,6,5,5,3
"39",3,14,6,5,8,18,18,5,18,5,16,6,3,5,6,6,6,16,18,5,6,6,6,15,13,6,6,10,11,6,6,13,5,13,15,15,2,18,11,14,15,18,8,16,5,5,8,5,11,6,3,8,3,6,5,3,8,11,10,5,8,18,2,2,18,18,11,2,16,3,5,18,15,5,10,17,5,8,15,8,12,12,5
"40",24,10,20,11,8,22,22,11,22,11,8,20,24,16,20,20,20,8,22,16,20,2,20,24,27,20,20,30,16,20,20,13,11,27,24,24,13,22,16,10,24,22,8,24,11,11,26,11,16,2,24,8,2,20,11,2,8,16,30,11,26,22,13,13,22,22,16,13,8,24,11,22,24,11,30,25,11,8,24,8,17,17,11
"41",2,3,9,10,3,4,4,10,4,10,7,9,2,3,9,9,9,7,4,3,9,9,9,3,5,9,9,3,5,9,9,11,10,5,3,2,3,4,5,3,3,4,3,7,10,10,3,10,5,1,2,3,1,9,10,1,3,5,3,10,3,4,3,3,4,4,5,3,7,2,10,4,3,10,10,3,10,3,10,3,8,8,10
"42",3,12,21,11,10,18,18,11,18,11,16,21,3,19,21,21,21,16,18,19,21,10,21,17,14,21,21,9,9,21,21,18,11,14,17,17,6,18,9,12,17,18,10,9,11,11,7,11,9,10,3,10,10,21,11,10,10,9,10,11,7,18,6,6,18,18,9,6,16,3,11,18,17,11,18,6,11,10,17,10,16,16,11
"43",19,23,30,13,1,20,20,13,20,13,38,30,19,2,30,30,30,38,20,2,30,27,30,15,17,30,30,4,11,30,30,3,13,17,15,15,31,20,11,23,15,20,1,22,13,13,12,13,11,27,19,1,9,30,13,9,1,11,4,13,12,20,31,31,20,20,11,31,38,19,13,20,15,13,4,16,13,1,15,1,25,25,13
"44",8,14,2,4,12,13,13,4,13,4,7,2,8,5,2,2,2,7,13,5,2,2,2,1,10,2,2,14,3,2,2,12,4,10,1,1,9,13,3,14,1,13,12,10,4,4,11,4,3,12,8,12,6,2,4,6,12,3,14,4,11,13,9,9,13,13,3,9,7,8,4,13,1,4,14,9,4,12,4,12,10,10,4
"45",1,2,16,8,18,20,20,8,20,8,11,16,1,15,16,16,16,11,20,15,16,17,16,11,12,16,16,2,14,16,16,4,8,12,11,11,1,20,3,2,11,20,18,6,8,8,18,8,14,17,1,18,17,16,8,17,18,14,2,8,18,20,1,1,20,20,14,1,11,1,8,20,11,8,2,3,8,18,11,18,1,1,8
"46",28,13,16,17,15,1,1,17,1,17,12,16,28,23,16,16,16,12,1,23,16,27,16,3,20,16,16,7,6,16,16,11,17,20,3,3,4,1,6,13,3,1,15,28,17,17,12,17,6,27,28,15,27,16,17,27,15,6,7,17,12,1,4,4,1,1,6,4,12,28,17,1,3,17,7,4,17,15,3,15,13,13,17
"47",14,5,9,2,1,16,16,2,16,2,5,9,14,15,9,9,9,5,16,15,9,9,9,1,11,9,9,1,1,9,9,12,2,11,1,1,1,16,13,5,1,16,1,12,2,2,12,2,1,11,14,1,11,9,2,11,1,1,7,2,12,16,1,1,16,16,1,1,5,14,2,16,1,2,7,13,1,1,1,1,10,10,2
"48",9,4,28,24,13,3,3,24,3,24,10,28,9,18,28,28,28,10,3,18,28,15,28,17,16,28,28,13,20,28,28,5,24,16,17,17,20,3,20,4,17,3,13,22,24,24,21,24,20,15,9,13,15,28,24,15,13,20,13,24,21,3,20,20,3,3,20,20,10,9,24,3,17,24,9,20,24,13,24,13,25,25,24
"49",24,21,18,26,11,3,3,26,3,18,20,18,24,31,18,18,18,20,3,31,18,18,18,10,32,18,18,30,35,18,18,27,26,32,10,10,34,3,24,21,10,3,11,14,26,26,11,26,35,1,24,11,1,18,26,1,11,35,30,26,11,3,34,34,3,3,35,34,20,24,24,3,10,17,30,34,17,11,26,11,25,25,17
"50",1,4,9,7,4,8,8,7,8,7,13,9,1,4,9,9,9,13,8,4,9,11,9,12,13,9,9,6,12,9,9,15,7,13,12,12,10,8,12,4,12,8,4,10,7,7,4,7,12,11,1,4,11,9,7,11,4,12,6,7,4,8,10,10,8,8,12,10,13,1,7,8,12,7,6,10,7,4,12,4,13,13,7
"51",19,5,5,16,1,10,10,16,10,16,6,5,19,8,5,5,5,6,10,8,5,5,5,2,4,5,5,1,15,5,5,11,16,4,2,2,12,10,15,5,2,10,1,8,16,16,14,16,15,8,19,1,8,5,16,8,1,15,1,16,14,10,12,12,10,10,15,12,6,19,16,10,2,16,17,12,16,1,2,1,17,17,16
"52",33,24,28,11,19,20,20,11,20,28,19,28,33,4,28,28,28,19,20,4,28,28,28,33,6,28,28,23,23,28,28,29,11,6,33,33,16,20,23,24,33,20,19,36,11,11,19,11,23,28,33,19,28,28,11,28,19,23,23,11,19,20,16,16,20,20,23,16,19,33,33,20,33,24,23,9,24,19,11,19,8,8,24
"53",3,20,17,11,39,18,18,11,18,11,25,17,3,23,17,17,17,25,18,23,17,17,17,19,24,17,17,39,33,17,17,19,11,24,19,19,33,18,6,20,19,18,39,6,11,11,9,11,33,17,3,39,39,17,11,39,39,33,39,11,9,18,33,33,18,18,33,33,25,3,11,18,19,11,39,6,39,39,19,39,27,27,11
"54",30,25,38,37,18,15,15,37,15,37,12,38,30,21,38,38,38,12,15,21,38,38,38,4,9,18,38,18,18,38,38,3,37,9,4,4,18,15,18,25,4,15,18,1,37,37,10,37,18,19,30,18,19,38,37,19,18,18,5,37,10,15,18,18,15,15,18,18,12,30,37,15,4,37,5,18,5,18,37,18,22,22,37
"55",29,7,15,13,9,10,10,13,10,13,32,15,29,20,15,15,15,32,10,20,15,22,15,24,26,15,15,9,1,15,15,23,13,26,24,24,11,10,22,7,24,10,9,12,13,13,12,13,1,22,29,9,22,15,13,22,9,1,9,13,12,10,11,11,10,10,1,11,32,29,13,10,24,13,15,11,13,9,24,9,6,6,13
"56",4,14,1,7,11,13,13,7,13,7,11,1,4,3,1,1,1,11,13,3,1,3,1,2,11,1,1,2,2,1,1,9,7,11,2,2,2,13,2,14,2,13,11,12,7,7,15,7,2,3,4,11,5,1,7,5,11,2,9,7,15,13,2,2,13,13,2,2,11,4,7,13,2,7,9,2,7,11,7,11,9,9,7
"57",4,18,26,15,20,17,17,15,17,15,5,26,4,25,26,26,26,5,17,25,26,26,26,11,6,26,26,7,8,26,26,10,15,6,11,11,28,17,13,18,11,17,20,26,15,15,3,15,8,2,4,20,25,26,15,25,20,8,7,15,3,17,28,28,17,17,8,28,5,4,15,17,11,15,7,13,7,20,15,20,16,16,15
"58",14,15,12,11,9,19,19,11,19,11,6,12,14,11,12,12,12,6,19,11,12,12,12,3,4,12,12,9,17,12,12,16,11,4,3,3,3,19,17,15,3,19,9,18,11,11,20,11,17,12,14,9,9,12,11,9,9,17,9,11,20,19,3,3,19,19,17,3,6,14,11,19,3,11,4,3,11,9,11,9,16,16,11
"59",13,2,1,7,6,8,8,7,8,7,17,1,13,2,1,1,1,17,8,2,1,2,1,20,22,1,1,20,13,1,1,3,7,22,20,13,14,8,13,2,20,8,6,6,7,7,6,7,13,2,13,6,2,1,7,2,6,13,20,7,6,8,14,14,8,8,13,14,17,13,7,8,20,7,20,3,20,6,20,6,18,18,7
"60",4,10,4,10,2,1,1,10,1,10,4,15,4,11,15,15,15,4,1,11,15,15,15,17,5,15,15,2,8,15,15,8,10,5,17,17,14,1,8,10,17,1,2,9,10,10,6,10,8,15,4,2,3,15,10,3,2,8,2,10,6,1,14,14,1,1,8,14,4,4,10,1,17,10,2,14,2,2,17,2,7,7,10
"61",10,8,2,8,5,10,10,8,10,8,4,2,10,1,2,2,2,4,10,1,2,4,2,1,4,2,2,5,9,2,2,7,8,4,1,1,9,10,9,8,1,10,5,5,8,8,5,8,9,4,10,5,4,2,8,4,5,9,5,8,5,10,9,9,10,10,9,9,4,10,8,10,1,8,5,9,5,5,1,5,7,7,8
"62",30,6,26,4,28,5,5,4,5,26,30,26,30,27,26,26,26,30,5,27,26,26,26,2,21,26,26,28,28,26,26,6,4,21,2,2,14,5,28,6,2,5,28,31,4,4,28,4,28,12,30,28,12,26,4,12,28,28,9,4,28,5,14,14,5,5,28,14,30,30,4,5,2,20,9,14,20,28,2,28,19,19,20
"63",3,9,14,1,8,10,10,1,10,1,15,14,3,1,14,14,14,15,10,1,14,14,14,12,6,14,14,4,7,14,14,13,1,6,12,12,11,10,11,9,12,10,8,2,1,1,8,1,7,11,3,8,11,14,1,11,8,7,4,1,8,10,11,11,10,10,7,11,15,3,1,10,12,1,4,11,1,8,12,8,2,2,1
"64",11,5,19,15,16,6,6,15,6,15,21,19,11,6,19,19,19,21,6,6,19,4,19,5,20,19,19,23,23,19,19,4,15,20,5,5,3,6,23,5,5,6,16,7,15,15,16,15,23,4,11,16,21,19,15,21,16,23,23,15,16,6,3,3,6,6,23,3,21,11,15,6,5,15,23,9,15,16,5,16,7,7,15
"65",13,7,3,6,4,8,8,6,8,6,2,3,13,2,3,3,3,2,8,2,3,3,3,1,10,3,3,1,1,3,3,5,6,10,1,1,4,8,9,7,1,8,4,3,6,6,4,6,1,9,13,4,9,3,6,9,4,1,4,6,4,8,4,4,8,8,1,4,2,13,6,8,1,6,13,9,6,4,1,4,5,5,6
"66",22,6,10,2,9,21,21,2,21,2,12,10,22,2,10,10,10,12,21,2,16,16,16,8,28,9,10,9,9,16,16,12,2,28,8,8,29,21,9,6,8,21,9,29,2,2,9,2,9,16,22,9,16,16,2,16,9,9,5,2,9,21,29,29,21,21,9,29,12,22,2,21,8,2,5,23,2,9,8,9,27,27,2
"67",9,2,11,2,18,13,13,2,13,2,5,11,9,16,11,11,11,5,13,16,11,11,11,26,20,11,11,1,14,11,11,20,2,20,26,26,16,13,14,2,26,13,18,18,2,2,23,2,14,16,9,18,16,11,2,16,18,14,1,2,23,13,16,16,13,13,14,16,5,9,2,13,26,2,1,6,1,18,2,18,28,28,2
"68",10,24,25,8,19,18,18,8,18,8,3,25,10,27,25,25,25,3,18,27,25,34,25,2,13,25,25,32,23,25,25,33,8,13,2,2,9,18,23,24,2,18,19,25,8,8,22,8,23,34,10,19,34,25,8,34,19,23,32,8,22,18,9,9,18,18,23,9,3,10,8,18,2,8,32,36,32,19,8,19,23,23,8
"69",6,11,35,25,10,32,32,25,32,25,4,35,6,11,35,35,35,4,32,11,35,31,35,12,1,35,35,4,3,35,35,34,25,1,12,12,31,32,31,11,12,32,10,23,25,25,3,25,3,31,6,10,31,35,25,31,10,3,4,25,3,32,31,31,32,32,3,31,4,6,25,32,12,25,4,31,25,10,12,10,15,15,25
"70",9,3,20,6,16,4,4,6,4,6,28,20,9,27,20,20,20,28,4,27,20,20,20,30,18,20,20,14,22,20,20,12,6,18,30,30,9,4,22,3,30,4,16,14,6,6,29,6,22,16,9,16,1,20,6,1,16,22,14,6,29,4,9,9,4,4,22,9,28,9,6,4,30,6,14,12,14,16,6,16,8,8,6
"71",3,8,1,11,17,19,19,11,19,15,6,1,3,12,1,1,1,6,19,12,1,15,1,8,14,1,1,17,17,1,1,7,11,14,8,8,10,19,17,8,8,19,17,9,11,11,17,11,17,15,3,17,15,1,11,15,17,17,18,11,17,19,10,10,19,19,17,10,6,3,11,19,8,6,18,10,6,17,8,17,9,9,6
"72",7,19,8,23,17,5,5,23,5,23,20,8,7,5,8,8,8,20,5,5,8,26,8,29,22,8,8,10,19,8,8,14,23,22,29,29,6,5,15,19,29,5,17,16,23,23,6,23,19,26,7,17,26,8,23,26,17,19,10,23,6,5,6,6,5,5,19,6,20,7,23,5,29,23,10,15,23,17,29,17,14,14,23
"73",1,3,6,2,4,3,3,2,3,2,7,6,1,5,6,6,6,7,3,5,6,6,6,5,1,6,6,4,4,6,6,1,2,1,5,5,4,3,4,3,5,3,4,10,2,2,4,2,4,6,1,4,2,6,2,2,4,4,10,2,4,3,4,4,3,3,4,4,7,1,2,3,5,2,10,4,2,4,5,4,10,10,2
"74",8,32,29,34,22,11,11,34,11,34,31,29,8,1,29,29,29,31,11,1,29,29,29,32,36,29,29,24,24,29,29,31,34,36,32,32,30,11,33,32,32,11,22,34,34,34,22,34,24,16,8,22,16,29,34,16,22,24,22,34,22,11,30,30,11,11,24,30,31,8,34,11,32,34,29,33,34,22,34,22,28,28,34
"75",15,38,14,10,27,17,17,10,17,10,24,14,15,17,14,14,14,24,17,17,14,14,14,22,7,14,14,27,6,14,14,15,10,7,22,22,19,17,13,38,22,17,27,23,10,10,2,10,6,9,15,27,9,14,10,9,27,6,27,10,2,17,19,19,17,17,6,19,24,15,10,17,22,10,27,13,27,27,22,27,31,31,10
"76",17,2,27,6,22,19,19,6,19,6,19,27,17,26,27,27,27,19,19,26,27,16,27,18,1,27,27,22,22,27,27,27,6,1,18,18,24,19,4,2,18,19,22,5,6,6,22,6,22,16,17,22,16,27,6,16,22,22,22,6,22,19,24,24,19,19,22,24,19,17,6,19,18,6,19,4,6,22,18,22,13,13,6
"77",5,12,32,27,13,14,14,27,14,27,7,32,5,27,32,32,32,7,14,27,32,32,32,26,4,13,32,13,13,32,32,6,27,4,26,26,17,14,13,12,26,14,13,16,27,27,9,27,13,32,5,13,36,32,27,36,13,13,10,27,9,14,17,17,14,14,13,17,7,5,27,14,26,27,10,17,27,13,26,13,22,22,27
"78",10,15,7,6,1,5,5,6,5,6,4,7,10,13,7,7,7,4,5,13,7,13,7,10,8,7,7,1,9,7,7,2,6,8,10,10,2,5,9,15,10,5,1,8,6,6,11,6,9,13,10,1,13,7,6,13,1,9,1,6,11,5,2,2,5,5,9,2,4,10,6,5,10,6,10,3,10,1,6,1,14,14,6
"79",3,11,7,5,9,1,1,5,1,5,3,7,3,11,7,7,7,3,1,11,7,13,7,12,4,7,7,17,11,7,7,6,5,4,12,12,18,1,11,11,12,1,9,14,5,5,17,5,11,13,3,9,13,7,5,13,9,11,17,5,17,1,18,18,1,1,11,18,3,3,5,1,12,5,17,18,5,9,12,9,15,15,5
