"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"56",2,5,4,5,6,1,6,3,2,4,4,4,4
"57",2,1,4,1,2,3,3,6,2,4,4,4,4
"58",3,4,10,3,5,2,5,7,3,7,10,10,7
"59",10,3,9,2,6,5,6,11,10,9,9,9,9
"60",1,5,4,7,1,5,8,8,1,4,4,4,4
"61",4,2,6,5,8,3,8,2,4,6,6,6,6
"62",9,9,5,1,8,3,8,6,9,5,5,5,5
"63",4,6,2,4,4,1,1,5,4,2,2,2,2
"64",2,3,5,3,6,6,6,4,2,5,5,5,5
"65",1,7,5,4,6,4,6,7,1,5,5,5,5
"66",8,7,5,7,8,9,9,2,8,5,5,5,5
"67",5,7,1,5,4,6,3,2,5,1,1,1,1
"68",2,3,1,3,6,6,5,5,2,1,1,1,1
"69",6,7,1,7,9,3,9,10,6,10,1,1,8
"70",4,1,5,1,2,3,2,2,4,5,5,5,5
"71",1,5,2,6,4,5,4,3,1,3,2,2,3
"72",6,5,2,4,3,5,3,1,6,2,2,2,2
"73",2,3,4,1,5,3,5,6,2,4,4,4,4
"74",3,2,5,10,1,7,1,9,3,8,5,5,8
"75",6,2,9,13,7,2,7,5,6,9,9,9,10
"76",4,7,3,4,1,2,1,6,4,6,3,3,3
"77",3,3,6,5,5,1,4,4,3,6,6,6,6
"78",5,6,2,3,3,4,6,1,5,2,2,2,2
"79",6,5,4,5,9,1,9,4,6,4,4,4,8
"80",8,3,10,3,2,7,6,4,8,10,10,10,10
"81",9,7,1,7,3,8,5,6,9,1,1,1,1
"82",7,3,1,9,9,5,9,4,7,1,1,1,1
"83",7,2,4,1,7,2,5,3,7,4,4,4,4
"84",2,4,1,4,2,3,3,5,4,1,1,1,1
"85",1,3,2,9,5,6,5,3,1,2,2,2,2
"86",3,2,4,2,5,1,5,5,3,4,4,4,4
"87",3,6,2,1,3,4,1,5,3,2,2,2,2
"88",2,9,5,7,8,4,8,1,2,5,5,5,3
"89",3,2,1,3,4,8,4,6,3,1,1,1,5
"90",8,3,9,8,5,2,5,10,8,9,9,9,6
"91",11,14,7,3,12,5,12,8,11,7,7,7,7
"92",4,1,2,4,5,3,5,5,4,2,2,2,2
"93",3,3,6,2,1,5,1,4,3,6,6,6,6
"94",7,5,3,5,6,1,6,5,7,3,3,3,3
"95",3,4,5,4,3,2,1,1,3,5,5,5,5
"96",5,1,2,1,4,4,4,3,5,2,2,2,2
"97",4,1,8,7,3,3,3,5,4,8,8,8,8
"98",4,4,1,8,6,8,6,7,4,1,1,1,1
"99",8,3,9,3,10,10,2,2,8,9,9,9,9
"100",9,7,8,7,1,6,1,3,9,8,8,8,8
