"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"11",1,1,1,1,4,4,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,4,4,4,4,1,1,4,1,1,1,5,1,1,1,1,4,1,1,4,4,5,1,5,4,1,4,2,4,4,1,1,1,1,1,1,1,1,4,4,1,1,4,2,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
"12",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,1,4,5,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"13",4,4,4,4,5,4,4,3,6,4,4,1,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,4,4,5,4,4,6,5,4,4,4,4,5,4,4,5,5,5,4,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,4,4,5,2,5,4,4,4,4,4,5,4,4,4,4,6,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5
"14",2,2,2,2,4,4,2,5,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,4,4,4,4,2,2,4,2,2,1,3,2,2,2,2,4,2,2,4,4,3,2,1,4,3,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,4,2,2,2,2,1,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4
"15",5,5,5,5,2,2,5,5,1,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,2,2,2,2,5,5,2,5,5,1,1,5,5,5,5,2,5,5,2,2,2,5,1,2,5,2,3,2,2,5,5,5,5,5,5,5,5,2,2,5,2,2,3,2,5,5,5,5,5,2,5,5,5,5,1,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2
"16",3,3,3,3,2,2,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,3,3,3,3,3,3,3,2,2,3,3,2,2,3,1,1,3,1,3,3,3,3,3,1,1,3,3,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"17",4,4,4,4,6,6,4,3,1,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,6,6,6,6,4,4,6,4,4,1,2,4,4,4,4,6,4,4,6,6,2,4,1,2,2,6,5,6,6,4,4,4,4,4,4,4,4,6,6,4,4,6,5,6,4,4,4,4,4,6,4,4,4,4,1,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6
"18",1,1,1,1,3,1,1,2,5,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,3,3,3,1,1,3,1,1,5,5,1,1,1,1,3,1,1,3,3,5,1,5,5,5,3,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,6,3,1,1,1,1,1,3,1,1,1,1,5,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"19",1,1,1,1,4,4,1,2,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,4,4,4,4,1,1,4,1,1,3,3,1,1,1,1,4,1,1,4,4,3,1,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,4,1,1,1,1,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
"20",3,3,3,3,1,3,3,4,5,3,3,6,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,1,1,1,1,3,3,1,3,3,5,2,3,3,3,3,1,3,3,1,1,2,3,5,1,2,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,3,3,3,3,3,1,3,3,3,3,5,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1
"21",2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,1,2,2,1,1,3,2,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"22",1,1,1,1,5,5,1,2,4,6,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,5,5,5,5,1,1,5,1,1,4,6,1,1,1,1,5,1,1,5,5,6,1,4,6,6,5,6,5,5,1,1,1,1,1,1,1,1,5,5,6,6,6,6,5,1,1,1,1,1,5,1,1,1,1,4,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5
"23",2,2,2,2,1,2,2,5,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,3,1,2,2,2,2,1,2,2,1,1,1,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,4,1,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"24",1,1,1,1,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"25",3,3,3,3,2,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,5,3,3,3,3,2,3,3,2,2,5,3,5,5,5,2,4,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,4,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
"26",3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
"27",2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"28",2,2,2,2,3,3,2,4,6,2,2,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,6,1,2,2,2,2,3,2,2,3,3,1,2,6,3,1,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,6,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
"29",1,1,1,1,3,3,1,5,2,5,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,1,1,1,3,3,3,3,1,1,3,1,1,2,5,1,1,1,1,3,1,1,3,5,5,1,2,5,5,3,5,3,3,1,1,1,1,1,1,1,1,3,3,5,5,5,5,3,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
"30",2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,1,2,2,3,2,2,1,1,2,1,1,1,3,1,1,3,3,1,2,1,1,1,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,1,3,2,3,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"31",4,4,4,4,6,6,4,2,5,4,4,3,4,4,4,6,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,4,4,4,6,6,6,6,4,4,6,4,4,5,5,4,4,4,4,6,4,4,6,6,1,4,5,6,4,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,4,4,4,4,4,6,4,4,4,4,5,6,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6
"32",5,5,5,5,3,3,5,4,2,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,3,3,3,3,5,5,3,5,5,2,2,5,5,5,5,3,5,5,3,3,2,5,2,2,2,3,6,3,3,5,5,5,5,5,5,5,5,3,3,5,5,3,6,5,5,5,5,5,5,3,5,5,5,5,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3
"33",2,2,2,2,3,3,2,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,1,2,1,2,2,3,2,2,3,3,1,2,1,1,1,3,1,3,3,2,2,2,2,2,2,2,2,1,1,1,1,3,1,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1
"34",2,2,2,2,3,1,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,5,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"35",2,2,2,2,5,5,2,4,1,2,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,5,5,4,2,2,2,2,2,5,5,5,5,2,2,5,2,2,1,4,2,2,2,2,5,2,2,5,4,4,2,1,4,4,5,4,5,5,2,2,2,2,2,2,2,2,5,5,2,2,5,4,5,2,2,2,2,2,5,2,2,2,2,1,5,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5
"36",6,6,6,6,2,2,6,5,4,3,6,1,6,6,6,2,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,6,2,2,2,2,6,6,2,6,6,4,3,6,6,6,6,2,6,6,2,2,3,6,4,3,3,2,3,2,2,6,6,6,6,6,6,6,6,2,2,3,3,3,3,2,6,6,6,6,6,2,6,6,6,6,4,2,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,2
"37",4,4,4,4,1,4,4,3,1,4,4,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,3,4,4,4,4,4,1,1,1,1,4,4,1,4,4,4,1,4,4,4,4,1,4,4,1,3,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,4,4,1,3,1,4,4,4,4,4,1,4,4,4,4,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1
"38",1,1,1,1,3,6,1,4,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,3,3,3,3,1,1,3,1,1,1,3,1,1,1,1,3,1,1,3,3,3,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,3,3,2,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
"39",3,3,3,3,2,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,1,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
"40",2,2,2,2,3,3,2,4,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
"41",1,1,1,1,5,5,1,3,6,6,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,5,5,5,5,1,1,5,1,1,6,6,1,1,1,1,5,1,1,5,5,6,1,6,6,6,5,2,5,5,1,1,1,1,1,1,1,1,5,5,6,6,6,2,5,1,1,1,1,1,5,1,1,1,1,6,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
"42",2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,2,3,1,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,1,3,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3
"43",2,2,2,2,1,1,2,5,6,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,6,4,2,2,2,2,1,2,2,1,1,4,2,6,1,4,1,4,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,6,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"44",4,4,4,4,2,5,4,1,2,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,2,1,4,4,4,4,4,2,2,2,2,4,4,2,4,4,4,2,4,4,4,4,2,4,4,2,1,2,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,4,2,2,1,2,4,4,4,4,4,2,4,4,4,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2
"45",2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,2,3,3,3,3,2,2,3,2,2,1,1,2,2,2,2,3,2,2,3,3,4,2,1,4,2,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,2,2,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"46",1,1,1,1,3,3,1,2,2,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,3,3,3,2,1,1,3,1,1,2,2,1,2,2,2,3,2,2,3,3,1,1,2,2,2,3,2,3,3,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,1,1,1,2,1,3,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
"47",5,5,5,5,2,2,5,1,5,3,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,5,5,2,2,2,2,5,5,2,5,5,5,3,5,5,5,5,2,5,5,2,2,3,5,3,3,3,2,3,2,2,5,5,5,5,5,5,5,5,2,2,3,3,3,3,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2
"48",6,6,6,6,7,6,6,4,5,6,6,3,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,7,7,7,7,6,6,7,6,6,5,1,6,6,6,6,7,6,6,7,7,1,6,5,1,1,7,2,7,7,6,6,6,6,6,6,6,6,7,7,6,6,7,2,7,6,6,6,6,6,7,6,6,6,6,5,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7
"49",3,3,3,3,5,5,3,1,1,3,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,5,5,1,3,3,3,3,3,5,5,5,5,3,3,5,3,3,1,1,3,3,3,3,5,3,3,5,1,1,3,1,5,1,5,4,5,5,3,3,3,3,3,3,3,3,5,5,5,5,5,4,5,3,3,3,3,3,5,3,3,3,3,1,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5
"50",3,3,3,3,2,2,3,4,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,3,3,1,1,3,3,3,3,2,3,3,2,2,1,3,1,1,1,2,5,2,2,3,3,3,3,3,3,3,3,2,2,1,1,1,5,2,3,3,3,3,3,2,3,3,3,3,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2
"51",4,4,4,4,3,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,3,3,4,3,2,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,2,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3
"52",1,1,1,1,3,3,1,3,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,3,3,3,3,1,1,3,1,1,1,3,1,2,1,1,3,1,1,3,3,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,3,3,3,3,1,1,1,3,1,3,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
"53",1,1,1,1,2,2,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,4,2,1,1,1,1,2,1,1,2,2,2,1,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"54",3,3,3,3,2,2,3,2,2,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,2,2,3,3,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,2,3,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
"55",3,3,3,3,2,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,3,3,3,3,3,2,2,2,2,3,3,2,3,3,1,1,3,1,3,3,2,3,3,2,2,1,3,1,2,1,2,1,2,2,3,3,3,3,3,3,3,3,1,1,3,3,2,1,2,3,3,3,1,3,2,3,3,3,3,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1
"56",1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"57",5,5,5,5,6,5,5,4,2,5,5,3,5,5,5,6,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,6,6,6,6,5,5,6,5,5,2,1,5,5,5,5,6,5,5,6,6,1,5,2,1,1,6,7,6,6,5,5,5,5,5,5,5,5,6,6,5,5,6,7,6,5,5,5,5,5,6,5,5,5,5,2,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,6
