"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"21",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"22",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"23",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"24",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"25",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"26",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"27",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"28",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"29",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"30",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"31",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"32",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"33",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"34",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"35",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"36",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"37",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"38",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"39",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"40",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"41",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"42",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"43",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"44",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"45",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"46",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"47",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"48",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"49",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"50",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"51",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"52",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"53",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"54",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"55",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"56",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"57",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"58",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"59",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"60",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"61",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"62",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"63",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"64",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"65",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"66",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"67",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"68",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"69",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"70",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"71",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"72",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"73",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"74",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"75",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"76",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"77",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"78",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"79",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"80",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"81",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"82",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"83",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"84",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"85",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"86",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"87",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"88",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"89",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"90",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"91",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"92",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"93",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"94",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"95",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"96",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"97",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"98",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"99",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
"100",1,4,3,2,2,3,2,2,7,6,2,5,2,5,2,5,2,2,2,7,5,2,2,5
