"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"54",5,5,2,5,1,4,4,4,3,3,4,4,4
"55",5,5,3,5,4,2,2,2,1,1,2,2,2
"56",2,2,4,4,3,5,5,5,1,1,5,5,5
"57",4,4,1,1,4,2,2,2,3,3,2,2,2
"58",3,3,5,3,1,2,2,2,4,4,2,2,2
"59",1,3,1,1,2,4,4,4,3,3,4,4,4
"60",2,2,1,1,2,4,4,4,3,3,4,4,4
"61",3,3,5,5,4,2,2,2,1,1,2,2,2
"62",3,3,4,4,3,1,1,1,2,2,1,1,1
"63",4,4,3,3,1,5,5,5,2,2,5,5,5
"64",4,4,5,4,3,1,1,1,2,2,1,1,1
"65",4,4,2,4,3,1,1,1,5,5,1,1,1
"66",2,2,4,4,3,5,5,5,1,1,5,5,5
"67",2,2,3,3,2,1,1,1,4,4,1,1,1
"68",3,3,5,5,4,2,2,2,1,1,2,2,2
"69",2,2,5,2,3,4,4,4,1,1,4,4,4
"70",2,2,1,2,3,5,5,5,4,4,5,5,5
"71",4,4,5,5,1,3,3,3,2,2,3,3,3
"72",1,2,1,1,4,3,3,3,2,2,3,3,3
"73",5,5,3,5,4,1,1,1,2,2,1,1,1
"74",4,4,3,4,5,1,1,1,2,2,1,1,1
"75",1,3,1,1,4,2,2,2,3,3,2,2,2
"76",1,1,2,2,3,4,4,4,5,5,4,4,4
"77",2,3,2,2,1,4,4,4,3,3,4,4,4
"78",3,3,1,3,2,5,5,5,4,4,5,5,5
"79",1,2,1,1,4,3,3,3,2,2,3,3,3
"80",4,4,1,4,5,2,2,2,3,3,2,2,2
"81",2,2,4,4,2,3,3,3,1,1,3,3,3
"82",1,1,2,2,1,3,3,3,4,4,3,3,3
"83",4,4,3,3,5,1,1,1,2,2,1,1,1
"84",5,5,4,5,1,3,3,3,2,2,3,3,3
"85",4,4,3,3,4,2,2,2,1,1,2,2,2
"86",2,2,4,2,3,5,5,5,1,1,5,5,5
"87",5,5,2,2,3,1,1,1,4,4,1,1,1
"88",3,3,2,2,3,1,1,1,4,4,1,1,1
"89",1,1,2,2,5,4,4,4,3,3,4,4,4
"90",3,3,2,2,3,1,1,1,4,4,1,1,1
"91",3,3,2,2,3,4,4,4,1,1,4,4,4
"92",3,3,2,3,4,5,5,5,1,1,5,5,5
"93",2,2,1,1,4,5,5,5,3,3,5,5,5
"94",4,4,1,1,3,2,2,2,5,5,2,2,2
"95",3,3,5,3,4,1,1,1,2,2,1,1,1
"96",5,5,4,5,1,2,2,2,3,3,2,2,2
"97",3,3,2,2,5,1,1,1,4,4,1,1,1
"98",2,2,1,2,3,5,5,5,4,4,5,5,5
"99",4,4,3,3,4,1,1,1,2,2,1,1,1
"100",1,2,1,1,3,4,4,4,2,2,4,4,4
