"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"53",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"54",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"55",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"56",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"57",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"58",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"59",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"60",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"61",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"62",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"63",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"64",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"65",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"66",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"67",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"68",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"69",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"70",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"71",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"72",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"73",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"74",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"75",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"76",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"77",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"78",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"79",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"80",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"81",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"82",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"83",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"84",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"85",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"86",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"87",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"88",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"89",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"90",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"91",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"92",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"93",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"94",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"95",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"96",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"97",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"98",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"99",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
"100",5,7,7,8,11,11,4,11,6,2,2,4,2,1,1,10,3,9
