"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102"
"11",1,7,1,1,7,7,1,1,1,6,2,6,3,1,1,1,1,6,2,2,2,7,7,1,3,3,6,1,1,1,1,1,6,1,7,6,4,1,2,2,9,4,10,7,1,4,6,6,6,1,7,4,4,1,6,9,1,4,4,1,1,6,4,6,7,1,1,7,2,4,4,2,2,4,7,7,4,2,1,2,1,4,2,2,3,1,2,1,1,1,1,1,1,7,6,7,1,9,1,7,1,4
"12",5,2,5,5,2,2,5,5,5,10,3,10,11,5,5,5,5,10,3,7,7,2,2,5,11,11,10,5,5,5,5,5,10,5,2,10,9,5,3,3,10,9,8,2,5,9,10,10,10,5,2,10,9,5,10,9,5,9,9,5,5,10,9,10,2,5,5,2,3,9,9,7,3,9,2,2,9,3,5,3,5,9,3,3,11,5,3,5,5,5,5,5,5,2,10,2,5,9,5,2,5,9
"13",3,7,3,3,7,7,3,3,3,1,5,1,2,3,3,3,3,1,5,6,6,7,7,3,2,2,1,3,3,3,3,3,1,3,7,1,9,3,5,5,1,9,10,7,3,9,1,1,1,3,7,9,9,3,1,6,3,9,9,3,3,1,9,1,7,3,3,7,5,9,9,6,5,9,7,7,9,5,3,5,3,9,5,5,2,3,5,3,3,3,3,3,3,7,1,7,3,6,3,7,3,9
"14",5,2,5,5,2,2,5,5,5,8,4,8,9,5,5,5,5,8,4,4,4,2,2,5,9,9,8,5,5,5,5,5,3,5,2,8,1,5,8,8,9,1,6,2,5,1,3,3,3,5,2,8,1,5,8,9,5,1,1,5,5,8,1,3,2,5,5,2,4,1,1,4,4,1,2,2,1,4,5,4,5,1,4,4,9,5,4,5,5,5,5,5,5,2,8,2,5,9,5,2,5,1
"15",1,8,1,1,8,8,1,1,1,7,4,7,9,1,1,1,1,7,4,4,4,8,8,1,9,9,7,1,1,1,1,1,7,1,8,7,3,1,3,4,4,3,8,8,1,3,7,7,7,1,8,3,3,1,7,4,1,3,3,1,1,7,3,7,8,1,1,8,4,3,3,4,4,3,8,8,3,4,1,4,1,3,4,4,9,1,3,1,1,1,1,1,1,8,7,8,1,4,1,8,1,3
"16",5,3,5,5,3,3,5,5,5,6,1,6,2,5,5,5,5,6,1,1,1,3,3,5,2,2,6,5,5,5,5,5,6,5,3,6,4,5,4,1,1,4,2,3,5,4,6,6,6,5,3,4,4,5,6,1,5,4,4,5,5,6,4,6,3,5,5,3,1,4,4,1,1,4,3,3,4,1,5,1,5,4,1,1,2,5,4,5,5,5,5,5,5,3,6,3,5,1,5,3,5,4
"17",7,10,7,7,10,10,7,7,7,3,8,3,6,7,7,7,7,3,8,5,5,10,10,7,6,6,3,7,7,7,7,7,4,7,10,3,11,7,8,8,6,11,9,10,7,11,4,4,4,7,10,3,11,7,3,6,7,11,11,7,7,3,11,4,10,7,7,10,8,11,11,5,8,11,10,10,11,8,7,8,7,11,8,8,6,7,8,7,7,7,7,7,7,10,3,10,7,6,7,10,7,11
"18",1,2,1,1,2,2,1,1,1,3,9,3,6,1,1,1,1,3,9,4,4,2,2,1,6,6,3,1,1,1,1,1,3,1,2,3,8,1,9,9,3,8,4,2,1,8,3,3,3,1,2,8,8,1,3,4,1,8,8,1,1,3,8,3,2,1,1,2,9,8,8,4,9,8,2,2,8,9,1,9,1,8,9,9,6,1,9,1,1,1,1,1,1,2,3,2,1,4,1,2,1,8
"19",2,5,2,2,5,5,2,2,2,3,1,3,6,2,2,2,2,3,1,1,9,5,5,2,6,6,3,2,2,2,2,2,3,2,5,3,9,2,1,1,4,9,7,5,2,9,3,3,3,2,5,9,9,2,3,4,2,9,9,2,2,3,9,3,5,2,2,5,1,9,9,9,1,9,5,5,9,1,2,1,2,9,1,1,6,2,1,2,2,2,2,2,2,5,3,5,2,4,2,5,2,9
"20",4,6,4,4,6,6,4,4,4,1,3,1,9,4,4,4,4,1,3,8,8,6,6,4,9,9,1,4,4,4,4,4,1,4,6,1,2,4,3,3,1,2,5,6,4,2,1,1,1,4,6,2,2,4,1,7,4,2,2,4,4,1,2,1,6,4,4,6,3,2,2,8,3,2,6,6,2,3,4,3,4,2,3,3,9,4,3,4,4,4,4,4,4,6,1,6,4,7,4,6,4,2
"21",8,7,8,8,7,7,8,8,8,9,3,9,6,8,8,8,8,9,3,2,2,7,7,8,6,6,9,8,8,8,8,8,9,8,7,9,5,8,3,3,9,5,3,7,8,5,9,9,9,8,7,5,5,8,9,10,8,5,5,8,8,9,5,9,7,8,8,7,3,5,5,2,3,5,7,7,5,3,8,3,8,5,3,3,6,8,3,8,8,8,8,8,8,7,9,7,8,10,8,7,8,5
"22",6,10,6,6,10,10,6,6,6,5,8,5,3,6,6,6,6,5,8,5,5,10,10,6,3,3,5,6,6,6,6,6,5,6,10,5,7,6,8,8,8,7,6,10,6,7,5,5,5,6,10,7,7,6,10,8,6,7,7,6,6,5,7,5,10,6,6,10,8,7,7,5,8,7,10,10,7,8,6,8,6,7,8,8,3,6,8,6,6,6,6,6,6,10,5,10,6,8,6,10,6,7
"23",5,10,5,5,10,10,5,5,5,2,9,2,6,5,5,5,5,2,9,4,4,10,10,5,6,6,2,5,5,5,5,5,2,5,10,2,1,5,9,9,2,1,9,10,5,1,2,2,2,5,10,1,1,5,2,4,5,1,1,5,5,2,1,2,10,5,5,10,9,1,1,4,9,1,10,10,1,9,5,9,5,1,9,9,6,5,9,5,5,5,5,5,5,10,2,10,5,4,5,10,5,1
"24",3,6,3,3,6,6,3,3,3,2,1,2,5,3,3,3,3,2,1,1,2,6,6,3,5,5,2,3,3,3,3,3,2,3,6,2,5,3,1,1,2,5,3,6,3,5,2,2,2,3,6,6,5,3,6,2,3,5,5,3,3,2,6,2,6,3,3,6,1,5,5,1,1,5,6,6,5,1,3,1,3,5,1,1,5,3,1,3,3,3,3,3,3,6,2,6,3,2,3,6,3,5
"25",7,1,7,7,1,1,7,7,7,6,11,6,9,7,7,7,7,6,11,13,13,1,1,7,9,9,6,7,7,7,7,7,6,7,1,6,3,7,11,11,6,3,10,1,7,3,6,6,6,7,1,3,3,7,6,13,7,3,3,7,7,6,3,6,1,7,7,1,11,3,3,13,11,3,1,1,3,11,7,11,7,3,11,11,9,7,11,7,7,7,7,7,7,1,6,1,7,13,7,1,7,3
"26",11,1,11,11,1,1,11,11,11,10,5,10,3,11,11,11,11,10,5,10,10,1,1,11,3,3,10,11,11,11,11,11,2,11,1,10,9,11,5,5,2,9,8,1,11,9,2,2,10,11,1,9,9,11,10,2,11,9,9,11,11,10,9,2,1,11,11,1,5,9,9,10,5,9,1,1,9,5,11,5,11,9,5,5,3,11,5,11,11,11,11,11,11,1,10,1,11,2,11,1,11,9
"27",2,1,2,2,1,1,2,2,2,4,3,4,6,2,2,2,2,4,3,4,4,1,1,2,6,6,4,2,2,2,2,2,4,2,1,4,5,2,3,3,6,5,6,1,2,5,4,4,4,2,1,5,5,2,1,6,2,5,5,2,2,4,5,4,1,2,2,1,3,5,5,4,3,5,1,1,5,3,2,3,2,5,3,3,6,2,3,2,2,2,2,2,2,1,4,1,2,6,2,1,2,5
"28",11,3,11,11,3,3,11,11,11,9,5,9,8,11,11,11,11,9,5,5,5,3,3,11,8,8,9,11,11,11,11,11,9,11,3,9,8,11,5,5,6,8,2,3,11,8,9,9,9,11,3,9,8,11,9,6,11,8,8,11,11,9,3,9,3,11,11,3,5,8,8,5,5,8,3,3,8,5,11,5,11,8,5,5,8,11,5,11,11,11,11,11,11,3,9,3,11,6,11,3,11,8
"29",9,7,9,9,7,7,9,9,9,10,2,10,6,9,9,9,9,10,2,2,5,7,7,9,6,6,10,9,9,9,9,9,5,9,7,10,1,9,10,10,5,1,6,7,9,1,5,5,5,9,7,10,1,9,10,5,9,1,1,9,9,10,1,5,7,9,9,7,2,1,1,2,2,1,7,7,1,2,9,2,9,1,2,2,6,9,2,9,9,9,9,9,9,7,10,7,9,5,9,7,9,1
"30",7,10,7,7,10,10,7,7,7,3,9,3,2,7,7,7,7,3,9,5,5,10,10,7,2,2,3,7,7,7,7,7,8,7,10,3,1,7,9,9,8,1,3,10,7,1,8,8,8,7,10,3,1,7,3,5,7,1,1,7,7,3,1,8,10,7,7,10,9,1,1,5,9,1,10,10,1,9,7,9,7,1,9,9,2,7,9,7,7,7,7,7,7,10,3,10,7,5,7,10,7,1
"31",8,9,8,8,9,9,8,8,8,5,1,5,3,8,8,8,8,5,1,1,1,9,9,8,3,3,5,8,8,8,8,8,5,8,9,5,12,8,12,1,1,12,2,9,8,12,5,5,5,8,9,12,12,8,5,1,8,12,12,8,8,5,12,5,9,8,8,9,1,12,12,1,1,12,9,9,12,1,8,1,8,12,1,1,3,8,12,8,8,8,8,8,8,9,5,9,8,1,8,9,8,12
"32",12,8,12,12,8,8,12,12,12,3,6,3,11,12,12,12,12,3,6,6,2,8,8,12,11,11,3,12,12,12,12,12,3,12,8,3,2,12,6,6,3,2,8,8,12,2,3,3,3,12,8,3,2,12,3,2,12,2,2,12,12,3,8,3,8,12,12,8,6,2,2,2,6,2,8,8,2,6,12,6,12,2,6,6,11,12,6,12,12,12,12,12,12,8,3,8,12,2,12,8,12,2
"33",8,4,8,8,4,4,8,8,8,5,2,5,3,8,8,8,8,5,2,6,6,4,4,8,3,3,5,8,8,8,8,8,7,8,4,5,9,8,2,2,7,9,1,4,8,9,7,7,7,8,4,5,9,8,5,6,8,9,9,8,8,5,9,7,4,8,8,4,2,9,9,6,2,9,4,4,9,2,8,2,8,9,2,2,3,8,2,8,8,8,8,8,8,4,5,4,8,6,8,4,8,9
"34",1,8,1,1,8,8,1,1,1,4,5,4,10,1,1,1,1,4,5,4,4,8,8,1,10,10,4,1,1,1,1,1,4,1,8,4,10,1,5,5,11,10,10,8,1,10,4,4,4,1,8,8,10,1,8,11,1,10,10,1,1,4,8,4,8,1,1,8,5,10,10,4,5,10,8,8,10,5,1,5,1,10,5,5,10,1,5,1,1,1,1,1,1,8,4,8,1,11,1,8,1,10
"35",2,7,2,2,7,7,2,2,2,3,6,3,4,2,2,2,2,3,6,5,3,7,7,2,4,4,3,2,2,2,2,2,3,2,7,3,1,2,6,6,3,1,5,7,2,1,3,3,3,2,7,1,1,2,7,3,2,1,1,2,2,3,1,3,7,2,2,7,6,1,1,5,6,1,7,7,1,6,2,6,2,1,6,6,4,2,6,2,2,2,2,2,2,7,3,7,2,3,2,7,2,1
"36",7,6,7,7,6,6,7,7,7,5,9,5,4,7,7,7,7,5,9,10,10,6,6,7,4,4,5,7,7,7,7,7,5,7,6,5,1,7,9,9,5,1,3,6,7,1,5,5,5,7,6,1,1,7,5,10,7,1,1,7,7,5,1,5,6,7,7,6,9,1,1,10,9,1,6,6,1,9,7,9,7,1,9,9,4,7,9,7,7,7,7,7,7,6,5,6,7,10,7,6,7,1
"37",5,6,5,5,6,6,5,5,5,4,2,4,3,5,5,5,5,4,2,1,1,6,6,5,3,3,4,5,5,5,5,5,1,5,6,4,3,5,2,2,1,3,2,6,5,3,1,1,1,5,6,4,3,5,4,1,5,3,3,5,5,4,6,1,6,5,5,6,2,3,3,1,2,3,6,6,3,2,5,2,5,3,2,2,3,5,2,5,5,5,5,5,5,6,4,6,5,1,5,6,5,3
"38",11,5,11,11,5,5,11,11,11,3,8,3,7,11,11,11,11,3,8,10,10,5,5,11,7,7,3,11,11,11,11,11,3,11,5,3,6,11,8,8,3,6,1,5,11,6,3,3,3,11,5,6,6,11,5,3,11,6,6,11,11,3,6,3,5,11,11,5,8,6,6,10,8,6,5,5,6,8,11,8,11,6,8,8,7,11,8,11,11,11,11,11,11,5,3,5,11,3,11,5,11,6
"39",7,4,7,7,4,4,7,7,7,8,3,8,5,7,7,7,7,8,3,3,8,4,4,7,5,5,8,7,7,7,7,7,8,7,4,8,1,7,3,3,8,1,6,4,7,1,8,8,8,7,4,1,1,7,4,8,7,1,1,7,7,8,1,8,4,7,7,4,3,1,1,3,3,1,4,4,1,3,7,3,7,1,3,3,5,7,3,7,7,7,7,7,7,4,8,4,7,8,7,4,7,1
"40",6,10,6,6,10,10,6,6,6,11,9,11,3,6,6,6,6,11,9,9,9,10,10,6,3,3,11,6,6,6,6,6,11,6,10,11,3,6,9,9,11,3,7,10,6,3,11,11,11,6,10,11,3,6,11,7,6,3,3,6,6,11,10,11,10,6,6,10,9,3,3,9,9,3,10,10,3,9,6,9,6,3,9,9,3,6,9,6,6,6,6,6,6,10,11,10,6,7,6,10,6,3
"41",5,4,5,5,4,4,5,5,5,10,2,10,8,5,5,5,5,10,2,6,6,4,4,5,8,8,10,5,5,5,5,5,10,5,4,10,3,5,2,2,10,3,3,4,5,3,10,10,10,5,4,3,3,5,10,9,5,3,3,5,5,10,3,10,4,5,5,4,2,3,3,6,2,3,4,4,3,2,5,2,5,3,2,2,8,5,2,5,5,5,5,5,5,4,10,4,5,9,5,4,5,3
"42",4,3,4,4,3,3,4,4,4,6,5,6,8,4,4,4,4,6,5,7,7,3,3,4,8,8,6,4,4,4,4,4,6,4,3,6,1,4,5,5,6,1,5,3,4,1,6,6,6,4,3,1,1,4,6,7,4,1,1,4,4,6,1,6,3,4,4,3,5,1,1,7,5,1,3,3,1,5,4,5,4,1,5,5,8,4,5,4,4,4,4,4,4,3,6,3,4,7,4,3,4,1
"43",4,7,4,4,7,7,4,4,4,8,2,8,2,4,4,4,4,8,2,5,5,7,7,4,2,2,8,4,4,4,4,4,8,4,7,8,1,4,1,8,2,1,5,7,4,1,8,8,8,4,7,1,1,4,8,2,4,1,1,4,4,8,1,8,7,4,4,7,2,1,1,5,7,1,7,7,1,2,4,2,4,1,2,2,2,4,1,4,4,4,4,4,4,7,8,7,4,2,4,7,4,1
"44",6,5,6,6,5,5,6,6,6,2,7,2,3,6,6,6,6,2,7,9,9,5,5,6,3,3,2,6,6,6,6,6,2,6,5,2,8,6,7,7,2,8,3,5,6,8,2,2,2,6,5,8,8,6,2,4,6,8,8,6,6,2,8,2,5,6,6,5,7,8,8,9,7,8,5,5,8,7,6,7,6,8,7,7,3,6,7,6,6,6,6,6,6,5,2,5,6,4,6,5,6,8
"45",2,5,2,2,5,5,2,2,2,1,4,1,6,2,2,2,2,1,4,1,1,5,5,2,6,6,1,2,2,2,2,2,1,2,5,1,7,2,4,4,6,7,6,5,2,7,1,1,1,2,5,7,7,2,5,6,2,7,7,2,2,1,7,1,5,2,2,5,4,7,7,1,4,7,5,5,7,4,2,4,2,7,4,4,6,2,4,2,2,2,2,2,2,5,1,5,2,6,2,5,2,7
"46",1,3,1,1,3,3,1,1,1,7,8,7,6,1,1,1,1,7,8,5,5,3,3,1,6,6,7,1,1,1,1,1,7,1,3,7,6,1,8,8,7,6,2,3,1,6,7,7,7,1,3,7,6,1,7,5,1,6,6,1,1,7,3,7,3,1,1,3,8,6,6,5,8,6,3,3,6,8,1,8,1,6,8,8,6,1,8,1,1,1,1,1,1,3,7,3,1,5,1,3,1,6
"47",12,7,12,12,7,7,12,12,12,10,1,10,8,12,12,12,12,10,1,1,10,7,7,12,8,8,10,12,12,12,12,12,10,12,7,10,8,12,1,1,10,8,3,7,12,8,10,10,10,12,7,7,8,12,7,10,12,8,8,12,12,10,7,10,7,12,12,7,1,8,8,1,1,8,7,7,8,1,12,1,12,8,1,1,8,12,1,12,12,12,12,12,12,7,10,7,12,10,12,7,12,8
"48",6,5,6,6,5,5,6,6,6,1,2,1,5,6,6,6,6,1,2,2,3,5,5,6,5,5,1,6,6,6,6,6,1,6,5,1,4,6,2,2,1,4,4,5,6,4,1,1,1,6,5,4,4,6,1,3,6,4,4,6,6,1,4,1,5,6,6,5,2,4,4,2,2,4,5,5,4,2,6,2,6,4,2,2,5,6,2,6,6,6,6,6,6,5,1,5,6,3,6,5,6,4
"49",7,2,7,7,2,2,7,7,7,6,3,6,1,7,7,7,7,6,3,3,3,2,2,7,1,1,6,7,7,7,7,7,6,7,2,6,9,7,9,3,3,9,3,2,7,9,6,6,6,7,2,9,9,7,6,3,7,9,9,7,7,6,9,6,2,7,7,2,3,9,9,3,3,9,2,2,9,3,7,3,7,9,3,3,1,7,9,7,7,7,7,7,7,2,6,2,7,3,7,2,7,9
"50",4,6,4,4,6,6,4,4,4,10,9,10,7,4,4,4,4,10,9,5,5,6,6,4,7,7,10,4,4,4,4,4,10,4,6,10,2,4,9,9,10,2,3,6,4,2,10,10,10,4,6,2,2,4,10,8,4,2,2,4,4,10,2,10,6,4,4,6,9,2,2,5,9,2,6,6,2,9,4,9,4,2,9,9,7,4,9,4,4,4,4,4,4,6,10,6,4,8,4,6,4,2
"51",1,3,1,1,3,3,1,1,1,6,5,6,4,1,1,1,1,6,5,5,5,3,3,1,4,4,6,1,1,1,1,1,6,1,3,6,4,1,5,5,7,4,3,3,1,4,6,6,6,1,3,6,4,1,6,7,1,4,4,1,1,6,3,6,3,1,1,3,5,4,4,5,5,4,3,3,4,5,1,5,1,4,5,5,4,1,5,1,1,1,1,1,1,3,6,3,1,7,1,3,1,4
"52",4,3,4,4,3,3,4,4,4,6,10,6,8,4,4,4,4,6,10,6,6,3,3,4,8,8,6,4,4,4,4,4,6,4,3,6,7,4,10,10,1,7,9,3,4,7,6,6,6,4,3,7,7,4,3,1,4,7,7,4,4,6,7,6,3,4,4,3,10,7,7,6,10,7,3,3,7,10,4,10,4,7,10,10,8,4,10,4,4,4,4,4,4,3,6,3,4,1,4,3,4,7
"53",7,3,7,7,3,3,7,7,7,5,8,5,1,7,7,7,7,5,8,10,10,3,3,7,1,1,5,7,7,7,7,7,5,7,3,5,6,7,8,8,5,6,3,3,7,6,5,5,5,7,3,6,6,7,5,10,7,6,6,7,7,5,6,5,3,7,7,3,8,6,6,10,8,6,3,3,6,8,7,8,7,6,8,8,1,7,8,7,7,7,7,7,7,3,5,3,7,10,7,3,7,6
"54",10,8,10,10,8,8,10,10,10,3,9,3,4,10,10,10,10,3,9,3,5,8,8,10,4,4,3,10,10,10,10,10,5,10,8,3,1,10,9,9,5,1,12,8,10,1,5,5,5,10,8,3,1,10,3,5,10,1,1,10,10,3,1,5,8,10,10,8,9,1,1,3,9,1,8,8,1,9,10,9,10,1,9,9,4,10,9,10,10,10,10,10,10,8,3,8,10,5,10,8,10,1
"55",6,12,6,6,12,12,6,6,6,2,7,2,3,6,6,6,6,2,7,4,4,12,12,6,3,3,2,6,6,6,6,6,2,6,12,2,10,6,7,7,2,10,7,12,6,10,2,2,2,6,12,10,10,6,2,1,6,10,10,6,6,2,10,2,12,6,6,12,7,10,10,4,7,10,12,12,10,7,6,7,6,10,7,7,3,6,7,6,6,6,6,6,6,12,2,12,6,1,6,12,6,10
"56",9,7,9,9,7,7,9,9,9,4,3,4,6,9,9,9,9,4,3,2,2,7,7,9,6,6,4,9,9,9,9,9,4,9,7,4,5,9,3,3,6,5,8,7,9,5,4,4,4,9,7,5,5,9,4,6,9,5,5,9,9,4,5,4,7,9,9,7,3,5,5,2,3,5,7,7,5,3,9,3,9,5,3,3,6,9,3,9,9,9,9,9,9,7,4,7,9,6,9,7,9,5
"57",1,6,1,1,6,6,1,1,1,5,7,5,3,1,1,1,1,5,7,7,7,6,6,1,3,3,5,1,1,1,1,1,5,1,6,5,4,1,4,7,7,4,1,6,1,4,5,5,5,1,6,4,4,1,5,7,1,4,4,1,1,5,4,5,6,1,1,6,7,4,4,7,7,4,6,6,4,7,1,7,1,4,7,7,3,1,4,1,1,1,1,1,1,6,5,6,1,7,1,6,1,4
"58",7,11,7,7,11,11,7,7,7,4,1,4,8,7,7,7,7,4,1,1,1,11,11,7,8,8,4,7,7,7,7,7,9,7,11,4,5,7,4,4,8,5,9,11,7,5,9,9,9,7,11,4,5,7,4,8,7,5,5,7,7,4,5,9,11,7,7,11,1,5,5,1,1,5,11,11,5,1,7,1,7,5,1,1,8,7,1,7,7,7,7,7,7,11,4,11,7,8,7,11,7,5
"59",9,6,9,9,6,6,9,9,9,2,3,2,10,9,9,9,9,2,3,3,3,6,6,9,10,10,2,9,9,9,9,9,2,9,6,2,7,9,3,3,10,7,2,6,9,7,2,2,2,9,6,7,7,9,2,10,9,7,7,9,9,2,7,2,6,9,9,6,3,7,7,3,3,7,6,6,7,3,9,3,9,7,3,3,10,9,3,9,9,9,9,9,9,6,2,6,9,10,9,6,9,7
"60",6,1,6,6,1,1,6,6,6,3,5,3,1,6,6,6,6,3,5,4,4,1,1,6,1,1,3,6,6,6,6,6,3,6,1,3,2,6,5,5,3,2,2,1,6,2,3,3,3,6,1,2,2,6,3,4,6,2,2,6,6,3,2,3,1,6,6,1,5,2,2,4,5,2,1,1,2,5,6,5,6,2,5,5,1,6,5,6,6,6,6,6,6,1,3,1,6,4,6,1,6,2
"61",10,1,10,10,1,1,10,10,10,9,4,9,7,10,10,10,10,9,4,9,9,1,1,10,7,7,9,10,10,10,10,10,9,10,1,9,2,10,4,4,3,2,6,1,10,2,9,9,9,10,1,2,2,10,1,3,10,2,2,10,10,9,2,9,1,10,10,1,4,2,2,9,4,2,1,1,2,4,10,4,10,2,4,4,7,10,4,10,10,10,10,10,10,1,9,1,10,3,10,1,10,2
"62",5,1,5,5,1,1,5,5,5,7,9,7,8,5,5,5,5,7,9,7,3,1,1,5,8,8,7,5,5,5,5,5,7,5,1,7,6,5,9,9,7,6,1,1,5,6,7,7,7,5,1,6,6,5,7,3,5,6,6,5,5,7,6,7,1,5,5,1,9,6,6,7,9,6,1,1,6,9,5,9,5,6,9,9,8,5,9,5,5,5,5,5,5,1,7,1,5,3,5,1,5,6
"63",3,2,3,3,2,2,3,3,3,4,6,4,9,3,3,3,3,4,6,6,6,2,2,3,9,9,4,3,3,3,3,3,4,3,2,4,7,3,7,6,6,7,5,2,3,7,4,4,4,3,2,7,7,3,4,6,3,7,7,3,3,4,7,4,2,3,3,2,6,7,7,6,6,7,2,2,7,6,3,6,3,7,6,6,9,3,7,3,3,3,3,3,3,2,4,2,3,6,3,2,3,7
"64",1,5,1,1,5,5,1,1,1,7,8,7,9,1,1,1,1,7,8,3,3,5,5,1,9,9,7,1,1,1,1,1,10,1,5,7,6,1,8,8,10,6,10,5,1,6,10,10,3,1,5,7,6,1,7,10,1,6,6,1,1,7,6,10,5,1,1,5,8,6,6,3,8,6,5,5,6,8,1,8,1,6,8,8,9,1,8,1,1,1,1,1,1,5,7,5,1,10,1,5,1,6
