"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"47",4,3,4,1,3,2,1,2,5,4,2,6,6,1,4,6,1,2,6,2,2,2,2,4,2,2,4
"48",2,5,5,1,5,3,1,3,4,2,3,6,6,5,2,6,1,3,6,3,3,3,3,2,3,3,2
"49",4,2,2,1,2,5,1,5,3,4,5,6,6,2,4,6,1,5,6,5,5,5,5,4,5,5,4
"50",3,1,1,5,1,4,5,4,2,3,4,6,6,1,3,6,5,4,6,4,4,4,4,3,4,4,3
"51",3,2,2,1,2,4,1,4,5,3,4,6,6,2,3,6,1,4,6,4,4,4,4,3,4,4,3
"52",1,3,3,4,3,2,4,2,5,1,2,6,6,3,1,6,4,2,6,2,2,2,2,1,2,2,1
"53",5,1,1,2,1,4,2,4,3,5,4,6,6,1,5,6,2,4,6,4,4,4,4,5,4,4,5
"54",3,1,1,5,1,2,5,2,4,3,2,6,6,1,3,6,5,2,6,2,2,2,2,3,2,2,3
"55",4,3,3,2,3,5,2,5,1,4,5,6,6,3,4,6,2,5,6,5,5,5,5,4,5,5,4
"56",3,1,1,4,1,2,4,2,5,3,2,6,6,1,3,6,4,2,6,2,2,2,2,3,2,2,3
"57",2,4,4,5,4,1,5,1,3,2,1,6,6,4,2,6,5,1,6,1,1,1,1,2,1,1,2
"58",5,1,1,3,1,4,3,4,2,5,4,6,6,1,5,6,3,4,6,4,4,4,4,5,4,4,5
"59",4,1,1,3,1,2,3,2,5,4,2,6,6,1,4,6,3,2,6,2,2,2,2,4,2,2,4
"60",2,1,1,5,1,3,5,3,4,2,3,6,6,1,2,6,5,3,6,3,3,3,3,2,3,3,2
"61",3,4,4,2,4,5,2,5,1,3,5,6,6,4,3,6,2,5,6,5,5,5,5,3,5,5,3
"62",4,5,5,2,5,3,2,3,1,4,3,6,6,5,4,6,2,3,6,3,3,3,3,4,3,3,4
"63",1,2,1,5,2,3,5,3,4,1,3,6,6,5,1,6,5,3,6,3,3,3,3,1,3,3,1
"64",2,4,4,1,4,3,1,3,5,2,3,6,6,4,2,6,1,3,6,3,3,3,3,2,3,3,2
"65",1,3,3,5,3,2,5,2,4,1,2,6,6,3,1,6,5,2,6,2,2,2,2,1,2,2,1
"66",1,2,2,3,2,5,3,5,4,1,5,6,6,2,1,6,3,5,6,5,5,5,5,1,5,5,1
"67",3,2,2,4,2,1,4,1,5,3,1,6,6,2,3,6,4,1,6,1,1,1,1,3,1,1,3
"68",4,1,1,2,1,5,2,5,3,4,5,6,6,1,4,6,2,5,6,5,5,5,5,4,5,5,4
"69",2,5,5,3,5,1,3,1,4,2,1,6,6,5,2,6,3,1,6,1,1,1,1,2,1,1,2
"70",5,2,2,1,2,4,1,4,3,5,4,6,6,2,5,6,1,4,6,4,4,4,4,5,4,4,5
"71",5,2,2,1,2,3,1,3,4,5,3,6,6,2,5,6,1,3,6,3,3,3,3,5,3,3,5
"72",3,5,5,1,5,2,1,2,4,3,2,6,6,5,3,6,1,2,6,2,2,2,2,3,2,2,3
"73",5,3,3,4,3,2,4,2,1,5,2,6,6,3,5,6,4,2,6,2,2,2,2,5,2,2,5
"74",2,5,5,3,5,1,3,1,4,2,1,6,6,5,2,6,3,1,6,1,1,1,1,2,1,1,2
"75",3,2,2,5,2,4,5,4,1,3,4,6,6,2,3,6,5,4,6,4,4,4,4,3,4,4,3
"76",3,5,5,2,5,1,2,1,4,3,1,6,6,5,3,6,2,1,6,1,1,1,1,3,1,1,3
"77",3,5,5,1,5,2,1,2,4,3,2,6,6,5,3,6,1,2,6,2,2,2,2,3,2,2,3
"78",4,3,3,2,3,5,2,5,1,4,5,6,6,3,4,6,2,5,6,5,5,5,5,4,5,5,4
"79",3,1,3,5,1,2,5,2,4,3,2,6,6,5,3,6,5,2,6,2,2,2,2,3,2,2,3
"80",3,2,2,5,2,4,5,4,1,3,4,6,6,2,3,6,5,4,6,4,4,4,4,3,4,4,3
"81",2,4,2,1,4,3,1,3,5,2,3,6,6,1,2,6,1,3,6,3,3,3,3,2,3,3,2
"82",5,1,1,2,1,4,2,4,3,5,4,6,6,1,5,6,2,4,6,4,4,4,4,5,4,4,5
"83",5,1,1,2,1,4,2,4,3,5,4,6,6,1,5,6,2,4,6,4,4,4,4,5,4,4,5
"84",1,4,1,3,4,5,3,5,2,1,5,6,6,3,1,6,3,5,6,5,5,5,5,1,5,5,1
"85",2,4,4,3,4,1,3,1,5,2,1,6,6,4,2,6,3,1,6,1,1,1,1,2,1,1,2
"86",3,2,2,1,2,4,1,4,5,3,4,6,6,2,3,6,1,4,6,4,4,4,4,3,4,4,3
"87",3,5,5,1,5,2,1,2,4,3,2,6,6,5,3,6,1,2,6,2,2,2,2,3,2,2,3
"88",3,1,1,4,1,2,4,2,5,3,2,6,6,1,3,6,4,2,6,2,2,2,2,3,2,2,3
"89",2,5,2,4,5,3,4,3,1,2,3,6,6,4,2,6,4,3,6,3,3,3,3,2,3,3,2
"90",5,3,3,2,3,4,2,4,1,5,4,6,6,3,5,6,2,4,6,4,4,4,4,5,4,4,5
"91",5,1,1,3,1,2,3,2,4,5,2,6,6,1,5,6,3,2,6,2,2,2,2,5,2,2,5
"92",4,2,2,1,2,5,1,5,3,4,5,6,6,2,4,6,1,5,6,5,5,5,5,4,5,5,4
"93",5,3,5,1,3,4,1,4,2,5,4,6,6,1,5,6,1,4,6,4,4,4,4,5,4,4,5
"94",2,4,4,3,4,5,3,5,1,2,5,6,6,4,2,6,3,5,6,5,5,5,5,2,5,5,2
"95",2,4,4,5,4,3,5,3,1,2,3,6,6,4,2,6,5,3,6,3,3,3,3,2,3,3,2
"96",4,1,1,2,1,5,2,5,3,4,5,6,6,1,4,6,2,5,6,5,5,5,5,4,5,5,4
"97",1,4,4,5,4,2,5,2,3,1,2,6,6,4,1,6,5,2,6,2,2,2,2,1,2,2,1
"98",3,1,1,4,1,2,4,2,5,3,2,6,6,1,3,6,4,2,6,2,2,2,2,3,2,2,3
"99",1,2,2,5,2,3,5,3,4,1,3,6,6,2,1,6,5,3,6,3,3,3,3,1,3,3,1
"100",4,5,5,1,5,3,1,3,2,4,3,6,6,5,4,6,1,3,6,3,3,3,3,4,3,3,4
