"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"12",3,4,4,4,5,5,2,1,1,5,4,4,4,4,1,1,1,4,1,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,5,5,2,4,5,4,4,4,4,4,1,1,3,4,4,4,4,4,4,2
"13",4,1,1,1,1,1,3,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,3
"14",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"15",3,5,5,5,4,4,2,1,1,4,5,5,5,5,1,1,1,5,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,4,4,2,5,4,5,5,5,5,5,1,1,3,5,5,5,5,5,5,2
"16",1,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"17",4,2,2,2,1,1,5,3,3,1,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,5,2,1,2,2,2,2,2,3,3,4,2,2,2,2,2,2,5
"18",1,1,4,1,3,3,5,2,2,3,4,4,1,1,2,2,2,1,2,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,3,5,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5
"19",2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1
"20",4,2,1,2,3,3,5,3,2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,2,3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,5
"21",2,3,3,3,4,4,1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,4,1,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1
"22",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23",3,1,1,1,2,2,5,4,4,3,1,1,1,1,4,4,4,1,4,1,1,1,1,1,4,1,4,1,3,3,1,1,1,1,1,3,2,2,5,1,2,3,1,1,1,1,4,4,3,3,1,1,3,1,1,5
"24",5,4,4,4,2,2,1,3,3,2,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,1,4,2,4,4,4,4,4,3,3,5,4,4,4,4,4,4,1
"25",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"26",5,3,3,3,1,1,4,2,2,1,3,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,1,4,3,1,3,3,3,3,3,2,2,5,3,3,3,3,3,3,4
"27",6,4,1,4,5,5,3,2,2,5,1,1,4,4,2,2,2,4,2,4,4,1,4,4,2,4,2,4,4,4,4,4,4,4,4,4,5,5,3,4,5,4,4,4,4,4,2,2,6,4,4,4,4,4,4,3
"28",6,1,2,1,4,4,3,5,5,4,2,2,1,1,5,5,5,1,5,1,1,2,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4,4,3,1,4,1,1,1,1,1,5,5,6,1,1,1,1,1,1,3
"29",5,2,4,2,1,1,3,1,2,1,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,5,2,2,2,2,2,2,3
"30",1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2
"31",2,4,5,4,3,3,1,3,3,2,5,4,4,4,3,3,3,4,3,4,4,5,4,4,3,4,3,4,2,2,4,4,4,4,4,2,3,3,1,4,3,2,4,4,4,4,3,3,2,2,4,4,2,4,4,1
"32",3,2,2,2,4,4,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,1,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1
"33",1,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"34",3,2,2,2,4,4,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,4,4,1,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1
"35",3,5,6,6,1,1,4,2,2,1,6,6,5,5,2,2,2,5,2,5,6,6,5,6,2,5,2,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,2,2,3,5,5,6,5,5,6,4
"36",6,4,1,4,2,2,3,5,5,2,1,1,4,4,5,5,5,4,5,4,4,1,4,4,5,4,5,4,4,4,4,4,4,4,4,4,2,2,3,4,2,4,4,4,4,4,5,5,6,4,4,4,4,4,4,3
"37",1,3,3,3,2,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,2,2,4,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,4
"38",2,4,1,1,5,5,3,6,6,5,1,1,4,4,6,6,6,4,6,4,1,1,4,1,6,4,6,4,4,4,4,4,4,4,4,4,5,5,3,4,5,4,4,4,4,4,6,6,2,4,4,1,4,4,1,3
"39",1,3,3,3,4,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,4,4,2,3,4,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2
"40",2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3
"41",2,4,4,4,5,5,1,3,3,5,4,4,4,4,3,3,3,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,5,1,4,5,4,4,4,4,4,3,3,2,4,4,4,4,4,4,1
"42",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
"43",1,3,2,3,3,3,4,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,4
"44",4,3,3,3,2,2,1,2,2,2,3,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,1,3,2,3,3,3,3,3,2,2,4,3,3,3,3,3,3,1
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",6,3,5,3,2,2,1,4,4,2,5,5,3,3,4,4,4,3,4,3,3,5,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,1,3,2,3,3,3,3,3,4,4,6,3,3,3,3,3,3,1
"47",1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3
"48",3,1,1,1,1,1,2,4,4,1,4,1,1,1,4,4,4,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,3,1,1,1,1,1,1,2
"49",5,3,3,3,1,1,4,2,2,1,3,3,3,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,1,4,3,1,3,3,3,3,3,2,2,5,3,3,3,3,3,3,4
"50",3,5,4,5,1,1,2,6,6,1,4,4,5,5,6,6,6,5,6,5,5,4,5,5,6,5,6,5,5,5,5,5,5,5,5,5,1,1,2,5,1,5,5,5,5,5,6,6,3,5,5,5,5,5,5,2
"51",2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"52",6,4,1,4,3,3,2,5,5,3,1,1,4,4,5,5,5,4,5,4,4,1,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,3,2,4,3,4,4,4,4,4,5,5,6,4,4,4,4,4,4,2
"53",5,1,4,1,2,2,3,2,1,2,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3
"54",5,2,2,2,4,4,1,3,3,4,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,4,4,1,2,4,2,2,2,2,2,3,3,5,2,2,2,2,2,2,1
"55",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"56",3,5,1,5,4,4,2,4,4,4,1,1,5,5,4,4,4,5,4,5,5,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,2,5,4,5,5,5,5,5,4,4,3,5,5,5,5,5,5,2
"57",1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3
"58",5,3,1,3,2,2,4,2,2,2,1,1,3,3,2,2,2,3,2,3,3,1,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,2,2,5,3,3,3,3,3,3,4
"59",5,3,3,3,2,2,4,1,1,2,3,3,3,3,1,1,1,3,1,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,1,1,5,3,3,3,3,3,3,4
"60",1,2,2,2,3,3,4,5,5,3,2,2,2,2,5,5,5,2,5,2,2,2,2,2,5,2,5,2,2,2,2,2,2,2,2,2,3,3,4,2,3,2,2,2,2,2,5,5,1,2,2,2,2,2,2,4
"61",4,1,1,1,5,5,2,3,3,4,1,1,1,1,3,3,3,1,3,1,1,1,1,1,3,1,3,1,4,4,1,1,1,1,1,4,5,5,2,1,5,4,1,1,1,1,3,3,4,4,1,1,4,1,1,2
"62",1,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,2,2,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"63",3,1,1,1,4,4,2,5,5,4,1,1,1,1,5,5,5,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4,4,2,1,4,1,1,1,1,1,5,5,3,1,1,1,1,1,1,2
"64",1,3,2,3,2,2,4,2,2,2,2,3,3,3,2,2,2,3,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,4,3,2,3,3,3,3,3,2,2,1,3,3,3,3,3,3,4
"65",1,5,4,5,6,6,2,3,3,6,4,4,5,5,3,3,3,5,3,5,5,4,5,5,3,5,3,5,5,5,5,5,5,5,5,5,6,6,2,5,6,5,5,5,5,5,3,3,1,5,5,5,5,5,5,2
"66",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"67",5,5,1,1,2,2,3,4,4,2,1,1,5,5,4,4,4,5,4,5,1,1,5,1,4,5,5,5,5,5,5,5,5,5,5,5,2,2,3,5,2,5,5,5,5,5,4,4,5,5,5,1,5,5,1,3
"68",3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1
"69",5,4,2,4,4,4,3,1,1,4,2,2,4,4,1,1,1,4,1,4,4,2,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,5,4,4,4,4,4,4,3
"70",5,1,6,1,4,4,2,3,3,4,6,6,1,1,3,3,3,1,3,1,1,6,1,1,3,1,3,1,1,1,1,1,1,1,1,1,4,4,2,1,4,1,1,1,1,1,3,3,5,1,1,1,1,1,1,2
"71",2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3
"72",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"73",3,4,1,4,5,5,2,6,6,5,1,1,4,4,6,6,6,4,6,4,4,1,4,4,6,4,6,4,4,4,4,4,4,4,4,4,5,5,2,4,5,4,4,4,4,4,6,6,3,4,4,4,4,4,4,2
"74",1,2,2,2,2,2,2,3,3,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",4,1,1,1,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,2,2,3,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3
"77",5,1,2,1,4,4,3,4,1,4,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3
"78",5,1,4,1,3,3,1,2,2,3,4,4,1,1,2,2,2,1,2,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1
"79",1,1,1,1,1,1,3,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3
"80",1,2,4,2,3,3,2,3,2,3,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"81",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"82",6,1,2,1,4,4,5,3,3,4,2,2,1,1,3,3,3,1,3,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,4,4,5,1,4,1,1,1,1,1,3,3,6,1,1,1,1,1,1,5
"83",4,1,2,1,2,2,3,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,1,1,1,2,2,4,1,1,1,1,1,1,3
"84",2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"85",4,3,1,3,3,3,2,1,3,3,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2
"86",1,2,3,2,5,5,4,6,6,5,3,3,2,2,6,6,6,2,6,2,2,3,2,2,6,2,6,2,2,2,2,2,2,2,2,2,5,5,4,2,5,2,2,2,2,2,6,6,1,2,2,2,2,2,2,4
"87",4,3,5,5,2,2,1,5,5,5,5,5,3,3,5,5,5,3,3,3,5,5,3,5,5,3,3,3,5,5,3,3,3,3,3,3,2,2,1,3,2,5,3,3,3,3,3,5,4,5,3,5,5,3,5,1
"88",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
"89",4,2,6,2,5,5,3,1,1,5,6,6,2,2,1,1,1,2,1,2,2,6,2,2,1,2,1,2,2,2,2,2,2,2,2,2,5,5,3,2,5,2,2,2,2,2,1,1,4,2,2,2,2,2,2,3
"90",3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1
"91",3,4,1,4,2,2,4,2,4,2,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
"92",1,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"93",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"94",3,1,4,1,5,5,1,2,2,5,4,4,1,1,2,2,2,1,2,1,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1
"95",4,3,1,3,5,5,2,6,6,5,1,1,3,3,6,6,6,3,6,3,3,1,3,3,6,3,6,3,3,3,3,3,3,3,3,3,5,5,2,3,5,3,3,3,3,3,6,6,4,3,3,3,3,3,3,2
"96",1,2,3,2,4,4,5,4,2,4,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5
"97",6,3,5,3,2,2,1,4,4,2,5,5,3,3,4,4,4,3,4,3,3,5,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,1,3,2,3,3,3,3,3,4,4,6,3,3,3,3,3,3,1
"98",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"99",5,1,3,3,4,4,6,2,2,5,3,3,1,1,2,2,2,1,2,1,3,3,1,3,2,1,2,1,5,5,1,1,1,1,1,1,4,4,6,1,4,5,1,1,1,1,2,2,5,5,1,3,5,1,3,6
"100",5,2,3,2,1,1,4,1,2,1,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,1,2,2,2,2,2,2,2,5,2,2,2,2,2,2,4
