"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"39",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"40",2,3,1,3,3,3,1,1,4,1,1,1,3,1,1,5,1,6,1,1,1,1,1,3,1,1,1,1,1
"41",1,4,2,3,4,3,2,3,3,3,2,3,4,2,3,5,3,6,3,3,3,3,3,4,2,2,3,3,2
"42",3,1,2,1,1,1,2,1,1,1,2,1,1,2,1,4,1,5,1,1,1,1,1,1,2,2,1,1,2
"43",2,3,1,4,3,4,1,4,4,4,1,4,3,1,4,5,4,6,4,4,4,4,4,3,1,1,4,4,1
"44",3,4,2,4,4,4,2,2,1,2,2,2,4,2,2,5,2,6,2,2,2,2,2,4,2,2,2,2,2
"45",4,2,3,2,2,2,3,3,1,3,3,3,2,3,3,5,3,6,3,3,3,3,3,2,3,3,3,3,3
"46",3,1,2,1,1,1,2,1,1,1,2,1,1,2,1,4,1,5,1,1,1,1,1,1,2,2,1,1,2
"47",1,3,2,4,3,4,2,4,4,4,2,4,3,2,4,5,4,6,4,4,4,4,4,3,2,2,4,4,2
"48",4,1,3,2,1,2,3,2,2,2,3,2,1,3,2,5,2,6,2,2,2,2,2,1,3,3,2,2,3
"49",3,1,2,1,1,1,2,1,1,1,2,1,1,2,1,4,1,5,1,1,1,1,1,1,2,2,1,1,2
"50",4,1,2,1,1,1,2,2,3,2,2,2,1,2,2,5,2,6,2,2,2,2,2,1,2,2,2,2,2
"51",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"52",2,1,3,1,1,1,3,1,1,1,3,1,1,3,1,4,1,5,1,1,1,1,1,1,3,3,1,1,3
"53",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"54",4,1,3,1,1,1,3,3,2,3,3,3,1,3,3,5,3,6,3,3,3,3,3,1,3,3,3,3,3
"55",2,4,1,3,4,3,1,3,3,3,1,3,4,1,3,5,3,6,3,3,3,3,3,4,1,1,3,3,1
"56",4,2,1,2,2,2,1,1,3,1,1,1,2,1,1,5,1,6,1,1,1,1,1,2,1,1,1,1,1
"57",1,3,2,3,3,3,2,3,3,3,2,3,3,2,3,4,3,5,3,3,3,3,3,3,2,2,3,3,2
"58",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"59",2,1,3,1,1,1,3,1,1,1,3,1,1,3,1,4,1,5,1,1,1,1,1,1,3,3,1,1,3
"60",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"61",4,2,1,3,2,3,1,3,3,3,1,3,2,1,3,5,3,6,3,3,3,3,3,2,1,1,3,3,1
"62",2,1,3,1,1,1,3,1,1,1,3,1,1,3,1,4,1,5,1,1,1,1,1,1,3,3,1,1,3
"63",3,1,4,2,1,2,4,2,2,2,4,2,1,4,2,5,2,6,2,2,2,2,2,1,4,4,2,2,4
"64",1,4,3,4,4,4,3,3,2,3,3,3,4,3,3,5,3,6,3,3,3,3,3,4,3,3,3,3,3
"65",1,3,4,2,3,2,4,2,2,2,4,2,3,4,2,5,2,6,2,2,2,2,2,3,4,4,2,2,4
"66",1,3,2,3,3,3,2,2,4,2,2,2,3,2,2,5,2,6,2,2,2,2,2,3,2,2,2,2,2
"67",4,1,2,1,1,1,2,2,3,2,2,2,1,2,2,5,2,6,2,2,2,2,2,1,2,2,2,2,2
"68",2,4,1,3,4,3,1,3,3,3,1,3,4,1,3,5,3,6,3,3,3,3,3,4,1,1,3,3,1
"69",4,3,2,3,3,3,2,2,1,2,2,2,3,2,2,5,2,6,2,2,2,2,2,3,2,2,2,2,2
"70",1,3,2,3,3,3,2,3,3,3,2,3,3,2,3,4,3,5,3,3,3,3,3,3,2,2,3,3,2
"71",1,3,4,3,3,3,4,4,2,4,4,4,3,4,4,5,4,6,4,4,4,4,4,3,4,4,4,4,4
"72",1,4,2,3,4,3,2,3,3,3,2,3,4,2,3,5,3,6,3,3,3,3,3,4,2,2,3,3,2
"73",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"74",4,2,3,1,2,1,3,1,1,1,3,1,2,3,1,5,1,6,1,1,1,1,1,2,3,3,1,1,3
"75",4,2,1,2,2,2,1,1,3,1,1,1,2,1,1,5,1,6,1,1,1,1,1,2,1,1,1,1,1
"76",2,1,3,1,1,1,3,1,1,1,3,1,1,3,1,4,1,5,1,1,1,1,1,1,3,3,1,1,3
"77",1,3,2,4,3,4,2,4,4,4,2,4,3,2,4,5,4,6,4,4,4,4,4,3,2,2,4,4,2
"78",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"79",2,3,4,3,3,3,4,4,1,4,4,4,3,4,4,5,4,6,4,4,4,4,4,3,4,4,4,4,4
"80",2,1,3,1,1,1,3,1,1,1,3,1,1,3,1,4,1,5,1,1,1,1,1,1,3,3,1,1,3
"81",1,3,2,3,3,3,2,3,3,3,2,3,3,2,3,4,3,5,3,3,3,3,3,3,2,2,3,3,2
"82",4,2,1,3,2,3,1,3,3,3,1,3,2,1,3,5,3,6,3,3,3,3,3,2,1,1,3,3,1
"83",3,1,4,2,1,2,4,2,2,2,4,2,1,4,2,5,2,6,2,2,2,2,2,1,4,4,2,2,4
"84",2,1,3,1,1,1,3,1,1,1,3,1,1,3,1,4,1,5,1,1,1,1,1,1,3,3,1,1,3
"85",1,3,2,3,3,3,2,3,3,3,2,3,3,2,3,4,3,5,3,3,3,3,3,3,2,2,3,3,2
"86",2,3,4,3,3,3,4,4,1,4,4,4,3,4,4,5,4,6,4,4,4,4,4,3,4,4,4,4,4
"87",1,3,4,2,3,2,4,2,2,2,4,2,3,4,2,5,2,6,2,2,2,2,2,3,4,4,2,2,4
"88",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"89",3,4,2,4,4,4,2,2,1,2,2,2,4,2,2,5,2,6,2,2,2,2,2,4,2,2,2,2,2
"90",1,2,3,2,2,2,3,3,4,3,3,3,2,3,3,5,3,6,3,3,3,3,3,2,3,3,3,3,3
"91",3,2,1,2,2,2,1,2,2,2,1,2,2,1,2,4,2,5,2,2,2,2,2,2,1,1,2,2,1
"92",3,1,2,1,1,1,2,1,1,1,2,1,1,2,1,4,1,5,1,1,1,1,1,1,2,2,1,1,2
"93",1,3,2,3,3,3,2,3,3,3,2,3,3,2,3,4,3,5,3,3,3,3,3,3,2,2,3,3,2
"94",3,2,1,2,2,2,1,2,2,2,1,2,2,1,2,4,2,5,2,2,2,2,2,2,1,1,2,2,1
"95",2,4,3,1,4,1,3,1,1,1,3,1,4,3,1,5,1,6,1,1,1,1,1,4,3,3,1,1,3
"96",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"97",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"98",2,4,1,4,4,4,1,1,3,1,1,1,4,1,1,5,1,6,1,1,1,1,1,4,1,1,1,1,1
"99",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
"100",2,3,1,3,3,3,1,3,3,3,1,3,3,1,3,4,3,5,3,3,3,3,3,3,1,1,3,3,1
