"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"41",8,6,8,7,4,4,7,4,3,4,8,8,6,6,3,1,3,6,3,6,3,8,6,7,3,7,1,6,1,1,6,6,6,7,6,8,4,4,1,6,4,1,6,6,6,6,3,3,8,1,6,7,1,8,7,7
"42",2,9,3,7,5,5,6,5,10,5,3,3,9,9,10,4,7,9,10,9,7,3,9,7,10,6,4,9,4,4,9,9,9,7,9,3,5,5,6,9,5,4,9,9,9,9,10,10,3,4,9,7,4,3,7,6
"43",6,8,2,6,1,1,5,1,7,1,2,2,8,8,7,7,6,8,7,8,6,2,8,6,7,5,7,8,5,5,8,8,8,6,8,2,1,1,5,8,1,5,8,8,8,8,7,7,2,5,8,6,5,2,6,5
"44",4,6,5,3,2,2,4,2,1,2,5,5,6,6,1,1,3,6,1,6,3,5,6,3,1,4,1,6,4,4,6,6,6,3,6,5,2,2,4,6,2,4,6,6,6,6,1,1,5,4,6,3,4,5,3,4
"45",7,2,5,10,8,8,4,8,9,8,5,5,2,2,9,7,10,2,9,2,10,5,2,10,9,4,7,2,7,7,2,2,2,10,2,5,8,8,4,2,8,7,2,2,2,2,9,9,5,7,2,10,7,5,10,4
"46",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"47",5,8,4,7,3,3,1,3,9,3,4,4,8,8,9,6,7,8,9,8,7,4,8,7,9,1,6,8,6,6,8,8,8,7,8,4,3,3,1,8,3,6,8,8,8,8,9,9,4,6,8,7,6,4,7,1
"48",8,2,9,5,6,6,10,6,1,6,9,9,2,2,1,7,5,2,1,2,5,9,2,5,1,10,7,2,7,7,2,2,2,5,2,9,6,6,10,2,6,7,2,2,2,2,1,1,9,7,2,5,7,9,5,10
"49",4,1,6,5,7,7,8,7,2,7,6,6,1,1,2,4,5,1,2,1,5,6,1,5,2,8,4,1,4,4,1,1,1,5,1,6,7,7,8,1,7,4,1,1,1,1,2,2,6,4,1,5,4,6,5,8
"50",1,6,2,8,5,5,4,5,1,5,2,2,6,6,1,7,8,6,1,6,8,2,6,8,1,4,7,6,7,7,6,6,6,8,6,2,5,5,4,6,5,7,6,6,6,6,1,1,2,7,6,8,7,2,8,4
"51",3,2,6,4,8,8,7,8,3,8,6,6,2,2,3,5,4,2,3,2,4,6,2,4,3,7,5,2,5,5,2,2,2,4,2,6,8,8,7,2,8,5,2,2,2,2,3,3,6,5,2,4,5,6,4,7
"52",5,8,1,9,6,6,2,6,4,6,1,1,8,8,4,4,9,8,4,8,9,1,8,9,4,2,4,8,2,2,8,8,8,9,8,1,6,6,2,8,6,2,8,8,8,8,4,4,1,2,8,9,2,1,9,2
"53",7,1,4,2,2,4,6,4,5,4,2,2,1,1,5,5,2,1,5,1,2,4,1,2,5,3,3,1,3,3,1,1,1,2,1,3,4,4,6,1,4,3,1,1,1,1,5,5,3,3,1,2,3,3,2,6
"54",4,5,6,7,8,8,2,8,3,8,6,6,5,5,3,3,7,5,3,5,7,6,5,7,3,2,3,5,2,2,5,5,5,7,5,6,8,8,2,5,8,2,5,5,5,5,3,3,6,2,5,7,2,6,7,2
"55",3,5,7,3,4,4,2,4,3,4,7,7,5,5,3,8,3,5,3,5,3,7,5,3,3,2,8,5,8,8,5,5,5,3,5,7,4,4,2,5,4,8,5,5,5,5,3,3,7,8,5,3,8,7,3,2
"56",6,4,5,3,3,3,2,6,6,5,5,5,4,4,6,6,6,4,6,4,6,5,4,3,6,2,5,4,2,2,4,4,4,3,4,5,3,3,2,4,3,2,4,4,4,4,6,6,5,2,4,3,2,5,3,2
"57",5,1,6,4,2,2,7,2,4,2,6,6,1,1,4,3,4,1,4,1,4,6,1,4,4,7,3,1,3,3,1,1,1,4,1,6,2,2,7,1,2,3,1,1,1,1,4,4,6,3,1,4,3,6,4,7
"58",6,8,10,6,4,4,9,4,1,4,10,10,8,8,1,5,6,8,1,8,6,10,8,6,1,9,5,8,5,5,8,8,8,6,8,10,4,4,9,8,4,5,8,8,8,8,1,1,10,5,8,6,5,10,6,9
"59",4,9,5,2,10,10,1,10,6,10,5,5,9,9,6,7,2,9,6,9,2,5,9,2,6,1,7,9,7,7,9,9,9,2,9,5,10,10,1,9,10,7,9,9,9,9,6,6,5,7,9,2,7,5,2,1
"60",6,1,4,6,3,3,7,3,5,3,4,4,1,1,5,2,6,1,5,1,6,4,1,6,5,7,2,1,2,2,1,1,1,6,1,4,3,3,7,1,3,2,1,1,1,1,5,5,4,2,1,6,2,4,6,7
"61",4,3,4,6,1,1,9,1,7,4,4,4,3,3,7,7,6,3,7,3,6,4,3,6,7,9,4,3,4,4,3,3,3,6,3,4,1,1,9,3,1,4,3,3,3,3,7,7,4,4,3,6,4,4,6,9
"62",5,2,1,6,6,1,3,1,4,1,6,6,2,2,4,4,6,2,4,2,6,1,2,6,4,3,5,2,5,5,2,2,2,6,2,5,1,1,3,2,1,5,2,2,2,2,4,4,5,5,2,6,5,5,6,3
"63",3,6,3,2,7,7,2,7,5,7,3,3,6,6,5,1,5,6,5,6,5,3,6,2,5,2,1,6,1,1,6,6,6,2,6,3,7,7,1,6,7,1,6,6,6,6,5,5,3,1,6,2,1,3,2,2
"64",2,3,1,8,6,6,5,6,7,6,1,1,3,3,7,7,8,3,7,3,8,1,3,8,7,5,7,3,5,5,3,3,3,8,3,1,6,6,5,3,6,5,3,3,3,3,7,7,1,5,3,8,5,1,8,5
"65",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"66",5,1,7,3,6,6,5,6,2,6,7,7,1,1,2,4,3,1,2,1,3,7,1,3,2,5,4,1,4,4,1,1,1,3,1,7,6,6,5,1,6,4,1,1,1,1,2,2,7,4,1,3,4,7,3,5
"67",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"68",4,7,2,4,6,6,3,6,1,6,2,2,7,7,1,5,4,7,1,7,4,2,7,4,1,3,5,7,5,5,7,7,7,4,7,2,6,6,3,7,6,5,7,7,7,7,1,1,2,5,7,4,5,2,4,3
"69",5,8,4,7,3,3,1,3,9,3,4,4,8,8,9,6,7,8,9,8,7,4,8,7,9,1,6,8,6,6,8,8,8,7,8,4,3,3,1,8,3,6,8,8,8,8,9,9,4,6,8,7,6,4,7,1
"70",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"71",3,1,4,3,5,5,6,5,2,5,4,4,1,1,2,2,3,1,2,1,3,4,1,3,2,6,2,1,6,6,1,1,1,3,1,4,5,5,6,1,5,6,1,1,1,1,2,2,4,6,1,3,6,4,3,6
"72",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"73",5,8,2,3,4,4,6,4,7,4,2,2,8,8,7,5,3,8,7,8,3,2,8,3,7,6,5,8,5,5,8,8,8,3,8,2,4,4,6,8,4,5,8,8,8,8,7,7,2,5,8,3,5,2,3,6
"74",5,8,4,7,3,3,1,3,9,3,4,4,8,8,9,6,7,8,9,8,7,4,8,7,9,1,6,8,6,6,8,8,8,7,8,4,3,3,1,8,3,6,8,8,8,8,9,9,4,6,8,7,6,4,7,1
"75",3,8,5,6,4,4,2,4,1,4,5,5,8,8,1,1,6,8,1,8,6,5,8,6,1,2,1,8,2,2,8,8,8,6,8,5,4,4,2,8,4,2,8,8,8,8,1,1,5,2,8,6,2,5,6,2
"76",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"77",4,6,5,4,3,3,2,3,1,3,5,5,6,6,1,1,4,6,1,6,4,5,6,4,1,2,1,6,2,2,6,6,6,4,6,5,3,3,2,6,3,2,6,6,6,6,1,1,5,2,6,4,2,5,4,2
"78",3,9,7,3,5,5,8,5,4,5,7,7,9,9,4,2,3,9,4,9,3,7,9,3,4,8,2,9,2,2,9,9,9,3,9,7,5,5,8,9,5,2,9,9,9,9,4,4,7,2,9,3,2,7,3,8
"79",6,1,5,2,2,5,6,5,4,5,2,2,1,1,4,4,2,1,4,1,2,5,1,2,4,6,6,1,6,6,1,1,1,2,1,6,5,5,6,1,5,6,1,1,1,1,4,4,6,6,1,2,6,6,2,6
"80",10,7,9,4,6,6,3,6,10,6,9,9,7,7,10,10,4,7,10,7,4,9,7,4,10,3,9,7,3,3,7,7,7,4,7,9,6,6,3,7,6,3,7,7,7,7,10,10,9,3,7,4,3,9,4,3
"81",8,4,7,8,1,1,5,1,3,1,7,7,4,4,3,2,8,4,3,4,8,7,4,8,3,5,2,4,2,2,4,4,4,8,4,7,1,1,5,4,1,2,4,4,4,4,3,3,7,2,4,8,2,7,8,5
"82",10,7,4,10,2,2,9,2,8,2,4,4,7,7,8,3,10,7,8,7,10,4,7,10,8,9,3,7,3,3,7,7,7,10,7,4,2,2,9,7,2,3,7,7,7,7,8,8,4,3,7,10,3,4,10,9
"83",8,1,4,8,5,5,7,5,2,5,4,4,1,1,2,6,8,1,2,1,8,4,1,8,2,7,6,1,6,6,1,1,1,8,1,4,5,5,7,1,5,6,1,1,1,1,2,2,4,6,1,8,6,4,8,7
"84",2,3,1,4,5,5,8,5,7,5,1,1,3,3,7,7,4,3,7,3,4,1,3,4,7,8,7,3,8,8,3,3,3,4,3,1,5,5,8,3,5,8,3,3,3,3,7,7,1,8,3,4,8,1,4,8
"85",1,4,7,9,10,10,5,10,9,10,7,7,4,4,9,3,9,4,9,4,9,7,4,9,9,5,3,4,3,3,4,4,4,9,4,7,10,10,5,4,10,3,4,4,4,4,9,9,7,3,4,9,3,7,9,5
"86",7,5,1,2,4,4,7,4,3,4,1,1,5,5,3,3,2,5,3,5,2,1,5,2,3,7,3,5,7,7,5,5,5,2,5,1,4,4,7,5,4,7,5,5,5,5,3,3,1,7,5,2,7,1,2,7
"87",6,1,7,4,8,8,4,8,2,8,7,7,1,1,2,6,2,1,2,1,2,7,1,4,2,4,6,1,6,6,1,1,1,4,1,7,8,8,6,1,8,6,1,1,1,1,2,2,7,6,1,4,6,7,4,4
"88",5,3,1,7,6,6,8,6,5,6,1,1,3,3,5,5,7,3,5,3,7,1,3,7,5,8,5,3,8,8,3,3,3,7,3,1,6,6,8,3,6,8,3,3,3,3,5,5,1,8,3,7,8,1,7,8
"89",4,9,5,8,2,2,7,2,3,2,5,5,9,9,3,4,8,9,3,9,8,5,9,8,3,7,4,9,4,4,9,9,9,8,9,5,2,2,7,9,2,4,9,9,9,9,3,3,5,4,9,8,4,5,8,7
"90",7,4,1,2,2,1,3,1,8,1,2,2,4,4,8,8,2,4,8,4,2,1,4,2,8,3,7,4,7,7,4,4,4,2,4,7,1,1,3,4,1,7,4,4,4,4,8,8,7,7,4,2,7,7,2,3
"91",1,2,8,3,5,5,3,5,4,5,8,8,2,2,4,1,4,2,4,2,4,8,2,3,4,3,1,2,1,1,2,2,2,3,2,8,5,5,1,2,5,1,2,2,2,2,4,4,8,1,2,3,1,8,3,3
"92",7,4,8,7,10,10,2,10,1,10,8,8,4,4,1,6,7,4,1,4,7,8,4,7,1,2,6,4,6,6,4,4,4,7,4,8,10,10,2,4,10,6,4,4,4,4,1,1,8,6,4,7,6,8,7,2
"93",8,2,5,8,7,7,6,7,8,7,5,5,2,2,8,6,8,2,8,2,8,5,2,8,8,6,5,2,6,6,2,2,2,8,2,5,7,7,6,2,7,6,2,2,2,2,8,8,5,6,2,8,6,5,8,6
"94",4,10,8,7,9,9,3,9,5,9,8,8,10,10,5,6,7,10,5,10,7,8,10,7,5,3,6,10,6,6,10,10,10,7,10,8,9,9,3,10,9,6,10,10,10,10,5,5,8,6,10,7,6,8,7,3
"95",5,8,2,7,3,3,1,3,9,3,2,2,8,8,9,6,7,8,9,8,7,2,8,7,9,1,6,8,6,6,8,8,8,7,8,2,3,3,1,8,3,6,8,8,8,8,9,9,2,6,8,7,6,2,7,1
"96",5,8,4,7,3,3,1,3,9,3,4,4,8,8,9,6,7,8,9,8,7,4,8,7,9,1,6,8,6,6,8,8,8,7,8,4,3,3,1,8,3,6,8,8,8,8,9,9,4,6,8,7,6,4,7,1
"97",7,1,9,3,3,9,4,9,6,9,3,3,1,1,6,6,3,1,6,1,3,9,1,3,6,4,7,1,7,7,1,1,1,3,1,7,9,9,4,1,9,7,1,1,1,1,6,6,7,7,1,3,7,7,3,4
"98",6,3,9,6,4,4,2,4,5,4,9,9,3,3,5,5,6,3,5,3,6,9,3,6,5,2,5,3,2,2,3,3,3,6,3,9,4,4,2,3,4,2,3,3,3,3,5,5,9,2,3,6,2,9,6,2
"99",1,9,5,4,1,1,3,1,2,1,5,5,9,9,2,8,4,9,2,9,4,5,9,4,2,3,8,9,8,8,9,9,9,4,9,5,1,1,3,9,1,8,9,9,9,9,2,2,5,8,9,4,8,5,4,3
"100",2,1,3,7,5,5,8,5,8,5,3,3,1,1,8,9,7,1,8,1,7,3,1,7,8,8,9,1,9,9,1,1,1,7,1,3,5,5,9,1,5,9,1,1,1,1,8,8,3,9,1,7,9,3,7,8
