"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"69",1,4,1,4,4,3,1,2,5,3,3,2,3,1,2,6,2,7,2,2,2,2,2,3,1,1,2,2,1
"70",2,5,2,5,5,4,2,1,3,4,4,1,4,2,1,6,1,7,1,1,1,1,1,4,2,2,1,1,2
"71",3,4,3,4,4,2,3,1,5,2,2,1,2,3,1,6,1,7,1,1,1,1,1,2,3,3,1,1,3
"72",3,5,3,5,5,1,3,2,4,1,1,2,1,3,2,6,2,7,2,2,2,2,2,1,3,3,2,2,3
"73",5,2,5,2,2,4,5,1,3,4,4,1,4,5,1,6,1,7,1,1,1,1,1,4,5,5,1,1,5
"74",3,2,3,2,2,5,3,4,1,5,5,4,5,3,4,6,4,7,4,4,4,4,4,5,3,3,4,4,3
"75",2,3,2,3,3,5,2,4,1,5,5,4,5,2,4,6,4,7,4,4,4,4,4,5,2,2,4,4,2
"76",4,5,4,5,5,2,4,3,1,2,2,3,2,4,3,6,3,7,3,3,3,3,3,2,4,4,3,3,4
"77",4,2,4,2,2,5,4,3,1,5,5,3,5,4,3,6,3,7,3,3,3,3,3,5,4,4,3,3,4
"78",2,5,2,5,5,4,2,1,3,4,4,1,4,2,1,6,1,7,1,1,1,1,1,4,2,2,1,1,2
"79",4,5,4,5,5,2,4,3,1,2,2,3,2,4,3,6,3,7,3,3,3,3,3,2,4,4,3,3,4
"80",4,1,4,1,1,2,4,3,5,2,2,3,2,4,3,6,3,7,3,3,3,3,3,2,4,4,3,3,4
"81",3,1,3,1,1,5,3,2,4,5,5,2,5,3,2,6,2,7,2,2,2,2,2,5,3,3,2,2,3
"82",2,1,2,1,1,4,2,3,5,4,4,3,4,2,3,6,3,7,3,3,3,3,3,4,2,2,3,3,2
"83",4,2,4,2,2,5,4,3,1,5,5,3,5,4,3,6,3,7,3,3,3,3,3,5,4,4,3,3,4
"84",4,3,4,3,3,2,4,1,5,2,2,1,2,4,1,6,1,7,1,1,1,1,1,2,4,4,1,1,4
"85",1,4,1,4,4,5,1,2,3,5,5,2,5,1,2,6,2,7,2,2,2,2,2,5,1,1,2,2,1
"86",4,5,4,5,5,2,4,3,1,2,2,3,2,4,3,6,3,7,3,3,3,3,3,2,4,4,3,3,4
"87",2,3,2,3,3,5,2,4,1,5,5,4,5,2,4,6,4,7,4,4,4,4,4,5,2,2,4,4,2
"88",1,4,1,4,4,3,1,2,5,3,3,2,3,1,2,6,2,7,2,2,2,2,2,3,1,1,2,2,1
"89",3,1,3,1,1,4,3,2,5,4,4,2,4,3,2,6,2,7,2,2,2,2,2,4,3,3,2,2,3
"90",2,5,2,5,5,1,2,3,4,1,1,3,1,2,3,6,3,7,3,3,3,3,3,1,2,2,3,3,2
"91",1,5,1,5,5,4,1,2,3,4,4,2,4,1,2,6,2,7,2,2,2,2,2,4,1,1,2,2,1
"92",2,5,2,5,5,4,2,1,3,4,4,1,4,2,1,6,1,7,1,1,1,1,1,4,2,2,1,1,2
"93",2,4,2,4,4,5,2,1,3,5,5,1,5,2,1,6,1,7,1,1,1,1,1,5,2,2,1,1,2
"94",2,3,2,3,3,5,2,4,1,5,5,4,5,2,4,6,4,7,4,4,4,4,4,5,2,2,4,4,2
"95",2,5,2,5,5,3,2,1,4,3,3,1,3,2,1,6,1,7,1,1,1,1,1,3,2,2,1,1,2
"96",1,5,1,5,5,3,1,2,4,3,3,2,3,1,2,6,2,7,2,2,2,2,2,3,1,1,2,2,1
"97",5,1,5,1,1,3,5,4,2,3,3,4,3,5,4,6,4,7,4,4,4,4,4,3,5,5,4,4,5
"98",3,2,3,2,2,5,3,4,1,5,5,4,5,3,4,6,4,7,4,4,4,4,4,5,3,3,4,4,3
"99",4,1,4,1,1,3,4,2,5,3,3,2,3,4,2,6,2,7,2,2,2,2,2,3,4,4,2,2,4
"100",2,1,2,1,1,4,2,3,5,4,4,3,4,2,3,6,3,7,3,3,3,3,3,4,2,2,3,3,2
