"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"47",5,2,4,5,1,4,9,6,9,6,8,6,1,2,9,9,4,9,9,1,2,2,2,2,4,4,6,2,6,5,1,8,8,4,8,1,6,8,1,9,1,5,4,5
"48",11,1,5,11,3,5,11,6,3,6,10,6,3,8,3,3,5,11,3,3,1,1,1,8,5,5,6,1,6,11,6,10,10,5,10,3,6,1,3,1,3,11,5,11
"49",7,4,7,7,2,7,7,1,2,1,5,1,2,4,2,2,7,7,2,2,4,4,4,4,7,5,1,4,1,7,1,5,5,7,5,2,1,5,2,4,2,7,7,7
"50",2,4,6,2,2,6,2,6,2,6,8,6,7,4,2,2,2,2,2,7,4,4,4,4,2,6,7,4,7,2,7,8,8,6,8,2,7,8,2,4,7,2,6,2
"51",5,1,3,5,4,3,5,2,4,2,2,2,4,1,4,4,3,5,4,4,1,1,1,1,3,3,2,1,2,5,2,2,3,3,2,4,2,1,4,1,4,5,3,5
"52",5,3,2,5,1,2,1,6,1,6,4,6,1,3,1,1,2,1,1,6,3,3,3,3,2,2,6,3,6,5,6,4,4,2,4,2,6,4,1,1,6,5,2,5
"53",2,10,1,2,8,1,8,7,8,7,6,7,8,10,8,8,3,8,8,7,10,10,10,10,3,3,7,10,7,2,7,6,6,3,6,3,7,6,8,8,7,2,1,2
"54",4,6,3,4,4,3,4,1,4,1,5,1,1,6,4,4,3,4,4,1,6,6,6,6,3,3,1,6,1,4,1,5,5,3,5,3,1,5,4,6,1,4,3,3
"55",2,4,8,2,1,8,1,3,1,3,6,3,1,4,1,1,2,1,1,3,4,4,4,4,2,8,3,4,3,2,3,6,6,2,6,2,3,6,1,1,3,2,8,8
"56",8,6,2,8,7,2,8,2,7,2,9,2,7,6,7,7,3,8,7,7,6,6,6,6,3,3,2,6,2,8,2,9,9,3,9,7,2,9,7,6,7,8,2,8
"57",5,3,2,5,1,2,5,2,1,2,4,2,1,3,1,1,4,5,1,1,3,3,3,3,4,4,2,3,2,5,2,4,4,4,4,1,2,4,1,3,1,5,2,5
"58",4,3,2,4,1,2,2,5,1,5,4,5,1,3,1,1,4,2,1,1,3,3,3,3,4,2,5,3,5,4,5,1,4,4,4,1,5,3,1,3,1,4,2,2
"59",2,1,2,2,2,2,2,4,5,4,5,4,4,1,5,5,5,2,5,4,1,1,1,1,5,5,4,1,4,2,4,5,5,2,5,5,4,1,2,1,4,2,2,2
"60",10,6,4,10,8,4,10,9,7,9,7,9,8,6,7,7,4,10,7,8,6,6,6,6,4,4,9,6,9,10,8,7,7,4,7,8,9,6,8,6,8,10,4,10
"61",5,8,6,5,1,6,1,7,1,7,1,7,1,8,1,1,5,1,1,7,8,8,8,8,5,6,7,8,7,5,7,1,1,5,1,5,7,8,1,8,7,5,6,6
"62",6,2,6,6,5,6,6,1,5,1,2,1,5,2,5,5,6,6,5,5,2,2,2,2,6,6,1,2,1,6,1,2,2,6,2,5,1,2,5,2,5,6,6,6
"63",8,4,8,8,6,8,8,3,6,3,5,3,6,4,6,6,8,8,6,3,4,4,4,4,8,3,3,4,3,8,6,5,5,8,5,6,3,5,6,4,6,8,8,8
"64",5,3,2,5,5,2,4,1,4,1,4,1,4,3,4,4,2,4,4,5,3,3,3,3,2,2,1,3,1,5,1,4,4,2,4,5,1,3,5,3,5,5,2,5
"65",3,5,2,3,3,2,3,1,3,1,4,1,1,5,3,3,2,3,3,1,5,5,5,5,2,2,1,5,1,3,1,4,4,2,4,2,1,4,3,5,1,3,2,2
"66",5,4,3,5,3,3,3,1,3,1,2,1,3,4,3,3,5,3,3,3,4,4,4,4,5,5,1,4,1,5,3,2,2,5,2,3,1,2,3,3,3,5,3,5
"67",8,6,2,8,5,2,8,3,5,3,8,3,5,6,5,5,2,8,5,5,6,6,6,6,2,2,3,6,3,8,3,8,8,2,8,5,3,6,5,6,5,8,2,8
"68",10,4,8,10,7,8,10,5,7,5,6,5,7,4,7,7,8,10,7,7,4,4,4,4,8,8,5,4,5,10,5,6,6,8,6,7,5,6,7,4,7,10,8,10
"69",4,3,1,4,5,1,4,2,5,2,5,2,5,3,5,5,1,4,5,5,3,3,3,3,1,1,2,3,2,4,2,5,5,1,5,5,2,5,5,3,5,4,1,4
"70",1,2,3,1,1,3,1,5,1,5,4,5,5,2,1,1,3,1,1,5,2,2,2,2,3,3,5,2,5,1,5,4,4,3,4,3,5,4,1,2,5,1,3,3
"71",1,2,4,1,5,4,5,6,5,6,3,6,5,2,5,5,1,5,5,6,2,2,2,2,1,4,6,2,6,1,6,3,3,1,3,1,6,3,5,5,6,1,4,4
"72",1,3,5,1,2,5,2,4,2,4,1,4,2,3,2,2,5,2,2,4,3,3,3,3,5,5,4,3,4,1,4,2,1,5,1,5,4,3,2,2,4,1,5,1
"73",5,7,10,5,6,10,5,4,6,4,1,4,6,1,6,6,8,5,6,6,7,1,7,7,8,8,4,1,4,5,4,1,1,8,1,6,4,1,6,7,6,5,10,5
"74",10,1,3,10,3,3,4,2,4,2,6,2,3,1,4,4,5,4,4,5,1,1,1,1,5,5,2,1,2,10,3,6,6,5,6,3,2,6,3,4,3,10,3,10
"75",4,1,3,4,3,3,4,2,6,2,6,2,3,1,6,6,5,4,6,5,1,1,1,1,5,5,2,1,2,4,3,6,6,5,6,3,2,1,3,1,3,4,3,4
"76",11,2,10,11,11,10,11,3,11,3,8,3,11,2,11,11,10,11,11,11,2,2,2,2,10,10,3,2,3,11,3,8,8,10,8,11,3,8,11,2,11,11,10,10
"77",3,2,5,3,3,5,3,1,3,1,4,1,1,2,3,3,5,3,3,1,2,2,2,2,5,5,1,2,1,3,1,4,4,5,4,5,1,4,3,2,1,3,5,5
"78",8,9,5,8,8,5,8,6,8,6,4,6,6,4,8,8,5,8,8,6,9,9,9,4,5,5,6,9,6,8,6,4,4,5,4,5,6,4,8,9,6,8,5,5
"79",8,6,5,8,1,5,8,2,1,2,3,2,1,3,1,1,5,8,1,1,6,6,6,3,5,5,2,6,2,8,2,3,3,5,3,1,2,3,1,6,1,8,5,8
"80",8,2,8,8,1,8,8,3,1,3,7,3,1,2,1,1,4,8,1,1,2,2,2,2,4,4,3,2,3,8,3,7,7,8,7,1,3,7,1,2,1,8,8,8
"81",1,5,4,1,4,4,6,2,6,2,6,2,4,5,6,6,1,6,6,1,5,5,5,5,1,1,2,5,2,1,4,6,6,1,6,1,2,5,4,5,4,1,4,1
"82",3,5,2,3,4,2,2,6,4,6,1,6,4,5,4,4,3,2,4,4,5,5,5,5,3,2,6,5,6,3,6,1,1,3,1,4,6,1,4,5,4,3,2,2
"83",2,6,2,2,3,2,2,1,3,1,9,1,3,9,3,3,5,2,3,3,6,6,6,9,5,5,1,6,1,2,1,9,9,2,9,3,1,9,3,6,3,2,2,2
"84",8,7,1,8,8,1,8,6,8,6,5,6,8,7,8,8,1,8,8,8,7,7,7,7,1,1,6,7,6,8,6,5,5,1,5,8,6,5,8,7,8,8,1,1
"85",4,8,6,4,5,6,4,6,5,6,1,6,5,1,5,5,2,4,5,5,8,1,8,8,2,2,6,1,6,4,6,1,1,2,1,5,6,1,5,8,5,4,6,4
"86",6,1,5,6,4,5,6,7,4,7,3,7,4,3,4,4,5,6,4,4,1,1,1,3,5,5,7,1,7,6,7,3,3,5,3,4,7,3,4,1,4,6,5,6
"87",2,5,2,2,1,2,2,4,1,4,1,4,1,5,1,1,2,2,1,4,5,5,5,5,2,2,4,5,4,2,4,1,1,2,1,2,4,5,1,5,4,2,2,2
"88",8,2,3,8,6,3,8,7,6,7,1,7,6,4,6,6,3,8,6,6,2,4,2,8,3,3,7,4,7,8,7,1,1,3,1,6,7,4,6,4,6,8,3,8
"89",5,6,11,5,9,11,5,4,9,4,2,4,9,2,9,9,11,5,9,9,6,2,6,6,11,11,4,2,4,5,4,2,2,11,2,9,4,2,9,6,9,5,11,5
"90",3,4,6,3,3,6,3,2,3,2,5,6,6,4,3,3,3,3,3,2,4,4,4,4,3,6,2,4,2,3,2,5,5,6,5,2,6,5,3,4,2,3,6,6
"91",7,8,1,7,6,1,7,3,6,3,2,3,6,5,6,6,2,7,6,6,8,8,8,5,2,2,3,8,3,7,3,2,2,2,2,6,3,2,6,8,6,7,1,7
"92",5,3,4,5,2,4,5,4,2,4,1,4,2,3,2,2,1,5,2,2,3,3,3,3,1,1,4,3,4,5,4,1,1,1,1,2,4,1,2,3,2,5,4,5
"93",5,7,6,5,8,6,5,1,8,1,4,1,8,7,8,8,3,5,8,8,7,7,7,7,3,3,1,7,1,5,1,4,4,3,4,8,1,4,8,7,8,5,6,5
"94",4,6,3,4,4,3,4,7,4,7,1,7,4,6,4,4,3,4,4,4,6,6,6,6,3,3,7,6,7,4,7,1,1,3,1,4,7,1,4,6,4,4,3,3
"95",7,6,5,7,7,5,4,5,4,5,2,5,4,6,4,4,4,4,4,7,6,6,6,6,4,5,5,6,5,7,5,2,2,5,2,7,5,2,7,4,7,7,5,7
"96",5,8,2,5,1,2,5,6,1,6,7,6,1,8,1,1,2,5,1,1,8,8,8,8,2,2,6,8,6,5,6,7,7,2,7,1,6,7,1,8,1,5,2,5
"97",3,2,1,3,4,1,4,5,4,5,4,5,4,2,4,4,3,4,4,5,2,2,2,2,3,1,5,2,5,3,5,4,4,3,4,3,5,2,4,2,5,3,1,1
"98",5,4,2,5,2,2,2,3,2,3,1,3,2,1,2,2,5,2,2,3,4,4,4,1,5,5,3,4,3,5,3,1,1,5,1,5,3,1,2,2,3,5,2,5
"99",9,3,2,9,2,2,9,7,6,7,6,7,2,3,6,6,5,9,6,5,3,3,3,3,5,5,7,3,7,9,2,6,6,5,6,2,7,3,2,3,2,9,2,9
"100",6,4,2,6,1,2,1,6,1,6,5,6,1,4,1,1,2,1,1,3,4,4,4,4,2,2,3,4,3,6,3,5,5,2,5,2,3,5,1,1,3,6,2,6
