"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"26",3,5,6,3,2,2,1,2,4,2,6,6,5,5,4,4,3,5,4,5,3,6,5,3,4,1,4,5,1,1,5,5,5,3,5,6,2,2,1,5,2,1,5,5,5,5,4,4,6,1,5,3,1,6,3,1
"27",3,2,2,2,1,1,2,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2
"28",4,1,3,1,6,6,5,6,2,6,3,3,1,1,2,2,2,1,2,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,3,6,6,5,1,6,1,1,1,1,1,2,2,3,1,1,1,1,3,1,5
"29",3,3,1,3,5,5,4,5,2,5,1,1,3,3,2,2,2,3,2,3,2,1,3,3,2,4,2,3,3,3,3,3,3,3,3,1,5,5,4,3,5,3,3,3,3,3,2,2,1,3,3,3,3,1,3,4
"30",4,2,5,3,3,5,1,5,2,5,4,4,2,2,2,2,3,2,2,2,3,5,2,3,2,1,4,2,2,2,2,2,2,3,2,4,5,5,1,2,5,2,2,2,2,2,2,2,4,2,2,3,2,4,3,1
"31",4,3,1,3,3,3,2,1,3,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2
"32",6,4,3,6,2,2,5,2,1,2,3,3,4,4,1,1,6,4,1,4,6,3,4,6,1,5,1,4,5,5,4,4,4,6,4,3,2,2,5,4,2,5,4,4,4,4,1,1,3,5,4,6,5,3,6,5
"33",1,3,6,3,4,4,5,4,2,4,6,6,3,3,2,2,2,3,2,3,2,6,3,3,2,5,2,3,3,3,3,3,3,3,3,6,4,4,5,3,4,3,3,3,3,3,2,2,6,3,3,3,3,3,3,5
"34",3,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",3,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1
"37",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
"38",1,4,3,4,2,2,5,2,4,2,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,5,3,4,4,4,4,4,4,4,4,3,2,2,5,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3,4,5
"39",2,3,1,3,3,3,4,5,5,1,1,1,3,3,5,5,5,3,5,3,5,1,3,3,5,3,5,3,3,3,3,3,3,3,3,1,3,3,4,3,3,3,3,3,3,3,5,5,1,3,3,3,3,1,3,4
"40",3,2,6,3,5,5,1,5,4,5,6,6,2,2,4,4,3,2,4,2,3,6,2,3,4,2,4,2,2,2,2,2,2,3,2,6,5,5,1,2,5,2,2,2,2,2,4,4,6,2,2,3,2,6,3,1
"41",2,3,4,3,3,3,3,1,1,4,4,4,3,3,1,1,1,3,1,3,1,4,3,3,1,3,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,1,4,3,3,3,3,4,3,3
"42",2,1,5,2,6,6,3,6,4,6,5,5,1,1,4,4,2,1,4,1,2,5,1,2,4,3,4,1,3,3,1,1,1,2,1,5,6,6,3,1,6,3,1,1,1,1,4,4,5,3,1,2,3,5,2,3
"43",1,1,4,1,2,2,5,2,3,2,4,4,1,1,3,3,3,1,3,1,3,4,1,1,3,5,3,1,1,1,1,1,1,1,1,4,2,2,5,1,2,1,1,1,1,1,3,3,4,1,1,1,1,4,1,5
"44",4,1,3,1,3,3,2,3,5,3,4,4,1,1,5,5,5,1,5,1,5,3,1,1,5,2,4,1,1,1,1,1,1,1,1,1,3,3,2,1,3,1,1,1,1,1,5,5,4,1,1,1,1,4,1,2
"45",2,6,3,6,1,1,5,1,4,1,3,3,6,6,4,4,4,6,4,6,4,3,6,6,4,6,4,6,6,6,6,6,6,6,6,3,1,1,5,6,1,6,6,6,6,6,4,4,3,6,6,6,6,3,6,5
"46",4,4,1,4,3,3,5,3,2,3,1,1,4,4,2,2,2,4,2,4,2,1,4,4,2,5,2,4,4,4,4,4,4,4,4,1,3,3,5,4,3,4,4,4,4,4,2,2,1,4,4,4,4,1,4,5
"47",5,1,3,1,4,4,2,4,1,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,3,4,4,2,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2
"48",5,2,4,2,3,3,6,3,1,3,4,4,2,2,1,1,1,2,1,2,1,4,2,2,1,2,1,2,2,2,2,2,2,2,2,4,3,3,6,2,3,2,2,2,2,2,1,1,4,2,2,2,2,4,2,6
"49",2,1,5,2,3,3,6,3,4,3,5,5,1,1,4,4,2,1,4,1,2,5,1,2,4,6,4,1,6,6,1,1,1,2,1,5,3,3,6,1,3,6,1,1,1,1,4,4,5,6,1,2,6,5,2,6
"50",2,1,1,1,3,3,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
"51",3,2,2,2,1,1,4,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,1,1,4,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,4
"52",1,2,2,1,1,2,2,2,3,2,3,1,2,2,3,3,1,2,3,2,1,2,2,1,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,2
"53",4,4,3,4,4,4,2,1,1,3,3,3,4,4,1,1,1,4,1,4,1,3,4,4,1,2,1,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,1,1,3,4,4,4,4,3,4,2
"54",4,3,1,3,6,6,2,6,5,6,1,1,3,3,5,5,5,3,5,3,5,1,3,3,5,3,5,3,3,3,3,3,3,3,3,1,6,6,2,3,6,3,3,3,3,3,5,5,1,3,3,3,3,1,3,2
"55",5,3,1,3,4,4,2,4,3,4,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,3,3,3,3,3,3,3,3,1,4,4,2,3,4,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2
"56",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
"57",1,5,2,5,4,4,3,4,5,4,2,2,5,5,5,5,5,5,5,5,5,2,5,5,5,3,2,5,5,5,5,5,5,5,5,2,4,4,3,5,4,5,5,5,5,5,5,5,2,5,5,5,5,2,5,3
"58",3,5,2,5,1,1,6,1,4,1,2,2,5,5,4,4,4,5,4,5,4,2,5,5,4,5,4,5,5,5,5,5,5,5,5,2,1,1,6,5,1,5,5,5,5,5,4,4,2,5,5,5,5,2,5,6
"59",2,2,4,2,3,3,1,3,2,3,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,1,4,2,2,2,2,2,2,2,2,4,3,3,1,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,2,1
"60",1,1,4,1,2,2,3,2,5,2,4,4,1,1,5,5,5,1,5,1,5,4,1,1,5,3,5,1,1,1,1,1,1,1,1,4,2,2,3,1,2,1,1,1,1,1,5,5,4,1,1,1,1,4,1,3
"61",3,6,2,6,4,4,5,4,1,4,2,2,6,6,1,1,1,6,1,6,1,2,6,6,1,5,1,6,6,6,6,6,6,6,6,2,4,4,5,6,4,6,6,6,6,6,1,1,2,6,6,6,6,6,6,5
"62",1,5,2,5,4,4,5,4,3,4,2,2,5,5,3,3,3,5,3,5,3,2,5,5,3,5,3,5,5,5,5,5,5,5,5,2,4,4,5,5,4,5,5,5,5,5,3,3,2,5,5,5,5,2,5,5
"63",2,3,1,3,3,3,3,1,3,1,1,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3
"64",4,2,1,2,5,5,3,5,2,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,5,5,3,2,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3
"65",1,3,2,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3
"66",3,3,5,3,1,1,2,1,4,1,5,5,3,3,4,4,4,3,4,3,4,5,3,3,4,2,4,3,3,3,3,3,3,3,3,5,1,1,2,3,1,3,3,3,3,3,4,4,5,3,3,3,3,5,3,2
"67",2,3,5,3,1,1,4,1,6,1,5,5,3,3,6,6,6,3,6,3,6,5,3,3,6,3,6,3,3,3,3,3,3,3,3,5,1,1,4,3,1,3,3,3,3,3,6,6,5,3,3,3,3,5,3,4
"68",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69",2,3,4,3,1,1,5,1,3,1,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,5,4,3,3,3,3,3,3,3,3,4,1,1,5,3,1,3,3,3,3,3,3,3,4,3,3,3,3,4,3,5
"70",3,2,4,3,4,4,5,4,1,4,3,3,2,2,1,1,1,2,1,2,1,4,2,3,1,3,1,2,2,2,2,2,2,3,2,2,4,4,5,2,4,2,2,2,2,2,1,1,3,2,2,3,2,4,3,5
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",1,3,4,1,4,4,2,4,3,4,1,1,3,3,3,3,1,3,3,3,1,4,3,1,3,1,3,3,3,3,3,3,3,1,3,4,4,4,2,3,4,3,3,3,3,3,3,3,1,3,3,1,3,4,1,2
"73",1,4,2,4,3,3,5,3,6,3,2,2,4,4,6,6,6,4,6,4,6,2,4,4,6,4,6,4,4,4,4,4,4,4,4,2,3,3,5,4,3,4,4,4,4,4,6,6,2,4,4,4,4,2,4,5
"74",2,1,1,1,3,3,4,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,3,3,4,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4
"75",3,2,4,2,4,4,1,4,5,4,3,3,2,2,5,5,5,2,5,2,5,4,2,2,5,2,3,2,2,2,2,2,2,2,2,3,4,4,1,2,4,2,2,2,2,2,5,5,3,2,2,2,2,3,2,1
"76",1,3,3,3,3,3,4,2,2,3,1,1,3,3,2,2,2,3,2,3,2,3,3,3,2,4,1,3,3,3,3,3,3,3,3,1,3,3,4,3,3,3,3,3,3,3,2,2,1,3,3,3,3,1,3,4
"77",1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2
"78",1,6,5,6,2,2,3,2,4,2,5,5,6,6,4,4,4,6,4,6,4,5,6,6,4,3,4,6,6,6,6,6,6,6,6,6,2,2,3,6,2,6,6,6,6,6,4,4,5,6,6,6,6,5,6,3
"79",4,3,5,4,4,3,1,2,2,3,5,5,3,3,2,2,4,3,2,3,4,5,3,4,2,1,2,3,3,3,3,3,3,4,3,5,3,3,1,3,3,3,3,3,3,3,2,2,5,3,3,4,3,5,4,1
"80",2,2,4,2,3,3,1,3,2,3,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,1,4,2,2,2,2,2,2,2,2,4,3,3,1,2,3,2,2,2,2,2,2,2,4,2,2,2,2,4,2,1
"81",1,1,3,1,2,2,5,2,4,2,3,3,1,1,4,4,4,1,4,1,4,3,1,1,4,5,4,1,1,1,1,1,1,1,1,3,2,2,5,1,2,1,1,1,1,1,4,4,3,1,1,1,1,3,1,5
"82",2,2,3,2,1,1,4,1,5,1,3,3,2,2,5,5,5,2,5,2,5,3,2,2,5,4,5,2,2,2,2,2,2,2,2,3,1,1,4,2,1,2,2,2,2,2,5,5,3,2,2,2,2,3,2,4
"83",1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"84",5,2,4,2,1,1,3,1,2,1,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,2,2,2,2,2,2,2,2,4,1,1,3,2,1,2,2,2,2,2,2,2,4,2,2,2,2,4,2,3
"85",1,5,4,5,3,3,2,3,6,3,4,4,5,5,6,6,6,5,6,5,6,4,5,5,6,2,6,5,5,5,5,5,5,5,5,4,3,3,2,5,3,5,5,5,5,5,6,6,4,5,5,5,5,5,5,2
"86",3,4,2,4,1,1,5,1,4,1,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,5,2,4,4,4,4,4,4,4,4,2,1,1,5,4,1,4,4,4,4,4,4,4,2,4,4,4,4,2,4,5
"87",3,5,1,5,4,4,5,4,2,4,1,1,5,5,2,2,2,5,2,5,2,1,5,5,2,5,2,5,5,5,5,5,5,5,5,1,4,4,5,5,4,5,5,5,5,5,2,2,1,5,5,5,5,1,5,5
"88",5,4,2,5,3,3,1,3,6,3,2,2,4,4,6,6,5,4,6,4,5,2,4,5,6,1,6,4,1,1,4,4,4,5,4,2,3,3,1,4,3,1,4,4,4,4,6,6,2,1,4,5,1,2,5,1
"89",3,3,2,3,1,1,5,1,4,1,2,2,3,3,4,4,4,3,4,3,4,2,3,3,4,5,4,3,3,3,3,3,3,3,3,2,1,1,5,3,1,3,3,3,3,3,4,4,2,3,3,3,3,2,3,5
"90",2,3,1,3,1,1,4,1,5,1,2,2,3,3,5,5,5,3,5,3,5,1,3,3,5,3,2,3,3,3,3,3,3,3,3,2,1,1,4,3,1,3,3,3,3,3,5,5,2,3,3,3,3,2,3,4
"91",4,2,2,2,2,2,1,3,3,2,4,4,2,2,3,3,3,2,3,2,3,2,2,2,3,1,4,2,2,2,2,2,2,2,2,4,2,2,1,2,2,2,2,2,2,2,3,3,4,2,2,2,2,4,2,1
"92",4,4,5,4,3,3,1,3,2,3,5,5,4,4,2,2,2,4,2,4,2,5,4,4,2,1,2,4,4,4,4,4,4,4,4,5,3,3,1,4,3,4,4,4,4,4,2,2,5,4,4,4,4,5,4,1
"93",1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
"94",3,3,4,3,2,2,1,2,3,2,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,1,4,3,3,3,3,3,3,3,3,4,2,2,1,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,1
"95",5,4,6,4,2,2,3,2,1,2,6,6,4,4,1,1,1,4,1,4,1,6,4,4,1,4,1,4,4,4,4,4,4,4,4,6,2,2,3,4,2,4,4,4,4,4,1,1,6,4,4,4,4,6,4,3
"96",4,2,3,2,2,2,1,3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1
"97",3,2,4,2,4,4,1,4,2,4,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,2,2,2,2,2,2,2,2,3,4,4,1,2,4,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1
"98",3,4,5,2,2,5,1,5,3,5,3,2,4,4,3,1,2,4,3,4,2,5,4,2,3,1,3,4,1,1,4,4,4,2,4,3,5,5,1,4,5,1,4,4,4,4,3,3,3,1,4,2,1,5,2,1
"99",3,1,2,1,1,1,4,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4
"100",2,2,4,2,1,1,3,1,2,1,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,2,2,2,2,2,2,2,2,4,1,1,3,2,1,2,2,2,2,2,2,2,4,2,2,2,2,4,2,3
