"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"37",3,1,7,2,7,7,7,7,7,7,7,4,1,4,7,7,7,2,7,7,7,2,7,7,7,4,7,7,7
"38",6,5,7,1,7,7,7,7,7,7,3,4,5,4,7,7,7,7,7,7,3,1,7,7,7,4,7,7,7
"39",2,6,8,7,8,8,8,8,8,8,8,5,6,5,8,8,8,1,8,8,8,7,8,8,8,5,8,8,8
"40",7,6,5,1,5,5,5,5,5,5,5,3,6,3,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5
"41",4,6,7,9,7,7,7,7,7,7,7,2,6,2,7,7,7,2,7,7,7,9,7,7,7,2,7,7,7
"42",1,8,6,2,6,6,6,6,6,6,6,3,8,3,6,6,6,7,6,6,6,2,6,6,6,3,6,6,6
"43",1,4,2,5,2,2,2,2,2,2,2,3,4,3,2,2,2,3,2,2,2,5,2,2,2,3,2,2,2
"44",6,1,5,3,5,5,5,5,5,5,5,9,1,9,5,5,5,9,5,5,5,3,5,5,5,9,5,5,5
"45",9,1,8,6,8,8,8,8,8,8,7,5,1,5,8,8,8,7,8,8,7,6,8,8,8,5,8,8,8
"46",7,3,2,6,2,2,2,2,2,2,2,5,3,5,2,2,2,4,2,2,2,6,2,2,2,5,2,2,2
"47",5,2,4,3,4,4,4,4,4,4,4,6,2,6,4,4,4,4,4,4,4,3,4,4,4,6,4,4,4
"48",5,4,8,7,8,8,8,8,8,8,8,1,4,1,8,8,8,2,8,8,8,7,8,8,8,1,8,8,8
"49",3,6,7,5,7,7,7,7,7,7,7,9,6,9,7,7,7,1,7,7,7,5,7,7,7,9,7,7,7
"50",8,3,4,5,4,4,4,4,4,4,4,1,3,1,4,4,4,6,4,4,4,5,4,4,4,1,4,4,4
"51",9,6,4,8,4,4,4,4,4,4,4,5,6,5,4,4,4,3,4,4,4,8,4,4,4,5,4,4,4
"52",2,6,5,8,5,5,5,5,5,5,1,4,6,4,5,5,5,1,5,5,1,8,5,5,5,4,5,5,5
"53",1,3,4,7,4,4,4,4,4,4,4,6,3,6,4,4,4,2,4,4,4,7,4,4,4,6,4,4,4
"54",6,1,3,4,3,3,3,3,3,3,3,8,1,8,3,3,3,5,3,3,3,4,3,3,3,8,3,3,3
"55",3,5,1,4,1,1,1,1,1,1,5,2,5,2,1,1,1,2,1,1,5,4,1,1,1,2,1,1,1
"56",2,7,6,5,6,6,6,6,6,6,6,3,7,3,6,6,6,5,6,6,6,5,6,6,6,3,6,6,6
"57",5,1,7,3,7,7,7,7,7,7,7,2,1,2,7,7,7,7,7,7,7,3,7,7,7,2,7,7,7
"58",2,1,8,4,8,8,8,8,8,8,5,6,1,6,8,8,8,5,8,8,5,4,8,8,8,6,8,8,8
"59",8,1,3,5,3,3,3,3,3,3,4,4,1,4,3,3,3,9,3,3,4,5,3,3,3,4,3,3,3
"60",8,4,6,7,6,6,6,6,6,6,6,2,4,2,6,6,6,1,6,6,6,7,6,6,6,2,6,6,6
"61",4,1,7,5,7,7,7,7,7,7,2,6,1,6,7,7,7,6,7,7,2,5,7,7,7,6,7,7,7
"62",6,5,4,1,4,4,4,4,4,4,2,7,5,7,4,4,4,7,4,4,2,1,4,4,4,7,4,4,4
"63",1,6,3,4,3,3,3,3,3,3,3,5,6,5,3,3,3,5,3,3,3,4,3,3,3,5,3,3,3
"64",3,4,7,6,7,7,7,7,7,7,1,1,4,1,7,7,7,7,7,7,1,6,7,7,7,1,7,7,7
"65",6,9,8,4,8,8,8,8,8,8,7,3,9,3,8,8,8,7,8,8,7,4,8,8,8,3,8,8,8
"66",2,6,1,4,1,1,1,1,1,1,1,3,6,3,1,1,1,7,1,1,1,4,1,1,1,3,1,1,1
"67",3,8,7,2,7,7,7,7,7,7,9,6,8,6,7,7,7,7,7,7,9,2,7,7,7,6,7,7,7
"68",5,6,7,1,7,7,7,7,7,7,4,8,6,8,7,7,7,3,7,7,4,1,7,7,7,8,7,7,7
"69",2,5,4,7,4,4,4,4,4,4,3,1,5,1,4,4,4,4,4,4,3,7,4,4,4,1,4,4,4
"70",1,4,3,5,3,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3,3,5,3,3,3,2,3,3,3
"71",6,8,3,1,3,3,3,3,3,3,2,5,8,5,3,3,3,2,3,3,2,1,3,3,3,5,3,3,3
"72",6,2,3,7,3,3,3,3,3,3,3,8,2,8,3,3,3,1,3,3,3,7,3,3,3,8,3,3,3
"73",1,4,2,6,2,2,2,2,2,2,2,5,4,5,2,2,2,3,2,2,2,6,2,2,2,5,2,2,2
"74",5,1,7,4,7,7,7,7,7,7,2,8,1,8,7,7,7,3,7,7,2,4,7,7,7,8,7,7,7
"75",5,6,4,7,4,4,4,4,4,4,4,1,6,1,4,4,4,3,4,4,4,7,4,4,4,1,4,4,4
"76",1,8,3,7,3,3,3,3,3,3,5,6,8,6,3,3,3,2,3,3,5,7,3,3,3,6,3,3,3
"77",2,5,1,9,1,1,1,1,1,1,1,8,5,8,1,1,1,3,1,1,1,9,1,1,1,8,1,1,1
"78",3,5,9,2,9,9,9,9,9,9,9,7,5,7,9,9,9,7,9,9,9,2,9,9,9,7,9,9,9
"79",8,4,7,5,7,7,7,7,7,7,2,6,4,6,7,7,7,2,7,7,2,5,7,7,7,6,7,7,7
"80",2,6,3,4,3,3,3,3,3,3,3,8,6,8,3,3,3,1,3,3,3,4,3,3,3,8,3,3,3
"81",1,2,5,4,5,5,5,5,5,5,5,6,2,6,5,5,5,5,5,5,5,4,5,5,5,6,5,5,5
"82",2,4,6,1,6,6,6,6,6,6,3,7,4,7,6,6,6,5,6,6,3,1,6,6,6,7,6,6,6
"83",1,4,7,2,7,7,7,7,7,7,7,6,4,6,7,7,7,2,7,7,7,2,7,7,7,6,7,7,7
"84",6,2,3,9,3,3,3,3,3,3,4,1,2,1,3,3,3,5,3,3,4,9,3,3,3,1,3,3,3
"85",5,1,8,2,8,8,8,8,8,8,8,6,1,6,8,8,8,7,8,8,8,2,8,8,8,6,8,8,8
"86",4,6,2,7,2,2,2,2,2,2,2,8,6,8,2,2,2,1,2,2,2,7,2,2,2,8,2,2,2
"87",6,3,2,1,2,2,2,2,2,2,4,5,3,5,2,2,2,5,2,2,4,1,2,2,2,5,2,2,2
"88",7,5,6,4,6,6,6,6,6,6,6,2,5,2,6,6,6,2,6,6,6,4,6,6,6,2,6,6,6
"89",3,6,7,2,7,7,7,7,7,7,5,1,6,1,7,7,7,4,7,7,5,2,7,7,7,1,7,7,7
"90",2,4,3,6,3,3,3,3,3,3,3,5,4,5,3,3,3,1,3,3,3,6,3,3,3,5,3,3,3
"91",1,5,6,2,6,6,6,6,6,6,6,3,5,3,6,6,6,3,6,6,6,2,6,6,6,3,6,6,6
"92",6,7,4,8,4,4,4,4,4,4,2,5,7,5,4,4,4,3,4,4,2,8,4,4,4,5,4,4,4
"93",4,3,5,7,5,5,5,5,5,5,3,8,3,8,5,5,5,2,5,5,3,7,5,5,5,8,5,5,5
"94",7,6,8,5,8,8,8,8,8,8,8,1,6,1,8,8,8,4,8,8,8,5,8,8,8,1,8,8,8
"95",2,7,4,5,4,4,4,4,4,4,4,1,7,1,4,4,4,2,4,4,4,5,4,4,4,1,4,4,4
"96",7,1,3,4,3,3,3,3,3,3,8,6,1,6,3,3,3,2,3,3,8,4,3,3,3,6,3,3,3
"97",3,6,1,4,1,1,1,1,1,1,1,2,6,2,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1
"98",5,1,2,4,2,2,2,2,2,2,7,6,1,6,2,2,2,7,2,2,7,4,2,2,2,6,2,2,2
"99",2,6,5,1,5,5,5,5,5,5,5,7,6,7,5,5,5,5,5,5,5,1,5,5,5,7,5,5,5
"100",8,4,5,1,5,5,5,5,5,5,5,6,4,6,5,5,5,5,5,5,5,1,5,5,5,6,5,5,5
