"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"31",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"32",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"33",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"34",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"35",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"36",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"37",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"38",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"39",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"40",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"41",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"42",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"43",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"44",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"45",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"46",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"47",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"48",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"49",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"50",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"51",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"52",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"53",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"54",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"55",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"56",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"57",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"58",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"59",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"60",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"61",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"62",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"63",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"64",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"65",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"66",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"67",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"68",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"69",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"70",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"71",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"72",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"73",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"74",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"75",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"76",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"77",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"78",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"79",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"80",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"81",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"82",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"83",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"84",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"85",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"86",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"87",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"88",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"89",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"90",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"91",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"92",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"93",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"94",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"95",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"96",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"97",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"98",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"99",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
"100",3,5,3,4,7,3,2,6,2,9,4,2,3,3,9,9,9,2,9,3,2,2,2,2,2,9,6,9,2,2,9,6,6
