"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"19",2,5,2,5,6,5,6,6,5,6,6,5,4,4,4,4,6,4,6,1,4,6,1,6,6,5,2,4,1,6,6,6,6,6,6
"20",3,2,3,2,4,2,4,4,2,4,4,2,1,1,1,1,4,1,4,5,1,4,5,4,4,2,3,1,5,4,4,4,4,4,4
"21",3,2,3,2,6,2,6,6,2,6,6,2,4,4,4,7,6,4,6,5,4,6,5,6,6,2,3,4,5,6,6,6,6,6,6
"22",6,4,6,4,3,4,3,3,4,3,3,4,1,2,2,2,3,1,3,5,2,3,5,3,3,4,6,2,5,3,3,3,3,3,3
"23",5,4,5,4,3,4,3,3,4,3,3,4,6,1,1,1,3,6,3,6,1,3,6,3,3,4,5,1,6,3,3,3,3,3,3
"24",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"25",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"26",5,8,5,8,2,8,2,2,8,2,2,8,3,3,3,3,2,3,2,4,3,2,4,2,2,8,5,3,4,2,2,2,2,2,2
"27",1,2,1,2,4,2,4,4,2,4,4,2,6,6,6,5,4,6,4,3,6,4,3,4,4,2,1,6,3,4,4,4,4,4,4
"28",6,4,6,4,1,4,1,1,4,1,1,4,4,3,3,3,1,4,1,5,3,1,5,1,1,4,6,3,5,1,1,1,1,1,1
"29",1,8,1,8,5,8,5,5,8,5,5,8,7,3,3,3,5,7,5,4,3,5,4,5,5,8,1,3,4,5,5,5,5,5,5
"30",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"31",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"32",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"33",3,2,3,2,1,2,1,1,2,1,1,2,2,5,5,5,1,2,1,6,5,1,6,1,1,2,3,5,6,1,1,1,1,1,1
"34",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"35",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"36",4,6,4,6,3,6,3,3,6,3,3,6,7,5,5,5,3,7,3,1,5,3,1,3,3,6,4,5,1,3,3,3,3,3,3
"37",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"38",3,6,3,6,1,6,1,1,6,1,1,6,2,5,5,5,1,2,1,4,5,1,4,1,1,6,3,5,4,1,1,1,1,1,1
"39",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"40",7,4,7,4,5,4,5,5,4,5,5,4,2,3,3,3,5,2,5,8,3,5,8,5,5,4,7,3,8,5,5,5,5,5,5
"41",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"42",3,1,3,1,2,1,2,2,1,2,2,1,1,5,5,5,2,1,2,4,5,2,4,2,2,1,3,5,4,2,2,2,2,2,2
"43",4,2,4,2,1,2,1,1,2,1,1,2,5,5,5,5,1,5,1,3,5,1,3,1,1,2,4,5,3,1,1,1,1,1,1
"44",4,5,4,5,1,5,1,1,5,1,1,5,5,6,6,6,1,5,1,3,6,1,3,1,1,5,4,6,3,1,1,1,1,1,1
"45",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"46",7,3,7,3,2,3,2,2,3,2,2,3,1,5,5,5,2,1,2,4,5,2,4,2,2,3,7,5,4,2,2,2,2,2,2
"47",1,4,1,4,6,4,6,6,4,6,6,4,2,3,3,3,6,2,6,2,3,6,2,6,6,4,1,3,2,6,6,6,6,6,6
"48",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"49",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"50",2,3,2,3,5,3,5,5,3,5,5,3,6,7,7,7,5,6,5,4,7,5,4,5,5,3,2,7,4,5,5,5,5,5,5
"51",2,1,2,1,3,1,3,3,1,3,3,1,4,6,6,6,3,4,3,4,6,3,4,3,3,1,2,6,4,3,3,3,3,3,3
"52",1,2,1,2,6,2,6,6,2,6,6,2,3,5,5,5,6,3,6,4,5,6,4,6,6,2,1,5,4,6,6,6,6,6,6
"53",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"54",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"55",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"56",3,7,3,7,8,7,8,8,7,8,8,7,2,6,6,6,8,2,8,5,6,8,5,8,8,7,3,6,5,8,8,8,8,8,8
"57",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"58",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"59",5,8,5,8,7,8,7,7,8,7,7,8,8,2,2,2,7,8,7,6,2,7,6,7,7,8,5,2,6,7,7,7,7,7,7
"60",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"61",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"62",6,3,6,3,2,3,2,2,3,2,2,3,5,1,1,1,2,5,2,4,1,2,4,2,2,3,6,1,4,2,2,2,2,2,2
"63",8,5,8,5,3,5,3,3,5,3,3,5,7,7,7,7,3,7,3,1,7,3,1,3,3,5,8,7,1,3,3,3,3,3,3
"64",6,5,6,5,7,5,7,7,5,7,7,5,4,4,4,4,7,4,7,2,4,7,2,7,7,5,6,4,2,7,7,7,7,7,7
"65",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"66",4,3,4,3,2,3,2,2,3,2,2,3,7,7,7,8,2,7,2,1,7,2,1,2,2,3,4,7,1,2,2,2,2,2,2
"67",4,3,4,3,1,3,1,1,3,1,1,3,5,8,8,8,1,5,1,2,8,1,2,1,1,3,4,8,2,1,1,1,1,1,1
"68",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"69",6,5,6,5,4,5,4,4,5,4,4,5,7,7,7,7,4,7,4,1,7,4,1,4,4,5,6,7,1,4,4,4,4,4,4
"70",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"71",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"72",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"73",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"74",3,8,3,8,5,8,5,5,8,5,5,8,4,7,7,7,5,4,5,1,7,5,1,5,5,8,3,7,1,5,5,5,5,5,5
"75",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"76",3,2,3,2,1,2,1,1,2,1,1,2,4,4,4,6,1,4,1,5,4,1,5,1,1,2,3,4,5,1,1,1,1,1,1
"77",2,3,2,3,5,3,5,5,3,5,5,3,3,4,4,4,5,3,5,1,4,5,1,5,5,3,2,4,1,5,5,5,5,5,5
"78",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"79",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"80",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"81",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"82",5,2,5,2,1,2,1,1,2,1,1,2,2,3,3,3,1,2,1,4,3,1,4,1,1,2,5,3,4,1,1,1,1,1,1
"83",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"84",2,3,2,3,6,3,6,6,3,6,6,3,3,7,7,7,6,3,6,5,7,6,5,6,6,3,2,7,5,6,6,6,6,6,6
"85",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"86",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"87",2,1,2,1,7,1,7,7,1,7,7,1,6,3,3,3,7,6,7,4,3,7,4,7,7,1,2,3,4,7,7,7,7,7,7
"88",5,1,5,1,7,1,7,7,1,7,7,1,3,4,4,4,7,3,7,6,4,7,6,7,7,1,5,4,6,7,7,7,7,7,7
"89",7,2,7,2,8,2,8,8,2,8,8,2,3,4,4,4,8,3,8,1,4,8,1,8,8,2,7,4,1,8,8,8,8,8,8
"90",1,5,1,5,4,5,4,4,5,4,4,5,5,7,7,7,4,5,4,3,7,4,3,4,4,5,1,7,3,4,4,4,4,4,4
"91",1,6,1,6,8,6,8,8,6,8,8,6,2,4,4,4,8,2,8,3,4,8,3,8,8,6,1,4,3,8,8,8,8,8,8
"92",6,3,6,3,7,3,7,7,3,7,7,3,4,5,5,5,7,4,7,2,5,7,2,7,7,3,6,5,2,7,7,7,7,7,7
"93",3,1,3,1,2,1,2,2,1,2,2,1,5,4,4,4,2,5,2,6,4,2,6,2,2,1,3,4,6,2,2,2,2,2,2
"94",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"95",3,5,3,5,1,5,1,1,5,1,1,5,7,7,7,8,1,7,1,6,7,1,6,1,1,5,3,7,6,1,1,1,1,1,1
"96",2,4,2,4,3,4,3,3,4,3,3,4,5,1,1,1,3,5,3,5,1,3,5,3,3,4,2,1,5,3,3,3,3,3,3
"97",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"98",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
"99",6,4,6,4,1,4,1,1,4,1,1,4,5,3,3,3,1,5,1,5,3,1,5,1,1,4,6,3,5,1,1,1,1,1,1
"100",1,4,1,4,2,4,2,2,4,2,2,4,8,6,6,7,2,8,2,3,6,2,3,2,2,4,1,6,3,2,2,2,2,2,2
