"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"29",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"30",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"31",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"32",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"33",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"34",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"35",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"36",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"37",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"38",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"39",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"40",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"41",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"42",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"43",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"44",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"45",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"46",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"47",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"48",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"49",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"50",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"51",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"52",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"53",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"54",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"55",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"56",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"57",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"58",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"59",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"60",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"61",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"62",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"63",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"64",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"65",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"66",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"67",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"68",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"69",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"70",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"71",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"72",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"73",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"74",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"75",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"76",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"77",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"78",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"79",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"80",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"81",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"82",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"83",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"84",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"85",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"86",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"87",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"88",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"89",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"90",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"91",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"92",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"93",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"94",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"95",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"96",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"97",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"98",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"99",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
"100",1,2,2,12,5,6,7,8,9,11,11,12,13,14,17,16,17,18,19,20,21,8,23
