"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91"
"11",14,19,16,13,16,16,20,16,24,17,15,15,18,5,2,11,23,6,1,17,24,16,16,16,16,13,13,8,19,6,16,13,22,20,13,16,16,9,1,7,16,16,1,5,18,16,9,12,13,18,26,26,5,5,13,5,16,16,26,12,5,16,10,3,22,18,6,16,14,14,16,12,16,9,28,23,4,16,9,16,10,16,9,13,13,13,13,29,11,1,16
"12",19,39,15,7,15,15,27,15,31,5,27,27,4,38,26,34,4,33,32,5,31,15,15,15,15,17,7,11,39,11,15,17,22,19,17,15,1,22,32,36,15,15,22,24,39,15,26,3,17,30,24,22,24,24,17,1,15,15,18,3,37,15,12,13,35,38,11,15,34,19,28,3,15,22,34,6,6,28,18,15,12,15,8,17,17,17,17,28,8,32,15
"13",23,8,15,13,15,15,30,18,29,20,32,32,28,7,29,28,12,28,11,20,24,15,15,15,15,12,13,33,8,14,15,12,27,22,17,15,21,27,11,29,15,15,31,7,15,15,28,10,12,1,8,8,7,7,12,21,15,15,15,24,2,15,21,5,4,6,14,15,1,23,13,10,15,27,11,7,18,13,27,15,21,15,27,12,12,12,12,13,21,11,15
"14",7,10,3,3,3,3,6,17,21,8,20,20,18,14,3,19,16,18,5,8,21,3,3,3,3,14,20,3,10,7,3,14,15,1,14,3,10,4,5,2,3,3,2,14,21,3,17,9,14,5,14,5,14,14,14,19,3,3,17,9,6,3,2,3,7,12,7,3,14,14,10,9,3,4,8,18,6,10,4,3,2,3,4,14,7,14,14,5,4,5,3
"15",11,1,26,6,26,26,17,8,22,18,3,3,4,23,22,5,7,24,11,18,14,26,26,26,26,8,6,12,1,17,26,8,9,11,8,26,4,27,11,22,26,26,28,24,6,26,24,19,7,3,24,3,24,24,8,25,26,26,25,19,28,26,25,5,19,11,17,26,18,23,6,19,26,27,5,23,17,6,27,26,25,26,27,8,8,8,8,6,27,11,26
"16",5,1,8,31,8,8,23,30,17,20,15,15,22,29,20,22,23,13,13,20,17,8,8,8,8,31,13,29,1,29,8,31,25,5,31,6,8,6,13,3,8,8,1,31,8,8,12,17,31,32,1,1,29,29,31,14,8,8,21,14,9,8,8,19,7,21,29,8,32,5,1,17,8,6,20,24,12,1,12,8,8,8,29,31,31,31,31,13,22,13,8
"17",2,3,9,5,9,9,3,1,10,11,8,8,2,3,10,5,3,5,12,11,7,9,9,9,9,1,5,12,3,12,9,1,4,2,1,9,9,4,12,11,9,9,6,12,9,9,5,7,1,9,9,9,12,12,1,3,9,9,7,1,7,9,9,3,11,13,12,9,13,2,13,7,9,4,11,6,8,13,4,9,9,9,6,1,1,1,1,13,13,12,9
"18",8,3,6,6,6,6,7,25,30,7,19,19,20,24,30,20,10,21,4,7,18,6,6,6,6,10,10,22,3,24,6,10,1,8,10,23,25,23,4,4,6,6,11,24,6,6,13,12,10,23,6,6,24,24,10,28,6,6,10,12,2,6,25,18,17,8,24,6,4,8,16,12,6,23,17,24,5,16,31,6,25,6,2,10,10,10,10,16,17,4,6
"19",36,4,36,1,36,36,35,33,25,9,5,5,14,18,25,14,27,8,11,9,15,36,36,36,36,15,1,38,4,11,36,15,26,29,35,1,19,1,11,37,36,36,26,18,21,36,26,17,15,18,13,38,18,18,15,35,36,36,34,29,29,36,19,5,29,17,11,36,23,36,6,17,36,1,9,31,23,6,1,36,19,36,16,15,15,15,15,6,2,11,36
"20",1,2,8,25,8,8,19,7,17,1,15,15,24,4,17,23,21,13,13,1,17,8,8,8,8,25,1,8,2,2,8,25,2,17,25,8,10,18,13,1,8,8,3,12,8,8,23,11,25,24,9,13,12,12,25,13,8,8,7,11,11,8,10,10,11,13,2,8,16,4,24,11,8,2,4,17,11,24,2,8,10,8,2,25,25,25,25,24,12,13,8
"21",26,23,21,23,18,18,11,13,16,3,30,30,15,27,5,15,27,6,33,3,16,18,18,18,18,27,23,31,23,33,18,27,4,13,27,29,18,29,21,17,18,18,33,27,6,18,15,6,27,5,22,22,24,24,27,26,18,18,24,6,4,18,18,33,9,29,33,18,21,27,24,6,18,29,23,3,21,24,8,18,18,18,8,27,27,27,27,24,2,21,18
"22",32,12,26,11,23,23,20,35,12,31,9,9,22,3,37,28,38,25,26,31,12,23,23,23,23,6,11,24,12,36,23,6,16,7,6,1,23,1,26,22,23,23,19,3,20,23,38,20,6,6,13,9,3,3,6,11,23,23,27,5,20,23,23,21,14,25,36,23,29,32,18,20,23,1,29,3,20,18,1,23,23,23,1,6,6,6,6,18,5,26,23
"23",12,39,30,15,30,30,11,9,42,13,32,32,2,21,8,29,39,27,41,13,42,30,30,30,30,23,15,20,39,7,30,23,22,12,23,30,2,31,41,37,30,30,11,28,2,30,24,20,23,15,28,11,28,28,23,10,30,30,32,24,12,30,36,1,17,17,7,30,27,21,1,20,30,31,1,28,19,1,31,30,36,30,31,23,23,23,23,1,31,41,30
"24",5,33,17,31,17,17,5,9,24,16,2,2,23,8,7,19,26,23,3,16,24,17,17,17,17,37,31,38,33,10,17,37,32,5,37,4,8,4,3,6,17,17,37,37,22,17,19,28,16,26,6,6,6,6,37,28,17,17,6,28,14,17,8,35,22,29,10,17,25,5,17,28,17,4,19,25,36,37,4,17,8,17,27,37,37,37,37,15,38,3,17
"25",41,4,41,18,25,25,13,3,16,17,1,1,17,27,42,8,18,42,41,17,16,25,25,25,25,30,18,4,4,23,25,30,32,41,19,9,25,9,41,28,25,25,38,27,16,25,16,14,30,40,5,5,27,27,30,15,25,25,29,14,14,25,33,42,26,22,23,25,35,27,25,14,25,9,13,39,31,25,8,25,33,25,15,30,30,30,30,25,22,41,25
"26",5,31,25,7,25,25,1,13,13,32,33,33,6,17,13,27,36,12,28,32,30,25,25,25,25,7,7,27,31,28,25,7,30,16,7,25,14,30,28,21,25,25,26,26,23,25,5,20,36,23,27,27,26,26,7,14,25,25,35,6,32,25,14,10,16,37,28,25,18,17,29,20,25,30,35,1,25,29,3,25,14,25,10,7,7,7,7,29,10,28,25
"27",32,48,9,34,9,9,12,40,17,14,30,30,42,41,37,38,44,14,46,14,17,9,9,9,9,44,34,5,48,3,9,44,35,5,44,45,26,45,46,23,9,9,31,42,46,9,35,11,44,28,12,1,42,42,44,15,9,9,15,11,48,9,26,15,15,39,3,9,15,32,27,11,9,45,19,40,30,27,45,9,26,9,1,44,44,44,44,27,38,46,9
"28",17,25,10,10,10,10,8,25,26,23,2,2,24,17,26,7,24,1,8,23,5,10,10,10,10,25,25,24,25,19,10,25,16,9,25,19,12,2,8,14,10,10,15,17,4,10,7,22,24,7,18,18,17,17,25,14,10,10,1,6,17,10,12,20,14,21,19,10,10,17,6,22,10,19,6,17,1,6,19,10,12,10,5,25,25,25,25,6,4,8,10
"29",37,4,29,39,29,29,40,11,9,1,12,12,7,31,9,22,18,29,41,1,9,29,29,29,29,42,39,29,4,19,29,42,15,36,42,19,23,19,41,34,29,29,8,31,29,29,33,35,42,35,36,26,31,31,42,16,29,29,40,2,24,29,24,23,28,26,19,29,22,37,23,35,29,19,38,40,43,23,15,29,24,29,15,42,42,42,42,24,15,41,29
"30",5,40,32,21,32,32,48,19,1,10,18,18,17,37,10,9,16,12,13,10,1,32,32,32,32,16,21,27,40,29,32,16,7,5,30,32,38,7,13,26,32,32,4,35,47,32,12,20,16,25,27,27,35,35,16,19,32,32,23,14,6,32,8,21,47,47,29,32,9,5,38,20,32,7,10,42,18,38,11,32,8,32,3,16,16,16,16,38,3,13,32
"31",14,19,15,9,15,15,2,6,14,16,4,4,2,9,14,7,8,3,3,16,5,15,15,15,15,8,9,19,19,18,15,8,22,12,8,15,23,22,3,7,15,15,2,8,20,15,7,16,8,17,13,18,13,13,8,22,15,15,1,21,2,15,13,6,12,5,18,15,19,9,23,16,15,22,6,19,9,23,22,15,13,15,22,8,8,8,8,16,22,3,15
"32",3,35,23,42,23,23,17,6,37,21,4,4,20,25,29,5,40,41,18,21,37,23,23,23,23,39,42,12,35,27,23,39,19,41,39,23,34,17,18,32,23,23,30,26,9,23,5,14,40,23,24,24,26,26,39,27,23,23,36,1,5,23,34,38,26,22,27,23,33,25,3,14,23,17,10,27,16,3,17,23,34,23,17,39,39,39,39,3,2,18,23
"33",2,11,42,42,35,35,40,22,36,34,12,12,45,6,36,27,9,16,42,34,15,35,35,35,35,22,42,16,11,39,35,22,46,31,22,43,35,43,42,8,35,35,17,6,35,35,26,5,9,36,21,21,6,6,22,6,35,35,40,15,9,35,35,20,7,33,39,35,41,2,47,5,35,43,1,40,2,47,28,35,35,35,2,22,22,22,22,47,29,42,35
"34",7,23,12,24,12,12,7,22,8,8,15,15,23,1,8,18,26,6,21,8,14,12,12,12,12,17,24,24,23,29,12,17,29,7,10,12,28,15,21,21,12,12,12,1,17,12,18,13,17,7,4,22,1,1,17,6,12,12,27,13,10,12,28,5,5,9,29,12,14,7,19,13,12,29,8,1,6,19,29,12,28,12,14,17,17,17,17,19,17,21,12
"35",31,12,8,37,36,36,33,3,23,22,29,29,7,18,10,2,7,35,8,22,23,36,36,36,36,30,37,1,12,7,36,30,20,31,30,6,36,6,8,16,36,36,21,14,1,36,2,9,7,31,36,36,14,14,30,13,36,36,15,15,34,36,36,6,4,16,7,36,23,18,24,9,36,6,14,9,35,24,6,36,36,36,6,30,30,30,30,24,20,8,36
"36",19,3,26,9,26,26,25,17,11,27,22,22,19,1,11,17,21,17,16,27,2,26,26,26,26,20,9,13,3,16,26,20,8,25,2,26,19,2,16,16,26,26,20,1,26,26,17,23,20,3,13,13,1,1,20,27,26,26,14,23,19,26,6,7,25,6,16,26,15,19,18,23,26,16,27,9,23,18,21,26,6,26,27,20,20,20,20,18,17,16,26
"37",14,19,22,21,22,22,1,14,18,16,23,23,24,21,18,15,5,8,2,16,17,22,22,22,22,5,21,17,19,2,22,5,10,2,5,22,22,10,2,14,22,22,20,21,15,22,15,17,5,15,21,23,21,21,5,14,22,22,2,17,4,22,22,1,2,4,2,22,11,21,25,17,22,10,19,6,17,25,13,22,22,22,14,5,5,5,5,25,25,2,22
"38",15,12,31,31,31,31,29,1,26,26,17,17,2,24,26,12,14,8,21,26,21,31,31,31,31,14,14,26,12,2,31,14,25,15,14,31,13,18,21,6,31,31,18,19,31,31,19,9,14,6,4,8,19,19,14,7,31,31,16,9,9,31,13,12,26,28,2,31,12,15,16,9,31,18,1,19,28,16,18,31,13,31,8,14,14,14,14,16,18,21,31
"39",7,20,7,7,7,7,25,21,3,2,19,19,16,8,5,28,15,21,5,2,3,7,7,7,7,12,26,28,20,14,7,12,6,7,12,10,31,10,5,1,7,7,6,3,29,7,26,17,15,29,28,12,3,3,12,5,7,7,4,17,1,7,26,30,1,8,14,7,18,7,14,17,7,10,15,3,12,14,2,7,26,7,2,12,12,12,12,14,28,5,7
"40",28,26,22,17,22,22,6,12,20,12,4,4,16,9,2,2,11,25,16,12,20,22,22,22,22,10,17,1,26,17,22,10,8,28,10,15,27,15,16,19,22,22,14,9,6,22,2,17,11,2,1,20,9,9,10,8,22,22,24,22,24,22,27,28,16,23,17,22,14,28,22,17,22,15,19,9,14,10,15,22,27,22,15,10,10,10,10,10,10,16,22
"41",26,8,29,29,29,29,5,17,38,35,26,26,20,36,38,4,31,29,9,35,24,29,29,29,29,17,17,49,8,28,29,17,44,26,17,33,34,33,9,15,29,29,37,40,47,29,7,48,31,23,34,37,40,40,17,24,29,29,7,3,40,29,34,15,37,13,28,29,33,36,22,48,29,33,47,42,28,22,43,29,34,29,35,17,17,17,17,22,4,9,29
"42",8,30,9,12,9,9,35,26,1,16,20,20,33,32,1,8,21,27,4,16,23,9,9,9,9,21,12,28,30,4,9,21,24,23,21,9,29,9,4,14,9,9,8,21,31,9,8,7,21,18,35,6,10,10,21,5,9,9,11,7,4,9,12,4,23,17,4,9,6,32,10,7,9,9,34,3,34,10,19,9,12,9,10,21,21,21,21,10,8,4,9
"43",24,35,4,18,4,4,12,36,30,14,12,12,9,1,4,7,8,36,19,14,30,4,4,4,4,21,18,9,35,20,4,21,17,24,29,4,23,20,19,28,4,4,2,3,4,4,22,11,8,20,16,36,3,3,21,2,4,4,2,11,22,4,9,27,22,23,20,4,33,24,4,11,4,20,34,10,13,21,20,4,9,4,20,21,21,21,21,21,18,19,4
"44",1,1,10,20,10,10,7,12,3,12,24,24,31,14,3,19,11,29,8,12,22,10,10,10,10,30,20,15,1,8,10,30,34,5,30,7,32,7,8,2,10,10,22,14,1,10,33,29,11,7,14,22,14,14,30,29,10,10,10,29,23,10,20,17,31,33,7,10,14,1,4,29,10,7,21,14,22,4,1,10,20,10,33,30,30,30,30,4,16,8,10
"45",9,12,11,11,9,9,8,13,16,4,7,7,5,12,16,17,16,11,11,4,16,9,9,9,9,16,11,17,12,15,9,16,10,9,12,3,9,3,11,17,9,9,8,12,1,9,17,15,16,15,14,14,12,12,16,4,9,9,14,15,15,9,9,6,15,3,15,9,13,9,2,15,9,3,4,12,2,2,2,9,9,9,2,16,16,16,16,2,17,11,9
"46",11,25,1,32,9,9,21,6,27,30,26,26,18,24,14,18,21,20,1,30,27,9,9,9,9,19,32,19,25,6,9,19,10,3,24,17,9,17,1,7,9,9,3,14,12,9,18,11,21,5,16,16,14,14,19,7,9,9,24,11,11,9,9,19,3,20,6,9,23,24,29,11,9,17,30,5,1,29,17,9,9,9,32,19,19,19,19,29,31,1,9
"47",21,11,8,13,8,8,1,7,9,22,7,7,1,13,9,2,23,9,21,22,1,8,8,8,8,13,13,22,11,21,8,13,5,21,13,8,8,5,21,10,8,8,21,17,23,8,6,4,23,17,15,15,17,17,13,10,8,8,16,15,8,8,8,18,1,3,21,8,13,13,16,4,8,5,4,6,16,16,5,8,8,8,17,13,13,13,13,16,14,21,8
"48",5,21,40,18,41,41,36,32,39,17,26,26,27,34,5,45,30,5,40,17,39,41,41,41,41,23,18,39,21,38,41,23,19,11,3,25,41,25,40,28,41,41,36,34,42,41,14,17,30,25,24,36,34,34,23,10,41,41,42,36,1,41,41,8,17,11,38,41,24,5,32,17,41,25,12,13,5,32,25,41,41,41,25,23,23,23,23,32,12,40,41
"49",24,27,10,4,10,10,1,20,11,26,6,6,18,7,11,1,21,3,17,26,19,10,10,10,10,21,4,16,27,17,10,21,16,5,21,2,25,2,17,11,10,10,15,21,10,10,13,14,21,16,9,19,7,7,21,14,10,10,14,15,8,10,18,18,12,12,17,10,27,24,13,14,10,2,26,19,19,13,1,10,18,10,7,21,21,21,21,13,2,17,10
"50",5,10,7,7,7,7,3,2,3,11,4,4,11,2,10,3,8,6,2,11,3,7,7,7,7,8,4,5,10,2,7,8,6,1,8,7,7,6,2,9,7,7,3,2,5,7,3,11,8,3,7,7,2,2,8,6,7,7,10,11,9,7,7,8,11,1,2,7,6,5,7,11,7,6,8,2,3,6,6,7,7,7,6,8,5,8,8,6,6,2,7
"51",25,6,37,21,37,37,7,36,35,33,23,23,19,39,40,18,7,10,13,33,35,37,37,37,37,7,21,22,6,9,37,7,4,25,7,37,15,4,13,8,37,37,29,39,11,37,10,26,7,14,34,28,39,39,7,39,37,37,28,32,8,37,31,7,15,6,9,37,11,25,15,26,37,4,27,35,40,15,4,37,31,37,4,7,7,7,7,8,36,13,37
"52",12,10,13,13,13,13,8,7,29,25,16,16,21,12,15,15,15,17,2,25,29,13,13,13,13,4,6,26,10,2,13,4,27,12,4,13,28,6,2,5,13,13,10,12,18,13,15,10,15,11,22,19,12,12,4,29,13,13,4,3,18,13,7,1,4,20,2,13,14,12,10,10,13,6,8,9,27,10,6,13,7,13,6,4,4,4,4,12,6,2,13
"53",22,29,37,31,11,11,7,16,10,1,22,22,20,15,9,17,31,23,37,1,10,11,11,11,11,34,31,17,29,6,11,34,32,22,34,9,11,9,37,28,11,11,13,15,7,11,28,21,34,29,15,8,15,15,34,30,11,11,24,21,8,11,11,20,30,12,6,11,14,15,25,21,11,9,18,31,11,25,14,11,11,11,24,34,34,34,34,9,17,37,11
"54",7,7,23,23,23,23,22,25,38,10,22,22,38,16,8,3,7,24,12,10,38,23,23,23,23,6,23,35,7,20,23,6,30,7,6,20,18,20,12,19,23,23,29,16,23,23,3,15,6,38,9,26,16,16,6,3,23,23,27,4,38,23,18,34,18,25,20,23,15,7,26,15,23,20,3,24,15,26,20,23,18,23,2,6,6,6,6,26,25,12,23
"55",2,19,6,14,6,6,36,16,12,5,7,7,34,13,12,23,29,18,2,5,37,6,6,6,6,24,14,2,19,2,6,24,30,2,26,6,31,2,2,12,6,6,23,13,1,6,23,22,26,35,13,14,13,13,24,15,6,6,41,17,41,6,31,8,8,16,2,6,39,13,3,22,6,2,32,13,14,3,1,6,31,6,1,26,26,26,26,3,10,2,6
"56",23,1,22,27,22,22,37,28,19,11,31,31,19,10,19,25,29,5,7,11,37,22,22,22,22,13,27,4,1,7,22,13,39,23,13,17,16,17,7,3,22,22,35,10,1,22,25,9,13,12,14,28,10,10,13,27,22,22,8,29,12,22,16,21,34,15,7,22,20,23,38,9,22,17,28,10,27,38,37,22,16,22,24,13,13,13,13,38,35,7,22
"57",24,34,4,21,4,4,29,26,1,6,14,14,7,8,30,3,7,15,15,6,1,4,4,4,4,8,21,28,34,5,4,8,25,24,8,4,11,10,15,29,4,4,25,8,23,4,3,27,8,32,28,28,8,8,8,32,4,4,5,27,1,4,11,4,22,12,5,4,2,8,4,27,4,10,30,8,18,27,10,4,11,4,10,8,8,8,8,27,29,15,4
"58",2,13,6,21,18,18,28,31,20,31,44,44,42,22,4,5,34,46,6,31,20,18,18,18,18,34,21,2,13,23,18,34,35,9,21,23,18,23,6,37,18,18,26,26,10,18,5,39,34,39,7,7,26,26,34,42,18,18,1,15,8,18,18,4,32,20,23,18,28,22,47,39,18,23,41,45,46,47,2,18,18,18,46,34,34,34,34,47,46,6,18
"59",22,3,21,11,21,21,21,23,15,14,19,19,23,20,15,17,5,13,20,14,13,21,21,21,21,23,15,6,3,4,21,23,4,22,11,16,17,16,20,7,21,21,17,20,22,21,17,3,5,5,24,21,20,20,23,2,21,21,20,3,3,21,13,16,14,21,4,21,19,22,17,3,21,16,14,12,16,17,16,21,13,21,10,23,23,23,23,6,16,20,21
"60",14,10,1,9,17,17,18,22,16,12,20,20,18,4,21,17,4,10,1,12,16,17,17,17,17,3,9,19,10,5,17,3,11,14,3,5,17,5,1,6,17,17,11,4,17,17,17,7,3,7,14,14,4,4,3,12,17,17,13,15,21,17,17,10,16,13,5,17,20,14,6,7,17,5,18,14,14,6,5,17,17,17,5,3,3,3,3,6,5,1,17
"61",13,23,11,2,25,25,9,6,3,19,14,14,27,9,3,28,5,9,11,19,28,25,25,25,25,2,2,17,23,8,25,2,6,23,2,10,25,10,11,16,25,25,24,9,25,25,28,22,5,7,29,29,9,9,2,20,25,25,9,24,16,25,25,16,16,15,8,25,29,13,8,22,25,10,19,7,24,8,13,25,25,25,20,2,2,2,2,8,13,11,25
"62",19,18,10,17,10,10,45,46,47,6,40,40,45,22,25,18,24,28,34,6,47,10,10,10,10,24,17,32,18,22,10,24,37,19,12,15,10,15,34,34,10,10,7,22,22,10,26,27,24,43,31,31,22,22,24,21,10,10,15,27,27,10,10,26,12,15,22,10,1,19,4,27,10,15,31,11,19,4,20,10,10,10,44,24,24,24,24,4,41,34,10
"63",16,9,13,20,13,13,1,17,3,18,6,6,28,21,3,7,23,25,29,18,26,13,13,13,13,25,20,10,9,16,13,25,17,27,30,13,8,22,29,3,13,13,17,21,32,13,16,18,25,14,5,5,21,21,25,9,13,13,35,18,12,13,8,1,28,33,16,13,5,16,12,18,13,22,12,24,21,12,22,13,8,13,22,25,25,25,25,12,7,29,13
"64",17,5,22,4,6,6,17,13,20,11,24,24,19,9,2,1,14,13,22,11,20,6,6,6,6,14,4,16,5,19,6,14,19,7,23,6,6,19,22,8,6,6,19,9,6,6,22,17,14,5,7,10,9,9,14,18,6,6,11,18,14,6,2,17,13,15,19,6,2,17,6,17,6,19,21,9,23,6,21,6,2,6,1,14,14,14,14,6,1,22,6
"65",19,8,1,9,18,18,8,19,1,4,2,2,24,15,23,5,19,13,1,4,18,18,18,18,18,19,9,8,8,23,18,19,12,21,19,18,18,5,1,5,18,18,23,15,8,18,5,26,19,17,10,10,15,15,19,12,18,18,23,26,19,18,21,5,21,22,23,18,8,19,14,26,18,5,8,27,18,14,13,18,21,18,13,19,19,19,19,14,5,1,18
"66",35,30,28,35,28,28,30,32,2,38,21,21,19,12,2,13,17,23,25,38,24,28,28,28,28,17,35,7,30,27,28,17,10,19,17,28,15,10,25,35,28,28,36,12,30,28,28,16,17,34,12,28,12,12,17,20,28,28,1,9,6,28,15,26,19,34,27,28,15,12,3,16,28,10,5,12,14,3,10,28,15,28,24,17,17,17,17,3,13,25,28
"67",11,17,2,19,2,2,7,20,10,7,3,3,20,1,9,19,20,13,11,7,10,2,2,2,2,20,19,11,17,11,2,20,16,11,19,5,2,5,11,12,2,2,16,1,16,2,12,18,20,12,8,3,1,1,20,6,2,2,7,4,4,2,2,19,6,20,11,2,11,1,9,18,2,5,4,15,10,9,15,2,2,2,6,20,20,20,20,9,4,11,2
"68",1,12,25,3,25,25,13,19,2,21,6,6,25,12,2,22,7,5,4,21,2,25,25,25,25,7,3,8,12,14,25,7,23,1,7,27,5,27,4,4,25,25,18,12,7,25,3,26,7,27,12,26,12,12,7,1,25,25,6,26,3,25,5,5,1,19,14,25,6,1,8,26,25,27,21,12,14,8,19,25,5,25,18,7,7,7,7,8,22,4,25
"69",27,17,9,15,9,9,14,18,13,36,12,12,25,11,1,18,22,29,33,36,13,9,9,9,9,37,15,7,17,33,9,37,4,6,37,32,1,32,33,3,9,9,13,21,19,9,20,10,37,19,8,8,21,21,37,24,9,9,35,10,17,9,1,32,16,20,33,9,16,27,28,10,9,32,7,21,17,28,28,9,1,9,26,37,37,37,37,28,37,33,9
"70",9,14,11,17,11,11,29,17,1,7,4,4,20,18,1,15,14,20,1,7,1,11,11,11,11,7,17,4,14,1,11,7,19,23,7,29,26,29,1,28,11,11,25,18,15,11,15,2,7,20,21,21,18,18,7,6,11,11,26,2,5,11,10,1,23,8,25,11,9,18,26,2,11,29,29,18,13,26,9,11,10,11,9,7,7,7,7,27,20,1,11
"71",23,24,33,37,33,33,3,12,34,23,16,16,19,18,31,11,40,29,29,23,34,33,33,33,33,9,37,35,24,32,33,9,10,38,9,2,25,2,29,6,33,33,2,18,12,33,13,13,40,12,18,23,18,18,9,10,33,33,8,13,1,33,21,28,38,17,32,33,22,18,14,13,33,2,30,28,15,14,5,33,21,33,40,9,9,9,9,14,27,29,33
"72",27,9,22,30,22,22,6,12,12,14,31,31,32,13,29,23,27,3,32,14,12,22,22,22,22,30,32,9,9,11,22,30,24,7,30,22,34,1,32,1,22,22,10,13,22,22,23,18,27,2,16,16,13,13,30,25,22,22,24,18,14,22,34,15,25,13,11,22,24,27,29,18,22,1,14,7,19,29,8,22,34,22,6,30,30,30,30,29,33,32,22
