"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"21",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"22",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"23",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"24",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"25",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"26",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"27",1,12,13,1,13,11,3,6,6,13,3,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,2,1,5,5,5,2,3
"28",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"29",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"30",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"31",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"32",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"33",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"34",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"35",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"36",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"37",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"38",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"39",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"40",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"41",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"42",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"43",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"44",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"45",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"46",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"47",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"48",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"49",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"50",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"51",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"52",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"53",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"54",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"55",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"56",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"57",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"58",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"59",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"60",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"61",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"62",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"63",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"64",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"65",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"66",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"67",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"68",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"69",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"70",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"71",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"72",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"73",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"74",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"75",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"76",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"77",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"78",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"79",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"80",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"81",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"82",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"83",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"84",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"85",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"86",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"87",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"88",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"89",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"90",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"91",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"92",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"93",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"94",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"95",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"96",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"97",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"98",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"99",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
"100",1,12,13,1,13,11,3,6,6,13,6,11,13,11,11,13,6,12,3,5,13,4,5,11,4,3,5,1,1,5,5,5,1,3
