"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"91",1,1,1,1,6,5,5,5,5,5,5,5,5
"92",7,7,7,7,5,6,6,6,6,6,6,6,6
"93",2,2,2,2,4,3,5,3,3,3,5,5,5
"94",2,2,2,2,3,5,5,5,5,5,5,5,5
"95",5,5,5,5,4,2,1,2,2,2,1,1,1
"96",5,5,5,5,2,1,1,1,1,1,1,1,1
"97",2,2,2,2,1,4,6,4,4,4,6,6,6
"98",4,4,4,4,1,3,5,3,3,3,5,5,5
"99",2,2,2,2,5,3,3,3,3,3,3,3,3
"100",4,4,4,4,3,5,5,5,5,5,5,5,5
