"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83"
"11",7,1,2,7,7,7,3,7,7,2,6,2,7,7,2,2,2,6,3,7,2,5,5,7,8,2,2,4,5,7,7,4,7,8,7,5,7,7,7,1,7,7,7,9,7,7,5,7,5,5,7,7,5,7,7,5,7,5,4,7,5,7,7,7,7,7,5,7,6,7,7,7,7,7,4,7,7,7,7,7,10,10,7
"12",8,7,3,8,8,8,9,8,8,3,2,3,8,6,3,3,3,2,9,6,3,3,3,8,1,3,3,5,4,8,8,5,8,1,8,4,8,8,8,7,8,8,9,10,8,8,8,8,4,8,8,8,8,8,8,8,8,4,5,8,4,8,8,8,8,8,4,8,2,8,8,8,8,8,5,8,8,8,8,8,11,11,8
"13",2,4,5,2,2,2,7,2,2,5,6,5,2,1,5,5,5,6,7,1,5,5,5,2,2,5,5,8,2,5,5,8,2,2,2,2,2,2,2,4,2,2,2,9,2,1,3,2,2,2,2,2,2,5,2,2,2,2,8,2,3,2,2,2,2,2,2,2,6,2,2,2,2,1,8,2,1,2,2,2,10,10,1
"14",2,7,4,2,2,2,2,2,2,4,1,4,2,3,4,4,4,1,2,3,4,4,4,2,8,4,4,5,2,4,4,5,2,8,2,2,2,2,3,7,2,2,2,9,2,3,6,2,2,4,2,2,4,4,2,4,2,2,5,2,6,2,2,2,2,2,2,2,1,2,2,2,2,3,5,3,3,2,2,3,10,10,3
"15",2,6,7,2,2,2,3,2,2,7,2,7,2,1,7,7,7,2,3,1,7,7,7,2,8,2,7,5,2,2,2,5,2,8,2,2,2,2,2,6,2,2,3,9,2,2,2,2,2,1,2,2,1,2,2,1,2,2,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,10,10,2
"16",2,5,3,1,1,1,7,1,1,3,10,3,2,9,3,3,3,10,9,9,3,3,1,1,6,1,3,4,9,1,1,4,1,6,1,2,9,1,9,5,1,1,1,11,1,1,8,1,9,8,2,1,8,1,1,8,1,9,4,1,8,1,9,9,1,1,9,9,10,2,9,1,1,9,4,9,9,1,1,1,12,12,9
"17",4,6,4,2,4,4,1,2,4,2,4,3,4,7,4,4,4,4,4,7,4,4,4,4,3,4,4,5,4,4,4,5,4,3,2,4,4,4,4,6,4,4,1,8,4,2,4,2,4,4,4,4,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,4,2,4,2,4,9,9,2
"18",7,6,3,6,6,6,5,6,6,4,3,1,7,6,6,6,6,3,5,4,6,4,4,6,1,6,6,2,6,6,6,2,6,6,6,7,6,6,4,6,6,6,5,8,6,6,4,6,6,4,7,6,4,6,6,4,6,6,2,6,4,6,6,6,6,6,6,6,3,7,4,6,6,4,2,4,4,6,6,4,9,9,4
"19",4,8,6,5,5,5,1,5,5,6,2,6,4,9,6,6,6,2,1,9,6,6,6,5,3,5,6,7,5,5,5,7,5,3,5,4,5,5,5,8,5,5,5,10,5,5,5,5,5,9,4,5,9,5,5,9,5,5,7,5,5,5,5,5,5,5,5,5,2,4,9,5,5,5,7,5,5,5,5,5,11,11,5
"20",5,6,5,3,3,3,3,3,3,2,7,5,5,3,5,5,5,7,3,2,5,2,5,2,1,5,5,2,2,5,5,4,3,1,2,2,3,3,2,6,2,3,3,8,3,3,2,3,2,2,5,3,2,5,3,2,3,2,2,3,2,3,3,3,3,3,2,3,7,5,2,3,2,2,2,2,2,3,2,3,9,9,2
"21",6,3,5,6,6,6,7,6,6,5,4,5,6,1,5,5,5,4,7,1,5,5,5,6,6,6,5,2,6,6,6,2,6,6,6,6,6,6,6,3,6,6,7,8,6,1,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,4,6,6,6,6,1,2,6,1,6,6,6,9,9,1
"22",6,8,5,6,6,6,6,6,6,5,7,5,6,3,5,5,5,7,6,3,5,5,5,6,4,5,5,1,3,5,5,1,6,4,6,6,6,6,3,8,6,6,6,9,6,2,3,6,3,3,6,6,3,5,6,3,6,3,1,6,3,6,6,6,6,6,3,6,7,6,3,6,6,2,1,3,2,6,6,3,10,10,2
"23",2,7,2,2,2,2,8,2,2,9,1,4,2,9,2,2,2,1,8,9,2,9,9,9,4,2,2,3,2,2,2,3,2,4,9,9,2,2,9,7,9,2,8,10,2,6,5,2,2,9,2,2,9,2,2,9,2,2,3,2,5,2,2,2,2,2,2,2,1,2,9,2,9,9,3,9,9,2,9,9,11,11,9
"24",7,7,7,7,7,7,6,7,7,7,8,7,7,4,7,7,7,8,6,4,7,7,7,7,10,7,7,2,7,7,7,2,7,10,7,7,7,7,7,7,7,7,6,11,7,5,1,7,7,7,7,7,9,7,7,9,7,7,2,7,1,7,7,7,7,7,7,7,8,7,8,7,7,7,2,3,2,7,7,3,12,12,7
"25",8,4,1,8,8,8,5,8,8,1,2,1,8,8,1,1,1,2,5,8,1,1,1,8,7,1,1,3,8,1,1,3,8,8,8,8,8,8,8,4,8,8,8,9,8,8,8,8,8,8,8,8,6,1,8,6,8,8,3,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,3,8,8,8,8,8,10,10,8
"26",6,8,7,3,3,3,3,3,2,7,3,7,6,2,7,7,7,3,3,2,7,7,7,3,4,3,7,1,3,3,3,1,3,4,3,6,2,3,2,8,3,3,7,10,3,5,9,3,3,2,6,3,2,3,3,2,3,3,1,3,9,3,2,2,3,3,2,2,3,6,5,3,3,5,1,2,5,3,3,2,11,11,5
"27",3,6,4,3,3,3,2,3,3,4,5,4,3,9,4,4,4,5,2,9,4,4,4,3,7,3,4,1,3,3,3,1,3,7,3,3,3,3,3,6,3,3,3,10,3,9,8,3,3,3,3,3,3,3,3,3,3,3,1,3,8,3,3,3,3,3,3,3,5,3,3,3,3,9,1,3,9,3,3,3,11,11,9
"28",4,7,4,4,4,4,5,4,4,4,2,4,4,8,4,4,4,2,4,8,4,4,4,4,4,4,4,4,4,4,4,9,4,4,3,4,4,4,6,7,3,4,5,10,4,3,4,3,4,4,6,4,1,4,4,1,4,4,9,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,9,6,3,4,3,6,11,11,3
"29",2,1,6,2,2,2,2,2,2,6,2,6,2,2,6,6,6,2,2,6,6,6,6,2,3,6,6,5,4,6,6,5,2,3,2,2,2,2,2,1,2,2,2,8,2,7,4,2,4,6,2,2,6,6,2,6,2,4,5,2,4,2,2,2,2,2,4,2,2,2,2,2,2,6,5,2,5,2,2,2,9,9,6
"30",9,8,9,9,9,9,6,9,9,3,4,2,9,5,3,9,3,4,6,5,3,3,3,9,2,9,3,1,9,9,9,1,9,2,5,9,9,9,5,8,9,9,9,10,9,9,7,9,9,5,9,9,5,9,9,5,9,9,1,9,7,9,9,9,9,9,5,9,4,9,5,9,9,5,1,5,5,9,5,5,11,11,5
"31",7,2,8,7,7,7,5,7,7,8,6,8,7,4,8,8,8,6,5,4,8,8,8,7,7,7,8,1,7,7,7,1,7,7,7,7,7,7,7,2,7,7,5,9,7,4,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,6,7,6,7,7,4,1,3,4,7,7,3,10,10,4
"32",3,2,8,3,3,3,1,3,3,8,6,8,3,4,8,8,8,6,1,4,8,8,8,3,7,3,8,5,3,3,3,5,3,7,3,3,3,3,3,2,3,3,8,9,3,3,4,3,3,4,3,3,4,3,3,4,3,3,5,3,4,3,3,3,3,3,3,3,6,3,3,3,3,3,5,3,3,3,3,3,10,10,3
"33",4,11,7,10,10,10,1,10,10,3,7,3,4,2,10,10,4,7,1,2,10,10,10,10,3,10,10,5,10,10,10,5,10,3,10,4,10,10,10,11,10,10,1,12,10,10,9,10,10,10,4,10,8,10,10,8,10,10,5,10,9,10,10,10,10,10,10,10,7,4,10,10,10,2,5,6,2,10,10,6,13,13,2
"34",4,4,4,4,4,4,3,4,4,5,4,4,4,2,5,4,5,4,4,2,5,5,5,4,4,5,5,1,4,4,4,1,4,4,2,4,4,4,4,4,2,4,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,2,4,2,4,7,7,2
"35",6,4,1,1,1,1,3,1,1,1,2,8,6,7,1,1,1,2,4,7,1,1,1,2,8,1,4,2,1,1,1,2,1,1,2,2,1,1,2,4,2,1,1,10,1,9,5,9,1,1,6,1,1,1,9,1,1,1,2,1,5,1,1,1,1,1,4,1,2,6,2,1,2,9,2,2,2,1,9,2,11,11,9
"36",3,1,3,3,3,3,7,3,3,4,5,4,3,8,3,3,3,5,7,8,3,3,3,8,4,3,3,9,3,3,3,9,3,4,8,8,3,3,8,1,8,3,7,10,3,6,2,3,3,8,3,3,8,3,3,8,3,3,9,3,2,3,3,3,3,3,8,3,5,3,8,3,8,8,9,8,8,3,8,8,11,11,8
"37",3,7,5,5,5,5,1,5,5,3,5,6,3,2,3,5,3,5,2,2,5,2,5,4,6,5,3,4,2,5,5,4,5,6,4,4,5,5,2,7,4,5,5,8,5,5,2,5,2,2,3,5,2,5,5,2,5,2,4,5,2,5,5,5,5,5,2,5,5,3,5,5,4,4,4,2,4,5,4,5,9,9,4
"38",3,4,1,3,3,3,8,3,3,1,3,1,3,5,1,1,1,3,7,5,1,3,3,3,3,3,1,2,3,3,3,2,3,3,3,3,3,3,3,4,3,3,1,9,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,6,3,3,3,3,3,7,3,3,3,3,3,3,5,2,3,5,3,3,3,10,10,5
"39",3,5,6,3,3,3,7,3,3,6,4,6,3,10,6,6,6,4,7,10,6,9,9,10,8,3,6,1,3,3,3,1,3,8,10,10,10,3,10,5,10,3,3,11,3,3,2,3,3,9,3,3,9,3,3,9,3,3,1,3,2,3,10,10,3,3,3,10,4,3,10,3,10,10,1,10,10,3,10,10,12,12,10
"40",7,9,6,8,8,8,8,8,8,3,1,6,7,8,6,6,6,1,8,3,6,3,6,3,5,6,6,4,2,6,6,4,8,5,3,2,3,8,3,9,3,8,8,10,8,8,3,8,2,3,7,8,3,6,8,3,8,2,4,8,2,8,3,3,8,8,2,3,1,7,3,8,3,3,4,3,3,8,3,8,11,11,3
"41",8,2,8,8,8,8,6,8,8,7,8,7,8,1,8,8,8,8,6,1,8,8,8,8,7,8,8,3,8,8,8,3,8,7,8,8,8,8,8,2,8,8,6,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,4,8,8,8,8,8,8,8,8,8,8,8,8,1,3,5,1,8,8,5,10,10,1
"42",1,11,4,10,3,3,3,10,3,4,7,4,1,6,4,4,4,7,4,6,3,4,3,3,5,3,4,8,3,3,3,8,3,5,10,3,3,3,7,11,3,3,3,12,3,10,9,10,3,3,1,3,2,3,10,2,3,3,8,3,9,3,3,3,3,3,3,3,7,1,7,3,3,10,8,7,10,3,10,7,13,13,10
"43",5,3,9,5,5,5,5,5,5,9,6,9,5,10,9,9,9,6,5,10,9,9,9,5,2,9,9,7,5,5,5,7,5,2,10,5,5,5,8,3,10,5,5,11,5,10,5,5,5,5,8,5,1,5,5,1,5,5,7,5,4,5,5,5,5,5,8,5,6,5,10,5,5,10,7,8,10,5,10,8,12,12,10
"44",3,1,3,3,3,3,4,3,3,2,3,3,3,5,3,3,2,3,2,5,2,2,2,3,3,2,2,3,3,3,3,7,3,3,3,3,3,3,5,1,3,3,4,8,3,5,6,3,3,3,5,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,3,3,5,9,9,5
"45",5,4,6,5,5,5,3,5,5,6,5,6,5,1,6,6,6,5,1,1,6,6,6,5,2,6,6,7,1,5,5,7,5,2,5,1,5,5,1,4,5,5,5,8,5,5,1,5,1,1,5,5,1,5,5,1,5,1,7,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,7,1,5,5,5,1,9,9,5
"46",6,4,2,7,7,7,5,7,7,2,9,2,6,7,2,2,2,9,5,7,2,2,2,7,8,2,2,3,7,2,2,3,7,8,7,6,7,7,6,4,7,7,7,10,7,7,1,7,7,2,6,7,2,2,7,2,7,7,3,7,1,7,7,7,7,7,7,7,9,6,9,7,7,7,3,6,7,7,7,7,11,11,7
"47",2,10,9,2,2,2,1,2,2,2,9,2,2,3,2,2,2,9,1,3,2,2,2,2,2,2,10,8,2,2,2,8,2,6,2,1,2,2,2,10,2,2,1,11,2,5,2,2,2,3,2,2,3,2,2,3,2,2,8,2,4,2,2,2,2,2,3,2,9,2,2,2,2,2,8,7,8,2,2,7,12,12,2
"48",7,5,8,7,7,7,4,7,7,8,2,8,7,1,8,8,8,2,7,1,8,7,7,1,6,7,8,1,7,7,7,1,7,6,1,1,7,7,1,5,1,7,7,9,7,7,3,7,7,7,7,7,7,7,7,7,7,7,1,7,3,7,7,7,7,7,7,7,2,7,1,7,1,1,1,1,1,7,1,1,10,10,1
"49",8,5,7,5,5,5,6,5,5,2,4,7,8,3,7,7,7,4,5,3,7,5,7,5,2,7,7,5,5,7,7,1,5,2,5,8,5,5,5,5,5,5,5,9,5,5,5,5,5,3,8,5,3,7,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,8,5,5,5,5,5,5,5,5,5,5,10,10,5
"50",2,6,2,2,2,2,11,2,2,5,1,5,2,10,8,2,8,1,11,10,2,2,2,2,5,2,2,7,2,2,2,7,2,5,10,2,2,2,10,6,2,2,5,12,2,9,4,2,2,2,2,2,3,2,2,3,2,2,7,2,4,2,2,2,2,2,2,2,1,2,10,2,2,10,7,10,10,2,10,10,13,13,10
"51",9,10,9,9,9,9,7,9,9,9,6,3,9,5,9,9,9,6,7,5,9,9,9,9,3,9,9,2,9,9,9,2,9,3,4,9,9,9,9,10,9,9,7,11,9,4,1,4,9,9,9,9,8,9,4,8,9,9,2,9,1,9,9,9,9,9,9,9,6,9,4,9,9,4,2,9,4,9,4,9,12,12,4
"52",7,3,1,5,5,5,4,5,5,1,10,1,5,6,1,1,1,10,4,6,1,6,6,5,8,5,1,2,5,5,5,2,5,8,5,7,5,5,6,3,5,5,5,11,5,5,9,5,5,6,7,5,6,5,5,6,5,5,2,5,9,5,5,5,5,5,5,5,10,7,6,5,5,5,2,6,5,5,5,6,12,12,5
"53",6,7,5,6,6,6,4,6,6,5,1,5,6,6,5,5,5,1,8,6,5,5,5,6,3,5,5,2,8,6,6,2,6,3,6,8,6,6,8,7,6,6,6,9,6,6,8,6,8,6,6,6,6,6,6,6,6,8,2,6,8,6,6,6,6,6,8,6,1,6,8,6,6,6,2,8,6,6,6,8,10,10,6
"54",7,4,1,2,2,2,3,2,2,1,2,1,7,8,1,1,1,2,4,8,1,8,8,2,5,1,4,6,4,2,2,6,2,5,2,7,2,2,4,4,2,2,2,9,2,2,2,2,4,8,7,2,8,2,2,8,2,4,6,2,2,2,2,2,2,2,4,2,2,7,2,2,2,2,6,4,2,2,2,4,10,10,2
"55",4,1,3,4,4,7,7,4,7,3,4,3,7,6,3,3,3,4,7,6,3,3,3,4,6,4,3,2,4,4,4,2,4,6,4,4,4,7,4,1,4,7,6,8,4,4,5,4,4,7,4,4,7,4,4,7,4,7,2,4,5,7,4,4,7,7,4,7,4,4,4,7,4,4,2,4,4,7,4,4,9,9,4
"56",1,2,7,8,8,8,9,8,8,7,6,7,1,10,7,7,7,6,4,10,7,7,8,8,5,7,7,3,4,8,8,3,8,5,8,1,8,8,4,2,8,8,8,11,8,8,4,8,4,10,1,8,10,8,8,10,8,4,3,8,4,8,8,8,8,8,4,8,6,1,8,8,8,8,3,4,8,8,8,4,12,12,8
"57",7,9,1,7,1,7,3,7,7,1,5,1,7,7,1,1,1,5,3,7,1,1,1,7,2,1,1,6,7,1,1,6,7,7,7,7,7,7,7,9,7,7,1,10,7,7,7,7,7,7,7,1,4,1,7,4,1,7,6,7,8,7,7,7,7,7,7,7,5,7,7,7,7,7,6,7,6,1,7,1,11,11,7
"58",3,1,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,5,3,5,5,3,3,3,3,4,3,3,3,4,3,2,5,3,3,3,5,1,5,3,3,6,3,3,3,3,3,5,5,3,5,3,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,4,5,5,3,5,5,7,7,5
"59",2,8,6,2,2,2,7,2,2,6,1,6,2,5,6,6,6,1,2,5,6,2,2,2,2,6,6,3,2,2,2,3,2,2,2,2,2,2,2,8,2,2,7,9,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,10,10,2
"60",8,5,1,8,8,8,9,8,8,1,8,1,8,10,1,1,1,8,9,10,1,1,1,8,7,8,1,8,8,8,8,3,8,7,8,8,8,8,8,5,8,8,9,11,8,8,2,8,8,8,8,8,4,8,8,4,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,6,12,12,8
"61",9,5,7,9,9,9,8,9,9,3,7,7,9,4,7,7,7,7,8,4,9,4,4,9,3,9,7,1,9,9,9,1,9,3,9,9,9,9,4,5,9,9,3,10,9,2,6,9,9,4,9,9,4,9,9,4,9,9,1,9,6,9,9,9,9,9,9,9,7,9,4,9,9,2,1,4,2,9,9,4,11,11,2
"62",5,4,2,5,5,5,7,5,5,6,1,2,5,6,2,2,2,1,9,6,2,6,6,5,3,2,2,8,9,5,5,8,5,3,5,9,5,5,6,4,5,5,5,10,5,5,9,5,9,6,5,5,6,5,5,6,5,9,8,5,9,5,5,5,5,5,9,5,1,5,5,5,5,6,8,6,6,5,5,6,11,11,6
"63",2,8,5,2,2,2,7,2,2,5,1,5,2,2,5,5,5,1,4,2,5,5,5,2,6,5,5,3,4,5,5,3,2,6,2,4,2,2,4,8,2,2,2,9,2,2,4,2,4,5,2,2,5,5,2,5,2,4,3,2,4,2,2,2,2,2,4,2,1,2,1,2,2,2,3,4,2,2,2,2,10,10,2
"64",3,5,3,3,3,3,1,3,3,2,8,4,3,2,3,3,3,8,1,2,3,2,2,3,4,3,7,6,7,3,3,6,3,4,3,7,3,3,2,5,3,3,1,9,3,3,7,3,7,2,3,3,2,3,3,2,3,7,6,3,7,3,3,3,3,3,7,3,8,3,2,3,3,2,3,2,2,3,3,2,10,10,2
"65",5,3,8,7,7,7,7,7,7,8,1,8,5,7,8,8,8,1,7,8,8,8,8,7,2,8,8,4,6,8,8,4,7,2,7,6,7,7,5,3,7,7,7,9,7,7,6,7,6,8,5,7,8,8,7,8,7,6,4,7,6,7,7,7,7,7,6,7,1,5,5,7,7,8,4,5,4,7,7,5,10,10,8
"66",6,6,6,6,6,6,6,6,6,2,6,2,6,3,2,2,2,6,6,3,2,4,4,6,5,6,2,1,6,6,6,1,6,5,6,6,6,6,4,6,6,6,6,8,6,3,7,6,6,4,4,6,4,6,6,4,6,6,1,6,7,6,6,6,6,6,6,6,6,6,6,6,6,3,1,4,3,6,6,4,9,9,3
"67",3,9,2,3,3,3,3,3,3,2,8,2,3,3,2,2,2,8,3,3,2,3,3,3,5,2,2,6,3,3,3,6,3,3,1,3,3,3,7,9,3,3,3,10,3,1,3,1,3,3,7,3,4,3,1,4,3,3,6,3,3,3,3,3,3,3,7,3,8,3,1,3,3,1,6,7,1,3,1,7,11,11,1
"68",4,3,4,4,4,4,5,4,4,6,4,4,4,5,6,4,6,4,3,4,6,4,4,4,4,6,3,2,4,4,4,2,4,4,1,4,4,4,3,3,1,4,5,8,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,7,4,4,4,4,4,3,4,4,4,4,4,4,1,2,3,1,4,1,3,9,9,1
"69",7,4,1,2,2,2,6,2,2,1,5,1,7,8,1,1,1,5,6,8,1,1,2,2,3,2,1,9,2,2,2,9,2,3,2,7,2,2,7,4,2,2,2,10,2,8,2,2,2,2,7,2,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,5,7,8,2,2,8,9,7,8,2,2,7,11,11,8
"70",1,3,7,1,1,1,2,1,1,7,6,7,1,5,7,7,7,6,2,5,7,7,7,1,8,1,7,4,1,1,1,4,1,1,1,1,1,1,5,3,1,1,1,9,1,1,1,1,1,5,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,1,1,5,4,5,5,1,1,5,10,10,5
"71",8,9,6,4,3,3,3,4,3,6,7,6,8,5,6,6,6,7,3,5,6,6,6,3,10,3,6,2,3,3,3,2,3,10,4,3,3,3,8,9,3,3,3,11,3,4,1,4,3,3,8,3,3,3,4,3,3,3,2,3,1,3,3,3,3,3,3,3,7,8,8,3,3,4,2,8,4,3,4,8,12,12,4
"72",4,2,8,4,6,6,5,4,6,8,3,8,6,4,8,8,8,3,6,4,8,4,4,4,7,6,8,6,6,4,4,1,4,7,4,5,6,6,4,2,4,6,6,9,4,4,6,4,6,4,4,6,4,4,4,4,6,6,1,4,6,6,6,6,6,6,6,6,3,4,4,6,4,4,1,6,1,6,4,6,10,10,4
"73",8,1,8,8,8,8,4,8,8,8,8,8,8,2,8,8,8,8,4,2,8,8,8,8,8,8,8,6,8,8,8,6,8,8,3,8,8,8,9,1,8,8,4,10,8,3,8,3,8,8,9,8,7,8,3,7,8,8,6,8,5,8,8,8,8,8,8,8,8,8,8,8,8,3,6,9,3,8,3,9,11,11,3
"74",7,7,7,7,7,7,6,7,7,4,7,5,7,8,7,7,7,7,3,8,7,4,4,7,5,7,7,1,7,7,7,1,7,5,8,7,7,7,3,7,8,7,6,9,7,7,2,7,7,4,7,7,4,7,7,4,7,7,1,7,2,7,7,7,7,7,3,7,7,7,4,7,7,8,1,7,8,7,8,7,10,10,8
"75",2,1,2,8,2,2,2,8,2,8,2,3,2,4,2,2,2,2,2,4,2,2,2,2,3,2,2,6,2,2,2,6,2,3,8,2,2,2,7,1,2,2,2,10,2,8,5,8,2,2,7,2,9,2,8,9,2,2,6,2,5,2,2,2,2,2,7,2,2,2,7,2,2,8,6,7,8,2,8,7,11,11,8
"76",8,3,5,8,8,8,4,8,8,6,1,5,8,6,5,5,5,1,4,6,5,6,6,8,9,8,5,2,8,8,8,2,8,9,8,8,8,8,6,3,8,8,8,10,8,8,7,8,8,6,8,8,6,8,8,6,8,8,2,8,7,8,8,8,8,8,8,8,1,8,6,8,8,6,2,6,6,8,8,6,11,11,6
"77",3,9,3,3,3,3,7,3,3,1,6,4,3,1,4,4,4,6,7,1,4,1,1,3,5,3,4,8,3,3,3,8,3,5,3,3,3,3,1,9,3,3,3,10,3,3,2,3,3,1,3,3,1,3,3,1,3,3,8,3,2,3,3,3,3,3,3,3,6,3,1,3,3,1,8,1,1,3,3,1,11,11,1
"78",9,8,10,9,9,9,5,9,9,10,3,10,9,4,10,10,10,3,4,4,10,6,6,4,7,10,10,4,4,9,9,2,9,7,4,4,9,9,4,8,4,9,9,11,9,9,1,9,4,6,9,9,6,9,9,6,9,4,4,9,1,9,9,9,9,9,4,9,3,9,3,9,4,4,4,4,4,9,4,9,12,12,4
"79",8,2,4,2,3,3,6,2,3,4,5,4,8,7,4,4,4,5,6,7,4,4,3,3,7,3,4,3,3,3,3,1,2,7,2,3,3,3,3,2,3,3,3,9,2,2,3,2,3,3,8,3,3,3,2,3,3,3,1,2,3,3,3,3,3,3,3,3,5,8,3,3,3,2,1,3,1,3,2,3,10,10,2
