"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"55",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"56",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"57",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"58",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"59",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"60",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"61",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"62",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"63",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"64",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"65",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"66",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"67",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"68",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"69",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"70",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"71",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"72",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"73",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"74",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"75",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"76",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"77",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"78",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"79",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"80",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"81",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"82",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"83",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"84",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"85",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"86",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"87",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"88",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"89",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"90",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"91",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"92",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"93",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"94",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"95",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"96",18,24,29,4,5,24,24,16,16,16,16,16,16,16,16,16,4,18,24,16,21,24,24,24,1,26,24,24,29,30
"97",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"98",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"99",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
"100",18,24,29,4,5,24,24,15,15,15,15,15,15,15,15,15,4,18,24,15,21,24,24,24,1,26,24,24,29,30
