"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"31",4,5,4,5,5,3,4,1,1,3,3,1,3,4,1,3,1,7,1,1,1,1,1,3,4,4,1,1,4
"32",7,5,7,5,5,3,7,4,4,3,3,4,3,7,4,1,4,5,4,4,4,4,4,3,7,7,4,4,7
"33",2,7,2,7,7,10,2,9,1,10,10,9,10,2,9,8,9,10,9,9,9,9,9,10,2,2,9,9,2
"34",10,8,10,8,8,9,10,2,11,9,9,2,9,10,2,9,2,7,2,2,2,2,2,9,10,10,2,2,10
"35",3,2,3,2,6,2,3,5,4,2,2,5,2,3,5,7,5,7,5,5,5,5,5,2,3,3,5,5,3
"36",2,6,2,6,6,3,2,7,4,3,3,7,3,2,7,4,7,1,7,7,7,7,7,3,2,2,7,7,2
"37",3,7,3,7,7,2,3,1,1,2,2,1,2,3,1,6,1,4,1,1,1,1,1,2,3,3,1,1,3
"38",8,9,8,9,9,6,8,4,1,6,6,4,6,8,4,10,4,7,4,4,4,4,4,6,8,8,4,4,8
"39",6,2,6,2,2,1,6,4,3,1,1,4,1,6,4,2,4,2,4,4,4,4,4,1,6,6,4,4,6
"40",8,4,8,4,4,11,8,7,8,11,11,7,11,8,7,5,7,10,7,7,7,7,7,11,8,8,7,7,8
"41",5,11,5,3,11,10,5,7,1,10,10,7,10,5,7,1,7,3,7,7,7,7,7,10,5,5,7,7,5
"42",1,3,1,3,3,7,1,9,8,7,7,9,7,1,9,6,9,7,9,9,9,9,9,7,1,1,9,9,1
"43",6,4,6,4,4,2,6,5,3,2,2,5,2,6,5,2,5,3,5,5,5,5,5,2,6,6,5,5,6
"44",1,2,1,2,2,6,1,3,3,6,6,3,6,1,3,2,3,7,3,3,3,3,3,6,1,1,3,3,1
"45",1,5,1,5,5,2,1,4,3,2,2,4,2,1,4,3,4,2,4,4,4,4,4,2,1,1,4,4,1
"46",6,9,6,9,9,5,6,3,4,5,5,3,5,6,3,7,3,9,3,3,3,3,3,5,6,6,3,3,6
"47",8,5,8,5,5,11,8,9,7,11,11,9,11,8,9,3,9,5,9,9,9,9,9,11,8,8,9,9,8
"48",5,7,5,7,7,3,5,2,7,3,3,2,3,5,2,6,2,1,2,2,2,2,2,3,5,5,2,2,5
"49",3,6,3,6,6,2,3,5,4,2,2,5,2,3,5,1,5,1,5,5,5,5,5,2,3,3,5,5,3
"50",11,6,11,6,6,8,11,1,1,8,8,1,8,11,1,8,1,2,1,1,1,1,1,8,11,11,1,1,11
"51",4,2,4,2,2,6,4,5,3,6,6,5,6,4,5,1,5,8,5,5,5,5,5,6,4,4,5,5,4
"52",5,6,5,6,6,1,5,3,2,1,1,3,1,5,3,2,3,1,3,3,3,3,3,1,5,5,3,3,5
"53",6,5,6,5,5,2,6,8,3,2,2,8,2,6,8,1,8,9,8,8,8,8,8,2,6,6,8,8,6
"54",4,5,4,5,5,1,4,3,8,1,1,3,1,4,3,5,3,6,3,3,3,3,3,1,4,4,3,3,4
"55",6,8,6,8,4,7,6,2,2,7,7,2,7,6,2,5,2,5,2,2,2,2,2,7,6,6,2,2,6
"56",3,8,3,8,8,7,3,4,1,7,7,4,7,3,4,1,4,6,4,4,4,4,4,7,3,3,4,4,3
"57",4,8,4,8,8,6,4,2,1,6,6,2,6,4,2,7,2,1,2,2,2,2,2,6,4,4,2,2,4
"58",9,7,9,7,8,3,9,5,6,3,3,5,3,9,5,1,5,8,5,5,5,5,5,3,9,9,5,5,9
"59",4,1,4,1,1,7,4,2,6,7,7,2,7,4,2,3,2,4,2,2,2,2,2,7,4,4,2,2,4
"60",10,1,10,1,1,4,10,3,6,4,4,3,4,10,3,9,3,5,3,3,3,3,3,4,10,10,3,3,10
"61",5,3,5,3,3,2,5,6,3,2,2,6,2,5,6,4,6,1,6,6,6,6,6,2,5,5,6,6,5
"62",2,6,2,6,6,4,2,1,3,4,4,1,4,2,1,9,1,9,1,1,1,1,1,4,2,2,1,1,2
"63",8,5,8,5,5,1,8,6,3,1,1,6,1,8,6,10,6,10,6,6,6,6,6,1,8,8,6,6,8
"64",3,5,3,5,5,6,3,7,1,6,6,7,6,3,7,2,7,8,7,7,7,7,7,6,3,3,7,7,3
"65",5,10,5,10,3,6,5,7,1,6,6,7,6,5,7,9,7,4,7,7,7,7,7,6,5,5,7,7,5
"66",9,2,9,2,2,6,9,7,7,6,6,7,6,9,7,2,7,5,7,7,7,7,7,6,9,9,7,7,9
"67",3,4,3,4,4,6,3,1,7,6,6,1,6,3,1,5,1,7,1,1,1,1,1,6,3,3,1,1,3
"68",4,2,4,2,2,1,4,3,8,1,1,3,1,4,3,4,3,6,3,3,3,3,3,1,4,4,3,3,4
"69",1,5,1,5,5,3,1,4,6,3,3,4,3,1,4,3,4,2,4,4,4,4,4,3,1,1,4,4,1
"70",9,3,9,3,3,7,9,1,4,7,7,1,7,9,1,4,1,7,1,1,1,1,1,7,9,9,1,1,9
"71",4,1,4,1,1,3,4,2,5,3,3,2,3,4,2,5,2,5,2,2,2,2,2,3,4,4,2,2,4
"72",2,3,2,3,1,10,2,6,11,10,10,6,10,2,6,11,6,8,6,6,6,6,6,10,2,2,6,6,2
"73",5,6,5,6,6,8,5,4,9,8,8,4,8,5,4,7,4,7,4,4,4,4,4,8,5,5,4,4,5
"74",4,1,4,1,5,8,4,6,10,8,8,6,8,4,6,10,6,5,6,6,6,6,6,8,4,4,6,6,4
"75",11,8,11,8,8,9,11,10,4,9,9,10,9,11,10,8,10,6,10,10,10,10,10,9,11,11,10,10,11
"76",7,4,7,4,4,9,7,1,1,9,9,1,9,7,1,2,1,9,1,1,1,1,1,9,7,7,1,1,7
"77",3,2,3,2,2,4,3,6,8,4,4,6,4,3,6,1,6,5,6,6,6,6,6,4,3,3,6,6,3
"78",6,2,6,2,2,4,6,3,5,4,4,3,4,6,3,4,3,1,3,3,3,3,3,4,6,6,3,3,6
"79",5,2,5,2,2,6,5,3,3,6,6,3,6,5,3,1,3,4,3,3,3,3,3,6,5,5,3,3,5
"80",11,4,11,4,1,8,11,7,6,8,8,7,8,11,7,6,7,10,7,7,7,7,7,8,11,11,7,7,11
"81",4,5,4,5,5,7,4,6,2,7,7,6,7,4,6,2,6,1,6,6,6,6,6,7,4,4,6,6,4
"82",5,7,5,7,6,4,5,8,3,4,4,8,4,5,8,1,8,3,8,8,8,8,8,4,5,5,8,8,5
"83",3,7,3,7,7,5,3,9,8,5,5,9,5,3,9,2,9,9,9,9,9,9,9,5,3,3,9,9,3
"84",7,5,7,5,8,2,7,1,1,2,2,1,2,7,1,9,1,3,1,1,1,1,1,2,7,7,1,1,7
"85",5,8,5,8,8,3,5,6,10,3,3,6,3,5,6,2,6,8,6,6,6,6,6,3,5,5,6,6,5
"86",6,4,6,4,2,1,6,10,8,1,1,10,1,6,10,8,10,8,10,10,10,10,10,1,6,6,10,10,6
"87",2,4,2,4,3,8,2,6,7,8,8,6,8,2,6,10,6,5,6,6,6,6,6,8,2,2,6,6,2
"88",1,3,1,3,3,4,1,5,2,4,4,5,4,1,5,2,5,2,5,5,5,5,5,4,1,1,5,5,1
"89",4,6,4,6,6,7,4,1,1,7,7,1,7,4,1,2,1,3,1,1,1,1,1,7,4,4,1,1,4
"90",5,4,5,4,4,1,5,8,7,1,1,8,1,5,8,9,8,9,8,8,8,8,8,1,5,5,8,8,5
"91",7,3,7,3,3,8,7,6,10,8,8,6,8,7,6,4,6,2,6,6,6,6,6,8,7,7,6,6,7
"92",4,3,4,3,3,1,4,6,7,1,1,6,1,4,6,5,6,7,6,6,6,6,6,1,4,4,6,6,4
"93",2,5,2,5,5,7,2,1,4,7,7,1,7,2,1,3,1,6,1,1,1,1,1,7,2,2,1,1,2
"94",6,5,6,5,5,9,6,4,1,9,9,4,9,6,4,7,4,10,4,4,4,4,4,9,6,6,4,4,6
"95",6,2,6,2,2,5,6,3,1,5,5,3,5,6,3,2,3,4,3,3,3,3,3,5,6,6,3,3,6
"96",7,3,7,3,3,5,7,2,6,5,5,2,5,7,2,8,2,3,2,2,2,2,2,5,7,7,2,2,7
"97",5,9,5,9,9,1,5,10,3,1,1,10,1,5,10,9,10,11,10,10,10,10,10,1,5,5,10,10,5
"98",6,4,6,4,4,10,6,7,5,10,10,7,10,6,7,1,7,2,7,7,7,7,7,10,6,6,7,7,6
"99",1,8,1,8,2,7,1,4,6,7,7,4,7,1,4,9,4,9,4,4,4,4,4,7,1,1,4,4,1
"100",2,6,2,6,6,5,2,7,7,5,5,7,5,2,7,6,7,8,7,7,7,7,7,5,2,2,7,7,2
