"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"20",5,7,7,4,7,5,6,6,5,4,4,5,5,5,7,3,7,1,1,6,5,1,4,6,3,4,2,1,1,5,7,1,1,2,6,1,6,6,4,6,1,1,5,1,4,7,1,3,1,5,5,5,6,1,2,6
"21",14,6,6,22,20,14,9,9,14,6,22,3,3,26,20,8,20,11,19,9,14,19,22,9,21,22,6,19,19,26,23,17,24,6,9,19,9,9,23,9,15,23,14,19,15,20,3,16,19,14,18,3,18,19,15,9
"22",6,2,2,4,5,6,1,1,6,3,4,6,4,4,5,6,5,8,8,1,6,8,4,1,7,4,4,8,8,4,2,4,3,8,1,8,1,1,7,1,4,6,6,8,2,5,5,4,8,6,2,7,8,8,4,1
"23",6,7,7,3,4,6,2,2,6,10,3,6,6,8,14,15,14,5,3,2,6,3,3,7,10,3,10,3,10,6,12,15,4,1,2,3,2,2,15,2,2,15,6,3,2,14,11,2,3,6,9,11,9,3,13,2
"24",15,3,3,10,23,15,14,11,15,17,10,15,22,22,23,4,23,21,13,14,15,13,10,11,18,10,20,13,9,22,1,3,4,25,14,13,14,11,24,11,3,7,15,13,14,23,7,6,13,15,1,23,1,13,10,14
"25",10,11,11,19,18,10,16,8,10,5,19,10,10,2,18,9,18,16,12,16,10,12,19,9,3,19,15,12,6,2,11,15,9,5,16,12,16,8,15,8,14,12,10,12,5,18,10,6,12,10,9,7,5,12,1,16
"26",9,12,12,12,4,9,1,1,9,2,12,9,9,12,4,12,4,2,11,1,9,11,12,11,3,12,11,11,3,12,6,8,6,12,1,11,1,1,8,1,5,8,9,11,10,4,3,11,11,9,1,2,5,11,2,1
"27",18,7,7,1,8,18,15,15,18,12,1,18,10,10,8,4,8,16,6,15,10,6,1,15,18,1,5,6,11,10,15,19,17,20,15,6,15,15,12,15,11,2,18,6,17,8,11,20,6,18,2,9,7,6,1,15
"28",14,12,12,17,15,14,13,13,14,17,17,14,14,10,15,12,15,7,3,13,14,3,17,1,9,17,3,3,10,10,9,12,6,15,13,3,13,13,12,13,2,1,14,3,17,15,16,10,3,14,1,4,9,3,17,13
"29",2,1,1,3,1,2,5,5,2,3,3,2,7,7,10,9,10,3,3,5,7,3,3,5,6,3,8,3,5,7,8,4,9,8,5,3,5,5,8,5,6,4,2,3,5,10,1,3,3,2,5,3,4,3,6,5
"30",28,10,10,4,6,28,16,2,28,6,4,3,19,19,26,18,26,13,22,16,28,22,4,5,27,4,23,22,23,19,1,19,28,14,16,22,16,2,18,2,24,6,28,22,8,26,29,14,22,28,14,5,2,22,8,16
"31",7,11,11,32,12,7,30,30,7,20,32,11,11,2,18,8,18,6,21,30,7,21,32,30,25,32,21,21,2,2,31,16,33,19,30,21,30,30,9,30,19,7,7,21,6,18,18,13,21,7,29,29,15,21,20,30
"32",3,8,8,2,7,3,4,4,3,2,2,3,3,8,7,8,7,5,5,4,8,5,2,2,6,2,5,5,5,8,8,3,6,4,4,5,4,4,1,4,3,8,3,5,1,7,1,5,5,3,8,4,3,5,2,4
"33",4,18,18,24,25,4,9,15,4,3,24,4,18,18,25,7,25,26,14,9,4,14,24,9,3,24,8,14,14,18,3,3,27,21,9,14,9,15,8,15,6,23,4,14,7,25,28,2,14,4,12,19,12,14,26,9
"34",21,28,28,27,13,21,4,4,21,30,27,26,26,18,19,23,19,15,20,4,21,20,27,4,17,27,18,20,20,18,16,14,21,8,4,20,4,4,28,4,5,24,21,20,1,19,13,24,20,21,6,31,6,20,25,4
"35",7,10,10,4,13,7,6,10,7,2,4,7,7,7,13,12,13,11,4,6,7,4,4,1,3,4,12,4,3,7,2,4,7,4,6,4,6,10,9,10,9,9,7,4,8,13,5,9,4,7,9,6,13,4,5,6
"36",8,26,26,5,31,8,29,6,8,19,5,8,8,22,31,26,31,29,34,29,8,34,5,13,23,5,26,34,20,22,9,5,12,1,29,34,29,6,1,6,15,22,8,34,29,31,4,22,34,8,28,20,7,34,26,29
"37",2,2,2,4,6,2,10,3,2,10,4,2,2,2,6,11,6,7,7,10,2,7,4,10,3,4,8,7,4,2,4,9,9,9,10,7,10,3,9,3,11,9,2,7,11,6,10,4,7,2,2,5,8,7,8,10
"38",12,4,4,1,7,12,9,4,12,2,1,12,3,3,7,2,7,1,10,9,12,10,1,3,5,1,5,10,1,3,9,12,10,11,9,10,9,4,3,4,3,13,12,10,8,7,11,12,10,12,4,12,10,10,1,9
"39",9,10,10,16,13,9,3,3,9,11,16,11,11,15,1,14,1,5,4,3,9,4,16,6,12,16,4,4,9,15,5,14,9,15,3,4,3,3,10,3,11,11,9,4,3,1,9,12,4,9,15,11,16,4,16,3
"40",12,14,14,10,2,12,16,14,12,13,10,12,12,4,2,9,2,8,5,16,12,5,10,15,3,10,9,5,5,4,1,9,4,7,16,5,16,14,7,14,12,3,12,5,3,2,3,15,5,12,17,17,15,5,10,16
"41",15,1,1,16,21,15,7,12,15,6,16,15,15,23,18,7,18,5,25,7,15,25,16,7,9,16,22,25,16,23,20,10,25,16,7,25,7,12,1,12,22,14,15,25,14,18,10,9,25,15,6,15,21,25,22,7
"42",29,25,25,15,15,29,5,5,29,28,15,19,19,26,20,22,20,30,30,5,29,30,15,14,22,15,25,30,23,26,6,9,29,15,5,30,5,5,23,5,4,13,29,30,31,20,26,7,30,29,26,14,29,30,15,5
"43",1,5,5,2,8,1,4,4,1,5,2,1,1,1,8,9,8,2,7,4,1,7,2,4,11,2,3,7,11,1,5,2,6,1,4,7,4,4,12,4,1,5,1,7,11,8,1,4,7,1,1,11,7,7,9,4
"44",2,13,13,3,11,2,4,3,2,14,3,2,2,7,11,5,11,13,1,4,2,1,3,7,5,3,1,1,3,2,5,13,9,2,4,1,4,3,9,3,12,12,2,1,6,11,4,2,1,2,5,1,9,1,3,4
"45",1,4,4,3,2,1,6,6,1,2,3,1,1,1,2,3,2,3,5,6,1,5,3,6,6,3,5,5,3,1,5,4,1,5,6,5,6,6,4,6,3,4,1,5,3,2,5,4,5,1,6,1,1,5,3,6
"46",11,5,5,13,5,11,3,1,11,3,13,11,11,2,5,3,5,13,1,3,2,1,13,3,10,13,1,1,1,2,4,4,11,2,3,1,3,1,11,1,1,10,11,1,9,5,8,2,1,11,7,9,8,1,2,3
"47",9,14,14,19,11,9,2,2,9,2,19,15,7,7,5,20,5,17,6,2,9,6,19,3,6,19,11,6,16,7,9,8,16,18,2,6,2,2,10,2,7,12,9,6,11,5,8,17,6,9,4,18,16,6,13,2
"48",11,10,10,2,14,11,9,9,11,8,7,11,11,18,14,8,14,16,13,9,11,13,7,9,1,7,13,13,4,18,6,1,8,17,9,13,9,9,8,9,7,7,11,13,15,14,7,14,13,11,9,3,10,13,17,9
"49",11,6,6,22,6,11,8,10,11,3,22,11,11,17,6,18,6,18,15,8,17,15,22,2,13,22,14,15,9,17,1,12,17,16,8,15,8,10,1,10,21,19,11,15,4,6,20,18,15,11,13,7,8,15,9,8
"50",30,9,9,2,3,30,26,26,30,18,2,30,30,9,12,31,12,14,23,26,30,23,2,13,24,2,23,23,4,9,13,2,22,2,26,23,26,26,9,26,28,18,30,23,14,12,4,24,23,30,16,24,10,23,17,4
"51",9,9,9,8,4,9,3,3,9,2,8,9,9,1,4,10,4,8,10,3,9,10,8,5,7,8,10,10,8,1,6,2,9,6,3,10,3,3,8,3,6,2,9,10,6,4,2,2,10,9,1,6,5,10,8,3
"52",2,8,8,8,18,2,19,19,2,16,8,10,10,20,18,19,18,4,16,19,2,16,8,6,3,8,16,16,16,20,3,9,3,17,19,16,19,19,4,19,10,4,2,16,12,18,12,13,16,2,2,14,13,16,12,19
"53",11,6,6,4,15,11,20,20,11,20,4,15,10,10,1,4,1,22,14,20,11,14,4,18,19,4,3,14,19,10,21,10,3,15,20,14,20,20,15,20,5,10,11,14,23,1,19,7,14,11,11,7,9,14,16,20
"54",15,10,10,14,1,15,13,5,15,7,14,15,15,12,1,2,1,13,9,13,15,9,14,16,9,14,9,9,9,12,14,14,11,10,13,9,13,5,6,5,3,4,15,9,4,1,9,10,9,15,6,4,14,9,14,13
"55",17,7,7,2,15,17,21,21,17,7,2,11,11,7,15,11,15,14,4,21,17,4,2,21,3,2,19,4,17,7,4,24,17,7,21,4,21,21,14,21,9,12,17,4,10,15,2,4,4,17,10,10,11,4,9,21
"56",1,5,5,18,10,1,17,17,1,5,18,16,1,1,10,14,10,13,3,17,1,3,18,19,16,18,12,3,16,1,9,12,20,20,17,3,17,17,8,17,13,5,1,3,5,10,16,1,3,1,4,20,1,3,14,17
"57",7,14,14,2,6,7,13,13,7,3,2,1,4,4,12,10,12,4,4,13,7,4,2,10,5,2,1,4,11,7,11,6,3,11,13,4,13,13,2,13,5,5,7,4,6,12,2,1,4,7,1,7,10,4,6,13
"58",2,4,4,6,5,2,15,14,2,16,6,2,12,12,5,6,5,1,3,15,2,3,6,17,4,6,14,3,19,12,8,17,18,9,15,3,15,14,7,14,13,9,2,3,15,5,8,15,3,2,4,6,17,3,16,15
"59",9,6,6,10,11,9,12,10,9,3,10,13,13,15,11,3,11,16,4,12,9,4,10,8,6,10,7,4,13,15,15,16,9,14,12,4,12,10,16,10,13,5,9,4,1,11,1,14,4,9,7,3,13,4,14,12
"60",4,4,4,6,1,4,3,3,4,3,6,4,4,4,1,5,1,6,5,3,4,5,6,7,2,6,2,5,5,4,1,7,4,3,3,5,3,3,6,3,2,7,4,5,7,1,5,2,5,4,3,2,4,5,6,3
"61",8,3,3,1,17,8,12,12,8,4,1,8,19,19,13,20,13,16,16,12,8,16,1,10,20,1,4,16,5,19,15,8,20,14,12,16,12,12,10,12,19,15,8,16,20,13,4,7,16,8,18,14,10,16,15,12
"62",7,10,10,12,4,7,6,6,7,2,12,10,10,5,4,2,4,10,12,6,7,12,12,6,2,12,12,12,12,5,5,10,7,11,6,12,6,6,11,6,9,11,7,12,3,4,8,5,12,7,6,13,12,12,12,6
"63",6,12,12,14,14,6,2,8,6,5,14,6,6,5,10,7,10,7,3,2,6,3,14,2,13,14,3,3,9,6,4,13,9,3,2,3,2,8,1,8,1,6,6,3,2,10,13,2,3,6,5,4,5,3,12,2
"64",12,23,23,8,21,12,13,2,12,22,8,4,22,22,21,8,21,22,22,13,12,22,8,9,2,8,8,22,10,12,13,20,5,20,13,22,13,2,5,2,17,18,12,22,3,21,12,24,22,12,9,10,3,22,24,13
"65",5,15,15,4,3,5,1,19,5,21,4,5,5,17,3,12,3,23,11,1,5,11,4,2,2,4,18,11,6,17,8,2,13,5,1,11,1,19,14,19,8,6,5,11,1,3,10,16,11,5,4,20,14,11,18,1
"66",4,2,2,2,10,4,9,9,4,7,2,4,4,7,10,3,10,5,5,9,4,5,2,7,8,2,6,5,5,4,5,4,6,2,9,5,9,9,2,9,1,4,4,5,3,10,3,4,5,4,2,6,5,5,7,9
"67",3,7,7,7,8,3,1,1,3,5,7,7,7,2,8,4,8,2,2,1,3,2,7,1,5,7,2,2,2,3,1,2,3,9,1,2,1,1,4,1,3,4,3,2,7,8,8,5,2,3,5,5,2,2,7,1
"68",9,4,4,3,11,9,10,10,9,2,3,9,2,2,6,5,6,4,7,10,9,7,3,10,5,3,7,7,8,2,1,3,3,10,10,7,10,10,12,10,2,8,9,7,1,6,9,9,7,9,4,6,7,7,3,10
"69",17,18,18,4,22,17,20,2,17,8,4,1,1,2,22,26,22,16,16,20,17,16,4,2,19,4,5,16,3,2,3,4,4,8,20,16,20,2,6,2,12,10,17,16,20,22,3,3,16,17,20,8,14,16,23,20
"70",1,8,8,4,14,1,6,16,1,9,4,1,1,11,14,7,14,2,7,6,1,7,4,13,9,4,12,7,17,11,11,18,12,3,6,7,6,16,17,16,8,17,1,7,6,14,19,15,7,1,6,19,3,7,11,6
"71",18,21,21,20,26,18,22,22,18,19,20,5,5,15,26,20,26,10,1,22,18,1,20,3,12,20,24,1,1,15,21,6,7,9,22,1,22,22,9,22,6,11,18,1,6,26,21,15,1,18,4,22,6,1,14,22
"72",19,23,23,5,12,19,22,17,19,14,5,19,23,23,12,9,12,9,16,22,19,16,5,13,10,5,10,16,9,23,19,24,20,23,22,16,22,17,20,17,11,17,19,16,18,12,17,4,16,19,15,5,22,16,15,22
"73",5,10,10,12,12,5,8,8,5,3,12,5,5,5,7,11,7,11,1,8,5,1,12,12,3,12,6,1,1,5,4,10,6,1,8,1,8,8,7,8,6,11,5,1,8,7,7,9,1,5,10,11,3,1,12,8
"74",11,5,5,9,5,11,6,6,11,7,9,10,10,10,5,12,5,6,2,6,11,2,9,1,3,9,8,2,4,11,6,7,11,12,6,2,6,6,11,6,4,12,11,2,7,5,8,2,2,11,11,3,11,2,7,6
"75",10,4,4,8,1,10,2,2,10,1,8,10,10,3,1,2,1,9,9,2,10,9,8,2,7,8,9,9,9,3,7,6,6,8,2,9,2,2,3,2,7,9,10,9,7,1,4,7,9,10,6,1,1,9,6,2
"76",4,7,7,1,1,4,6,6,4,4,1,4,4,5,3,1,3,8,5,6,4,5,1,6,2,1,5,5,5,5,1,5,1,3,6,5,6,6,1,6,4,7,4,5,6,3,8,6,5,4,8,2,6,5,1,6
"77",1,9,9,13,17,1,16,5,1,5,13,6,6,6,17,14,17,14,7,16,1,7,13,15,4,13,7,7,7,6,25,16,22,10,16,7,16,5,24,5,6,12,1,7,12,17,6,8,7,1,11,10,18,7,13,16
"78",4,12,12,18,9,4,14,14,4,4,18,4,4,8,9,2,9,1,1,14,4,1,18,14,2,18,2,1,18,8,8,18,7,6,14,1,14,14,7,14,5,10,4,1,15,9,3,14,1,4,13,6,11,1,2,14
"79",8,11,11,7,7,8,10,10,8,13,7,2,12,12,9,2,9,12,12,10,8,12,7,10,2,7,3,12,12,8,14,11,5,14,10,12,10,10,1,10,4,13,8,12,3,9,3,8,12,8,14,4,6,12,7,10
"80",8,9,9,13,13,8,6,6,8,5,13,10,10,12,11,6,11,6,4,6,8,4,13,6,12,13,4,4,4,12,13,3,13,2,6,4,6,6,2,6,9,7,8,4,3,11,8,4,4,8,2,6,11,4,12,6
"81",15,14,14,14,7,15,2,2,15,10,12,11,8,8,7,15,7,10,10,2,15,10,12,12,11,12,1,10,14,8,11,14,6,6,2,10,2,2,14,2,9,8,15,10,13,7,9,11,10,15,3,10,8,10,12,2
"82",1,9,9,9,2,1,7,5,1,5,9,11,11,1,2,3,2,3,3,7,1,3,9,6,5,9,4,3,11,1,3,4,6,10,7,3,7,5,6,5,11,11,1,3,5,2,3,5,3,1,9,1,4,3,10,7
"83",14,3,3,13,4,14,1,1,14,13,13,14,14,14,11,3,11,8,8,1,14,8,13,12,13,13,8,8,2,14,9,2,1,13,1,8,1,1,2,1,2,9,14,8,7,11,12,1,8,14,10,14,7,8,9,12
"84",4,2,2,3,1,4,7,7,4,9,3,4,3,3,1,7,1,8,11,7,4,11,3,5,10,3,11,11,9,3,6,4,4,6,7,11,7,7,10,7,3,5,4,11,6,1,5,1,11,4,2,1,3,11,9,7
"85",7,9,9,14,17,7,22,13,7,11,14,7,7,6,17,13,17,22,4,22,7,4,14,22,2,14,15,4,3,6,20,4,5,9,22,4,22,13,9,13,18,19,7,4,18,17,10,10,4,7,1,21,10,4,21,22
"86",23,11,11,18,25,23,26,5,23,11,18,23,23,13,25,7,25,13,24,26,23,24,18,19,16,18,13,24,24,13,6,9,7,17,26,24,26,5,22,5,15,17,23,24,2,25,17,3,24,23,10,23,10,24,15,26
"87",22,24,24,19,21,22,9,6,22,20,19,22,22,4,21,8,21,3,26,9,22,26,19,4,19,19,14,26,26,4,24,16,24,4,9,26,9,6,10,6,18,4,22,26,4,21,9,2,26,22,3,11,24,26,13,9
"88",20,16,16,5,31,20,10,28,20,11,5,32,32,18,24,25,24,5,8,10,20,8,5,28,4,5,19,8,2,18,10,16,29,21,10,8,10,28,6,28,21,30,20,8,14,24,1,19,8,20,2,12,20,8,5,10
"89",3,9,9,14,18,3,2,9,3,7,14,3,3,4,18,12,18,16,16,2,3,16,14,15,1,14,11,16,14,4,21,22,5,7,2,16,2,9,22,9,17,6,3,16,20,18,18,9,16,3,6,5,16,16,11,2
"90",3,19,19,1,13,3,7,15,3,9,1,3,24,24,13,3,13,6,24,7,3,24,1,7,11,1,20,24,12,24,16,12,15,7,7,24,7,15,20,15,24,6,3,24,15,13,16,14,24,3,15,18,11,24,1,7
"91",10,19,19,18,20,10,13,13,10,3,18,10,22,22,20,2,20,4,21,13,10,21,18,13,4,18,12,21,17,22,5,17,1,12,13,21,13,13,4,13,2,17,10,21,16,20,9,1,21,10,4,18,7,21,19,13
"92",2,5,5,4,3,2,9,9,2,6,9,2,4,4,3,1,3,4,4,9,2,4,9,9,10,9,4,4,5,4,2,4,1,10,9,9,9,9,4,9,7,9,2,4,7,3,7,8,4,2,2,7,8,4,9,9
"93",5,3,3,7,6,5,8,8,5,8,7,5,5,5,1,7,1,4,4,8,5,4,7,2,7,7,7,4,4,5,1,5,5,4,8,4,8,8,6,8,6,7,5,4,7,1,8,4,4,5,8,3,6,4,7,8
"94",13,8,8,8,10,13,7,6,13,9,8,9,9,11,10,6,10,1,1,7,13,1,8,14,2,8,5,1,13,11,6,11,13,12,7,1,7,6,11,6,14,6,13,1,14,10,1,2,1,13,15,10,3,1,15,7
"95",12,14,14,13,14,12,3,3,12,16,13,8,7,7,4,19,4,1,1,3,12,1,13,9,6,13,5,1,10,7,1,13,12,7,3,1,3,3,19,3,16,11,12,1,14,4,19,11,1,12,18,2,14,1,15,3
"96",15,3,3,9,13,15,10,2,15,7,9,15,15,9,13,1,13,7,7,10,15,7,9,1,12,9,1,7,6,9,11,10,1,5,10,7,10,2,5,2,16,12,15,7,1,13,8,4,7,15,12,5,12,7,3,10
"97",6,7,7,4,7,6,10,10,6,12,4,7,7,3,13,1,13,8,8,10,6,8,4,14,15,4,4,8,11,3,2,1,6,13,10,8,10,10,21,10,5,11,6,8,16,13,14,4,8,6,14,13,3,8,16,10
"98",4,6,6,6,7,4,9,5,4,4,6,4,4,4,7,10,7,8,2,9,4,2,6,9,3,6,1,2,1,4,4,6,3,2,9,2,9,9,5,9,8,10,4,2,1,7,2,1,2,4,9,6,7,2,10,9
"99",8,7,7,30,9,8,6,15,8,25,30,8,8,22,9,14,9,7,10,6,8,10,30,34,24,30,33,10,16,22,14,10,32,1,6,10,6,15,2,15,34,17,8,10,27,9,22,10,10,8,14,17,14,10,25,6
"100",20,5,5,1,17,20,14,14,20,16,1,20,20,20,17,10,17,9,2,14,20,2,1,21,21,1,2,2,15,20,10,14,20,8,14,2,14,14,3,14,3,4,20,2,13,17,1,11,2,20,5,3,16,2,1,12
