"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"72",1,2,5,3,3,5,2,5,2,4,2,4,4,4,6,5,5,4,5,5,5,5,5,5,4,5
"73",1,2,4,3,3,4,2,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"74",1,5,2,4,4,2,5,2,5,3,5,3,3,3,6,2,2,3,2,2,2,2,2,2,3,2
"75",1,2,4,3,3,4,2,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"76",1,2,4,3,3,4,2,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"77",1,3,4,2,2,4,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"78",1,3,5,2,2,5,3,5,3,4,3,4,4,4,6,5,5,4,5,5,5,5,5,5,4,5
"79",1,4,2,3,3,2,4,2,4,2,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"80",1,4,3,2,2,3,4,3,4,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
"81",1,2,3,4,4,3,2,3,2,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
"82",1,3,2,4,4,2,3,2,3,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"83",1,2,4,5,5,4,2,4,2,3,2,3,3,3,6,4,4,3,4,4,4,4,4,4,3,4
"84",1,2,4,3,3,4,2,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"85",1,4,3,2,2,3,4,3,4,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
"86",1,3,2,4,4,2,3,2,3,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"87",1,2,3,4,4,3,2,3,2,3,2,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
"88",1,2,3,5,5,3,2,3,2,4,2,4,4,4,6,3,3,4,3,3,3,3,3,3,4,3
"89",1,4,2,3,3,2,4,2,4,2,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"90",1,2,4,3,3,4,2,4,2,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"91",1,4,3,2,2,3,4,3,4,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
"92",1,3,2,4,4,2,3,2,3,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"93",1,4,2,3,3,2,4,2,4,2,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"94",1,3,2,4,4,2,3,2,3,2,3,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"95",1,2,5,3,3,5,2,5,2,4,2,4,4,4,6,5,5,4,5,5,5,5,5,5,4,5
"96",1,3,4,2,2,4,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"97",1,4,2,3,3,2,4,2,4,2,4,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2
"98",1,3,4,2,2,4,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"99",1,3,4,2,2,4,3,4,3,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
"100",1,4,3,2,2,3,4,3,4,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3
