"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"78",1,4,3,6,3,3,3,3,3,3,3,5,4,5,3,3,3,2,3,3,3,6,3,3,3,5,3,3,3
"79",4,1,2,5,2,2,2,2,2,2,2,6,1,6,2,2,2,3,2,2,2,5,2,2,2,6,2,2,2
"80",1,2,3,5,3,3,3,3,3,3,3,6,2,6,3,3,3,4,3,3,3,5,3,3,3,6,3,3,3
"81",2,4,1,5,1,1,1,1,1,1,1,6,4,6,1,1,1,3,1,1,1,5,1,1,1,6,1,1,1
"82",3,4,2,6,2,2,2,2,2,2,2,5,4,5,2,2,2,1,2,2,2,6,2,2,2,5,2,2,2
"83",2,4,1,6,1,1,1,1,1,1,1,5,4,5,1,1,1,3,1,1,1,6,1,1,1,5,1,1,1
"84",4,3,2,5,2,2,2,2,2,2,2,6,3,6,2,2,2,1,2,2,2,5,2,2,2,6,2,2,2
"85",2,3,1,5,1,1,1,1,1,1,1,6,3,6,1,1,1,4,1,1,1,5,1,1,1,6,1,1,1
"86",1,2,4,5,4,4,4,4,4,4,4,6,2,6,4,4,4,3,4,4,4,5,4,4,4,6,4,4,4
"87",3,4,2,5,2,2,2,2,2,2,2,6,4,6,2,2,2,1,2,2,2,5,2,2,2,6,2,2,2
"88",4,3,2,5,2,2,2,2,2,2,2,6,3,6,2,2,2,1,2,2,2,5,2,2,2,6,2,2,2
"89",2,4,1,5,1,1,1,1,1,1,1,6,4,6,1,1,1,3,1,1,1,5,1,1,1,6,1,1,1
"90",2,1,3,6,3,3,3,3,3,3,3,5,1,5,3,3,3,4,3,3,3,6,3,3,3,5,3,3,3
"91",3,2,1,5,1,1,1,1,1,1,1,6,2,6,1,1,1,4,1,1,1,5,1,1,1,6,1,1,1
"92",4,3,1,6,1,1,1,1,1,1,1,5,3,5,1,1,1,2,1,1,1,6,1,1,1,5,1,1,1
"93",4,1,3,6,3,3,3,3,3,3,3,5,1,5,3,3,3,2,3,3,3,6,3,3,3,5,3,3,3
"94",4,1,3,6,3,3,3,3,3,3,3,5,1,5,3,3,3,2,3,3,3,6,3,3,3,5,3,3,3
"95",1,4,3,5,3,3,3,3,3,3,3,6,4,6,3,3,3,2,3,3,3,5,3,3,3,6,3,3,3
"96",4,1,2,5,2,2,2,2,2,2,2,6,1,6,2,2,2,3,2,2,2,5,2,2,2,6,2,2,2
"97",1,2,3,5,3,3,3,3,3,3,3,6,2,6,3,3,3,4,3,3,3,5,3,3,3,6,3,3,3
"98",2,1,4,6,4,4,4,4,4,4,4,5,1,5,4,4,4,3,4,4,4,6,4,4,4,5,4,4,4
"99",2,1,3,5,3,3,3,3,3,3,3,6,1,6,3,3,3,4,3,3,3,5,3,3,3,6,3,3,3
"100",3,1,2,5,2,2,2,2,2,2,2,6,1,6,2,2,2,4,2,2,2,5,2,2,2,6,2,2,2
