"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"67",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"68",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"69",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"70",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"71",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"72",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"73",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"74",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"75",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"76",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"77",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"78",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"79",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"80",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"81",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"82",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"83",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"84",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"85",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"86",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"87",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"88",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"89",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"90",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"91",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"92",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"93",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"94",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"95",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"96",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"97",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"98",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"99",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
"100",1,5,1,8,7,6,2,6,2,9,4,9,1,3,9,9,9,2,9,3,2,2,2,9,2,9,6,9,2,2,9,6,6
