"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"30",1,4,1,4,1,5,2,3,5,1,2,3,2,3,4,5,5,2,4,4,3,5,5,5,2,5,2
"31",3,4,3,2,3,1,2,3,1,3,2,4,2,3,2,1,1,2,2,2,4,1,1,1,2,1,2
"32",2,1,2,1,2,4,5,3,4,2,5,3,5,3,1,4,4,5,1,1,3,4,4,4,5,4,5
"33",3,5,3,5,3,4,2,1,4,3,2,1,2,1,5,4,4,2,5,5,1,4,4,4,2,4,2
"34",4,2,4,1,4,3,1,4,3,4,1,2,1,4,1,3,3,1,1,1,2,3,3,3,1,3,1
"35",4,3,4,3,4,2,5,1,2,4,5,1,5,1,3,2,2,5,3,3,1,2,2,2,5,2,5
"36",4,3,4,2,4,1,2,3,1,4,2,3,2,3,2,1,1,2,2,2,3,1,1,1,2,1,2
"37",3,1,3,1,3,4,2,5,4,3,2,5,2,5,1,4,4,2,1,1,5,4,4,4,2,4,2
"38",3,2,3,2,3,4,1,5,4,3,1,5,1,5,2,4,4,1,2,2,5,4,4,4,1,4,1
"39",1,4,1,2,1,3,2,1,3,1,2,4,2,1,2,3,3,2,2,2,4,3,3,3,2,3,2
"40",2,3,2,3,2,5,4,1,5,2,4,1,4,1,3,5,5,4,3,3,1,5,5,5,4,5,4
"41",2,4,2,3,2,1,3,4,1,2,3,4,3,4,3,1,1,3,3,3,4,1,1,1,3,1,3
"42",2,3,2,3,2,1,4,5,1,5,4,5,4,2,3,1,1,4,3,3,5,1,1,1,4,1,4
"43",1,3,1,3,1,5,4,2,5,1,4,2,4,2,3,5,5,4,3,3,2,5,5,5,4,5,4
"44",3,1,3,1,3,5,2,4,5,3,2,4,2,4,1,5,5,2,1,1,4,5,5,5,2,5,2
"45",1,2,1,4,1,3,4,2,3,1,4,2,4,2,4,3,3,4,4,4,2,3,3,3,4,3,4
"46",4,1,2,1,2,4,4,3,4,2,4,3,4,3,1,4,4,4,1,1,3,4,4,4,4,4,4
"47",4,1,4,2,4,3,2,4,3,4,2,1,2,4,2,3,3,2,2,2,1,3,3,3,2,3,2
"48",4,1,4,3,4,2,3,4,2,4,3,1,3,4,3,2,2,3,3,3,1,2,2,2,3,2,3
"49",3,4,2,4,2,3,3,1,3,2,3,1,3,1,4,3,3,3,4,4,1,3,3,3,3,3,3
"50",1,3,1,2,1,4,2,1,4,1,2,3,2,1,2,4,4,2,2,2,3,4,4,4,2,4,2
"51",2,3,2,4,2,1,4,3,1,2,4,3,4,3,4,1,1,4,4,4,3,1,1,1,4,1,4
"52",4,2,4,2,4,5,3,1,5,4,3,1,3,1,2,5,5,3,2,2,1,5,5,5,3,5,3
"53",2,3,4,3,4,2,2,1,2,4,2,1,2,1,3,2,2,2,3,3,1,2,2,2,2,2,2
"54",1,2,1,3,1,4,3,2,4,1,3,2,3,2,3,4,4,3,3,3,2,4,4,4,3,4,3
"55",4,1,4,1,4,2,5,3,2,4,5,3,5,3,1,2,2,5,1,1,3,2,2,2,5,2,5
"56",2,1,2,1,2,5,4,3,5,2,4,3,4,3,1,5,5,4,1,1,3,5,5,5,4,5,4
"57",1,3,1,3,1,2,4,5,2,1,4,5,4,5,3,2,2,4,3,3,5,2,2,2,4,2,4
"58",3,2,3,2,3,1,5,4,1,3,5,4,5,4,2,1,1,5,2,2,4,1,1,1,5,1,5
"59",3,2,3,1,3,4,1,3,4,3,1,2,1,3,1,4,4,1,1,1,2,4,4,4,1,4,1
"60",5,1,5,1,5,3,2,4,3,5,2,4,2,4,1,3,3,2,1,1,4,3,3,3,2,3,2
"61",1,2,1,2,1,5,4,3,5,1,4,3,4,3,2,5,5,4,2,2,3,5,5,5,4,5,4
"62",3,2,3,4,3,1,4,2,1,3,4,2,4,2,4,1,1,4,4,4,2,1,1,1,4,1,4
"63",5,1,5,1,5,4,3,2,4,5,3,2,3,2,1,4,4,3,1,1,2,4,4,4,3,4,3
"64",2,4,1,4,1,2,2,3,2,1,2,3,2,3,4,2,2,2,4,4,3,2,2,2,2,2,2
"65",3,1,3,4,3,2,4,3,2,3,4,1,4,3,4,2,2,4,4,4,1,2,2,2,4,2,4
"66",2,1,2,1,2,3,5,4,3,2,5,4,5,4,1,3,3,5,1,1,4,3,3,3,5,3,5
"67",1,4,1,4,1,5,2,3,5,1,2,3,2,3,4,5,5,2,4,4,3,5,5,5,2,5,2
"68",1,5,1,5,1,3,2,4,3,1,2,4,2,4,5,3,3,2,5,5,4,3,3,3,2,3,2
"69",4,2,4,2,4,5,3,1,5,4,3,1,3,1,2,5,5,3,2,2,1,5,5,5,3,5,3
"70",2,4,2,4,2,5,1,3,5,2,1,3,1,3,4,5,5,1,4,4,3,5,5,5,1,5,1
"71",4,5,4,5,4,2,3,1,2,4,3,1,3,1,5,2,2,3,5,5,1,2,2,2,3,2,3
"72",4,2,4,2,4,3,5,1,3,4,5,1,5,1,2,3,3,5,2,2,1,3,3,3,5,3,5
"73",2,5,2,5,2,4,3,1,4,2,3,1,3,1,5,4,4,3,5,5,1,4,4,4,3,4,3
"74",2,4,2,4,2,1,5,3,1,2,5,3,5,3,4,1,1,5,4,4,3,1,1,1,5,1,5
"75",4,1,4,1,4,5,3,2,5,4,3,2,3,2,1,5,5,3,1,1,2,5,5,5,3,5,3
"76",2,5,2,5,2,1,4,3,1,2,4,3,4,3,5,1,1,4,5,5,3,1,1,1,4,1,4
"77",4,3,4,2,4,1,2,4,1,4,2,3,2,4,2,1,1,2,2,2,3,1,1,1,2,1,2
"78",3,2,3,2,3,5,1,4,5,3,1,4,1,4,2,5,5,1,2,2,4,5,5,5,1,5,1
"79",1,4,1,4,1,5,3,2,5,1,3,2,3,2,4,5,5,3,4,4,2,5,5,5,3,5,3
"80",4,1,4,3,4,2,3,4,2,4,3,1,3,4,3,2,2,3,3,3,1,2,2,2,3,2,3
"81",3,1,3,2,3,4,4,3,4,3,4,1,4,3,4,4,4,4,2,2,1,4,4,4,4,4,4
"82",4,3,4,2,4,1,2,4,1,4,2,3,2,4,2,1,1,2,2,2,3,1,1,1,2,1,2
"83",4,2,4,2,4,3,1,5,3,4,1,5,1,5,2,3,3,1,2,2,5,3,3,3,1,3,1
"84",3,1,3,1,3,2,4,5,2,3,4,5,4,5,1,2,2,4,1,1,5,2,2,2,4,2,4
"85",5,2,5,2,5,1,4,3,1,5,4,3,4,3,2,1,1,4,2,2,3,1,1,1,4,1,4
"86",3,2,3,2,3,4,5,1,4,3,5,1,5,1,2,4,4,5,2,2,1,4,4,4,5,4,5
"87",5,3,5,3,5,1,2,4,1,5,2,4,2,4,3,1,1,2,3,3,4,1,1,1,2,1,2
"88",1,5,1,5,1,2,4,3,2,1,4,3,4,3,5,2,2,4,5,5,3,2,2,2,4,2,4
"89",2,4,2,4,2,3,1,5,3,2,1,5,1,5,4,3,3,1,4,4,5,3,3,3,1,3,1
"90",3,1,3,4,3,2,4,3,2,3,4,1,4,3,4,2,2,4,4,4,1,2,2,2,4,2,4
"91",5,4,5,4,5,1,3,2,1,5,3,2,3,2,4,1,1,3,4,4,2,1,1,1,3,1,3
"92",2,4,2,1,2,3,1,2,3,2,1,4,1,2,1,3,3,1,1,1,4,3,3,3,1,3,1
"93",1,2,1,2,1,5,3,4,5,1,3,4,3,4,2,5,5,3,2,2,4,5,5,5,3,5,3
"94",2,4,2,3,2,1,3,2,1,2,3,4,3,2,3,1,1,3,3,3,4,1,1,1,3,1,3
"95",2,1,2,4,2,3,4,2,3,2,4,1,4,2,4,3,3,4,4,4,1,3,3,3,4,3,4
"96",5,2,5,2,5,4,3,1,4,5,3,1,3,1,2,4,4,3,2,2,1,4,4,4,3,4,3
"97",4,3,4,1,4,2,2,4,2,4,2,3,2,4,2,2,2,2,1,1,3,2,2,2,2,2,2
"98",3,2,3,4,3,1,4,3,1,3,4,2,4,3,4,1,1,4,4,4,2,1,1,1,4,1,4
"99",2,5,2,5,2,3,1,4,3,2,1,4,1,4,5,3,3,1,5,5,4,3,3,3,1,3,1
"100",2,1,2,1,2,5,4,3,5,2,4,3,4,3,1,5,5,4,1,1,3,5,5,5,4,5,4
