"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"11",5,2,5,2,2,5,5,1,3,2,2,2,2,1,2,1,2,2,2,2,5,2,1,2,6,1,2,5,2,2,1,2,1,5,2,2,6,2,2,2,2,2,1,5,5,4,2,5,5,1,5,4,5,2,5,2,2,2,2,1,2,3,3,3,5,5,2,2,1,2,1,5,3,2,5,2,5,3,5
"12",2,1,6,1,1,6,6,1,1,1,1,1,1,2,1,4,1,1,1,1,6,1,1,1,1,4,2,6,1,1,4,1,4,6,1,1,1,1,1,1,1,1,4,2,2,5,1,3,3,4,3,5,3,1,2,1,6,1,1,4,1,2,1,2,2,2,2,1,4,1,2,6,2,2,6,1,2,1,2
"13",5,3,2,3,3,2,2,3,3,3,3,3,3,3,2,3,5,3,3,5,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,5,5,1,3,4,4,3,4,1,4,3,5,3,2,3,3,3,3,2,5,5,5,5,3,3,3,3,3,2,5,5,2,3,5,3,5
"14",5,2,5,2,2,5,5,3,5,2,2,2,2,3,2,3,2,2,2,2,5,2,2,2,4,3,2,5,2,2,3,2,3,3,2,2,4,2,2,2,2,2,3,5,5,1,2,5,5,3,5,1,5,2,5,2,5,2,2,3,2,5,5,5,5,5,2,2,3,2,3,2,5,2,5,2,5,5,5
"15",1,4,3,4,4,3,3,4,1,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,1,1,5,4,2,2,4,2,5,2,4,1,4,3,4,4,4,4,1,1,1,1,1,4,4,4,4,4,3,1,1,3,4,1,1,1
"16",5,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,5,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,4,3,1,4,4,4,4,4,4,4,4,5,5,2,4,1,1,4,1,2,1,4,5,4,3,4,4,4,4,3,5,5,5,5,4,4,4,4,4,3,5,5,3,4,5,4,5
"17",2,5,2,5,5,2,2,5,5,5,5,5,5,5,1,5,2,5,5,5,2,5,5,5,5,5,5,2,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,2,2,3,5,4,4,5,4,3,4,5,2,5,2,5,5,5,5,2,5,1,2,2,5,5,5,5,5,2,1,2,2,5,2,5,2
"18",2,4,1,4,4,1,1,4,2,4,4,4,4,2,4,4,2,4,4,4,1,4,4,4,4,4,2,1,4,4,4,4,4,1,5,4,4,4,4,4,4,4,4,2,2,3,4,5,5,4,5,3,5,4,2,4,1,4,4,4,4,2,2,2,2,2,2,4,4,4,2,1,2,2,1,4,2,2,2
"19",2,3,1,3,3,1,1,3,2,3,3,3,3,2,3,3,2,3,3,3,1,3,3,3,3,3,2,1,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,2,2,4,3,1,1,3,1,4,1,3,2,3,1,3,3,3,3,2,2,2,2,2,2,3,3,3,2,1,2,2,1,3,2,2,2
"20",4,3,3,3,3,5,3,5,3,3,3,3,3,5,3,5,4,3,3,3,3,3,5,3,2,5,3,1,3,3,5,3,5,5,3,3,2,3,3,3,3,3,5,4,4,6,3,1,1,5,1,6,1,3,4,3,3,3,3,5,3,1,3,4,4,4,3,3,5,3,5,3,4,4,3,3,4,3,4
"21",2,3,1,3,3,1,1,6,3,3,3,3,3,2,3,6,3,3,3,3,1,3,6,3,4,6,2,1,3,3,6,3,6,1,3,3,4,3,3,3,3,3,6,2,2,5,3,7,7,6,7,5,7,3,2,3,3,3,3,6,3,2,3,2,2,2,2,3,6,3,2,1,2,2,1,3,2,3,2
"22",5,2,1,2,2,1,1,2,5,2,2,2,2,2,2,2,5,2,2,2,1,2,2,2,2,2,2,5,2,2,5,2,2,1,4,2,2,2,2,2,2,2,2,5,5,3,2,4,4,5,4,3,4,2,5,2,1,2,2,2,2,5,5,5,5,5,2,2,2,2,2,1,5,5,1,2,5,5,5
"23",6,5,1,5,5,1,1,5,6,5,5,5,5,5,5,5,6,5,5,5,1,5,5,5,4,5,5,1,5,5,5,5,5,1,2,5,4,5,5,5,5,5,5,6,6,3,5,2,2,5,2,3,2,5,6,5,1,5,5,5,5,6,6,6,6,6,5,5,5,5,5,1,6,6,1,5,6,6,6
"24",4,6,2,6,6,2,2,6,6,6,6,6,6,4,6,6,4,6,6,6,2,6,6,6,1,6,4,2,6,6,6,6,6,2,3,6,1,6,6,6,6,6,6,4,4,5,6,3,3,6,3,5,3,6,4,6,2,6,6,6,6,4,6,4,4,4,4,6,6,6,4,2,4,4,2,6,4,6,4
"25",2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,7,1,1,5,1,1,5,1,1,2,3,1,7,1,1,7,1,1,1,2,2,4,1,3,3,5,3,4,3,1,2,1,2,1,1,1,1,5,1,2,2,2,1,1,1,1,1,2,6,2,2,1,2,1,2
"26",4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,4,2,2,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,4,4,3,2,5,5,2,5,3,5,2,4,2,1,2,2,2,2,1,4,4,4,4,2,2,2,2,2,1,4,4,1,2,4,2,4
"27",4,5,7,5,5,7,7,6,4,5,5,5,5,4,5,6,5,5,5,5,7,5,5,5,2,6,4,7,5,5,6,5,6,7,5,5,2,5,5,5,5,5,6,4,4,3,5,1,1,6,1,3,1,5,4,5,5,5,5,6,5,4,4,4,4,4,4,5,6,5,4,7,4,4,7,5,4,4,4
"28",4,3,4,3,3,4,4,3,3,3,3,3,3,3,1,3,4,3,3,3,4,3,3,3,2,3,3,4,3,3,3,3,3,4,6,3,2,3,3,2,3,2,3,4,4,5,3,6,6,3,6,5,6,3,4,3,4,3,3,3,3,4,3,1,4,4,3,3,3,3,3,4,1,4,4,3,4,3,4
"29",2,3,2,3,3,2,2,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,5,3,4,4,3,4,5,4,3,2,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,3,2,1,3,2,3,3,3,3
"30",5,2,4,2,2,4,4,2,2,2,2,2,2,5,2,2,5,2,2,2,4,2,2,2,2,2,5,4,2,2,2,2,2,4,3,2,2,2,2,2,2,2,3,5,5,1,2,3,3,3,3,1,3,2,5,2,4,2,2,2,2,5,2,5,5,5,5,2,2,2,5,4,5,5,4,2,5,2,5
"31",2,1,2,1,1,2,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,2,2,1,1,4,4,1,4,1,4,1,2,1,2,1,1,1,1,2,1,3,2,2,1,1,1,1,1,2,3,2,2,1,2,1,2
"32",3,1,3,1,1,3,3,1,1,1,1,1,1,1,4,1,3,1,1,1,3,1,1,1,2,1,1,3,1,1,1,1,1,3,6,1,2,1,1,2,1,2,1,3,3,5,1,6,6,1,6,5,6,1,3,1,3,1,1,1,1,3,1,4,3,3,1,1,1,1,1,3,4,3,3,1,3,1,3
"33",3,2,1,2,2,1,1,2,2,2,2,2,2,2,3,2,3,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,1,1,2,1,2,1,2,3,2,1,2,2,2,2,1,3,3,3,3,2,2,2,2,2,1,3,3,1,2,3,2,3
"34",5,3,2,3,3,2,2,5,2,3,3,3,3,5,3,5,3,3,3,3,2,3,3,3,3,5,2,2,3,3,5,3,5,5,3,3,3,3,3,3,3,3,5,3,3,4,3,1,1,5,1,4,1,3,3,3,2,3,3,5,3,2,2,2,2,2,2,3,5,3,5,2,2,2,2,3,3,2,3
"35",6,5,6,5,5,6,6,5,6,5,5,5,5,5,5,5,3,5,5,5,6,5,5,5,4,5,5,6,5,5,5,5,5,6,1,5,4,5,5,5,5,5,1,3,3,2,5,1,6,1,1,2,1,5,3,5,6,5,5,5,5,6,6,6,3,3,5,5,5,5,5,6,6,3,6,5,3,6,3
"36",1,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,4,2,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,1,1,3,2,4,4,2,4,3,4,2,1,2,4,2,2,2,2,4,1,1,1,1,2,2,2,2,2,4,1,1,4,2,1,2,1
"37",5,2,1,2,2,1,1,2,2,2,2,2,2,5,2,2,5,2,2,2,1,2,2,2,4,2,5,1,2,2,2,2,2,1,6,2,4,2,2,2,2,2,2,5,5,3,2,6,6,2,6,3,6,2,5,2,1,2,2,2,2,5,2,5,5,5,5,2,2,2,5,1,5,5,1,2,5,2,5
"38",7,2,5,2,2,5,5,6,7,2,2,2,2,7,2,6,2,2,2,2,5,2,2,2,4,6,7,5,2,2,6,2,6,5,2,2,4,2,2,2,2,2,6,7,7,3,2,1,1,6,1,3,1,2,7,2,5,2,2,6,2,7,7,7,7,7,7,2,6,2,7,5,7,7,5,2,7,7,7
"39",2,3,2,3,3,2,2,4,3,3,3,3,3,4,2,4,3,3,3,3,2,3,4,3,3,4,3,2,3,3,4,3,4,2,3,3,3,3,3,3,3,3,4,3,3,1,3,5,5,4,5,1,5,3,2,3,3,3,3,4,3,2,3,3,3,3,3,3,4,3,4,2,3,3,2,3,3,3,3
"40",1,2,1,2,2,1,1,4,2,2,2,2,2,4,2,4,2,2,2,2,1,2,4,2,2,4,2,1,2,2,4,2,4,1,2,2,2,2,2,2,2,2,4,1,1,5,2,3,3,4,3,5,3,2,1,2,1,2,2,4,2,2,2,2,1,1,2,2,4,2,4,1,2,2,1,2,1,2,1
"41",5,4,1,4,4,1,1,4,5,4,4,4,4,5,4,4,5,4,4,4,1,4,4,4,3,4,5,1,4,4,4,4,4,1,1,4,3,4,4,4,4,4,4,5,5,2,4,1,1,4,1,2,1,4,5,4,1,4,4,4,4,5,5,5,5,5,5,4,4,4,5,1,5,5,1,4,5,5,5
"42",3,6,3,6,6,3,3,1,6,6,6,6,6,1,6,1,6,6,6,6,3,6,1,6,2,1,6,3,6,6,1,6,1,3,6,6,2,6,6,6,6,6,1,6,6,5,6,4,4,1,4,5,4,6,3,6,3,6,6,1,6,3,6,6,6,6,6,6,1,6,1,3,6,6,3,6,6,6,6
"43",4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,4,2,2,4,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,4,4,5,2,3,3,2,3,5,3,2,4,2,1,2,2,2,2,1,4,4,4,4,2,2,2,2,2,1,4,4,1,2,4,2,4
"44",1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,3,3,1,4,3,1,1,3,4,4,4,4,2,4,3,1,3,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1,3,3,1,1,1,3,1
"45",1,2,4,2,2,4,4,2,2,2,2,2,2,2,4,2,1,2,2,1,4,2,2,2,2,2,2,4,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,1,1,5,2,3,3,2,3,5,3,2,1,2,4,2,2,2,2,4,1,1,1,1,2,2,2,2,2,4,1,1,4,2,1,2,1
"46",5,1,1,1,1,5,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,2,5,5,5,1,1,5,1,5,1,1,1,2,1,1,1,1,1,5,5,5,3,1,4,4,5,4,3,4,1,5,1,1,1,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,5,1,1,5,1,5
"47",2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,5,5,3,3,2,2,3,3,3,3,3,3,3,5,3,3,1,3,2,2,5,2,1,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,4,3,2,3,3,3,3
"48",3,1,5,1,1,5,5,2,3,1,1,1,1,2,1,2,1,1,1,1,5,1,1,1,1,2,1,3,1,1,2,1,2,5,1,1,1,1,1,1,1,1,2,3,3,4,1,2,2,2,5,4,2,1,3,1,1,1,1,2,1,3,3,3,3,3,1,1,2,1,2,5,3,1,5,1,3,3,3
"49",5,2,1,2,2,1,1,5,2,2,2,2,2,5,2,5,2,2,2,2,1,2,5,2,4,5,2,1,2,2,5,2,5,5,2,2,4,2,2,2,2,2,5,2,2,3,2,1,1,5,1,3,1,2,2,2,1,2,2,5,2,2,2,2,2,2,2,2,5,2,5,1,2,2,1,2,2,2,2
"50",6,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,6,2,2,2,4,2,2,2,2,2,2,1,2,1,1,2,2,4,3,2,2,2,2,2,2,2,2,6,6,5,2,3,3,1,3,5,3,2,6,2,4,2,2,2,2,1,6,6,6,6,2,2,2,2,2,4,6,6,4,2,6,2,6
"51",7,3,1,3,3,1,1,2,7,3,3,3,3,7,3,2,3,3,3,3,1,3,3,3,6,2,7,1,3,3,2,3,2,1,3,3,6,3,3,3,3,3,2,7,7,4,3,5,5,2,5,4,5,3,7,3,1,3,3,2,3,7,7,7,7,7,7,3,2,3,7,1,7,7,1,3,7,7,7
"52",3,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,2,3,3,1,4,2,2,2,2,1,2,4,3,4,3,4,4,4,4,3,4,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4,3
"53",5,4,2,4,4,2,2,4,4,4,4,4,4,4,2,4,5,4,4,5,2,4,4,4,4,4,4,2,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,5,5,3,4,1,1,4,1,3,1,4,5,4,4,4,4,4,4,2,5,5,5,5,4,4,4,4,4,2,5,5,2,4,5,4,5
"54",1,2,6,2,2,6,6,2,1,2,2,2,2,2,2,2,1,2,2,2,6,2,2,2,4,2,2,6,2,2,2,2,2,6,5,2,4,2,2,2,2,2,2,1,1,3,2,5,5,2,5,3,5,2,1,2,6,2,2,2,2,1,1,1,1,1,2,2,2,2,2,6,1,1,6,2,1,1,1
"55",4,3,3,3,3,2,3,2,3,3,3,3,2,2,3,2,4,3,3,3,3,3,2,3,3,2,3,1,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,4,4,3,3,1,1,2,3,3,1,3,4,3,3,3,3,2,3,1,4,4,4,4,3,3,2,3,2,3,4,4,3,3,4,3,4
"56",4,2,3,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2
"57",5,5,4,5,5,4,5,1,5,2,2,2,2,1,2,1,2,2,2,2,5,2,2,2,3,2,2,5,5,2,2,2,2,5,5,2,3,2,2,2,2,5,1,5,5,5,2,4,4,1,4,6,4,2,5,2,2,2,2,2,2,2,5,5,2,5,2,2,1,2,1,5,5,2,4,5,5,5,5
"58",5,3,2,3,3,2,2,3,3,3,3,3,3,5,3,3,5,3,3,3,2,3,3,3,3,3,5,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,5,5,5,4,3,1,1,5,5,4,1,3,5,3,2,3,3,3,3,5,3,5,5,5,5,3,3,3,5,2,5,5,2,3,5,3,5
"59",3,1,3,1,1,3,3,2,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,5,1,2,3,1,1,1,1,1,3,4,1,5,1,1,1,1,1,1,3,3,2,1,4,4,1,4,2,4,1,3,1,3,1,1,1,1,2,1,2,2,2,2,1,1,1,2,3,2,2,3,1,3,1,3
"60",2,3,3,3,3,1,2,1,3,3,3,3,3,1,3,1,2,3,3,3,2,3,1,3,3,1,3,2,3,3,1,3,1,2,3,3,3,3,3,3,3,3,1,2,2,5,3,4,4,1,4,5,4,3,2,3,3,3,3,1,3,3,3,2,2,2,3,3,1,3,1,3,2,2,2,3,2,3,2
"61",3,2,3,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,1,2,3,3,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,3,3,2,2,4,4,2,4,2,4,2,3,2,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3
"62",4,3,1,3,3,1,1,3,3,3,3,3,3,3,1,3,4,3,3,4,1,3,3,3,3,3,3,1,3,3,3,3,3,1,5,3,3,3,3,3,3,3,3,4,4,2,3,5,5,3,5,2,5,3,4,3,1,3,3,3,3,1,4,4,4,4,3,3,3,3,3,1,4,4,1,3,4,3,4
"63",1,2,2,2,2,5,2,5,1,2,2,2,2,1,2,5,1,2,2,2,2,2,5,2,3,5,1,4,2,2,5,2,5,2,2,2,3,2,2,2,2,2,5,1,1,6,2,4,4,5,4,6,4,2,1,2,2,2,2,5,2,1,1,1,1,1,1,2,5,2,1,2,1,1,2,2,1,1,1
"64",4,6,1,6,6,1,1,6,4,6,6,6,6,4,6,6,4,6,6,6,1,6,6,6,2,6,4,1,6,6,6,6,6,1,5,6,2,6,6,6,6,6,6,4,4,3,6,5,5,6,5,3,5,6,4,6,1,6,6,6,6,4,4,4,4,4,4,6,6,6,4,1,4,4,1,6,4,4,4
"65",5,4,5,4,4,5,5,4,4,4,4,4,4,4,1,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,5,2,4,3,3,4,3,2,3,4,5,4,5,4,4,4,4,5,4,1,5,5,4,4,4,4,4,5,1,5,5,4,5,4,5
"66",7,1,4,1,1,4,4,2,1,1,1,1,1,7,1,2,1,1,1,1,4,1,1,1,5,2,7,4,1,1,2,1,2,4,1,1,5,1,1,1,1,1,2,7,7,6,1,3,3,2,3,6,3,1,7,1,4,1,1,2,1,7,1,7,7,7,7,1,2,1,7,4,7,7,4,1,7,1,7
"67",1,5,3,5,5,3,3,5,5,5,5,5,5,1,5,5,1,5,5,5,3,5,5,5,5,5,1,3,5,5,5,5,5,3,4,5,5,5,5,5,5,5,1,1,1,2,5,4,4,1,4,2,4,5,1,5,3,5,5,5,5,1,5,1,1,1,1,5,5,5,1,3,1,1,3,5,1,5,1
"68",5,6,2,6,6,2,2,3,6,6,6,6,6,3,6,3,5,6,6,6,2,6,3,6,4,3,6,2,6,6,3,6,3,2,6,6,4,6,6,6,6,6,3,5,5,7,6,1,1,3,1,7,1,6,5,6,6,6,6,3,6,2,6,5,5,5,6,6,3,6,3,2,5,5,2,6,5,6,5
"69",1,3,1,3,3,1,1,3,3,3,3,3,3,3,5,3,1,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,1,1,4,3,2,2,3,2,4,2,3,1,3,1,3,3,3,3,1,3,5,1,1,3,3,3,3,3,1,5,1,1,3,1,3,1
"70",5,4,2,4,4,2,2,4,5,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,3,4,5,2,4,4,4,4,4,2,4,4,3,4,4,4,4,4,5,5,5,1,4,5,5,5,2,1,5,4,5,4,2,4,4,4,4,5,5,5,5,5,5,4,4,4,5,2,5,5,2,4,5,5,5
"71",4,2,4,2,2,4,4,5,2,2,2,2,2,5,2,5,2,2,2,2,4,2,2,2,2,5,4,5,2,2,5,2,5,4,2,2,2,2,2,2,2,2,5,4,4,1,2,3,3,5,3,1,3,2,4,2,4,2,2,5,2,4,2,4,4,4,4,2,5,2,5,4,4,4,4,2,4,2,4
"72",7,4,6,4,4,6,6,5,4,4,4,4,4,7,4,5,4,4,4,4,6,4,5,4,3,5,7,6,4,4,5,4,5,6,4,4,3,4,4,4,4,4,5,7,7,1,4,2,2,5,2,1,2,4,7,4,4,4,4,5,4,7,4,7,7,7,7,4,5,4,7,6,7,7,6,4,7,4,7
"73",4,1,3,1,1,3,3,1,1,1,1,1,1,6,1,1,6,1,1,1,3,1,1,1,2,1,6,3,1,1,1,1,1,3,3,1,2,1,1,1,1,1,4,6,6,5,1,3,3,4,3,5,3,1,6,1,3,1,1,1,1,6,1,6,6,6,6,1,1,1,6,3,6,6,3,1,6,1,6
"74",3,2,5,2,2,5,5,2,2,2,2,2,2,2,2,2,3,2,2,3,5,2,2,2,1,2,2,5,2,2,2,2,2,5,6,2,1,2,2,1,2,1,2,3,3,4,2,6,6,2,6,4,6,2,3,2,5,2,2,2,2,5,3,3,3,3,2,2,2,2,2,5,3,3,5,2,3,2,3
"75",1,6,3,6,6,3,3,2,1,6,6,6,6,1,6,2,6,6,6,6,3,6,6,6,6,2,1,3,6,6,2,6,2,3,6,6,6,6,6,6,6,6,2,1,1,5,6,4,4,2,4,5,4,6,1,6,3,6,6,2,6,1,1,1,1,1,1,6,2,6,1,3,1,1,3,6,1,1,1
"76",2,3,2,3,3,2,2,3,3,3,3,3,3,3,1,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,3,3,3,3,2,3,1,2,2,3,3,3,3,3,2,1,2,2,3,2,3,2
"77",2,1,1,1,1,3,1,3,1,1,1,1,1,2,1,3,2,1,1,1,1,1,3,1,1,3,2,5,1,1,3,1,3,3,1,1,1,1,1,1,1,1,3,2,2,4,1,5,5,3,5,4,5,1,2,1,1,1,1,3,1,2,1,2,2,2,2,1,3,1,2,1,2,2,1,1,2,1,2
"78",2,4,2,4,4,2,2,5,4,4,4,4,4,5,4,5,4,4,4,4,2,4,5,4,4,5,4,2,4,4,5,4,5,2,4,4,4,4,4,4,4,4,5,4,4,3,4,1,1,5,1,3,1,4,2,4,4,4,4,5,4,2,4,4,4,4,4,4,5,4,5,2,4,4,2,4,4,4,4
"79",4,2,4,2,2,4,4,3,2,2,2,2,2,3,2,3,2,2,2,2,4,2,2,2,2,3,2,4,2,2,3,2,3,4,2,2,2,2,2,2,2,2,3,4,4,1,2,5,5,3,5,1,5,2,4,2,4,2,2,3,2,2,2,2,4,4,2,2,3,2,3,4,2,2,4,2,4,2,4
"80",2,4,2,4,4,2,2,4,5,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,6,4,4,2,4,4,4,4,4,2,1,4,6,4,4,6,4,4,4,2,2,3,4,1,1,4,1,3,1,4,2,4,2,4,4,4,4,5,5,5,2,2,4,4,4,4,4,2,5,2,2,4,2,5,2
"81",2,6,5,6,6,5,5,6,6,6,6,6,6,2,6,6,2,6,6,6,5,6,6,6,3,6,2,7,6,6,7,6,6,5,4,6,3,6,6,6,6,6,7,2,2,1,6,4,4,7,4,1,4,6,2,6,5,6,6,6,6,2,6,2,2,2,2,6,6,6,2,5,2,2,5,6,2,6,2
"82",3,1,4,1,1,4,4,3,1,1,1,1,1,3,1,3,1,1,1,1,4,1,3,1,1,3,1,4,1,1,3,1,3,3,4,1,1,1,1,1,1,1,3,1,1,2,1,4,4,3,4,2,4,1,4,1,4,1,1,3,1,4,1,1,1,1,1,1,3,1,3,4,1,1,4,1,1,1,1
"83",3,5,1,5,5,1,1,5,5,5,5,5,5,3,5,5,3,5,5,5,1,5,5,5,5,5,3,1,5,5,5,5,5,1,2,5,5,5,5,5,5,5,2,3,3,4,5,2,2,2,2,4,2,5,3,5,1,5,5,5,5,3,5,3,3,3,3,5,5,5,3,1,3,3,1,5,3,5,3
