"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"31",5,1,5,6,3,3,4,4,4,1,4,6,1,6,3,3,3,2,3,3,4,6,3,3,3,6,3,3,3
"32",5,2,5,6,4,4,3,3,3,2,3,6,2,6,4,4,4,1,4,4,3,6,4,4,4,6,4,4,4
"33",1,5,1,6,2,2,3,3,3,5,3,6,5,6,2,2,2,4,2,2,3,6,2,2,2,6,2,2,2
"34",1,5,1,6,3,3,2,2,2,5,2,6,5,6,3,3,3,4,3,3,2,6,3,3,3,6,3,3,3
"35",4,5,4,6,2,2,1,1,1,5,1,6,5,6,2,2,2,3,2,2,1,6,2,2,2,6,2,2,2
"36",5,4,5,6,1,1,3,3,3,4,3,6,4,6,1,1,1,2,1,1,3,6,1,1,1,6,1,1,1
"37",4,1,4,6,3,3,2,2,2,1,2,6,1,6,3,3,3,5,3,3,2,6,3,3,3,6,3,3,3
"38",5,1,5,6,4,4,3,3,3,1,3,6,1,6,4,4,4,2,4,4,3,6,4,4,4,6,4,4,4
"39",1,3,1,6,5,5,4,4,4,3,4,6,3,6,5,5,5,2,5,5,4,6,5,5,5,6,5,5,5
"40",4,2,4,6,5,5,1,1,1,2,1,6,2,6,5,5,5,3,5,5,1,6,5,5,5,6,5,5,5
"41",3,1,3,6,5,5,4,4,4,1,4,6,1,6,5,5,5,2,5,5,4,6,5,5,5,6,5,5,5
"42",1,2,1,6,3,3,5,5,5,2,5,6,2,6,3,3,3,4,3,3,5,6,3,3,3,6,3,3,3
"43",5,1,5,6,4,4,3,3,3,1,3,6,1,6,4,4,4,2,4,4,3,6,4,4,4,6,4,4,4
"44",1,4,1,6,3,3,2,2,2,4,2,6,4,6,3,3,3,5,3,3,2,6,3,3,3,6,3,3,3
"45",1,5,1,6,3,3,4,4,4,5,4,6,5,6,3,3,3,2,3,3,4,6,3,3,3,6,3,3,3
"46",2,1,2,6,3,3,4,4,4,1,4,6,1,6,3,3,3,5,3,3,4,6,3,3,3,6,3,3,3
"47",5,3,5,6,1,1,2,2,2,3,2,6,3,6,1,1,1,4,1,1,2,6,1,1,1,6,1,1,1
"48",1,5,1,6,3,3,4,4,4,5,4,6,5,6,3,3,3,2,3,3,4,6,3,3,3,6,3,3,3
"49",2,5,2,6,3,3,4,4,4,5,4,6,5,6,3,3,3,1,3,3,4,6,3,3,3,6,3,3,3
"50",4,2,4,6,5,5,1,1,1,2,1,6,2,6,5,5,5,3,5,5,1,6,5,5,5,6,5,5,5
"51",4,3,4,6,5,5,1,1,1,3,1,6,3,6,5,5,5,2,5,5,1,6,5,5,5,6,5,5,5
"52",5,1,5,6,2,2,3,3,3,1,3,6,1,6,2,2,2,4,2,2,3,6,2,2,2,6,2,2,2
"53",1,4,1,6,5,5,3,3,3,4,3,6,4,6,5,5,5,2,5,5,3,6,5,5,5,6,5,5,5
"54",3,5,3,6,1,1,4,4,4,5,4,6,5,6,1,1,1,2,1,1,4,6,1,1,1,6,1,1,1
"55",3,2,3,6,4,4,1,1,1,2,1,6,2,6,4,4,4,5,4,4,1,6,4,4,4,6,4,4,4
"56",2,1,2,6,3,3,4,4,4,1,4,6,1,6,3,3,3,5,3,3,4,6,3,3,3,6,3,3,3
"57",3,1,3,6,4,4,5,5,5,1,5,6,1,6,4,4,4,2,4,4,5,6,4,4,4,6,4,4,4
"58",3,2,3,6,5,5,1,1,1,2,1,6,2,6,5,5,5,4,5,5,1,6,5,5,5,6,5,5,5
"59",5,1,5,6,2,2,4,4,4,1,4,6,1,6,2,2,2,3,2,2,4,6,2,2,2,6,2,2,2
"60",1,3,1,6,5,5,4,4,4,3,4,6,3,6,5,5,5,2,5,5,4,6,5,5,5,6,5,5,5
"61",4,1,4,6,3,3,2,2,2,1,2,6,1,6,3,3,3,5,3,3,2,6,3,3,3,6,3,3,3
"62",5,1,5,6,3,3,2,2,2,1,2,6,1,6,3,3,3,4,3,3,2,6,3,3,3,6,3,3,3
"63",2,1,2,6,5,5,4,4,4,1,4,6,1,6,5,5,5,3,5,5,4,6,5,5,5,6,5,5,5
"64",4,5,4,6,2,2,3,3,3,5,3,6,5,6,2,2,2,1,2,2,3,6,2,2,2,6,2,2,2
"65",4,5,4,6,2,2,3,3,3,5,3,6,5,6,2,2,2,1,2,2,3,6,2,2,2,6,2,2,2
"66",1,2,1,6,4,4,3,3,3,2,3,6,2,6,4,4,4,5,4,4,3,6,4,4,4,6,4,4,4
"67",5,1,5,6,3,3,4,4,4,1,4,6,1,6,3,3,3,2,3,3,4,6,3,3,3,6,3,3,3
"68",5,1,5,6,4,4,3,3,3,1,3,6,1,6,4,4,4,2,4,4,3,6,4,4,4,6,4,4,4
"69",1,3,1,6,4,4,5,5,5,3,5,6,3,6,4,4,4,2,4,4,5,6,4,4,4,6,4,4,4
"70",5,3,5,6,1,1,4,4,4,3,4,6,3,6,1,1,1,2,1,1,4,6,1,1,1,6,1,1,1
"71",1,3,1,6,4,4,5,5,5,3,5,6,3,6,4,4,4,2,4,4,5,6,4,4,4,6,4,4,4
"72",4,1,4,6,3,3,2,2,2,1,2,6,1,6,3,3,3,5,3,3,2,6,3,3,3,6,3,3,3
"73",3,2,3,6,4,4,5,5,5,2,5,6,2,6,4,4,4,1,4,4,5,6,4,4,4,6,4,4,4
"74",1,2,1,6,5,5,4,4,4,2,4,6,2,6,5,5,5,3,5,5,4,6,5,5,5,6,5,5,5
"75",1,2,1,6,4,4,5,5,5,2,5,6,2,6,4,4,4,3,4,4,5,6,4,4,4,6,4,4,4
"76",2,5,2,6,4,4,1,1,1,5,1,6,5,6,4,4,4,3,4,4,1,6,4,4,4,6,4,4,4
"77",3,2,3,6,4,4,5,5,5,2,5,6,2,6,4,4,4,1,4,4,5,6,4,4,4,6,4,4,4
"78",1,2,1,6,4,4,5,5,5,2,5,6,2,6,4,4,4,3,4,4,5,6,4,4,4,6,4,4,4
"79",2,1,2,6,4,4,5,5,5,1,5,6,1,6,4,4,4,3,4,4,5,6,4,4,4,6,4,4,4
"80",1,5,1,6,4,4,3,3,3,5,3,6,5,6,4,4,4,2,4,4,3,6,4,4,4,6,4,4,4
"81",2,1,2,6,4,4,3,3,3,1,3,6,1,6,4,4,4,5,4,4,3,6,4,4,4,6,4,4,4
"82",4,5,4,6,1,1,3,3,3,5,3,6,5,6,1,1,1,2,1,1,3,6,1,1,1,6,1,1,1
"83",4,3,4,6,1,1,2,2,2,3,2,6,3,6,1,1,1,5,1,1,2,6,1,1,1,6,1,1,1
"84",5,3,5,6,2,2,1,1,1,3,1,6,3,6,2,2,2,4,2,2,1,6,2,2,2,6,2,2,2
"85",4,5,4,6,3,3,2,2,2,5,2,6,5,6,3,3,3,1,3,3,2,6,3,3,3,6,3,3,3
"86",3,5,3,6,1,1,2,2,2,5,2,6,5,6,1,1,1,4,1,1,2,6,1,1,1,6,1,1,1
"87",3,2,3,6,1,1,5,5,5,2,5,6,2,6,1,1,1,4,1,1,5,6,1,1,1,6,1,1,1
"88",4,3,4,6,1,1,2,2,2,3,2,6,3,6,1,1,1,5,1,1,2,6,1,1,1,6,1,1,1
"89",1,3,1,6,5,5,4,4,4,3,4,6,3,6,5,5,5,2,5,5,4,6,5,5,5,6,5,5,5
"90",5,3,5,6,1,1,2,2,2,3,2,6,3,6,1,1,1,4,1,1,2,6,1,1,1,6,1,1,1
"91",3,4,3,6,5,5,2,2,2,4,2,6,4,6,5,5,5,1,5,5,2,6,5,5,5,6,5,5,5
"92",1,2,1,6,4,4,3,3,3,2,3,6,2,6,4,4,4,5,4,4,3,6,4,4,4,6,4,4,4
"93",1,2,1,6,3,3,4,4,4,2,4,6,2,6,3,3,3,5,3,3,4,6,3,3,3,6,3,3,3
"94",3,4,3,6,2,2,1,1,1,4,1,6,4,6,2,2,2,5,2,2,1,6,2,2,2,6,2,2,2
"95",5,1,5,6,3,3,4,4,4,1,4,6,1,6,3,3,3,2,3,3,4,6,3,3,3,6,3,3,3
"96",3,4,3,6,1,1,5,5,5,4,5,6,4,6,1,1,1,2,1,1,5,6,1,1,1,6,1,1,1
"97",3,1,3,6,5,5,4,4,4,1,4,6,1,6,5,5,5,2,5,5,4,6,5,5,5,6,5,5,5
"98",5,1,5,6,2,2,3,3,3,1,3,6,1,6,2,2,2,4,2,2,3,6,2,2,2,6,2,2,2
"99",3,5,3,6,1,1,2,2,2,5,2,6,5,6,1,1,1,4,1,1,2,6,1,1,1,6,1,1,1
"100",3,5,3,6,1,1,4,4,4,5,4,6,5,6,1,1,1,2,1,1,4,6,1,1,1,6,1,1,1
