"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"11",4,4,4,3,8,3,3,1,7,3,4,3,4,4,4,8,4,4,4,4,3,4,4,4,4,1,8,8,1,4,4,4,4,4,8,8,5,6,3,3,8,3,3,6,1,3,6,6,6,6,6,6,8,1,1,3,7,1,1,8,2,8,8,3,4,4,4,4,4,4,4,4,5,3,1,8,2,8,3,3,3,1,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,5
"12",8,8,8,2,3,2,2,11,12,2,8,2,8,8,8,3,8,8,8,8,2,8,8,8,8,11,3,3,11,8,8,8,8,8,3,3,7,10,2,2,3,2,2,10,11,2,10,10,10,10,10,10,3,11,11,2,12,11,11,3,11,3,3,2,8,8,8,8,8,8,8,8,7,2,11,3,11,3,2,2,2,11,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,7
"13",6,6,6,4,5,4,4,2,6,4,6,4,4,6,6,5,6,6,6,6,4,6,6,6,6,2,5,5,2,6,6,6,6,6,5,5,1,7,4,4,5,4,4,7,2,4,7,7,7,7,7,7,5,2,2,4,2,2,2,5,2,5,5,4,6,6,6,6,6,6,6,6,1,4,2,5,2,5,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1
"14",4,4,4,5,1,5,5,3,2,5,4,5,4,4,4,1,4,4,4,4,5,4,4,4,4,3,1,1,3,4,4,4,4,4,1,1,1,3,5,5,1,5,5,3,3,5,3,3,3,1,3,3,1,1,3,5,2,3,3,1,3,1,1,5,4,4,4,4,4,4,4,4,1,5,3,1,3,1,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1
"15",12,12,12,4,9,4,4,10,1,4,12,4,12,12,12,9,12,12,12,12,4,12,12,12,12,10,9,9,10,12,12,12,12,12,9,9,9,3,4,4,9,4,4,3,10,4,3,3,3,3,3,3,9,9,10,4,1,10,10,9,10,9,9,4,12,12,12,12,12,12,12,12,10,4,10,9,10,9,4,4,4,10,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,4,10
"16",3,3,3,10,13,10,10,1,6,10,3,10,3,3,3,13,3,3,3,3,10,3,3,3,3,1,13,13,1,3,3,3,3,3,13,13,6,4,10,10,13,10,10,4,1,10,4,4,4,4,4,4,13,1,1,10,6,1,1,13,1,13,13,10,3,3,3,3,3,3,3,3,6,10,1,13,1,13,10,10,10,1,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,6
"17",7,7,7,4,5,4,4,2,7,4,7,4,4,7,7,5,7,7,7,7,4,7,7,7,7,2,5,5,2,7,7,7,7,7,5,5,5,3,4,4,5,4,4,3,2,4,3,3,3,3,3,3,5,2,2,4,2,2,2,5,6,5,5,4,7,7,7,7,7,7,7,7,5,4,2,5,6,5,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5
"18",11,11,11,5,12,5,5,10,1,5,11,5,11,11,11,12,11,11,11,11,5,11,11,11,11,10,12,12,10,11,11,11,11,11,12,12,12,1,5,5,12,5,5,1,10,5,1,1,1,1,1,1,12,12,10,5,1,10,10,12,10,12,12,5,11,11,11,11,11,11,11,11,10,5,10,12,10,12,5,5,5,10,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,5,5,5,5,10
"19",7,7,7,5,8,5,5,4,3,5,7,5,7,7,7,8,7,7,7,7,5,7,7,7,7,4,8,8,4,7,7,7,7,7,8,8,8,9,5,5,8,5,5,9,4,5,9,9,9,9,9,9,8,4,4,5,3,4,4,8,1,8,8,5,7,7,7,7,7,7,7,7,8,5,4,8,1,8,5,5,5,4,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,8
"20",8,8,8,4,16,4,4,15,11,4,8,4,8,8,8,16,8,8,8,8,4,8,8,8,8,15,16,16,15,8,8,8,8,8,16,16,16,10,4,4,16,4,4,10,15,4,10,10,10,10,10,10,16,15,15,4,11,15,15,16,17,16,16,4,8,8,8,8,8,8,8,8,16,4,15,16,17,16,4,4,4,15,4,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,4,4,16
"21",3,3,3,6,8,6,6,13,5,6,3,6,3,3,3,8,3,3,3,3,6,3,3,3,3,13,8,8,13,3,3,3,3,3,8,8,10,9,6,6,8,6,6,9,13,6,9,9,9,9,9,9,8,13,13,6,5,13,13,8,13,8,8,6,3,3,3,3,3,3,3,3,10,6,13,8,13,8,6,6,6,13,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,10
"22",4,4,4,1,3,1,1,9,5,1,4,1,4,4,4,3,4,4,4,4,1,4,4,4,4,9,3,3,9,4,4,4,4,4,3,3,3,8,1,1,3,1,1,8,9,1,8,8,8,8,8,8,3,3,9,1,5,9,9,3,9,3,3,1,4,4,4,4,4,4,4,4,9,1,9,3,9,3,1,1,1,9,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9
"23",12,12,12,16,1,16,16,17,8,16,12,16,12,12,12,1,12,12,12,12,16,12,12,12,12,17,1,1,17,12,12,12,12,12,1,1,1,6,16,16,1,16,16,6,17,16,6,6,6,6,6,6,1,17,17,16,8,17,17,1,11,1,1,16,12,12,12,12,12,12,12,12,1,16,17,1,11,1,16,16,16,17,16,1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16,1
"24",1,1,1,8,5,8,8,2,9,8,1,8,1,1,1,5,1,1,1,1,8,1,1,1,1,2,5,5,2,1,1,1,1,1,5,5,5,3,8,8,5,8,8,3,2,8,3,3,3,3,3,3,5,2,2,8,9,2,2,5,2,5,5,8,1,1,1,1,1,1,1,1,5,8,2,5,2,5,8,8,8,2,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,5
"25",1,1,1,2,19,2,2,15,10,2,1,2,1,1,1,19,1,1,1,1,2,1,1,1,1,15,19,19,15,1,1,1,1,1,19,19,19,12,2,2,19,2,2,12,15,2,12,12,12,12,12,12,19,15,15,2,10,15,15,19,18,19,19,2,1,1,1,1,1,1,1,1,19,2,15,19,18,19,2,2,2,15,2,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,2,2,2,2,19
"26",13,13,13,12,14,12,12,10,3,12,13,12,13,13,13,14,13,13,13,13,12,13,13,13,13,10,14,14,10,13,13,13,13,13,14,14,14,4,12,12,14,12,12,4,10,12,4,4,4,4,4,4,14,10,10,12,3,10,10,14,6,14,14,12,13,13,13,13,13,13,13,13,10,12,10,14,6,14,12,12,12,10,12,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,12,12,12,10
"27",6,6,6,1,7,1,1,5,6,1,6,1,1,6,6,7,6,6,6,6,1,6,6,6,6,5,7,7,5,6,6,6,6,6,7,7,3,4,1,1,7,1,1,4,5,1,4,4,4,4,4,4,7,5,5,1,5,5,5,7,5,7,7,1,6,6,6,6,6,6,6,6,3,1,5,7,5,7,1,1,1,5,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,3
"28",8,8,8,10,1,10,10,11,4,10,8,10,8,8,8,1,8,8,8,8,10,8,8,8,8,11,1,1,11,8,8,8,8,8,1,1,1,4,10,10,1,10,10,4,11,10,4,4,4,4,4,4,1,11,11,10,4,11,11,1,9,1,1,10,8,8,8,8,8,8,8,8,1,10,11,1,9,1,10,10,10,11,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,1
"29",4,4,4,8,13,8,8,6,1,8,4,8,4,4,4,13,4,4,4,4,8,4,4,4,4,6,13,13,6,4,4,4,4,4,13,13,13,7,8,8,13,8,8,7,6,8,7,7,7,7,7,7,13,6,6,8,1,6,6,13,6,13,13,8,4,4,4,4,4,4,4,4,13,8,6,13,6,13,8,8,8,6,8,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,8,8,8,8,13
"30",5,5,5,7,8,7,7,3,11,7,5,7,5,5,5,8,5,5,5,5,7,5,5,5,5,3,8,8,3,5,5,5,5,5,8,8,8,12,7,7,8,7,7,12,3,7,12,12,12,12,12,12,8,3,3,7,11,3,3,8,3,8,8,7,5,5,5,5,5,5,5,5,8,7,3,8,3,8,7,7,7,3,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8
"31",6,6,6,4,5,4,4,2,1,4,6,4,6,6,6,5,6,6,6,6,4,6,6,6,6,2,5,5,2,6,6,6,6,6,5,5,5,3,4,4,5,4,4,3,2,4,3,3,3,3,3,3,5,5,2,4,1,2,2,5,2,5,5,4,6,6,6,6,6,6,6,6,2,4,2,5,2,5,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2
"32",1,1,1,6,5,6,6,4,1,6,1,6,6,1,1,5,1,1,1,1,6,1,1,1,1,4,5,5,4,1,1,1,1,1,5,5,5,2,6,6,5,6,6,2,4,6,2,2,2,2,2,2,5,4,4,6,4,4,4,5,4,5,5,6,1,1,1,1,1,1,1,1,5,6,4,5,4,5,6,6,6,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5
"33",1,1,1,8,6,8,8,7,1,8,1,8,8,1,1,6,1,1,1,1,8,1,1,1,1,7,6,6,7,1,1,1,1,1,6,6,15,10,8,8,6,8,8,10,7,8,10,10,10,10,10,10,6,7,7,8,7,7,7,6,5,6,6,8,1,1,1,1,1,1,1,1,15,8,7,6,5,6,8,8,8,7,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,15
"34",6,6,6,14,4,14,14,26,5,14,6,14,6,6,6,4,6,6,6,6,14,6,6,6,6,26,4,4,26,6,6,6,6,6,4,4,4,2,14,14,4,14,14,2,26,14,2,2,2,2,2,2,4,26,26,14,5,26,26,4,12,4,4,14,6,6,6,6,6,6,6,6,26,14,26,4,12,4,14,14,14,26,14,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,4,14,14,14,14,26
"35",4,4,4,11,6,11,11,10,1,11,4,11,4,4,4,6,4,4,4,4,11,4,4,4,4,10,6,6,10,4,4,4,4,4,6,6,7,5,11,11,6,11,11,5,10,11,5,5,5,5,5,5,6,10,10,11,1,10,10,6,10,6,6,11,4,4,4,4,4,4,4,4,7,11,10,6,10,6,11,11,11,10,11,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,11,11,11,7
"36",5,5,5,7,6,7,7,9,1,7,5,7,5,5,5,6,5,5,5,5,7,5,5,5,5,9,6,6,9,5,5,5,5,5,6,6,4,8,7,7,6,7,7,8,9,7,8,8,8,8,8,8,6,9,9,7,1,9,9,6,9,6,6,7,5,5,5,5,5,5,5,5,4,7,9,6,9,6,7,7,7,9,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,4
"37",9,9,9,18,10,18,18,17,15,18,9,18,9,9,9,10,9,9,9,9,18,9,9,9,9,17,10,10,17,9,9,9,9,9,10,10,10,7,18,18,10,18,18,7,17,18,7,7,7,7,7,7,10,17,17,18,15,17,17,10,15,10,10,18,9,9,9,9,9,9,9,9,10,18,17,10,15,10,18,18,18,17,18,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,18,18,18,18,10
"38",8,8,8,4,6,4,4,21,22,4,8,4,8,8,8,6,8,8,8,8,4,8,8,8,8,21,6,6,21,8,8,8,8,8,6,6,6,16,4,4,6,4,4,16,21,4,16,16,16,16,16,16,6,21,21,4,22,21,21,6,16,6,6,4,8,8,8,8,8,8,8,8,21,4,21,6,16,6,4,4,4,21,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,21
"39",10,10,10,12,13,12,12,11,7,12,10,12,10,10,10,13,10,10,10,10,12,10,10,10,10,11,13,13,11,10,10,10,10,10,13,13,13,17,12,12,13,12,12,17,11,12,17,17,17,17,17,17,13,11,11,12,7,11,11,13,11,13,13,12,10,10,10,10,10,10,10,10,13,12,11,13,11,13,12,12,12,11,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12,12,12,13
"40",2,2,2,3,5,3,3,6,1,3,2,3,2,2,2,5,2,2,2,2,3,2,2,2,2,6,5,5,6,2,2,2,2,2,5,5,5,4,3,3,5,3,3,4,6,3,4,4,4,4,4,4,5,6,6,3,1,6,6,5,6,5,5,3,2,2,2,2,2,2,2,2,5,3,6,5,6,5,3,3,3,6,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5
"41",8,8,8,4,1,4,4,6,6,4,8,4,8,8,8,1,8,8,8,8,4,8,8,8,8,6,1,1,6,8,8,8,8,8,1,1,1,7,4,4,1,4,4,7,6,4,7,7,7,7,7,7,1,1,6,4,6,6,6,1,6,1,1,4,8,8,8,8,8,8,8,8,1,4,6,1,6,1,4,4,4,6,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1
"42",2,2,2,6,1,6,6,3,2,6,2,6,6,2,2,1,2,2,2,2,6,2,2,2,2,3,1,1,3,2,2,2,2,2,1,1,1,4,6,6,1,6,6,4,3,6,4,4,4,4,4,4,1,1,3,6,3,3,3,1,3,1,1,6,2,2,2,2,2,2,2,2,3,6,3,1,3,1,6,6,6,3,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,3
"43",1,1,1,7,14,7,7,4,9,7,1,7,1,1,1,14,1,1,1,1,7,1,1,1,1,4,14,14,4,1,1,1,1,1,14,14,14,13,7,7,14,7,7,13,4,7,13,13,13,13,13,13,14,14,4,7,9,4,4,14,4,14,14,7,1,1,1,1,1,1,1,1,4,7,4,14,4,14,7,7,7,4,7,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,7,7,4
"44",4,4,4,3,1,3,3,5,4,3,4,3,3,4,4,1,4,4,4,4,3,4,4,4,4,5,1,1,5,4,4,4,4,4,1,1,1,2,3,3,1,3,3,2,5,3,2,2,2,2,2,2,1,1,5,3,5,5,5,1,5,1,1,3,4,4,4,4,4,4,4,4,5,3,5,1,5,1,3,3,3,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5
"45",4,4,4,6,1,6,6,5,3,6,4,6,4,4,4,1,4,4,4,4,6,4,4,4,4,5,1,1,1,4,4,4,4,4,1,1,2,7,6,6,1,6,6,7,5,6,7,7,7,7,7,7,1,1,5,6,3,5,5,1,5,1,1,6,4,4,4,4,4,4,4,4,2,6,5,1,5,1,6,6,6,5,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,2
"46",6,6,6,7,5,7,7,4,1,7,6,7,6,6,6,5,6,6,6,6,7,6,6,6,6,4,5,5,4,6,6,6,6,6,5,5,5,3,7,7,5,7,7,3,4,7,3,3,3,3,3,3,5,4,4,7,1,4,4,5,2,5,5,7,6,6,6,6,6,6,6,6,4,7,4,5,2,5,7,7,7,4,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,4
"47",1,1,1,3,9,3,3,8,1,3,1,3,3,1,1,9,1,1,1,1,3,1,1,1,1,8,9,9,8,1,1,1,1,1,9,9,9,7,3,3,9,3,3,7,8,3,7,7,7,7,7,7,9,8,8,3,8,8,8,9,7,9,9,3,1,1,1,1,1,1,1,1,9,3,8,9,7,9,3,3,3,8,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,9
"48",17,17,17,5,1,5,5,18,4,5,17,5,17,17,17,1,17,17,17,17,5,17,17,17,17,18,1,1,18,17,17,17,17,17,1,1,1,2,5,5,1,5,5,2,18,5,2,2,2,2,2,2,1,18,18,5,4,18,18,1,3,1,1,5,17,17,17,17,17,17,17,17,1,5,18,1,3,1,5,5,5,18,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1
"49",2,2,2,1,5,1,1,4,6,1,2,1,2,2,2,5,2,2,2,2,1,2,2,2,2,4,5,5,4,2,2,2,2,2,5,5,5,3,1,1,5,1,1,3,4,1,3,3,3,3,3,3,5,4,4,1,6,4,4,5,4,5,5,1,2,2,2,2,2,2,2,2,5,1,4,5,4,5,1,1,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5
"50",14,14,14,11,12,11,11,7,14,11,14,11,11,14,14,12,14,14,14,14,11,14,14,14,14,7,12,12,7,14,14,14,14,14,12,12,4,13,11,11,12,11,11,13,7,11,13,13,13,13,13,13,12,7,7,11,7,7,7,12,7,12,12,11,14,14,14,14,14,14,14,14,4,11,7,12,7,12,11,11,11,7,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,11,4
"51",2,2,2,7,3,7,7,6,8,7,2,7,2,2,2,3,2,2,2,2,7,2,2,2,2,6,3,3,6,2,2,2,2,2,3,3,3,11,7,7,3,7,7,11,6,7,11,11,11,11,11,11,3,6,6,7,8,6,6,3,6,3,3,7,2,2,2,2,2,2,2,2,3,7,6,3,6,3,7,7,7,6,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,3
"52",5,5,5,7,10,7,7,2,6,7,5,7,5,5,5,10,5,5,5,5,7,5,5,5,5,2,10,10,2,5,5,5,5,5,10,10,10,8,7,7,10,7,7,8,2,7,8,8,8,8,8,8,10,2,2,7,6,2,2,10,2,10,10,7,5,5,5,5,5,5,5,5,10,7,2,10,2,10,7,7,7,2,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,7,7,7,7,10
"53",15,15,15,12,24,12,12,4,22,12,15,12,15,15,15,24,15,15,15,15,12,15,15,15,15,4,24,24,4,15,15,15,15,15,24,24,24,1,12,12,24,12,12,1,4,12,1,1,1,1,1,1,24,4,4,12,22,4,4,24,8,24,24,12,15,15,15,15,15,15,15,15,4,12,4,24,8,24,12,12,12,4,12,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,24,12,12,12,12,4
"54",6,6,6,9,2,9,9,5,3,9,6,9,6,6,6,2,6,6,6,6,9,6,6,6,6,5,2,2,5,6,6,6,6,6,2,2,10,10,9,9,2,9,9,10,5,9,10,10,10,10,10,10,2,5,5,9,3,5,5,2,11,2,2,9,6,6,6,6,6,6,6,6,10,9,5,2,11,2,9,9,9,5,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,10
"55",3,3,3,2,6,2,2,4,3,2,3,2,2,3,3,6,3,3,3,3,2,3,3,3,3,4,6,6,4,3,3,3,3,3,6,6,6,1,2,2,6,2,2,1,4,2,1,1,1,1,1,1,6,4,4,2,4,4,4,6,4,6,6,2,3,3,3,3,3,3,3,3,6,2,4,6,4,6,2,2,2,4,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,6
"56",6,6,6,4,8,4,4,11,9,4,6,4,6,6,6,8,6,6,6,6,4,6,6,6,6,11,8,8,11,6,6,6,6,6,8,8,7,13,4,4,8,4,4,13,11,4,13,13,13,13,13,13,8,11,11,4,9,11,11,8,11,8,8,4,6,6,6,6,6,6,6,6,7,4,11,8,11,8,4,4,4,11,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,4,4,4,4,7
"57",2,2,2,9,11,9,9,1,10,9,2,9,2,2,2,11,2,2,2,2,9,2,2,2,2,1,11,11,1,2,2,2,2,2,11,11,8,14,9,9,11,9,9,14,1,9,14,14,14,14,14,14,11,1,1,9,10,1,1,11,1,11,11,9,2,2,2,2,2,2,2,2,8,9,1,11,1,11,9,9,9,1,9,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,9,9,9,9,8
