"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"66",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"67",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"68",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"69",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"70",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"71",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"72",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"73",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"74",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"75",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"76",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"77",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"78",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"79",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"80",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"81",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"82",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"83",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"84",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"85",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"86",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"87",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"88",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"89",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"90",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"91",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"92",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"93",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"94",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"95",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"96",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"97",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"98",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"99",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
"100",1,12,13,1,13,11,3,2,8,3,3,10,10,9,9,9,8,12,8,7,13,7,7,10,7,3,2,2,7,5,9,10,1,8
