"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"64",6,5,8,3,4,2,3,2,4,5,2,7,1
"65",5,3,6,2,7,6,2,4,1,3,7,8,1
"66",6,2,7,5,1,7,5,8,4,2,1,3,4
"67",2,4,3,8,1,3,8,1,1,4,5,6,7
"68",2,5,8,7,4,8,7,1,6,5,4,3,6
"69",1,2,8,5,6,8,5,4,3,2,6,7,3
"70",7,2,8,4,5,8,4,5,5,2,1,6,3
"71",6,8,7,4,2,7,4,5,2,8,5,1,3
"72",6,3,2,8,4,2,8,4,4,3,1,5,7
"73",7,5,3,4,6,3,4,6,6,5,2,8,1
"74",1,5,3,6,2,3,6,8,2,5,8,7,4
"75",6,4,2,3,7,2,3,5,7,4,5,8,1
"76",3,6,5,4,8,5,4,7,8,6,7,2,1
"77",2,6,5,8,7,1,8,1,7,6,1,4,3
"78",3,6,7,1,9,7,1,4,2,2,9,5,8
"79",5,1,4,2,7,3,2,3,7,1,3,8,6
"80",7,4,9,5,6,9,5,8,3,3,6,1,2
"81",2,5,6,1,3,4,1,4,8,5,4,7,8
"82",7,2,8,5,3,8,5,3,3,2,4,1,6
"83",6,1,2,4,3,2,4,3,3,1,5,8,7
"84",5,2,3,8,4,3,8,7,1,2,4,6,1
"85",6,4,5,8,2,5,8,1,2,4,1,7,3
"86",4,8,2,5,3,2,5,3,3,8,1,7,6
"87",6,4,1,2,7,1,2,8,7,4,8,5,3
"88",5,6,3,2,7,3,2,8,7,6,8,4,1
"89",1,5,7,6,4,7,6,4,4,5,3,8,2
"90",1,4,8,5,2,8,5,2,2,4,7,3,6
"91",6,3,1,5,2,7,5,7,2,3,7,8,4
"92",4,7,5,2,6,5,2,6,6,7,8,3,1
"93",7,6,5,1,8,5,1,2,8,8,2,4,3
"94",2,8,3,1,7,3,1,7,7,8,6,5,4
"95",2,5,3,8,7,3,8,6,7,5,6,1,4
"96",5,8,3,7,4,3,7,4,4,8,2,1,6
"97",4,8,3,7,5,3,7,2,5,8,2,6,1
"98",4,8,6,2,1,6,2,5,7,8,1,3,7
"99",6,5,2,8,1,2,8,1,1,5,3,4,7
"100",6,2,7,8,3,7,8,3,3,2,1,5,4
