"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"54",5,1,4,5,5,3,3,3,3,3,1,1,3
"55",1,4,1,1,1,6,6,6,6,6,4,4,6
"56",4,2,4,4,4,1,1,1,1,1,2,2,1
"57",3,1,5,3,3,2,2,2,2,2,1,1,2
"58",3,1,3,3,3,4,4,4,4,4,1,1,4
"59",2,3,1,2,2,5,5,5,5,5,3,3,5
"60",1,2,5,1,1,4,4,4,4,4,2,2,4
"61",1,5,6,1,1,2,2,2,2,2,5,5,2
"62",5,2,5,5,5,1,1,1,1,1,2,2,1
"63",6,1,6,6,6,4,4,4,4,4,1,1,4
"64",5,2,5,5,5,1,1,1,1,1,2,2,1
"65",2,4,3,2,2,1,1,1,1,1,4,4,1
"66",4,5,4,4,4,2,2,2,2,2,5,5,2
"67",5,1,3,5,5,2,2,2,2,2,1,1,2
"68",3,5,2,3,3,4,4,4,4,4,5,5,4
"69",2,5,3,2,2,4,4,4,4,4,5,5,4
"70",5,3,4,5,5,1,1,1,1,1,3,3,1
"71",5,2,5,5,5,4,4,4,4,4,2,2,4
"72",3,2,3,3,3,1,1,1,1,1,2,2,1
"73",3,4,3,3,3,5,5,5,5,5,4,4,5
"74",4,5,3,4,4,2,2,2,2,2,5,5,2
"75",4,3,1,4,4,5,5,5,5,5,3,3,5
"76",4,5,1,4,4,3,3,3,3,3,5,5,3
"77",1,4,5,1,1,2,2,2,2,2,4,4,2
"78",3,4,3,3,3,1,1,1,1,1,4,4,1
"79",3,4,2,3,3,5,5,5,5,5,4,4,5
"80",3,1,4,3,3,5,5,5,5,5,1,1,5
"81",2,1,4,2,2,3,3,3,3,3,1,1,3
"82",2,4,1,2,2,3,3,3,3,3,4,4,3
"83",4,2,3,4,4,1,1,1,1,1,2,2,1
"84",5,2,3,5,5,4,4,4,4,4,2,2,4
"85",4,1,2,4,4,5,5,5,5,5,1,1,5
"86",1,5,1,1,1,4,4,4,4,4,5,5,4
"87",3,1,2,3,3,5,5,5,5,5,1,1,5
"88",1,4,6,1,1,5,5,5,5,5,4,4,5
"89",1,2,1,1,1,4,4,4,4,4,2,2,4
"90",4,1,4,4,4,3,3,3,3,3,1,1,3
"91",4,3,4,4,4,2,2,2,2,2,3,3,2
"92",4,5,4,4,4,6,6,6,6,6,5,5,6
"93",2,5,3,2,2,4,4,4,4,4,5,5,4
"94",4,2,5,4,4,1,1,1,1,1,2,2,1
"95",3,1,3,3,3,5,5,5,5,5,1,1,5
"96",5,1,3,5,5,2,2,2,2,2,1,1,2
"97",5,4,1,5,5,2,2,2,2,2,4,4,2
"98",2,1,2,2,2,5,5,5,5,5,1,1,5
"99",1,5,1,1,1,2,2,2,2,2,5,5,2
"100",3,1,3,3,3,6,6,6,6,6,1,1,6
