"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118"
"11",8,2,10,4,4,7,7,2,6,2,2,9,7,5,5,2,8,5,5,6,4,9,8,4,2,2,8,8,7,9,4,9,9,4,4,2,10,6,2,10,7,5,7,4,4,2,2,8,5,7,10,8,2,10,4,9,8,8,5,4,2,4,2,2,10,10,8,9,6,4,10,7,8,7,9,1,10,7,10,7,9,9,9,7,9,7,9,5,5,6,5,1,10,10,2,10,7,8,8,6,10,2,6,10,7,2,9,9,7,6,7,5,9,10,9,10,1,5
"12",11,11,5,3,3,8,8,11,7,11,3,10,8,9,9,11,11,9,8,7,3,10,8,3,11,12,8,8,13,10,3,5,12,3,13,11,5,7,11,5,12,9,13,13,3,11,3,11,9,13,5,11,11,5,7,10,11,11,12,3,3,3,11,11,5,3,5,10,7,3,5,10,11,8,3,10,12,10,5,8,10,10,10,10,10,8,12,9,9,7,9,2,12,5,11,12,13,11,11,7,12,11,7,5,8,5,10,10,13,7,13,9,12,12,12,13,10,9
"13",5,2,6,9,3,5,5,2,3,2,9,2,5,8,8,2,5,8,4,3,9,2,3,9,2,2,3,3,7,2,9,6,2,9,7,2,6,3,2,6,8,8,7,7,3,2,9,7,8,7,6,6,9,4,7,2,5,7,8,3,9,9,2,2,6,9,6,2,2,9,6,7,5,4,3,5,4,7,6,4,2,2,2,7,2,4,2,8,8,3,5,5,4,6,2,4,7,5,5,2,4,2,3,6,4,6,2,2,7,3,7,8,2,4,4,4,5,8
"14",11,18,7,15,17,8,8,18,18,18,17,14,8,13,14,18,11,13,8,14,15,14,19,15,18,2,19,19,6,14,15,7,2,17,20,18,7,14,18,7,13,13,20,7,17,18,15,20,3,6,7,6,15,7,20,14,11,11,13,17,17,15,18,18,7,15,11,14,14,15,7,20,11,8,2,19,20,20,7,8,14,14,14,20,14,8,2,13,3,14,19,19,20,7,18,20,6,11,11,14,20,18,14,7,8,18,14,14,20,14,6,13,2,20,2,20,19,3
"15",13,9,15,9,14,12,12,9,9,9,20,6,12,3,17,9,13,3,12,4,9,6,10,9,9,14,10,10,19,6,9,6,14,20,4,9,15,4,9,15,18,18,4,15,14,9,9,4,21,19,15,11,9,6,4,6,13,13,14,14,20,9,9,9,15,6,13,6,9,9,15,4,13,10,14,2,4,4,15,21,6,6,6,4,6,21,14,3,14,4,2,2,4,15,9,4,19,13,13,6,4,9,4,15,21,15,6,6,4,4,19,3,14,4,14,4,2,17
"16",3,2,1,3,5,5,5,2,2,2,3,6,5,6,6,2,3,6,5,6,3,6,1,3,2,2,1,1,7,6,3,1,2,3,4,2,1,6,2,1,4,4,4,1,5,2,2,4,5,7,1,7,3,1,3,6,3,2,4,5,3,3,2,2,1,1,1,6,6,3,1,5,3,5,2,7,4,5,1,5,6,6,6,5,6,5,2,6,5,6,5,7,4,1,2,4,7,3,3,6,4,2,6,1,5,2,6,6,4,6,7,6,2,4,2,4,7,5
"17",11,10,10,2,6,9,9,10,12,10,2,3,9,8,13,10,11,8,9,12,2,3,4,2,10,1,4,4,8,3,2,3,1,2,12,10,10,12,10,10,12,12,12,12,6,10,2,12,13,8,10,10,10,1,12,3,11,11,12,6,2,2,10,10,10,2,11,3,2,2,10,12,11,9,6,4,1,12,10,9,3,3,3,12,3,9,1,8,13,12,4,4,1,10,10,1,8,11,11,3,1,10,12,10,9,10,3,3,12,12,8,8,1,1,1,1,10,13
"18",2,5,9,2,12,1,1,5,6,5,2,10,1,1,1,5,2,1,15,6,2,10,3,2,5,7,3,3,8,10,2,10,7,2,8,5,9,6,5,9,8,1,8,9,12,5,5,8,1,8,9,5,2,15,8,10,2,5,15,12,2,2,5,5,9,15,9,10,6,2,9,8,2,1,7,6,15,8,9,1,10,10,10,8,10,1,7,1,12,6,1,14,15,9,5,15,8,2,2,6,15,5,6,9,10,5,10,10,8,6,8,1,7,15,7,15,6,15
"19",7,3,1,1,7,12,12,3,3,3,1,6,12,2,2,3,7,2,12,8,1,6,4,1,3,3,4,4,9,6,1,6,6,1,8,3,1,8,3,1,8,8,8,8,7,3,3,8,2,9,1,10,1,13,8,6,7,7,8,7,1,1,3,3,1,1,7,6,6,1,1,2,7,2,7,4,13,2,1,12,6,6,6,2,6,2,3,2,2,8,2,4,13,1,3,13,9,7,7,6,13,3,8,1,6,3,6,6,13,8,9,2,3,13,13,13,4,2
"20",13,20,4,6,9,10,10,20,20,20,14,7,10,1,1,20,13,1,10,20,6,7,8,6,20,22,8,8,9,7,6,7,22,14,5,20,4,20,20,4,5,1,5,4,9,20,6,5,1,9,4,11,6,7,5,7,13,13,5,9,14,6,20,20,4,6,13,7,20,6,4,5,13,10,22,16,5,5,4,10,7,7,7,5,7,10,22,1,1,13,1,16,5,4,20,5,9,13,13,20,5,20,20,4,10,4,7,7,5,20,9,1,22,5,22,5,16,1
"21",5,2,1,2,3,4,4,2,2,2,6,7,4,3,3,2,5,3,4,3,2,7,4,2,2,8,4,4,7,7,2,7,8,5,5,2,1,3,2,1,3,3,6,1,3,2,2,3,3,7,1,2,2,8,5,7,5,5,3,3,6,2,2,2,1,8,1,7,2,2,1,6,5,4,8,1,8,6,1,4,7,7,7,6,7,4,8,3,3,5,4,1,8,1,2,8,7,5,5,7,8,2,3,1,4,1,7,7,6,3,7,3,8,8,8,8,1,4
"22",8,10,2,6,2,3,3,10,10,10,6,5,3,4,4,10,8,4,3,5,6,5,8,6,10,1,8,2,1,5,6,2,1,6,9,10,2,5,10,2,9,4,9,9,2,10,6,9,4,1,2,10,6,9,8,5,8,10,9,2,6,6,10,10,2,6,2,5,5,6,2,8,8,8,1,10,9,8,2,7,5,5,5,8,5,7,1,4,2,5,3,4,9,2,10,9,1,8,8,5,9,10,5,2,7,10,5,5,9,5,1,4,1,9,1,9,10,3
"23",11,15,8,13,9,10,10,15,15,15,20,7,10,5,5,15,11,5,10,9,13,7,11,13,15,20,11,11,3,7,13,7,20,9,9,15,8,9,15,8,10,5,10,8,9,15,13,10,1,3,8,15,13,7,9,7,11,15,9,9,20,13,15,15,8,13,11,7,13,13,8,10,11,10,20,17,10,10,8,1,7,7,7,10,7,1,20,5,6,9,17,17,10,8,15,10,3,11,11,7,10,15,9,8,1,15,7,7,10,9,3,5,20,10,20,8,17,6
"24",5,12,1,11,15,9,9,12,7,12,13,10,9,3,3,12,5,3,9,7,11,10,2,11,12,12,2,2,13,10,11,1,10,15,4,12,1,7,12,1,4,4,13,4,15,12,11,4,3,13,1,4,11,1,11,10,5,4,4,15,13,11,12,12,1,11,5,10,11,11,1,3,5,3,15,14,3,3,1,9,10,10,10,3,10,3,10,3,15,7,9,14,3,1,12,3,13,5,5,7,3,12,7,1,10,12,10,10,3,7,13,3,10,3,10,4,14,9
"25",3,5,4,4,4,3,3,5,5,5,4,2,3,6,2,5,3,6,7,2,4,2,3,4,5,6,3,3,8,2,4,2,6,4,8,5,4,2,5,4,9,9,8,8,4,5,5,8,6,8,4,5,4,2,8,2,3,5,6,4,4,4,5,5,4,4,3,2,2,4,4,8,3,3,6,9,8,8,4,6,2,2,2,8,2,6,6,6,7,2,3,9,8,4,5,8,8,3,3,2,8,5,2,4,6,5,2,2,8,2,8,6,6,8,6,8,9,7
"26",4,12,5,7,1,3,3,12,13,12,1,10,3,3,3,12,4,3,3,13,7,10,13,7,12,12,13,13,13,10,7,10,10,1,7,12,5,13,12,5,8,3,13,7,1,12,12,6,3,13,5,6,4,5,7,10,4,4,8,1,1,7,12,12,5,5,4,10,13,7,5,7,4,3,1,2,5,7,5,3,10,10,10,7,10,3,10,3,3,13,3,2,5,5,12,5,13,4,4,13,5,12,13,5,10,12,10,10,7,13,13,3,10,5,10,5,2,3
"27",11,4,10,4,5,11,11,4,6,4,3,9,11,8,8,4,11,8,5,6,4,9,11,4,4,4,11,10,1,9,4,9,9,5,12,4,10,6,4,10,3,8,3,12,5,4,4,3,8,1,10,3,4,9,12,9,11,12,5,5,3,4,4,4,10,9,10,9,4,4,10,12,11,11,5,1,6,12,10,11,9,9,9,12,9,11,4,8,5,12,11,1,6,10,4,6,1,11,11,9,6,4,6,10,9,10,9,9,12,6,1,8,4,6,6,12,1,5
"28",1,8,11,12,10,15,15,8,8,8,6,3,15,1,1,8,1,1,13,5,12,3,1,12,8,8,1,11,5,3,12,3,3,6,5,8,11,5,8,11,5,1,5,11,10,8,12,5,1,5,11,8,12,3,5,3,1,8,10,10,6,12,8,8,11,12,11,3,12,12,11,5,1,1,10,14,10,5,11,15,3,3,3,5,3,1,10,1,13,5,1,14,10,11,8,10,5,1,1,3,10,8,5,11,3,8,3,3,5,5,5,1,3,10,10,11,14,13
"29",9,6,2,9,4,8,8,6,6,6,4,7,8,5,5,6,9,5,8,7,9,7,5,9,6,1,5,5,4,7,9,2,1,4,4,6,2,7,6,2,5,5,4,4,4,6,6,6,5,4,2,6,9,3,9,7,9,6,4,4,9,9,6,6,2,3,9,7,7,9,2,2,9,5,1,1,3,2,2,8,7,7,7,2,7,5,1,5,8,7,8,1,3,2,6,3,4,9,9,7,3,6,7,2,5,6,7,7,3,7,4,5,1,3,1,3,1,8
"30",8,9,20,9,1,2,2,9,11,9,8,14,2,22,22,9,8,22,2,11,9,14,21,9,9,15,21,21,16,14,9,14,15,8,16,9,20,11,9,20,16,22,16,20,1,9,9,16,22,16,20,21,9,15,16,14,8,8,15,1,8,9,9,9,20,15,8,14,9,9,20,16,8,2,1,10,15,16,20,2,14,14,14,16,14,2,15,22,1,11,2,10,15,20,9,15,16,8,8,11,15,9,11,20,2,20,14,14,16,11,16,22,15,15,15,15,10,22
"31",7,7,6,2,10,1,1,7,3,7,2,8,1,5,5,7,7,5,1,3,2,8,6,2,7,10,6,6,9,8,2,8,10,2,4,7,6,3,7,6,3,5,3,4,10,7,2,3,5,9,6,7,7,8,4,8,7,7,10,10,2,2,7,7,6,2,6,8,2,2,6,4,7,1,10,6,1,4,6,1,8,8,8,4,8,1,10,5,5,3,5,4,1,6,7,1,9,7,7,3,1,7,3,6,8,6,8,8,4,3,9,5,10,1,10,4,6,5
"32",3,8,7,6,10,11,11,8,8,8,9,5,11,4,5,8,3,4,11,5,6,5,10,6,8,4,3,7,9,5,6,7,4,9,9,8,7,5,8,7,4,4,9,9,10,8,6,2,10,9,7,2,6,2,6,5,3,9,4,10,6,6,8,8,7,6,3,5,5,6,7,10,3,10,4,11,2,10,7,11,5,5,5,10,5,10,4,4,10,5,11,6,2,7,8,2,9,3,3,5,2,8,5,7,10,8,5,5,2,5,9,4,4,2,2,2,11,11
"33",10,18,11,9,14,12,12,18,18,18,15,16,12,3,3,18,10,3,12,18,9,16,6,9,18,15,6,6,14,16,9,11,15,10,10,18,11,18,18,11,8,8,8,11,14,18,9,8,8,14,11,11,9,7,10,16,10,10,3,14,15,9,18,18,11,9,11,16,18,9,11,8,10,8,15,14,7,8,11,12,16,16,16,8,16,16,15,3,12,10,12,14,7,11,18,7,14,10,10,18,7,18,18,11,16,11,16,16,7,18,14,3,15,7,15,7,14,12
"34",3,4,5,1,4,10,10,4,20,4,6,11,10,8,8,4,3,8,10,20,1,11,9,1,4,11,9,9,6,11,1,5,11,6,6,4,5,20,4,5,6,8,6,6,4,4,1,20,8,6,5,3,1,16,20,11,3,3,8,4,1,1,4,4,5,1,3,11,1,1,5,20,3,10,11,14,16,20,5,10,11,11,11,20,11,10,11,8,8,20,8,19,16,5,4,16,6,3,3,20,16,4,20,5,10,5,11,11,16,20,6,8,11,16,16,16,14,8
"35",1,1,9,6,13,8,8,1,4,1,1,7,8,2,2,1,1,2,8,4,6,7,7,6,1,10,7,9,5,7,6,9,10,1,14,1,9,4,1,9,2,2,14,14,13,1,6,14,2,5,9,1,1,12,14,7,1,1,13,13,1,6,1,1,9,6,9,7,6,6,9,14,1,2,10,16,12,14,9,8,7,7,7,14,7,2,10,2,13,4,16,16,12,9,1,12,5,1,1,4,12,1,4,9,2,9,7,7,14,4,5,2,10,12,10,12,1,13
"36",6,5,11,7,4,3,3,5,2,5,2,4,3,3,3,5,6,3,3,2,7,4,10,7,5,1,10,11,7,4,7,11,1,2,6,5,11,2,5,11,6,6,6,11,4,5,7,6,3,7,11,5,7,10,6,4,6,6,6,4,2,7,5,5,11,7,11,4,2,7,11,10,6,10,1,7,10,10,11,3,4,4,4,10,4,3,1,3,3,6,3,7,10,11,5,10,7,6,6,2,10,5,2,11,4,5,4,4,10,2,7,3,1,10,1,10,7,3
"37",16,8,1,14,2,15,15,8,8,8,5,5,15,2,2,8,16,2,13,8,14,5,15,14,8,14,15,15,7,5,14,1,14,5,16,8,1,8,8,1,2,2,7,1,2,8,14,16,2,7,1,16,14,13,16,5,16,16,2,2,14,14,8,8,1,13,1,5,8,14,1,4,16,15,14,10,13,4,1,15,5,5,5,4,5,15,14,2,2,16,2,10,13,1,8,13,7,16,16,8,13,8,8,1,15,1,5,5,4,8,7,2,14,13,13,13,10,2
"38",2,8,10,11,9,9,9,8,14,8,10,5,9,3,14,8,2,3,9,14,11,5,7,11,8,1,7,7,1,5,11,5,1,10,4,8,10,14,8,10,4,4,4,4,9,8,8,4,9,1,10,8,8,5,2,5,2,4,4,9,10,11,8,8,10,11,10,5,14,11,10,2,2,9,1,3,11,2,10,9,5,5,5,2,5,9,1,3,9,14,3,3,11,10,8,11,1,2,2,14,11,8,14,10,5,8,5,5,4,14,1,3,1,11,1,4,3,9
"39",15,12,15,12,13,21,21,12,5,12,23,7,21,3,3,12,15,3,21,5,12,7,5,12,12,13,5,5,14,7,12,7,13,23,8,12,15,5,12,15,22,3,22,8,13,12,12,22,3,14,15,15,12,10,15,7,15,8,13,13,15,12,12,12,15,10,15,7,12,12,15,22,15,22,13,21,10,22,15,21,7,7,7,22,7,7,13,3,13,8,21,23,10,15,12,10,14,15,15,5,10,12,5,15,7,12,7,7,8,5,14,3,13,10,13,8,15,3
"40",8,8,1,4,3,3,3,8,7,8,4,7,3,6,7,8,8,6,3,7,4,7,10,4,8,2,10,10,2,7,4,1,2,4,9,8,1,7,8,1,6,6,9,9,3,8,4,9,10,2,1,8,8,5,9,7,8,8,6,3,4,4,8,8,1,4,1,7,7,4,1,9,8,10,2,5,5,9,1,2,7,7,7,9,7,2,2,6,3,7,3,5,5,1,8,5,2,8,8,7,5,8,7,1,2,1,7,7,9,7,2,6,2,5,2,5,8,10
"41",3,12,1,7,11,5,5,12,12,12,3,6,5,10,10,12,3,10,13,3,7,6,11,7,12,4,11,11,6,6,7,1,4,3,3,12,1,3,12,1,5,5,3,1,11,12,7,5,5,6,1,12,7,13,3,6,3,3,11,11,3,7,12,12,1,7,1,6,7,7,1,5,3,5,4,2,13,5,1,5,6,6,6,5,6,5,4,10,11,3,2,2,13,1,12,13,6,3,3,12,13,12,3,1,6,12,6,6,13,3,6,10,4,13,4,13,2,11
"42",1,4,6,4,5,3,3,4,4,4,7,7,3,2,7,4,1,2,3,7,4,7,2,4,4,5,2,2,7,7,4,6,5,7,6,4,6,7,4,6,1,1,7,6,5,4,4,1,3,6,6,1,4,5,6,7,1,1,5,5,1,4,4,4,6,5,1,7,4,4,6,3,1,3,5,2,5,3,6,3,7,7,7,3,7,3,5,2,3,7,2,2,5,6,4,5,7,1,1,7,5,4,7,6,3,4,7,7,5,7,7,2,5,5,5,6,2,3
"43",9,5,9,6,5,7,7,5,5,5,9,4,7,7,7,5,9,7,7,4,6,4,3,6,5,5,3,3,4,4,6,4,5,9,1,5,9,4,5,9,1,1,1,1,5,5,6,1,7,1,9,9,9,8,6,4,9,1,1,5,9,6,5,5,9,6,9,4,4,6,9,3,9,7,5,9,8,3,9,7,4,4,4,3,4,7,5,7,7,4,7,1,8,9,5,8,4,9,9,4,8,5,4,9,7,5,4,4,3,4,4,7,5,8,8,8,9,7
"44",4,9,6,15,2,11,11,9,9,9,4,13,11,18,18,9,4,18,11,9,15,13,14,15,9,7,14,14,5,13,15,13,7,2,2,9,6,9,9,6,1,18,5,2,2,9,15,4,18,5,6,4,15,6,15,13,4,2,2,2,4,15,9,9,6,6,4,13,9,15,6,5,4,14,7,6,6,5,6,14,13,13,13,5,13,14,7,18,11,2,11,6,6,6,9,6,5,4,4,9,6,9,9,6,14,9,13,13,5,9,5,18,7,6,7,6,6,11
"45",4,8,3,8,2,6,6,8,8,8,12,5,6,1,1,8,4,1,6,5,8,5,7,8,8,2,7,7,9,5,8,3,2,12,10,8,3,5,8,3,12,1,12,10,2,8,8,13,1,9,3,13,8,3,13,5,4,10,2,2,12,8,8,8,3,3,4,5,8,8,3,13,4,4,2,11,2,13,3,6,5,5,5,13,5,4,2,1,6,5,6,11,2,3,8,2,9,4,4,5,2,8,5,3,4,3,5,5,13,5,9,1,2,2,2,10,11,6
"46",10,5,8,9,7,7,7,5,6,5,9,8,7,4,4,5,10,4,7,6,9,8,9,9,5,7,9,9,2,8,9,8,7,9,3,5,8,6,5,8,3,3,3,3,7,5,9,3,3,2,8,1,9,8,3,8,10,10,7,7,9,9,5,5,8,8,10,8,6,9,8,3,10,3,7,5,2,3,8,7,8,8,8,3,8,3,7,4,7,6,7,1,2,8,5,2,2,10,10,6,2,5,6,8,3,5,8,8,3,6,2,4,7,2,2,2,5,7
"47",8,9,2,11,6,7,7,9,10,9,6,1,7,3,3,9,8,3,7,10,11,1,7,11,9,9,7,7,11,1,11,2,1,6,5,9,2,10,9,2,10,3,10,5,6,9,11,10,3,5,2,9,8,4,11,1,8,5,10,6,6,11,9,9,2,4,8,1,10,11,2,11,8,7,6,6,4,11,2,7,1,1,1,11,1,1,9,3,6,5,7,6,4,2,9,4,11,8,8,10,4,9,10,2,1,2,1,1,5,10,11,3,9,4,4,5,6,3
"48",3,9,3,11,1,5,5,9,1,9,10,4,5,2,2,9,3,2,5,1,11,4,6,11,9,9,6,6,5,4,11,4,4,1,10,9,3,1,9,3,8,2,10,10,1,9,11,10,2,10,3,3,3,5,10,4,3,10,1,1,3,11,9,9,3,11,3,4,11,11,3,10,3,5,1,9,5,10,3,11,4,4,4,10,4,11,4,2,2,1,2,9,5,3,9,5,5,3,3,1,5,9,1,3,11,9,4,4,10,1,5,2,4,5,5,10,9,2
"49",6,2,7,6,2,4,4,2,8,2,6,7,4,9,7,2,6,9,4,8,6,7,6,6,2,2,6,6,5,7,6,7,2,6,10,2,7,8,2,7,9,9,5,10,2,2,2,10,4,5,7,11,6,7,10,7,6,10,9,2,6,6,2,2,7,7,6,7,8,6,7,10,6,4,2,1,5,10,7,4,7,7,7,10,7,4,2,9,4,8,4,1,5,7,2,5,5,6,6,8,5,2,8,7,4,2,7,7,10,8,5,9,2,5,5,5,1,4
"50",13,7,4,6,7,3,3,7,8,7,8,5,3,8,8,7,13,8,3,8,6,5,4,6,7,7,13,4,10,5,6,5,5,8,10,7,4,8,7,4,14,14,10,4,7,7,6,10,14,10,4,13,6,5,10,5,13,13,14,7,6,6,7,7,4,6,13,5,6,6,4,10,13,14,7,1,10,10,4,3,5,5,5,10,5,14,7,8,14,5,1,1,10,4,7,10,10,13,13,5,10,7,8,4,14,4,5,5,10,8,10,8,7,10,7,10,1,14
"51",6,2,8,1,17,15,15,2,3,2,8,11,15,4,4,2,6,4,15,3,1,11,16,1,2,2,16,16,14,11,1,11,11,1,1,2,8,3,2,8,15,4,14,1,17,2,2,4,4,14,8,8,6,12,1,11,6,6,15,17,8,1,2,2,8,12,6,11,3,1,8,4,6,15,17,5,12,4,8,15,11,11,11,4,11,15,11,4,17,3,15,5,12,8,2,12,14,6,6,3,12,2,3,8,15,2,11,11,12,3,14,4,11,12,12,12,5,15
"52",8,6,1,9,17,18,18,6,6,6,1,3,18,15,8,6,8,15,18,8,9,3,10,9,6,6,10,10,12,3,9,3,3,1,2,6,1,8,6,1,2,2,2,2,17,6,9,2,15,12,1,6,9,5,8,3,8,2,2,17,1,9,6,6,1,9,1,3,9,9,1,15,8,18,17,10,5,15,1,18,3,3,3,15,3,18,6,15,13,8,10,10,5,1,6,5,12,8,8,3,5,6,8,1,18,1,3,3,5,8,12,15,6,5,5,5,10,13
"53",17,2,12,16,4,10,10,2,2,2,12,13,10,8,13,2,17,8,11,13,16,13,12,16,2,4,17,12,9,13,16,12,4,12,18,2,12,13,2,12,9,9,9,18,4,2,16,9,9,18,12,15,16,7,16,13,17,18,4,4,12,16,2,2,12,16,17,13,13,16,12,9,17,9,4,3,7,9,12,10,13,13,13,9,13,9,4,8,11,13,11,3,7,12,2,7,9,17,17,13,7,2,13,12,9,2,13,13,18,13,9,8,4,7,4,18,3,11
"54",12,1,15,10,19,11,11,1,4,1,19,8,11,4,4,1,12,4,11,4,10,8,12,10,1,10,12,12,7,8,10,8,10,19,12,1,15,4,1,15,13,12,13,12,19,1,10,13,11,7,15,9,10,15,12,8,12,12,4,19,19,10,1,1,15,15,12,8,10,10,15,13,12,11,19,8,15,13,15,11,8,8,8,13,8,11,10,4,11,12,11,8,15,15,1,15,7,12,12,4,15,1,4,15,11,1,8,8,13,4,7,4,10,15,10,15,8,11
"55",3,7,4,5,1,2,2,7,1,7,8,9,2,2,2,7,3,2,2,1,5,9,2,5,7,7,3,4,8,9,5,4,9,1,8,7,4,1,7,4,2,2,8,4,1,7,5,8,2,8,4,5,5,4,8,9,3,3,2,1,5,5,7,7,4,5,3,9,5,5,4,8,3,2,1,5,8,8,4,2,9,9,9,8,9,2,9,2,2,1,2,5,8,4,7,8,8,3,3,1,8,7,1,4,9,7,9,9,8,1,8,2,9,8,9,8,5,2
