"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"68",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"69",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"70",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"71",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"72",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"73",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"74",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"75",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"76",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"77",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"78",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"79",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"80",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"81",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"82",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"83",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"84",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"85",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"86",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"87",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"88",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"89",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"90",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"91",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"92",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"93",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"94",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"95",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"96",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"97",12,1,5,9,2,9,5,1,9,9,9,9,2,5
"98",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"99",13,1,5,9,2,9,5,1,9,9,9,9,2,5
"100",12,1,5,9,2,9,5,1,9,9,9,9,2,5
