"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"64",2,7,2,1,6,6,3,3,3,7,3,1,7,4,6,6,6,9,6,6,3,1,6,6,6,4,6,6,6
"65",4,9,4,1,7,7,8,8,8,9,8,1,9,1,7,7,7,2,7,7,8,1,7,7,7,1,7,7,7
"66",4,2,4,3,5,5,6,6,6,2,6,3,2,3,5,5,5,5,5,5,6,3,5,5,5,3,5,5,5
"67",3,2,3,4,1,1,5,5,5,2,5,4,2,4,1,1,1,4,1,1,5,4,1,1,1,4,1,1,1
"68",2,6,2,4,1,1,3,3,3,6,3,4,6,4,1,1,1,2,1,1,3,4,1,1,1,4,1,1,1
"69",4,3,4,7,6,6,2,2,2,3,2,7,3,7,6,6,6,8,6,6,2,7,6,6,6,7,6,6,6
"70",5,2,5,4,8,8,7,7,7,2,7,4,2,4,8,8,8,5,8,8,7,4,8,8,8,4,8,8,8
"71",8,4,8,6,1,1,5,5,5,4,5,6,4,6,1,1,1,3,1,1,5,6,1,1,1,6,1,1,1
"72",3,4,3,8,2,2,5,5,5,4,5,8,4,8,2,2,2,7,2,2,5,8,2,2,2,8,2,2,2
"73",3,5,3,7,2,2,1,1,1,5,1,10,5,10,2,2,2,6,2,2,1,7,2,2,2,10,2,2,2
"74",1,7,1,2,6,6,3,3,3,7,3,2,7,2,6,6,6,6,6,6,3,2,6,6,6,2,6,6,6
"75",8,4,8,11,5,5,9,9,9,4,9,11,4,11,5,5,5,7,5,5,9,11,5,5,5,11,5,5,5
"76",3,4,3,7,1,1,5,5,5,4,5,7,4,7,1,1,1,6,1,1,5,7,1,1,1,7,1,1,1
"77",1,8,1,4,9,9,3,3,3,8,3,7,8,7,9,9,9,2,9,9,3,4,9,9,9,7,9,9,9
"78",4,7,4,5,3,3,6,6,6,7,6,5,7,5,3,3,3,3,3,3,6,5,3,3,3,5,3,3,3
"79",4,10,4,5,8,8,7,7,7,10,7,5,1,5,8,8,8,3,8,8,7,5,8,8,8,5,8,8,8
"80",5,4,5,8,7,7,3,3,3,4,3,8,4,8,7,7,7,10,7,7,3,8,7,7,7,8,7,7,7
"81",5,8,5,2,4,4,6,6,6,8,6,2,8,2,4,4,4,7,4,4,6,2,4,4,4,2,4,4,4
"82",7,2,7,6,3,3,5,5,5,2,5,6,2,6,3,3,3,1,3,3,5,6,3,3,3,6,3,3,3
"83",1,3,1,4,5,5,2,2,2,3,2,4,3,4,5,5,5,5,5,5,2,4,5,5,5,4,5,5,5
"84",1,2,1,9,5,5,4,4,4,2,4,9,2,3,5,5,5,6,5,5,4,9,5,5,5,3,5,5,5
"85",4,9,4,1,2,2,6,6,6,9,6,1,7,1,2,2,2,3,2,2,6,1,2,2,2,1,2,2,2
"86",5,9,5,7,10,10,11,11,11,9,11,7,9,7,10,10,10,10,10,10,11,7,10,10,10,7,10,10,10
"87",3,8,3,1,4,4,6,6,6,8,6,1,5,1,4,4,4,7,4,4,6,1,4,4,4,1,4,4,4
"88",5,1,5,7,8,8,4,4,4,1,4,7,3,7,8,8,8,2,8,8,4,7,8,8,8,7,8,8,8
"89",4,1,4,7,5,5,8,8,8,1,8,7,1,7,5,5,5,5,5,5,8,7,5,5,5,7,5,5,5
"90",7,1,7,6,3,3,5,5,5,1,5,2,1,2,3,3,3,4,3,3,5,6,3,3,3,2,3,3,3
"91",7,9,7,11,6,6,10,10,10,9,10,11,9,11,6,6,6,1,6,6,10,11,6,6,6,11,6,6,6
"92",9,5,9,2,1,1,4,4,4,5,4,2,5,2,1,1,1,8,1,1,4,2,1,1,1,2,1,1,1
"93",2,9,2,6,4,4,7,7,7,9,7,6,9,6,4,4,4,6,4,4,7,6,4,4,4,6,4,4,4
"94",3,7,3,10,8,8,2,2,2,7,2,10,7,10,8,8,8,1,8,8,2,10,8,8,8,10,8,8,8
"95",6,3,6,8,4,4,7,7,7,3,7,8,3,8,4,4,4,2,4,4,7,8,4,4,4,8,4,4,4
"96",7,6,7,1,4,4,3,3,3,6,3,1,6,1,4,4,4,7,4,4,3,1,4,4,4,1,4,4,4
"97",2,6,2,5,7,7,8,8,8,6,8,5,4,5,7,7,7,1,7,7,8,5,7,7,7,5,7,7,7
"98",1,10,1,8,7,7,9,9,9,10,9,5,10,5,7,7,7,2,7,7,9,8,7,7,7,5,7,7,7
"99",4,10,4,9,6,6,8,8,8,10,8,2,10,2,6,6,6,9,6,6,8,9,6,6,6,2,6,6,6
"100",7,6,7,5,1,1,3,3,3,6,3,5,6,5,1,1,1,2,1,1,3,5,1,1,1,5,1,1,1
