"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"38",6,2,1,3,1,4,3,4,4,1,3,2,3,3,3,4,4,3,3,6,2,4,4,4,3,4,3
"39",1,2,6,3,6,5,3,5,5,6,3,2,3,3,3,5,5,3,3,1,2,5,5,5,3,5,3
"40",3,7,4,1,4,5,1,5,5,4,1,7,1,6,1,5,5,1,1,3,7,5,5,5,1,5,1
"41",6,2,5,4,5,1,4,1,1,5,4,2,4,1,4,1,1,4,4,6,2,1,1,1,4,1,4
"42",1,5,4,8,4,6,8,6,6,4,8,5,8,8,8,6,6,8,8,1,5,6,6,6,8,6,8
"43",5,2,1,8,1,7,8,7,7,1,8,2,8,7,8,7,7,8,8,5,2,7,7,7,8,7,8
"44",3,1,8,6,8,4,6,4,4,8,6,1,6,2,6,4,4,6,6,3,1,4,4,4,6,4,6
"45",3,6,1,4,1,5,4,5,5,1,4,6,4,6,4,5,5,4,4,3,6,5,5,5,4,5,4
"46",6,3,8,2,8,5,2,5,5,8,2,3,2,1,2,5,5,2,2,6,3,5,5,5,2,5,2
"47",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"48",3,5,7,1,7,4,1,4,4,7,1,5,1,5,1,4,4,1,1,3,5,4,4,4,1,4,1
"49",1,6,5,4,5,2,4,2,2,5,4,6,4,7,4,2,2,4,4,1,6,2,2,2,4,2,4
"50",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"51",6,2,5,7,5,8,7,8,8,5,7,2,7,6,7,8,8,7,7,6,2,8,8,8,7,8,7
"52",2,5,4,1,4,6,1,6,6,4,1,5,1,3,1,6,6,1,1,2,5,6,6,6,1,6,1
"53",6,7,5,4,5,3,4,3,3,5,4,7,4,8,4,3,3,4,4,6,7,3,3,3,4,3,4
"54",1,5,3,4,3,2,4,2,2,3,4,5,4,3,4,2,2,4,4,1,5,2,2,2,4,2,4
"55",4,6,7,3,7,5,3,5,5,7,3,6,3,6,3,5,5,3,3,4,6,5,5,5,3,5,3
"56",2,5,3,4,3,1,4,1,1,3,4,5,4,4,4,1,1,4,4,2,5,1,1,1,4,1,4
"57",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"58",7,2,5,3,5,4,3,4,4,5,3,2,3,2,3,4,4,3,3,7,2,4,4,4,3,4,3
"59",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"60",5,7,2,3,2,1,3,1,1,2,3,7,3,2,3,1,1,3,3,5,7,1,1,1,3,1,3
"61",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"62",7,9,5,6,5,2,6,2,2,5,6,9,6,4,6,2,2,6,6,7,9,2,2,2,6,2,6
"63",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"64",6,3,5,2,5,4,2,4,4,5,2,3,2,1,2,4,4,2,2,6,3,4,4,4,2,4,2
"65",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"66",2,5,6,3,6,7,3,7,7,6,3,5,3,1,3,7,7,3,3,2,5,7,7,7,3,7,3
"67",8,6,7,5,7,3,5,3,3,7,5,6,5,4,5,3,3,5,5,8,6,3,3,3,5,3,5
"68",3,2,1,5,1,4,5,4,4,1,5,2,5,4,5,4,4,5,5,3,2,4,4,4,5,4,5
"69",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"70",2,1,4,7,4,3,7,3,3,4,7,1,7,4,7,3,3,7,7,2,1,3,3,3,7,3,7
"71",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"72",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"73",8,4,9,3,9,2,3,2,2,9,3,4,3,1,3,2,2,3,3,8,4,2,2,2,3,2,3
"74",7,5,2,4,2,1,4,1,1,2,4,5,4,7,4,1,1,4,4,7,5,1,1,1,4,1,4
"75",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"76",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"77",7,4,5,2,5,1,2,1,1,5,2,4,2,7,2,1,1,2,2,7,4,1,1,1,2,1,2
"78",2,6,1,4,1,3,4,3,3,1,4,6,4,5,4,3,3,4,4,2,6,3,3,3,4,3,4
"79",3,5,4,1,4,6,1,6,6,4,1,5,1,5,1,6,6,1,1,3,5,6,6,6,1,6,1
"80",2,4,3,8,3,1,8,1,1,3,8,4,8,7,8,1,1,8,8,2,4,1,1,1,8,1,8
"81",1,7,4,2,4,3,2,3,3,4,2,7,2,1,2,3,3,2,2,1,7,3,3,3,2,3,2
"82",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"83",1,6,8,4,8,7,4,7,7,8,4,6,4,8,4,7,7,4,4,1,6,7,7,7,4,7,4
"84",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"85",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"86",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"87",2,1,4,8,4,5,8,5,5,4,8,1,8,8,8,5,5,8,8,2,1,5,5,5,8,5,8
"88",3,7,1,2,1,5,2,5,5,1,2,7,2,5,2,5,5,2,2,3,7,5,5,5,2,5,2
"89",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"90",3,1,7,6,7,5,6,5,5,7,6,1,6,2,6,5,5,6,6,3,1,5,5,5,6,5,6
"91",6,2,4,8,4,9,8,9,9,4,8,2,8,8,8,9,9,8,8,6,2,9,9,9,8,9,8
"92",6,5,2,7,2,1,7,1,1,2,7,5,7,6,7,1,1,7,7,6,5,1,1,1,7,1,7
"93",5,3,2,1,2,6,1,6,6,2,1,3,1,6,1,6,6,1,1,5,3,6,6,6,1,6,1
"94",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"95",5,1,6,4,6,7,4,7,7,6,4,1,4,2,4,7,7,4,4,5,1,7,7,7,4,7,4
"96",5,6,7,4,7,2,4,2,2,7,4,6,4,5,4,2,2,4,4,5,6,2,2,2,4,2,4
"97",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"98",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"99",4,2,7,1,3,5,1,5,5,3,1,2,1,8,1,5,5,1,1,4,2,5,5,5,1,5,1
"100",7,2,1,8,1,6,8,6,6,1,8,2,8,6,8,6,6,8,8,7,2,6,6,6,8,6,8
