"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"79",3,1,3,3,3,2,2,2,2,2,1,1,2
"80",1,3,1,1,1,2,2,2,2,2,3,3,2
"81",3,1,3,3,3,2,2,2,2,2,1,1,2
"82",3,2,3,3,3,1,1,1,1,1,2,2,1
"83",3,2,3,3,3,1,1,1,1,1,2,2,1
"84",1,3,1,1,1,2,2,2,2,2,3,3,2
"85",1,1,3,3,3,2,2,2,2,2,2,1,2
"86",3,2,3,3,3,1,2,1,2,2,1,1,1
"87",1,2,1,1,1,3,3,3,3,3,2,2,3
"88",3,1,3,3,3,2,2,2,2,2,1,1,2
"89",3,3,1,1,1,2,2,2,2,2,2,3,2
"90",2,3,2,2,2,1,1,1,1,1,3,3,1
"91",3,2,3,3,3,1,1,1,1,1,2,2,1
"92",3,1,3,3,3,2,2,2,2,2,1,1,2
"93",2,2,3,3,3,1,1,1,1,1,1,2,1
"94",3,2,3,3,3,2,1,1,1,1,2,1,1
"95",3,1,3,3,3,2,2,2,2,2,1,1,2
"96",1,3,1,1,1,2,2,2,2,2,3,3,2
"97",3,1,3,3,3,2,2,2,2,2,1,1,2
"98",1,2,1,1,1,3,3,3,3,3,2,2,3
"99",2,2,3,3,3,1,1,1,1,1,1,2,1
"100",1,3,1,1,1,2,2,2,2,2,3,3,2
