"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"16",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"17",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"18",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"19",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"20",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"21",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"22",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"23",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"24",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"25",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"26",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"27",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"28",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"29",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"30",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"31",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"32",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"33",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"34",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"35",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"36",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"37",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"38",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"39",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"40",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"41",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"42",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"43",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"44",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"45",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"46",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"47",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"48",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"49",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"50",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"51",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"52",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"53",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"54",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"55",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"56",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"57",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"58",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"59",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"60",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"61",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"62",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"63",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"64",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"65",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"66",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"67",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"68",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"69",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"70",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"71",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"72",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"73",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"74",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"75",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"76",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"77",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"78",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"79",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"80",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"81",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"82",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
"83",11,21,21,21,21,21,21,23,19,25,13,25,25,7,25,25,25,25,13,13,21,25,25,25,24,25,7,13,21,25,13,25,25,21,21,13,24,25,25,25,25,21,23,13,11,21,13,14,14,23,25,8,14,25,11,13,21,25,25,25,25,7,19,19,7,11,7,25,23,25,7,21,19,13,21,21,11,19,11
