"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"11",5,5,3,5,5,2,3,5,5,5,5,5,2,2,1,2,5,5,2,5,3,5,4,5,4,2,5,2,5,2,2,5,2,3,3,5,4,5,5,4,5,4,3,5,5,2,5,3,2,2,3,2,3,5,5,5,3,4,5,2,5,5,5,5,5,5,5,2,2,4,2,3,5,5,3,5,5,5,5
"12",5,4,1,4,4,3,4,4,5,4,4,4,4,3,2,3,4,5,3,4,4,4,3,4,3,3,4,4,4,3,1,4,1,1,1,4,3,4,4,4,4,4,1,5,4,3,4,1,1,3,4,4,1,4,5,4,1,5,4,3,4,5,5,5,5,5,4,3,3,3,4,1,5,4,1,4,5,5,4
"13",5,5,3,5,5,4,3,5,5,5,5,5,4,4,2,4,5,5,4,5,3,5,4,5,5,4,5,3,5,4,3,5,3,3,3,5,5,5,5,5,5,5,3,5,5,1,5,3,3,4,3,1,3,5,5,5,3,5,5,4,5,5,5,2,5,5,5,1,4,4,4,3,2,5,3,5,5,5,5
"14",1,1,5,1,1,5,5,1,1,1,1,1,1,1,6,3,1,3,4,1,5,1,3,1,1,1,1,4,1,3,5,1,3,5,5,1,1,1,1,1,1,1,5,1,1,2,1,5,4,3,5,2,5,1,4,1,5,1,1,1,1,4,1,6,1,1,1,3,1,3,1,5,6,1,5,1,1,1,1
"15",1,2,3,2,2,3,3,2,1,2,2,2,2,2,4,2,1,1,2,1,3,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,1,1,2,2,3,3,2,3,2,3,2,1,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,1,1,3,2,1,1,1
"16",2,1,4,1,1,4,4,1,2,1,1,1,1,2,3,5,1,2,1,1,4,1,5,1,5,1,2,4,1,5,4,1,4,4,4,1,5,1,1,1,1,5,4,2,2,1,1,4,4,5,4,1,4,1,1,1,4,5,1,1,1,2,2,2,2,2,2,1,1,5,1,4,2,2,4,1,2,2,1
"17",5,4,2,4,4,1,2,4,5,4,4,4,4,1,1,1,4,5,1,4,2,4,1,4,4,1,5,2,4,1,2,4,1,2,2,4,4,4,4,4,4,4,2,5,5,4,4,1,1,1,2,4,1,4,4,4,2,3,4,1,4,5,5,5,5,5,5,4,1,1,1,2,5,5,2,4,5,5,4
"18",5,5,4,5,5,4,2,5,5,5,5,5,5,4,3,4,5,5,4,5,2,5,2,5,5,4,5,2,5,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,1,5,4,4,4,2,1,4,5,5,5,4,2,5,4,5,5,5,3,5,5,5,1,4,4,5,4,3,5,2,5,5,5,5
"19",2,4,1,4,4,1,1,4,2,4,4,4,4,4,3,3,2,3,3,2,1,4,4,4,4,4,4,3,4,3,1,4,3,1,1,4,4,4,4,4,4,4,1,2,2,4,4,1,3,3,1,4,1,4,3,4,1,2,4,4,4,3,2,2,2,2,4,4,4,3,4,1,2,2,1,4,2,2,2
"20",4,4,5,4,4,3,1,4,4,4,4,4,3,3,2,3,4,4,5,4,1,4,1,4,1,3,4,1,4,5,5,4,5,5,5,4,1,4,4,4,4,1,5,4,4,3,4,5,5,3,1,3,5,4,4,4,5,1,4,3,4,4,4,2,4,4,4,3,3,1,3,5,2,4,1,4,4,4,4
"21",5,5,3,5,5,4,3,5,5,5,5,5,5,4,1,4,5,5,4,5,3,5,4,5,4,4,5,3,5,4,3,5,4,3,3,5,4,5,5,5,5,5,3,5,5,2,5,3,4,4,3,2,3,5,5,5,3,6,5,4,5,5,5,1,5,5,5,4,4,4,5,3,1,5,3,5,5,5,5
"22",3,4,2,4,4,2,1,4,3,4,4,4,4,3,2,4,4,3,4,4,1,4,4,4,4,4,3,1,4,4,2,4,2,2,2,4,4,4,4,4,4,4,2,3,3,4,4,2,2,4,1,4,2,4,3,4,2,1,4,4,4,3,3,3,3,3,3,4,4,4,4,2,3,3,1,4,3,3,4
"23",4,4,5,4,4,3,5,4,4,4,4,4,3,3,3,3,4,4,3,4,5,4,3,4,4,3,4,5,4,3,5,4,3,5,5,4,4,4,4,4,4,4,5,4,4,2,4,5,3,3,5,2,5,4,4,4,5,4,4,3,4,4,4,1,4,4,4,3,3,3,3,5,1,4,5,4,4,4,4
"24",2,4,3,4,4,1,3,2,2,4,2,4,1,1,3,1,4,2,1,2,3,4,1,4,4,1,2,5,4,1,3,4,3,3,3,2,4,4,4,4,4,4,3,2,2,4,2,3,5,1,3,4,5,4,5,2,3,6,4,1,4,2,2,2,2,2,2,4,1,1,2,3,2,2,3,4,2,2,2
"25",2,5,3,5,5,3,3,5,2,5,5,5,5,4,4,4,5,5,4,5,3,5,4,5,5,4,5,2,5,4,3,5,4,3,3,5,5,5,5,5,5,5,3,5,5,4,5,3,2,4,3,5,2,5,5,5,3,1,5,4,5,2,2,2,5,5,5,4,4,4,5,2,2,5,3,5,5,2,5
"26",4,4,1,4,4,2,1,4,4,4,4,4,2,2,3,2,4,4,2,4,1,4,2,4,2,2,4,1,4,2,1,4,1,1,1,4,2,4,4,4,4,4,1,4,4,2,4,1,1,2,1,2,1,4,4,4,1,2,4,2,4,4,4,3,4,4,4,2,2,2,2,1,3,4,1,4,4,4,4
"27",3,3,5,3,3,1,5,3,3,3,3,3,1,1,2,1,3,3,1,3,5,3,1,3,3,1,3,5,3,1,1,3,5,5,5,3,3,3,3,3,3,3,5,3,3,1,3,5,5,1,5,1,5,3,3,3,5,4,3,1,3,3,3,3,3,3,3,1,1,1,1,5,3,3,5,3,3,3,3
"28",1,4,2,4,4,2,2,4,4,4,4,4,4,4,3,5,1,5,5,1,2,4,4,4,4,4,4,2,4,5,2,4,2,2,2,4,4,4,4,4,4,1,2,4,4,4,4,2,2,5,2,4,2,4,1,4,2,1,4,4,4,4,1,3,1,1,4,4,4,5,4,2,3,1,2,4,1,4,1
"29",4,5,1,5,5,1,3,5,4,5,5,5,5,1,1,1,5,5,1,5,3,5,3,5,3,1,5,3,5,1,1,5,1,1,1,5,3,5,5,5,5,3,1,4,5,2,5,1,1,1,3,2,1,5,5,5,1,3,5,1,5,4,4,4,5,5,5,2,1,1,5,1,4,5,3,5,5,4,5
"30",2,2,3,2,2,4,3,2,2,2,2,2,4,4,4,4,2,2,4,2,3,2,4,2,2,4,2,3,2,4,3,2,4,3,3,2,2,2,2,2,2,2,3,2,2,5,2,3,4,4,3,5,3,2,2,2,3,2,2,4,2,2,2,1,2,2,2,4,4,4,4,3,1,2,3,2,2,2,2
"31",1,2,3,2,2,3,1,2,1,2,2,2,2,2,3,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,3,2,3,3,3,2,2,2,2,2,2,1,3,1,1,2,2,3,3,2,1,2,3,2,1,2,3,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,1,1,1,2,1,1,1
"32",2,4,4,4,4,5,4,1,2,1,1,4,1,1,3,1,4,2,1,1,5,1,5,1,2,1,1,4,4,5,5,1,5,5,5,1,2,1,1,1,1,2,5,2,2,1,1,5,4,1,5,1,4,1,4,1,5,2,1,1,1,1,2,2,2,2,1,1,1,2,1,5,2,1,5,4,2,2,4
"33",5,5,3,5,5,1,3,5,5,4,5,4,1,1,1,1,5,5,1,5,3,4,1,4,4,1,5,3,5,1,3,4,1,3,3,5,4,4,4,4,4,4,3,5,5,5,5,1,1,1,3,4,1,4,5,5,3,2,4,1,4,5,5,5,5,5,5,4,1,1,5,3,5,5,3,4,4,5,5
"34",4,4,1,4,4,5,1,4,4,4,4,4,5,5,5,5,4,4,5,4,1,4,5,4,4,5,4,1,4,5,1,4,5,1,1,4,4,4,4,4,4,4,1,4,4,3,4,1,5,5,1,3,1,4,4,4,1,4,4,5,4,4,4,2,4,4,4,5,5,5,5,1,2,4,1,4,4,4,4
"35",2,3,1,3,3,1,3,2,2,3,3,3,3,2,1,1,3,2,1,3,3,3,4,3,4,1,2,3,3,1,1,3,1,1,1,3,4,3,3,3,3,3,1,3,3,4,3,1,1,1,3,4,1,3,3,3,1,4,3,1,3,2,2,2,2,2,2,4,1,4,2,1,2,3,1,3,3,2,3
"36",3,3,1,3,3,4,1,2,3,3,3,3,3,2,2,4,3,3,4,3,1,3,4,3,4,4,2,1,3,4,1,3,1,1,1,3,4,3,3,3,3,3,1,3,3,4,3,1,1,4,1,3,1,3,3,3,1,3,3,4,3,2,3,2,2,2,2,4,4,4,2,1,2,2,1,3,3,3,3
"37",2,1,5,1,1,5,5,1,1,1,1,1,1,1,3,1,2,1,1,2,5,1,1,1,4,1,1,5,1,1,5,1,5,5,5,1,4,1,1,4,1,4,5,1,1,4,1,5,5,1,5,4,5,1,2,1,5,2,1,1,1,1,2,3,2,2,1,4,1,4,1,5,3,2,5,1,2,1,2
"38",4,4,2,4,4,5,2,4,4,4,4,4,4,5,5,5,4,4,5,4,2,4,5,4,5,5,4,2,4,5,2,4,5,2,2,4,5,4,4,4,4,4,2,4,4,1,4,2,5,5,2,1,2,4,4,4,2,3,4,5,4,4,4,4,4,4,4,5,5,5,4,2,4,4,2,4,4,4,4
"39",5,5,2,5,5,2,2,5,5,5,5,5,5,5,6,4,5,4,3,5,2,5,4,5,5,5,5,3,5,4,2,5,4,2,2,5,5,5,5,5,5,5,2,5,5,1,5,2,3,4,2,1,2,5,3,5,2,5,5,5,5,3,5,6,5,5,5,4,5,4,5,2,6,5,2,5,5,5,5
"40",3,3,2,3,3,5,2,3,3,3,3,3,5,5,5,5,3,3,5,3,2,3,5,3,3,5,3,2,3,5,2,3,5,2,2,3,3,3,3,3,3,3,2,3,3,1,3,2,5,5,2,1,2,3,3,3,2,3,3,5,3,3,3,4,3,3,3,5,5,5,5,2,4,3,2,3,3,3,3
"41",1,2,5,2,2,5,5,2,2,2,2,2,2,2,4,3,1,3,3,1,5,2,2,2,2,2,2,5,2,3,5,2,5,5,5,2,2,2,2,2,2,1,5,2,2,2,2,5,5,3,5,2,5,2,1,2,5,1,2,2,2,2,1,4,1,1,2,2,2,3,2,5,4,1,5,2,1,2,1
"42",4,4,3,4,4,5,3,4,4,4,4,4,5,5,5,5,4,4,5,4,3,4,5,4,4,5,4,6,4,5,3,4,5,3,3,4,4,4,4,4,4,4,3,4,4,1,4,3,6,5,3,1,3,4,6,4,3,4,4,5,4,6,4,2,4,4,4,5,5,5,5,3,2,4,3,4,4,4,4
"43",3,1,4,1,1,4,4,1,3,1,1,1,1,3,4,1,1,3,1,1,4,1,1,1,1,1,3,4,1,1,4,1,4,4,4,1,1,1,1,1,1,1,4,3,3,1,1,4,4,1,4,1,4,1,3,1,4,2,1,1,1,3,3,3,3,3,3,1,1,1,1,4,3,3,4,1,3,3,1
"44",4,2,1,2,2,1,3,2,4,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,1,1,2,3,2,1,2,2,2,1,4,2,2,2,4,4,4,2,2,2,2,2,2,2,1,4,2,3,2,2,4,2
"45",3,3,1,3,3,4,1,3,3,3,3,3,4,4,4,4,3,3,4,3,1,3,4,3,3,4,3,1,3,4,1,3,4,1,1,3,3,3,3,3,3,3,1,3,3,2,3,4,4,4,1,2,4,3,3,3,1,5,3,4,3,3,3,3,3,3,3,2,4,4,4,1,3,3,1,3,3,3,3
"46",2,2,4,2,2,1,4,5,2,2,2,2,1,5,4,1,2,2,1,2,4,2,1,2,2,1,5,3,2,1,1,2,1,4,4,2,2,2,2,2,2,2,4,2,2,1,2,4,3,1,4,1,3,2,2,2,4,2,2,1,2,3,2,5,5,5,5,1,1,1,5,4,5,5,4,2,2,2,2
"47",3,3,4,3,3,2,4,3,3,3,3,3,3,2,1,2,3,3,2,3,4,3,2,3,2,2,3,4,3,2,4,3,2,4,4,3,2,3,3,3,3,3,4,3,3,5,3,4,2,2,4,5,4,3,3,3,4,3,3,2,3,3,3,1,3,3,3,2,2,2,3,4,1,3,4,3,3,3,3
"48",4,1,2,1,1,2,2,1,4,1,1,1,1,1,2,3,4,4,3,4,2,1,3,1,3,1,1,2,1,3,2,1,2,2,2,1,3,1,1,1,1,3,2,4,4,1,1,2,2,3,2,1,2,1,4,1,1,4,1,1,1,4,4,4,4,4,1,1,1,3,1,2,4,4,2,1,4,4,4
"49",2,2,3,2,2,4,3,2,2,2,2,2,4,4,1,4,2,2,4,2,3,2,4,2,2,4,2,4,2,4,4,2,4,3,3,2,2,2,2,2,2,2,3,2,2,4,2,3,4,4,3,4,3,2,2,2,3,2,2,4,2,2,2,1,2,2,2,4,4,4,4,3,1,2,3,2,2,2,2
"50",1,4,3,4,4,3,3,4,1,4,4,4,4,1,3,4,4,1,4,4,3,4,4,4,4,4,1,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,3,1,1,4,4,3,3,4,3,4,3,4,1,4,3,2,4,4,4,1,1,1,1,1,1,4,4,4,4,3,1,1,3,4,1,1,4
"51",2,3,1,3,3,1,1,3,2,3,3,3,3,3,4,5,2,2,5,2,1,3,3,3,3,3,3,1,3,5,1,3,1,1,1,3,3,3,3,3,3,3,1,2,2,3,3,1,1,5,1,3,1,3,2,3,1,2,3,3,3,2,2,2,2,2,3,3,3,5,3,1,2,2,1,3,2,2,2
"52",3,2,1,2,2,1,1,2,3,2,2,2,2,4,4,4,2,2,4,2,1,2,4,2,4,4,2,1,2,4,1,2,4,1,1,2,4,2,2,2,2,2,1,3,2,4,2,1,5,4,1,2,5,2,2,2,1,3,2,4,2,3,3,3,2,2,2,4,4,4,2,1,3,2,1,2,2,3,2
"53",2,1,3,1,1,3,4,1,2,1,1,1,1,3,3,3,1,2,3,1,4,1,3,1,2,3,1,4,1,3,4,1,3,3,3,1,2,1,1,1,1,2,3,2,1,1,1,3,3,3,4,1,3,1,4,1,4,2,1,3,1,4,2,2,2,2,1,3,3,3,1,4,2,1,4,1,2,2,1
"54",3,3,1,3,3,5,1,3,3,3,3,3,5,5,5,2,3,3,2,3,1,3,5,3,5,5,3,2,3,2,1,3,2,1,1,3,5,3,3,3,3,3,1,3,3,4,3,1,5,2,1,4,1,3,3,3,1,5,3,5,3,3,3,3,3,3,3,5,5,5,5,1,3,3,1,3,3,3,3
"55",1,2,3,2,2,3,4,2,1,2,2,2,2,1,2,2,2,1,2,2,4,2,4,2,4,2,1,4,2,3,3,2,3,3,3,2,4,2,2,2,2,4,3,1,1,2,2,3,3,2,4,2,3,2,2,2,3,4,2,2,2,1,1,1,1,1,1,2,2,4,2,3,1,1,4,2,1,1,2
"56",1,1,5,1,1,2,5,1,1,1,1,1,2,2,4,2,1,1,2,1,5,1,2,1,2,2,1,5,1,2,5,1,5,5,5,1,2,1,1,1,1,1,5,1,1,3,1,5,5,2,5,3,5,1,1,1,5,2,1,2,1,1,1,4,1,1,1,3,2,2,2,5,4,1,5,1,1,1,1
"57",1,1,4,1,1,2,4,1,1,1,1,1,2,2,3,2,1,1,2,1,4,1,2,1,2,2,1,4,1,2,4,1,4,4,4,1,2,1,1,1,1,1,4,1,1,2,1,4,4,2,4,2,4,1,1,1,4,2,1,2,1,1,1,1,1,1,1,2,2,2,2,4,1,1,4,1,1,1,1
"58",6,2,1,2,2,1,1,2,6,2,2,2,2,6,2,2,2,6,2,2,1,2,5,2,5,2,6,1,2,5,1,2,5,1,1,2,5,2,2,2,2,2,1,6,6,3,2,1,7,2,1,3,7,2,2,2,1,4,2,2,2,6,6,6,6,6,6,5,2,5,2,1,6,6,1,2,6,6,2
"59",3,4,5,4,4,2,1,3,3,4,3,4,2,2,5,2,4,3,2,3,1,4,2,4,4,2,3,1,4,2,5,4,5,5,5,3,4,4,4,4,4,4,5,3,3,4,3,5,5,2,1,4,5,4,4,3,5,1,4,2,4,3,3,3,3,3,3,4,2,2,3,5,3,3,1,4,3,3,3
"60",3,3,4,3,3,2,4,1,3,3,3,3,3,1,2,2,3,3,2,3,4,3,2,3,2,2,1,4,3,2,4,3,2,4,4,3,2,3,3,3,3,3,4,3,3,1,3,4,2,2,4,1,4,3,3,3,4,3,3,2,3,1,3,1,1,1,1,2,2,2,1,4,1,1,4,3,3,3,3
"61",2,2,5,2,2,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,5,2,4,5,5,2,2,2,2,2,2,2,5,2,2,4,2,5,4,2,5,4,4,2,2,2,5,3,2,2,2,2,2,1,2,2,2,4,2,2,2,5,1,2,5,2,2,2,2
"62",3,2,1,2,2,4,2,2,3,2,2,2,2,4,1,4,2,3,4,2,2,2,4,2,4,4,3,2,2,4,1,2,1,1,1,2,4,2,2,2,2,2,1,3,3,4,2,1,1,4,2,2,1,2,2,2,1,4,2,4,2,3,3,3,3,3,3,4,4,4,4,1,3,3,1,2,3,3,2
"63",5,5,2,5,5,1,2,5,5,5,5,5,5,1,3,1,5,5,1,5,2,5,1,5,1,1,5,2,5,1,2,5,1,2,2,5,1,5,5,5,5,5,2,5,5,6,5,2,1,1,2,6,2,5,5,5,2,4,5,1,5,5,5,3,5,5,5,1,1,1,5,2,3,5,2,5,5,5,5
"64",6,6,1,6,6,2,1,6,6,6,6,6,6,2,4,2,6,6,2,6,1,6,2,6,2,2,6,1,6,2,1,6,2,1,1,6,2,6,6,6,6,6,1,6,6,3,6,1,2,2,1,3,1,6,6,6,1,5,6,2,6,6,6,4,6,6,6,2,2,2,6,1,4,6,1,6,6,6,6
"65",2,2,4,2,2,4,4,6,2,6,2,6,6,6,3,6,2,1,1,2,4,6,1,6,2,6,6,4,2,1,4,6,1,4,4,2,2,6,6,2,6,2,4,2,2,6,2,4,5,6,4,6,5,6,2,2,4,2,6,6,6,6,2,3,6,6,6,1,6,1,6,4,3,2,4,6,6,2,2
"66",2,2,4,2,2,4,4,5,2,2,2,2,2,5,3,3,2,2,3,2,4,2,3,2,2,3,5,1,2,3,4,2,3,4,4,2,2,2,2,2,2,2,4,2,2,3,2,4,1,3,4,2,1,2,2,2,4,2,2,3,2,1,2,5,5,5,5,3,3,3,5,4,5,5,4,2,2,2,2
"67",2,4,1,4,4,1,1,4,2,4,4,4,4,2,1,4,4,2,4,4,1,4,4,4,4,4,2,1,4,4,1,4,1,1,1,4,4,4,4,4,4,4,1,2,2,4,4,1,1,4,1,4,1,4,2,4,1,3,4,4,4,2,2,2,2,2,2,4,4,4,4,1,2,2,1,4,2,2,4
"68",4,2,3,2,2,1,2,1,4,2,2,2,2,1,3,1,2,4,1,2,2,2,2,2,2,1,4,2,2,1,1,2,3,3,3,2,2,2,2,2,2,2,3,4,4,1,2,3,3,1,2,2,3,2,2,2,3,2,2,1,2,4,4,4,4,4,4,1,1,1,1,3,4,4,3,2,4,4,2
"69",2,2,5,2,2,3,5,2,2,2,2,2,3,3,1,3,2,2,3,2,5,2,3,2,3,3,2,5,2,3,5,2,5,5,5,2,3,2,2,2,2,2,5,2,2,4,2,5,5,3,5,4,5,2,2,2,5,3,2,3,2,2,2,1,2,2,2,4,3,3,3,5,1,2,5,2,2,2,2
"70",2,5,5,5,5,1,5,3,2,3,3,5,3,3,4,3,5,2,3,3,1,3,3,3,3,3,3,1,5,3,1,3,1,1,1,3,3,3,3,3,3,3,1,2,2,5,3,1,1,3,1,5,1,3,5,3,1,2,3,3,3,2,2,2,2,2,3,5,3,3,3,1,2,3,1,5,2,2,5
"71",4,1,2,1,1,2,2,1,1,1,1,1,1,4,3,3,4,3,3,4,2,1,3,1,1,1,4,2,1,3,2,1,3,2,2,1,1,1,1,1,1,1,2,1,4,1,1,2,3,3,2,1,2,1,4,1,2,1,1,1,1,4,4,4,4,4,4,1,1,3,4,2,4,4,2,1,4,1,4
"72",5,3,1,3,3,2,4,3,5,3,3,3,3,2,1,2,3,3,2,3,4,3,4,3,4,2,3,4,3,2,2,3,2,1,1,3,4,3,3,3,3,4,1,5,3,2,3,1,2,2,4,3,1,3,3,3,1,4,3,2,3,5,5,5,3,3,3,2,2,2,3,1,5,3,4,3,3,5,3
"73",3,3,2,3,3,4,2,3,3,3,3,3,4,4,1,4,3,3,4,3,2,3,4,3,4,4,3,2,3,4,2,3,2,2,2,3,4,3,3,3,3,3,2,3,3,4,3,2,2,4,2,4,2,3,3,3,2,3,3,4,3,3,3,1,3,3,3,4,4,4,4,2,1,3,2,3,3,3,3
"74",5,2,4,2,2,4,4,2,5,2,2,2,2,1,5,1,2,2,1,2,4,2,1,2,2,1,2,4,2,1,4,2,1,5,4,2,2,2,2,2,2,2,5,2,2,3,2,1,1,1,4,3,4,2,2,2,5,5,2,1,2,5,5,5,2,2,2,3,1,1,2,5,5,2,4,2,2,5,2
"75",5,5,3,5,5,6,3,5,5,5,5,5,6,6,2,6,5,5,6,5,3,5,6,5,4,6,5,3,5,6,3,5,6,3,3,5,4,5,5,4,5,4,3,5,5,1,5,6,6,6,3,1,6,5,5,5,3,4,5,6,5,5,5,2,5,5,5,6,6,6,6,3,2,5,3,5,5,5,5
"76",2,2,1,2,2,4,1,2,2,2,2,2,4,4,3,4,2,2,4,2,1,2,4,2,2,4,2,1,2,4,1,2,4,1,1,2,2,2,2,2,2,2,1,2,2,4,2,1,1,4,1,4,1,2,2,2,1,2,2,4,2,2,2,3,2,2,2,4,4,4,4,1,3,2,1,2,2,2,2
"77",3,2,1,2,2,1,1,2,3,2,2,2,2,2,1,2,3,3,2,3,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,3,3,2,2,1,1,2,1,2,1,2,3,2,1,3,2,2,2,3,3,3,3,3,2,2,2,2,2,1,3,3,1,2,3,3,3
"78",4,1,3,1,1,2,3,1,4,1,1,1,1,2,3,2,1,4,2,1,3,1,2,1,2,2,4,3,1,2,3,1,3,3,3,1,2,1,1,1,1,1,3,4,4,2,1,3,3,2,3,1,3,1,1,1,3,2,1,2,1,4,4,4,4,4,4,2,2,2,2,3,4,4,3,1,4,4,1
"79",3,3,5,3,3,2,3,2,3,3,3,3,2,2,2,1,3,3,1,3,3,3,1,3,1,2,2,3,3,1,4,3,5,5,5,3,1,3,3,3,3,3,5,3,3,2,3,5,5,1,3,4,5,3,3,3,5,3,3,2,3,2,3,2,2,2,2,4,2,1,2,5,2,2,5,3,3,3,3
"80",4,3,4,3,3,2,3,3,4,3,3,3,2,2,1,2,5,5,2,5,3,3,3,3,3,2,3,3,3,2,4,3,4,4,4,3,3,3,3,3,3,3,4,5,3,3,3,4,4,2,3,3,4,3,5,3,4,5,3,2,3,4,5,1,5,5,3,3,2,2,2,4,1,5,4,3,5,4,5
"81",5,3,2,3,3,4,3,4,5,3,3,3,3,4,2,4,3,5,4,3,3,3,3,3,3,4,5,3,3,4,1,3,2,2,2,3,3,3,3,3,3,3,2,5,5,1,3,2,2,4,3,1,2,3,3,3,2,3,3,4,3,5,5,5,5,5,5,1,4,4,4,2,5,5,2,3,5,5,3
"82",2,5,3,5,5,4,3,5,2,5,5,5,4,4,2,4,5,5,4,5,3,5,4,5,5,4,5,3,5,4,3,5,3,3,3,5,5,5,5,5,5,5,3,2,5,1,5,3,3,4,3,1,3,5,5,5,3,2,5,4,5,2,2,2,5,5,5,1,4,4,4,3,2,5,3,5,5,2,5
"83",4,4,1,4,4,1,1,4,4,4,4,4,4,4,2,3,4,3,6,4,1,4,3,4,4,4,4,6,4,3,1,4,3,1,1,4,4,4,4,4,4,4,1,4,4,5,4,1,6,3,1,5,1,4,6,4,1,4,4,4,4,6,4,2,4,4,4,5,4,3,4,1,2,4,1,4,4,4,4
