"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"34",3,3,3,1,1,1,1,1,3,2,2,2,2
"35",4,4,4,3,3,2,3,1,4,2,2,2,2
"36",3,3,3,1,1,1,1,1,3,2,2,2,2
"37",1,1,1,2,2,2,2,3,1,4,4,4,4
"38",2,2,2,3,3,2,3,1,2,2,2,2,2
"39",3,3,3,1,1,1,1,1,3,2,2,2,2
"40",1,1,1,2,2,3,4,4,1,3,3,3,3
"41",4,4,4,3,3,3,3,2,4,1,1,1,1
"42",3,3,3,1,1,1,1,4,3,2,2,2,2
"43",2,2,2,1,1,1,1,1,2,3,3,3,3
"44",1,1,1,2,3,3,3,3,1,4,4,4,4
"45",2,2,2,3,3,4,1,1,2,4,4,4,4
"46",2,2,2,1,1,1,1,4,2,3,3,3,3
"47",1,1,1,3,3,3,3,3,1,2,2,2,2
"48",1,1,1,3,3,4,4,4,1,2,2,2,2
"49",2,2,2,3,3,3,3,3,2,1,1,1,1
"50",3,3,3,1,4,2,4,4,3,2,2,2,2
"51",1,1,1,2,2,2,2,2,1,3,3,3,3
"52",3,3,3,1,1,1,1,2,3,4,4,4,4
"53",3,3,3,1,1,1,1,4,3,2,2,2,2
"54",1,1,1,4,3,3,3,3,1,2,2,2,2
"55",4,4,4,2,3,3,3,3,4,1,1,1,1
"56",3,3,3,2,2,4,1,1,3,4,4,4,4
"57",1,1,1,2,2,2,2,2,1,3,3,3,3
"58",4,4,4,1,1,1,1,3,4,2,2,2,2
"59",2,2,2,3,3,3,3,1,2,4,4,4,4
"60",3,3,3,2,2,2,2,2,3,1,1,1,1
"61",2,2,2,3,3,3,3,3,2,1,1,1,1
"62",1,1,1,2,2,2,2,3,1,4,4,4,4
"63",3,3,3,4,4,4,4,2,3,1,1,1,1
"64",1,1,1,2,2,2,2,4,1,3,3,3,3
"65",4,4,4,1,1,4,4,3,4,2,2,2,2
"66",3,3,3,1,1,1,1,4,3,2,2,2,2
"67",3,3,3,1,1,1,1,2,3,4,4,4,4
"68",1,1,1,4,2,2,2,2,1,3,3,3,3
"69",1,1,1,4,4,3,2,2,1,3,3,3,3
"70",4,4,4,2,2,2,2,3,4,1,1,1,1
"71",1,1,1,3,3,3,3,3,1,2,2,2,2
"72",3,3,3,2,2,4,2,1,3,4,4,4,4
"73",2,2,2,3,3,3,3,4,2,1,1,1,1
"74",1,1,1,3,3,3,3,4,1,2,2,2,2
"75",3,3,3,4,4,1,2,2,3,1,1,1,1
"76",2,2,2,4,1,3,1,1,2,3,3,3,3
"77",1,1,1,3,3,1,1,2,1,4,4,4,4
"78",2,2,2,3,1,1,1,1,2,4,4,4,4
"79",4,4,4,2,3,1,3,3,4,1,1,1,1
"80",1,1,1,4,4,4,4,2,1,3,3,3,3
"81",1,1,1,2,2,2,2,2,1,3,3,3,3
"82",1,1,1,2,2,2,2,3,1,2,2,1,2
"83",3,3,3,4,2,3,2,2,3,1,1,1,1
"84",1,1,1,2,4,3,4,4,1,3,3,3,3
"85",4,4,4,3,3,1,2,2,4,1,1,1,1
"86",4,4,4,1,1,1,1,3,4,2,2,2,2
"87",1,1,1,2,2,2,2,2,1,3,3,3,3
"88",1,1,1,2,2,2,2,2,1,1,1,1,1
"89",1,1,1,2,2,2,2,3,1,2,2,1,2
"90",1,1,1,4,4,4,4,3,1,2,2,2,2
"91",1,1,1,3,3,2,3,4,1,2,2,2,2
"92",3,3,3,2,2,2,2,2,3,1,1,1,1
"93",3,3,3,1,1,1,1,1,3,2,2,2,2
"94",3,3,3,2,2,2,2,2,3,1,1,1,1
"95",3,3,3,2,4,4,4,4,3,1,1,1,1
"96",3,3,3,1,1,1,1,1,3,2,2,2,2
"97",2,2,2,1,1,3,1,4,2,3,3,3,3
"98",1,1,1,2,4,3,4,4,1,3,3,3,3
"99",4,4,4,1,3,2,3,3,4,2,2,2,2
"100",3,3,3,1,1,1,1,4,3,2,2,2,2
