"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83"
"11",5,5,5,1,4,5,5,1,3,1,6,6,5,1,1,5,5,6,5,1,1,1,2,4,1,2,5,4,5,2,2,4,5,6,4,5,3,5,3,5,4,5,4,7,2,1,2,1,5,2,5,4,2,2,2,2,4,5,4,5,2,5,3,3,5,5,4,5,6,5,3,5,4,4,4,3,4,4,4,3,8,8,1
"12",2,7,1,1,4,1,1,1,3,2,6,2,1,5,1,2,2,6,7,5,1,7,5,6,2,4,7,4,1,5,5,4,6,4,6,1,3,1,5,6,1,1,4,8,6,7,2,7,1,5,5,4,5,5,7,5,4,1,4,6,2,1,3,3,1,1,7,1,6,1,5,1,6,6,6,3,4,4,6,3,9,9,7
"13",7,1,4,3,8,8,7,3,8,3,4,3,8,3,8,7,7,4,7,3,8,2,2,8,3,8,7,5,8,8,8,5,8,3,6,8,8,8,6,1,8,8,3,9,8,6,7,6,8,8,6,8,8,8,6,8,8,8,5,8,7,8,8,8,8,8,6,8,4,8,4,8,8,7,5,6,5,8,6,6,10,10,6
"14",4,7,8,3,3,3,6,3,3,6,8,8,4,6,6,8,4,8,6,5,6,5,5,3,6,6,6,1,6,5,5,1,3,6,3,6,3,3,5,7,3,3,6,9,3,5,3,3,6,5,4,3,5,5,5,5,3,6,1,3,3,3,3,3,3,3,3,3,8,4,3,3,3,4,1,2,1,3,3,2,10,10,5
"15",1,3,1,2,5,5,1,2,5,1,6,1,5,7,1,1,1,6,3,7,1,7,7,4,1,5,3,5,5,7,7,4,4,1,4,1,5,5,4,3,4,5,5,8,4,4,7,2,5,7,4,5,7,7,7,7,5,5,5,4,1,5,5,5,5,5,5,5,6,1,4,5,4,4,4,5,4,5,4,5,9,9,4
"16",6,3,6,5,2,1,5,5,1,5,4,4,6,3,5,5,6,4,5,3,5,5,5,1,5,2,5,2,2,1,1,2,3,2,3,6,1,1,4,3,1,1,2,7,1,3,1,3,2,4,6,2,4,1,4,4,2,2,2,3,1,1,1,1,1,1,4,1,3,6,4,1,1,6,2,2,2,2,3,2,8,8,3
"17",6,3,2,6,1,1,3,6,7,6,2,6,7,4,6,6,6,2,3,4,6,6,1,4,6,1,3,1,3,1,1,1,4,6,4,3,7,1,4,3,7,1,1,8,4,4,5,4,3,5,4,1,5,1,5,5,1,3,1,4,6,1,7,7,1,1,3,7,2,7,4,1,4,4,4,7,1,1,4,7,9,9,4
"18",6,4,6,2,3,3,6,2,3,8,7,8,6,5,6,6,6,7,6,5,6,8,8,5,5,3,6,1,3,3,3,1,3,5,5,5,3,3,3,4,5,3,5,9,3,3,8,3,3,8,3,3,8,3,8,8,3,3,1,3,6,3,3,3,3,3,3,3,7,6,7,3,5,8,1,3,1,3,5,3,10,10,5
"19",2,6,1,1,2,2,1,1,4,1,1,1,4,5,1,1,1,1,6,3,2,3,3,4,1,2,6,2,2,2,2,5,5,1,4,4,4,2,4,6,4,2,1,7,5,3,3,3,2,3,4,2,3,2,3,3,2,2,5,5,2,2,4,4,2,2,4,4,5,4,4,2,4,5,5,4,4,2,5,4,8,8,3
"20",4,5,5,3,2,4,3,3,4,3,5,5,4,1,3,5,6,5,5,1,4,1,1,6,3,4,5,2,4,4,4,2,6,3,6,4,4,4,6,5,6,4,2,7,6,6,1,3,4,1,6,2,1,4,1,1,2,4,2,6,4,4,4,4,4,4,6,4,5,4,6,4,6,6,6,2,2,2,6,2,8,8,6
"21",1,2,1,7,3,3,7,7,3,7,1,7,1,6,7,7,1,1,7,6,5,5,5,3,7,7,7,4,7,5,5,4,3,7,3,7,3,3,3,2,3,3,7,8,3,3,5,3,7,5,3,3,5,5,5,5,3,7,4,3,5,3,3,3,3,3,3,3,1,1,1,3,3,1,4,3,4,3,3,3,9,9,3
"22",7,3,6,4,1,5,4,4,5,4,6,4,6,3,4,4,7,6,4,2,5,2,2,1,4,5,4,1,5,5,5,1,3,4,1,6,5,5,6,3,7,5,1,8,3,7,2,7,5,2,6,1,2,5,7,2,1,5,1,3,5,5,5,5,5,5,7,5,3,6,6,5,1,3,1,6,1,1,3,6,9,9,7
"23",3,2,3,1,2,2,3,1,2,1,7,1,3,1,3,3,3,7,3,1,3,5,5,2,1,2,3,4,2,2,2,4,2,1,6,1,2,2,8,2,6,2,1,9,2,6,8,2,2,8,8,2,8,2,8,8,2,2,4,2,3,2,2,2,2,2,2,2,7,3,8,2,2,6,4,8,4,2,6,8,10,10,6
"24",4,5,4,6,1,4,6,6,2,6,5,6,4,5,6,4,5,5,6,3,3,3,3,2,6,1,6,1,1,3,4,1,5,6,2,1,2,4,2,5,2,4,1,7,2,3,3,3,1,3,2,1,3,3,3,3,1,1,1,5,3,4,2,2,4,4,2,4,5,4,5,4,2,5,1,2,1,1,2,1,8,8,3
"25",6,5,3,3,5,5,3,3,5,3,3,3,6,1,3,3,6,3,4,1,3,1,1,6,3,2,3,2,2,5,5,2,5,3,6,6,5,5,4,5,6,5,3,7,5,5,1,5,2,1,4,5,1,5,1,1,5,2,2,5,6,5,5,5,5,5,4,5,3,6,6,5,6,6,2,4,6,5,6,4,8,8,6
"26",3,5,3,4,2,7,3,4,7,4,6,2,7,2,3,3,3,2,3,1,3,1,1,6,2,3,3,2,3,1,7,2,6,2,6,3,7,7,1,5,6,7,2,8,6,1,1,1,3,1,1,2,1,1,1,1,2,7,2,6,3,7,7,7,7,7,7,7,6,3,6,7,6,6,6,7,2,7,6,2,9,9,1
"27",4,7,3,3,6,5,3,3,5,3,3,3,5,7,3,3,4,3,1,7,5,7,7,6,3,5,3,6,5,5,5,6,7,3,6,5,5,5,1,7,5,5,6,8,6,7,2,7,5,2,1,6,2,5,7,2,6,5,6,7,2,5,5,5,5,5,1,5,7,5,4,5,6,4,6,1,6,6,7,1,9,9,7
"28",1,4,1,4,3,3,1,4,3,4,2,2,3,4,1,1,1,2,1,4,1,4,5,3,1,1,1,3,1,5,5,3,4,2,3,1,3,3,5,4,3,3,3,6,5,4,5,4,1,5,5,3,5,5,5,5,3,3,3,4,1,3,3,3,3,3,3,3,2,1,5,3,3,4,3,5,3,3,4,5,7,7,4
"29",2,1,2,6,5,5,2,6,8,6,5,2,2,5,5,2,2,5,2,7,2,3,3,4,5,3,2,5,5,3,3,4,5,5,4,5,8,5,7,1,4,5,5,9,3,7,7,7,5,7,7,5,3,3,7,3,5,5,4,5,2,5,8,8,5,5,4,8,5,2,4,5,4,4,4,8,4,5,4,8,10,10,7
"30",4,6,1,4,2,2,4,4,2,4,1,1,8,8,4,4,4,1,6,8,4,4,3,2,1,2,6,2,2,3,3,2,4,8,7,8,2,2,5,6,8,2,8,9,3,7,3,7,2,3,5,2,3,3,3,3,2,2,2,4,3,2,2,2,2,2,2,2,1,8,1,2,2,4,2,5,2,2,7,5,10,10,7
"31",8,4,5,8,2,2,8,8,2,8,5,6,5,7,8,8,8,6,8,7,8,8,1,2,8,3,8,3,3,1,1,3,2,6,2,3,2,2,2,4,2,2,8,9,2,2,1,2,3,1,2,2,1,1,1,1,2,3,3,2,1,2,2,2,2,2,2,2,5,5,5,2,2,8,2,2,3,2,2,2,10,10,2
"32",3,4,2,3,2,2,3,3,2,3,4,3,2,4,3,3,3,4,3,5,3,5,6,2,3,6,3,2,2,6,6,2,4,3,5,2,2,2,5,4,2,2,3,7,6,5,5,5,2,5,4,2,6,6,5,6,2,2,2,4,6,2,2,2,2,2,5,2,4,2,4,2,2,4,2,1,2,2,4,1,8,8,5
"33",4,2,4,1,6,6,4,1,6,1,2,1,6,2,4,4,4,2,4,2,4,1,7,3,1,4,4,5,4,7,7,5,2,1,3,4,6,6,7,2,3,6,1,8,2,3,7,3,4,7,2,6,7,7,7,7,6,6,5,2,4,6,6,6,6,6,3,6,2,4,7,6,3,2,5,6,3,6,2,6,9,9,3
"34",1,6,1,3,6,6,3,3,6,3,3,3,1,5,3,1,1,3,3,5,4,4,4,6,3,4,3,6,4,4,4,2,6,3,6,4,6,6,1,6,6,6,3,8,6,5,4,6,4,4,1,6,4,4,4,4,6,4,6,6,4,6,6,6,6,6,6,6,3,1,1,6,6,1,6,7,6,6,6,7,9,9,5
"35",3,4,3,2,4,4,3,2,4,2,7,2,3,2,3,3,3,7,3,2,3,8,8,5,2,4,3,5,5,4,4,5,4,2,6,5,4,4,1,4,6,4,2,9,4,6,1,4,5,1,1,4,1,4,1,1,4,5,5,4,3,4,4,4,4,4,6,4,7,3,1,4,5,6,5,1,5,4,6,1,10,10,6
"36",1,5,6,6,4,2,6,6,2,6,6,6,2,6,6,6,6,6,6,7,1,7,7,2,6,4,6,4,4,2,2,4,6,6,2,6,2,2,7,5,2,2,4,8,2,7,7,7,4,7,6,4,3,2,7,3,4,4,4,6,1,2,2,2,2,2,4,2,6,6,7,2,2,7,4,4,4,4,2,4,9,9,7
"37",2,5,6,2,5,5,2,2,5,2,6,2,6,5,2,2,2,6,4,1,2,2,2,4,5,5,2,3,5,5,5,3,5,5,4,6,5,5,1,5,4,5,5,7,5,4,1,5,5,1,6,5,1,5,1,1,5,5,3,5,5,5,5,5,5,5,4,6,6,6,1,5,4,4,3,1,4,5,4,1,8,8,4
"38",2,2,3,3,6,6,3,3,6,3,3,3,6,4,3,3,2,3,3,4,3,1,1,6,3,6,3,5,3,6,6,5,2,3,6,3,6,6,2,2,6,6,6,7,6,2,4,2,3,4,2,6,4,6,4,4,6,6,5,2,4,6,6,6,6,6,6,6,2,3,2,6,6,2,5,6,5,6,2,6,8,8,2
"39",2,1,5,6,2,2,6,6,2,7,5,5,2,7,6,5,2,5,6,4,2,4,3,3,7,6,6,3,6,3,3,3,2,7,3,7,2,2,4,1,2,2,7,9,3,4,4,4,6,4,2,2,3,3,4,4,2,6,3,2,6,2,2,2,2,2,4,2,5,2,5,2,3,2,3,8,3,2,4,8,10,10,4
"40",1,4,1,5,2,2,5,5,2,5,1,5,1,3,1,1,1,5,5,3,1,3,3,2,5,5,5,2,5,3,3,2,1,5,2,5,2,2,3,4,2,2,5,6,3,3,3,3,5,3,1,2,3,3,3,3,2,5,2,1,5,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,7,7,3
"41",2,1,2,2,3,3,2,2,3,2,2,2,3,4,2,2,2,2,1,4,2,4,4,5,2,3,1,3,3,4,4,5,5,2,5,2,3,3,4,1,5,3,3,6,5,4,4,4,3,4,4,3,4,4,4,4,3,3,5,5,2,3,3,3,3,3,3,3,5,2,5,3,5,5,5,3,5,3,5,3,7,7,4
"42",5,4,5,2,3,3,2,2,3,2,5,2,5,4,2,2,5,5,2,6,2,2,2,3,2,3,2,3,3,3,3,3,4,2,6,3,3,3,6,4,5,3,2,7,3,6,6,6,3,6,4,3,6,3,6,6,3,3,3,4,3,3,3,3,3,3,6,3,4,5,5,3,3,4,3,1,3,3,4,1,8,8,6
"43",4,6,4,2,7,5,4,2,5,2,4,4,5,7,4,4,4,4,6,7,4,2,2,1,7,6,6,7,1,5,5,7,4,7,1,1,5,5,2,6,1,5,7,8,1,2,7,2,1,7,4,7,5,5,7,7,7,1,7,4,1,5,5,5,5,5,1,5,4,4,4,5,1,2,1,3,7,5,1,3,9,9,2
"44",5,3,5,5,2,2,5,5,4,5,5,5,5,6,5,5,5,5,3,6,5,1,1,7,5,2,3,2,2,2,2,6,6,5,7,5,4,2,7,3,7,2,5,8,6,7,2,7,2,2,6,2,2,2,7,2,2,2,6,6,2,2,4,4,2,2,7,4,6,5,5,2,7,6,6,4,7,2,6,4,9,9,7
"45",3,5,1,1,6,6,1,1,2,1,1,1,3,5,1,1,3,1,1,4,4,4,4,6,1,6,1,6,6,6,6,6,5,1,3,6,2,6,3,5,3,6,1,7,6,3,4,3,6,4,3,6,4,6,4,4,6,6,6,5,6,6,2,2,6,6,3,2,5,3,3,6,6,5,6,2,6,6,5,2,8,8,3
"46",5,2,5,2,2,2,5,2,2,7,7,7,5,1,5,5,5,7,3,1,5,7,7,1,7,5,5,6,5,2,2,6,2,1,1,1,2,2,4,2,1,2,1,8,2,1,4,2,5,4,4,2,4,2,4,4,2,5,6,2,5,2,2,2,2,2,3,2,7,5,4,2,1,3,6,4,6,2,1,4,9,9,1
"47",4,3,7,1,4,4,1,1,4,1,7,7,4,1,7,7,1,7,3,1,4,6,6,4,1,4,3,2,4,4,4,2,1,7,1,4,4,4,5,3,4,4,1,8,4,1,5,1,4,5,5,4,5,4,5,5,4,4,2,1,4,4,4,4,4,4,3,4,7,4,5,4,4,1,2,5,2,4,1,5,9,9,1
"48",4,3,1,5,2,2,4,5,2,5,1,5,1,5,4,4,4,5,4,5,4,5,6,2,5,4,4,2,4,6,6,2,1,5,2,5,2,2,1,3,2,2,5,7,6,5,6,5,4,6,1,2,6,6,5,6,2,4,2,1,4,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,8,8,5
"49",4,5,5,5,3,3,5,5,3,5,5,5,4,5,5,5,4,5,5,1,2,1,1,6,5,2,5,6,2,1,1,6,5,5,6,6,3,3,3,5,4,3,3,7,6,3,1,3,2,1,4,3,1,1,1,1,3,2,6,5,2,3,3,3,3,3,3,3,5,4,4,3,6,4,6,3,6,3,4,3,8,8,4
"50",3,2,3,4,5,5,3,4,5,4,6,4,3,4,3,3,3,6,3,1,3,1,1,2,4,5,3,5,5,1,1,5,2,4,2,4,5,5,2,2,2,5,4,7,2,2,1,2,5,1,2,5,1,1,1,1,5,5,5,2,3,5,5,5,5,5,5,5,6,3,2,5,2,2,2,5,2,5,2,5,8,8,2
"51",6,5,7,2,7,7,7,2,7,2,6,2,7,4,6,7,7,2,5,4,7,2,4,3,7,7,5,3,7,4,4,3,7,2,3,7,7,7,8,5,8,7,7,9,3,8,6,8,7,4,7,7,4,4,8,4,7,7,3,7,6,7,7,7,7,7,8,7,6,7,6,7,3,8,3,1,3,7,8,1,10,10,8
"52",1,4,1,6,5,5,1,6,5,6,4,6,1,6,1,1,1,4,1,6,1,3,3,2,6,5,1,5,5,3,3,2,4,6,2,6,5,5,3,4,2,5,6,7,4,2,3,3,5,3,4,5,3,3,3,3,5,5,2,4,1,5,5,5,5,5,5,5,4,1,3,5,2,4,2,5,2,5,4,5,8,8,2
"53",7,2,1,2,6,6,2,2,6,7,1,7,6,3,7,7,7,1,2,3,7,7,5,4,7,5,2,4,4,5,5,4,6,7,4,4,6,6,6,2,6,6,7,8,5,3,5,2,4,5,6,6,5,5,5,5,6,4,4,6,7,6,6,6,6,6,6,6,1,6,6,6,4,6,4,6,4,6,6,6,9,9,3
"54",2,6,2,5,5,5,5,5,5,3,2,2,2,6,2,2,2,2,5,1,2,3,1,5,2,5,6,5,5,1,1,5,6,2,3,2,5,5,4,6,3,5,2,7,6,3,1,3,5,1,4,5,1,1,1,1,5,5,5,6,2,5,5,5,5,5,5,5,6,2,2,5,5,6,5,4,5,5,6,4,8,8,3
"55",6,4,1,7,5,6,7,7,6,7,1,1,6,2,7,1,6,1,4,2,7,7,2,6,7,5,4,5,5,2,2,5,6,5,6,6,6,6,3,4,6,6,5,8,6,7,2,7,5,2,6,5,2,2,2,2,5,5,5,6,5,6,6,6,6,6,4,6,1,6,6,6,6,6,6,3,5,5,6,3,9,9,7
"56",3,4,3,2,6,6,2,2,1,2,3,3,3,2,2,3,3,3,4,6,2,2,2,5,4,6,4,5,5,6,6,5,2,2,5,5,1,6,1,2,3,6,2,7,5,4,4,4,5,6,1,6,6,6,6,6,6,5,5,2,4,6,1,1,6,6,4,1,2,3,3,6,5,2,5,1,5,6,2,1,8,8,4
"57",7,1,6,5,4,4,7,5,4,5,6,5,7,3,7,7,7,6,7,3,7,3,3,4,7,7,7,4,7,3,3,2,4,5,4,7,4,4,4,1,4,4,7,8,4,3,3,3,7,3,4,4,3,3,3,3,4,7,4,4,7,4,4,4,4,4,4,4,6,7,6,4,4,4,4,4,4,4,4,4,9,9,3
"58",5,1,5,6,7,7,5,6,7,6,6,6,5,1,6,5,5,6,5,1,5,3,3,7,6,7,5,7,7,7,7,4,1,6,1,7,7,7,1,1,7,7,6,8,7,1,3,3,7,3,1,7,3,7,3,3,7,7,4,1,7,7,7,7,7,7,7,7,6,5,5,7,7,1,4,2,4,7,1,2,9,9,1
"59",4,3,2,4,6,6,4,4,6,4,2,4,2,3,4,4,4,2,4,3,4,4,1,5,4,1,4,5,5,1,1,5,3,4,5,5,6,6,2,3,6,6,6,7,1,3,1,3,5,1,2,6,1,1,1,1,6,5,5,3,4,6,6,6,6,6,6,6,2,2,2,6,5,3,5,2,5,6,3,2,8,8,3
"60",2,4,2,7,1,1,7,7,1,7,2,7,2,5,7,7,2,2,7,5,7,7,3,1,7,3,7,1,1,3,3,1,2,7,1,1,1,1,5,4,1,1,7,8,3,5,5,5,1,5,2,1,3,3,5,5,1,1,1,2,3,1,1,1,1,1,1,1,2,2,2,1,1,2,1,6,1,1,2,6,9,9,5
"61",7,5,7,5,6,6,5,5,1,4,7,7,7,3,7,7,7,7,5,3,4,6,6,1,4,4,5,2,4,6,6,2,3,4,1,4,1,6,1,5,1,6,4,8,3,1,4,1,4,6,3,6,6,6,6,6,6,4,2,3,4,6,1,1,6,6,1,1,3,7,7,6,1,3,2,1,2,6,3,1,9,9,1
"62",2,3,4,2,6,6,5,2,6,2,4,5,4,5,2,5,4,5,1,5,2,2,2,1,5,6,1,1,1,6,6,1,4,5,1,1,6,6,4,3,1,6,5,7,1,2,2,2,1,6,4,6,6,6,6,6,6,1,1,4,2,6,6,6,6,6,1,6,4,4,4,6,1,4,1,6,1,6,1,6,8,8,2
"63",1,4,1,3,6,6,1,3,6,3,4,3,1,3,1,1,1,4,2,3,1,5,5,6,3,1,1,6,1,6,6,6,4,3,2,1,6,6,5,4,2,6,3,7,6,5,5,5,1,5,4,6,5,6,5,5,6,1,6,4,6,6,6,6,6,6,2,6,4,1,5,6,6,4,6,6,6,6,4,6,8,8,5
"64",8,7,4,7,2,2,7,7,1,8,4,8,4,6,8,8,8,4,7,6,8,8,2,5,8,2,7,3,7,2,2,3,4,8,5,7,1,2,4,7,5,2,2,9,5,5,2,5,7,2,4,2,2,2,2,2,2,7,3,4,8,2,1,1,2,2,5,1,4,4,4,2,5,5,3,1,5,2,5,1,10,10,5
"65",5,3,5,6,2,3,6,6,3,6,5,6,5,4,6,5,5,6,6,4,1,1,1,3,6,6,6,2,6,1,1,2,3,6,3,6,3,3,5,3,3,3,2,7,3,3,1,3,6,1,5,2,1,1,1,1,2,6,2,3,1,3,3,3,3,3,3,3,5,5,5,3,3,5,3,2,2,2,3,2,8,8,3
"66",1,2,5,1,3,3,1,1,3,1,5,1,3,4,1,1,1,5,6,4,1,4,4,3,1,3,1,3,3,4,4,3,2,1,2,3,3,3,6,2,3,3,1,7,4,2,4,2,3,4,6,3,4,4,4,4,3,3,3,2,1,3,3,3,3,3,6,3,5,3,2,3,3,2,3,6,3,3,2,6,8,8,2
"67",5,1,5,5,3,3,5,5,4,5,5,5,3,5,5,5,5,5,1,2,5,5,3,3,5,3,1,3,3,3,3,3,5,5,4,3,4,3,4,1,4,3,3,6,3,4,2,4,3,2,5,3,2,3,2,2,3,3,3,5,3,3,4,4,3,3,4,4,5,5,4,3,3,4,3,4,3,3,4,4,7,7,4
"68",3,5,3,6,2,2,3,6,1,6,5,6,2,6,3,3,3,5,7,6,3,6,4,2,6,3,3,2,3,4,4,2,5,6,7,3,1,2,1,5,7,2,6,8,4,7,4,7,3,4,1,2,4,4,7,4,2,2,2,5,3,2,1,1,2,2,7,1,5,3,4,2,2,5,2,1,2,2,5,1,9,9,7
"69",3,1,3,5,7,7,3,5,7,5,1,4,3,6,3,3,3,4,3,6,3,5,5,7,3,3,3,2,3,5,5,2,1,4,7,3,7,7,1,1,7,7,3,8,5,6,4,7,3,4,1,7,5,5,4,4,7,3,2,1,4,7,7,7,7,7,7,7,1,3,1,7,7,1,2,7,7,7,1,7,9,9,6
"70",7,6,7,2,2,2,7,2,2,7,4,7,7,1,7,7,7,4,6,1,7,7,5,2,7,3,6,3,3,5,5,3,2,7,2,7,2,2,4,6,2,2,7,8,2,1,5,2,3,5,4,2,5,5,5,5,2,3,3,2,5,2,2,2,2,2,2,2,4,7,4,2,2,2,2,4,2,2,2,4,9,9,1
"71",2,8,2,1,7,7,2,1,7,1,2,1,2,4,2,2,2,1,8,4,2,4,4,6,1,7,8,7,7,7,7,6,7,1,6,6,7,7,3,8,2,7,1,9,7,7,5,7,7,4,3,7,4,7,4,4,7,7,6,7,5,7,7,7,7,7,7,7,2,2,2,7,6,2,6,3,6,7,7,3,10,10,4
"72",3,5,3,2,6,6,2,2,6,2,3,1,3,4,2,2,3,1,2,4,2,2,2,6,2,6,2,6,6,6,6,6,3,1,3,6,6,6,1,5,3,6,2,7,6,3,1,6,6,1,3,6,1,6,1,1,6,6,6,3,1,6,6,6,6,6,1,6,3,3,3,6,6,3,6,6,6,6,3,6,8,8,3
"73",3,1,5,3,1,6,3,3,6,3,5,3,5,4,3,3,3,5,1,4,3,3,6,4,3,1,1,1,1,6,6,4,4,3,4,5,6,6,2,1,4,6,1,7,4,4,2,6,1,2,5,1,2,6,2,2,1,1,1,4,3,6,6,6,6,6,1,6,5,5,2,6,4,4,4,2,4,1,4,2,8,8,4
"74",2,4,2,5,5,6,2,5,6,5,4,5,6,4,2,2,2,4,2,1,2,1,1,3,5,5,2,3,3,1,6,3,4,5,3,3,6,6,1,4,3,6,5,7,4,1,1,1,3,1,4,5,1,1,1,1,5,6,5,4,2,6,6,6,6,6,3,6,4,2,4,6,3,4,3,6,3,6,4,6,8,8,1
"75",4,5,4,6,6,6,4,6,6,3,4,3,4,3,4,4,4,3,5,3,4,2,2,7,3,6,5,6,6,6,6,7,7,3,7,3,6,6,7,5,7,6,3,8,7,7,2,6,6,2,7,6,2,6,2,2,6,6,7,7,6,6,6,6,6,6,6,6,4,4,4,6,7,7,7,1,7,6,7,1,9,9,7
"76",1,2,1,7,7,7,1,7,7,5,4,5,1,5,1,1,1,4,1,5,1,6,6,7,5,6,1,7,7,6,6,3,7,5,7,5,7,7,7,2,7,7,5,8,6,7,6,7,7,6,7,7,6,6,6,6,7,7,7,7,1,7,7,7,7,7,7,7,4,1,4,7,7,7,7,7,7,7,7,7,9,9,7
"77",8,1,1,8,4,4,8,8,4,8,4,1,8,2,8,1,8,8,1,2,8,3,5,4,8,8,1,4,8,5,5,6,4,8,3,8,4,4,4,1,3,4,8,9,4,3,7,3,8,4,4,4,5,5,3,5,4,8,4,4,8,4,4,4,4,4,3,4,4,8,4,4,4,3,4,4,4,4,3,4,10,10,3
"78",7,5,7,7,1,4,7,7,6,1,7,1,7,2,7,7,7,1,5,3,4,3,3,6,1,4,5,1,4,4,4,1,2,1,6,1,6,4,6,5,6,4,1,8,2,6,4,6,4,3,2,1,3,4,3,3,1,4,1,2,4,4,6,6,4,4,6,6,2,7,7,4,6,2,2,6,1,1,2,1,9,9,6
"79",1,4,1,4,3,3,4,4,3,4,4,1,1,4,4,1,1,4,4,6,1,5,5,2,4,3,4,3,2,3,3,3,4,4,2,2,3,3,6,4,1,3,4,7,2,6,2,6,2,3,6,3,3,3,6,3,3,2,3,4,2,3,3,3,3,3,6,3,4,1,1,3,2,1,2,3,3,3,6,3,8,8,6
