"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"49",6,3,7,3,6,7,6,1,1,6,3,9,9
"50",1,8,4,2,4,8,1,3,3,9,9,5,5
"51",9,4,1,7,9,3,9,1,4,9,3,5,5
"52",3,5,5,2,3,5,3,6,6,3,2,4,2
"53",3,1,4,5,3,4,3,1,1,3,6,2,2
"54",7,2,2,3,7,2,7,1,1,7,4,3,4
"55",6,2,2,4,6,2,6,2,3,3,3,5,1
"56",3,1,5,1,1,5,3,5,4,4,4,2,2
"57",9,5,5,1,9,7,9,8,8,9,7,3,1
"58",5,8,8,2,5,7,5,4,4,5,7,7,7
"59",4,3,3,5,4,2,4,6,6,4,2,2,2
"60",4,8,8,4,5,6,5,7,7,5,6,6,6
"61",1,4,4,7,1,2,1,5,5,1,2,6,6
"62",4,5,5,2,4,3,4,1,1,4,3,3,3
"63",3,2,2,4,2,1,3,6,6,5,5,1,1
"64",8,5,5,7,8,5,8,6,6,8,1,1,7
"65",5,4,2,8,4,2,5,9,9,4,4,7,7
"66",7,5,5,2,7,4,7,1,1,7,4,2,2
"67",2,2,6,5,2,4,2,6,7,7,7,5,5
"68",5,3,8,3,5,8,5,2,2,5,8,9,9
"69",3,5,5,2,3,5,3,4,4,3,5,1,1
"70",5,6,6,2,5,6,5,1,1,5,4,4,4
"71",9,9,7,4,9,2,9,7,3,3,2,8,8
"72",4,2,2,5,3,2,4,1,1,1,3,5,5
"73",9,7,4,7,7,4,9,4,3,3,3,2,2
"74",3,9,2,8,9,2,3,2,7,7,7,1,1
"75",3,2,2,5,3,4,3,1,1,3,4,4,4
"76",2,3,5,6,5,3,2,5,4,4,4,6,6
"77",2,6,6,5,2,6,2,3,3,2,1,5,5
"78",3,1,5,8,5,1,3,5,4,4,4,6,6
"79",2,7,7,3,2,6,2,5,5,2,6,6,6
"80",5,3,4,1,5,4,5,3,3,5,4,1,1
"81",2,6,6,5,2,7,2,3,3,2,7,5,7
"82",4,5,5,2,4,1,4,3,3,4,1,1,1
"83",2,5,1,4,1,5,2,1,7,7,7,4,4
"84",3,3,4,5,3,4,3,4,6,6,6,1,1
"85",4,2,2,5,4,7,4,3,3,4,7,6,5
"86",5,5,4,3,5,8,5,4,6,6,8,3,3
"87",5,2,2,4,5,6,5,3,3,5,6,1,6
"88",3,4,4,1,3,4,3,5,5,3,2,1,1
"89",1,3,3,2,1,3,1,7,7,1,6,6,2
"90",7,1,8,2,8,1,7,8,6,6,6,4,4
"91",7,9,9,6,7,9,7,3,3,7,2,8,2
"92",2,2,4,3,2,4,2,4,1,1,1,3,3
"93",2,5,5,2,2,5,2,1,1,2,4,4,4
"94",4,1,3,5,4,2,4,3,1,4,2,5,5
"95",6,8,3,8,8,3,6,3,2,1,1,4,2
"96",2,5,1,7,1,5,2,1,4,4,4,6,6
"97",2,6,4,7,2,1,2,6,6,2,1,1,1
"98",8,7,7,4,8,9,8,1,1,8,9,4,4
"99",1,3,4,6,1,3,1,2,2,1,3,6,6
"100",8,3,3,1,8,3,8,4,4,8,7,5,7
