"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"12",3,3,3,3,2,2,3,1,5,4,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,3,3,3,3,3,2,2,2,5,2,2,2,2,4,4,5,5,5,5,5,5,5,5,2,4,1,4,4,2,1,1,1,1,1,5,3,3,3,3,3,3,3,3,2,2,2,2,1,2,4,4,4,1,4,2,4,4,4,4,4,2,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2
"13",5,5,5,5,1,1,5,7,8,6,5,8,8,5,5,5,5,5,5,5,8,5,5,5,5,8,1,1,3,5,5,5,5,5,1,1,1,4,1,1,4,1,8,6,4,4,4,4,4,4,4,4,7,7,8,8,6,1,4,4,3,8,8,4,5,5,5,5,5,5,5,5,1,2,1,1,3,1,2,2,2,6,2,2,2,2,2,2,6,2,6,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"14",8,8,8,8,3,3,8,2,4,6,8,10,1,8,8,8,8,8,8,8,1,8,8,8,8,10,3,3,10,8,8,8,8,8,3,3,3,10,3,3,3,3,1,7,10,10,10,10,10,10,10,10,2,2,10,1,1,3,6,6,6,10,1,10,8,8,8,8,8,8,8,8,3,3,3,3,6,3,7,7,7,1,7,3,7,7,7,7,7,3,7,7,3,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,3
"15",1,1,1,1,5,5,1,11,7,9,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,6,3,5,6,1,1,1,1,1,5,5,5,3,5,5,5,5,9,3,9,3,3,3,3,3,3,3,3,11,6,9,9,5,9,9,6,6,6,3,1,1,1,1,1,1,1,3,5,5,5,5,6,5,8,8,8,8,8,5,8,8,8,8,9,5,9,8,5,9,8,5,8,8,8,8,8,8,8,8,8,8,8,8,5,8,8,8,8,3
"16",6,6,6,6,4,4,6,1,1,6,6,1,1,6,6,6,6,6,6,6,1,6,6,6,6,1,2,4,3,6,6,6,6,6,4,4,4,2,4,4,4,4,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,4,4,4,4,1,1,2,6,6,6,6,6,6,6,6,4,5,4,4,4,4,5,5,5,2,5,5,5,5,5,5,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"17",6,6,6,6,4,4,6,1,2,9,6,7,1,6,6,6,6,6,6,6,1,6,6,6,6,2,4,4,3,6,6,6,6,6,4,4,4,3,4,4,4,4,1,3,9,3,3,3,3,3,3,3,1,1,2,1,1,4,9,9,9,2,2,3,6,6,6,6,6,6,6,6,4,8,4,4,2,4,8,8,8,2,8,8,8,8,8,8,9,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4
"18",6,6,6,6,3,3,6,4,1,4,6,5,4,6,6,6,6,6,6,6,2,6,6,6,6,5,3,3,8,6,6,6,6,6,3,3,3,7,3,3,3,3,4,1,1,7,7,7,7,7,7,7,8,4,5,4,4,3,3,3,3,2,5,7,6,6,6,6,6,6,6,6,3,10,3,3,8,3,10,10,10,5,10,10,10,10,10,10,1,10,1,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3
"19",1,1,1,4,3,3,1,2,5,5,1,4,2,1,1,1,3,1,1,1,5,1,1,1,1,2,3,3,2,1,1,1,1,1,3,3,3,3,3,3,3,3,5,5,2,4,1,1,1,3,1,1,3,2,2,5,5,3,2,2,2,2,2,4,1,1,1,1,1,1,1,3,3,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"20",3,3,3,3,5,5,3,6,6,1,3,6,4,3,3,3,3,3,3,3,4,3,3,3,3,6,5,5,6,3,3,3,3,3,5,5,5,1,5,5,5,5,4,1,1,1,1,1,1,1,1,1,5,6,4,4,4,5,1,1,6,4,4,1,3,3,3,3,3,3,3,3,5,2,5,5,6,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
"21",8,8,8,8,5,5,8,9,4,9,8,1,9,8,8,8,8,8,8,8,9,8,8,8,8,6,5,5,6,8,8,8,8,8,5,5,5,1,5,5,5,5,9,3,1,1,1,1,1,1,1,1,9,9,6,9,9,5,1,1,1,6,6,1,8,8,8,8,8,8,8,8,5,5,5,5,6,5,3,3,3,4,3,5,3,3,3,3,3,5,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5
"22",4,4,4,4,9,9,4,3,6,6,4,10,7,4,4,4,4,4,4,4,4,4,4,4,4,1,9,9,1,4,4,4,4,4,9,9,9,9,9,9,9,9,6,6,7,5,11,9,9,9,11,9,9,3,1,6,6,9,7,7,7,1,1,11,4,4,4,4,4,4,4,4,9,5,9,9,7,9,5,5,5,10,5,5,5,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9
"23",7,7,7,7,2,2,7,1,1,5,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,1,7,7,7,7,7,2,2,2,4,2,2,2,2,5,4,4,4,4,4,4,4,4,4,5,1,1,5,5,2,2,2,2,1,1,4,7,7,7,7,7,7,7,7,2,8,2,2,1,2,8,8,8,6,8,8,8,8,8,8,5,8,5,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2
"24",2,2,2,2,1,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,3,1,1,3,2,2,2,2,2,1,1,1,4,1,1,1,1,3,5,4,4,4,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,3,4,2,2,2,2,2,2,2,2,1,5,1,1,3,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
"25",4,4,4,4,5,5,4,3,3,4,4,1,3,4,4,4,4,4,4,4,2,4,4,4,4,3,6,5,6,4,4,4,4,4,5,5,5,6,5,5,5,5,3,6,6,6,6,6,6,6,6,6,3,3,3,3,3,5,5,5,5,2,3,6,4,4,4,4,4,4,4,4,5,7,5,5,6,5,7,7,7,1,7,7,7,7,7,7,6,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5
"26",4,4,4,4,9,9,4,8,2,2,4,3,8,4,4,4,4,4,4,4,4,4,4,4,4,8,1,9,8,4,4,4,4,4,9,9,9,6,9,9,9,9,2,6,8,6,3,6,6,6,3,6,1,8,8,2,2,9,8,8,8,8,8,3,4,4,4,4,4,4,4,1,9,9,9,9,8,9,7,7,7,7,7,9,7,7,7,7,2,9,2,7,9,2,7,9,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,7,7,1
"27",8,8,8,8,18,18,8,1,10,14,8,13,1,8,8,8,8,8,8,8,1,8,8,8,8,1,18,18,2,8,8,8,8,8,18,18,18,16,18,18,18,18,1,3,14,16,5,16,16,16,5,16,1,1,1,1,3,18,14,14,2,1,1,5,8,8,8,8,8,8,8,8,18,9,18,18,2,18,9,9,9,1,9,9,9,9,9,9,3,9,3,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18
"28",5,5,5,5,7,7,5,2,1,6,5,2,2,5,5,5,5,5,5,5,2,5,5,5,5,2,7,7,5,5,5,5,5,5,7,7,7,9,7,7,7,7,2,9,6,9,9,9,9,9,9,9,2,2,2,2,6,7,6,6,6,2,2,9,5,5,5,5,5,5,5,5,7,4,7,7,6,7,4,4,4,2,4,4,4,4,4,4,6,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7
"29",4,4,4,4,6,6,4,3,2,3,4,2,3,4,4,4,4,4,4,4,3,4,4,4,4,2,6,6,7,4,4,4,4,4,6,6,6,7,6,6,6,6,3,1,7,7,5,7,7,7,5,7,3,3,2,3,3,6,7,7,7,2,2,5,4,4,4,4,4,4,4,4,6,6,6,6,7,6,1,1,1,2,1,6,1,1,1,1,1,6,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6
"30",2,2,2,2,3,3,2,4,7,4,2,7,6,2,2,2,2,2,2,2,4,2,2,2,2,7,3,3,7,2,2,2,2,2,3,3,3,1,3,3,3,3,4,1,7,1,1,1,1,1,1,1,3,4,6,4,4,3,6,6,6,6,6,1,2,2,2,2,2,2,2,2,3,5,3,3,7,3,5,5,5,5,5,5,5,5,5,5,7,5,7,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
"31",2,2,2,2,1,1,2,4,4,3,2,5,3,2,2,2,2,2,2,2,3,2,2,2,2,4,1,1,4,2,2,2,2,2,1,1,1,2,1,1,1,1,3,5,2,2,4,2,2,2,4,2,3,4,4,3,3,1,1,1,1,4,4,4,2,2,2,2,2,2,2,2,1,5,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
"32",2,2,2,2,5,5,2,6,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,6,3,5,6,2,2,2,2,2,5,5,5,1,5,5,5,5,3,1,1,1,1,1,1,1,1,1,3,6,6,3,3,5,5,5,5,6,6,1,2,2,2,2,2,2,2,3,5,4,5,5,6,5,4,4,4,1,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"33",5,5,5,5,2,2,5,4,4,1,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,4,5,5,5,5,5,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,1,1,2,1,1,4,4,1,1,5,5,5,5,5,5,5,5,2,3,2,2,4,2,3,3,3,4,3,3,3,3,3,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"34",3,3,3,3,1,1,3,5,4,4,3,6,4,3,3,3,3,3,3,3,4,3,3,3,3,4,5,1,6,3,3,3,3,3,1,1,1,6,1,1,1,1,4,6,4,6,6,6,6,6,6,6,5,5,4,4,4,1,4,4,6,4,4,6,3,3,3,3,3,3,3,5,1,2,1,1,6,1,2,2,2,6,2,2,2,2,2,2,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5
"35",7,7,7,7,8,8,7,3,3,3,7,6,3,7,7,7,7,7,7,7,3,7,7,7,7,3,8,8,1,7,7,7,7,7,8,8,8,1,8,8,8,8,3,4,1,1,1,1,1,1,1,1,3,3,3,3,4,8,3,3,8,3,3,1,7,7,7,7,7,7,7,7,8,9,8,8,8,8,9,9,9,1,9,9,9,9,9,9,4,9,4,9,9,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8
"36",1,1,1,1,5,5,1,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,1,1,1,1,1,5,5,5,3,5,5,5,5,4,7,2,3,3,3,3,3,3,3,4,4,2,4,4,5,2,2,2,2,2,3,1,1,1,1,1,1,1,1,5,5,5,5,2,5,7,7,7,2,7,5,7,7,7,7,7,5,7,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,5
"37",2,2,2,2,6,6,2,4,3,2,2,5,4,2,2,2,2,2,2,2,4,2,2,2,2,4,5,6,4,2,2,2,2,2,6,6,6,5,6,6,6,6,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,6,6,6,6,4,4,5,2,2,2,2,2,2,2,2,6,7,6,6,4,6,7,7,7,5,7,7,7,7,7,7,5,7,5,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
"38",3,3,3,3,9,9,3,3,2,2,3,1,8,3,3,3,3,3,3,3,2,3,3,3,3,1,9,9,7,3,3,3,3,3,9,9,9,7,9,9,9,9,2,7,1,7,8,7,7,7,8,7,9,4,1,2,2,9,1,1,1,2,8,8,3,3,3,3,3,3,3,3,9,4,9,9,1,9,4,4,4,8,4,4,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9
"39",5,5,5,5,1,1,5,3,6,6,5,7,3,5,5,5,5,5,5,5,3,5,5,5,5,3,1,1,2,5,5,5,5,5,1,1,1,2,1,1,1,1,3,6,2,2,2,2,2,2,2,2,3,3,3,3,6,1,1,1,1,3,3,2,5,5,5,5,5,5,5,5,1,7,1,1,1,1,7,7,7,3,7,7,7,7,7,7,6,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
"40",4,4,4,4,3,3,4,5,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,1,4,4,4,4,4,3,3,3,2,3,3,3,3,5,6,2,2,2,2,2,2,2,2,5,5,1,5,5,3,3,3,3,1,1,2,4,4,4,4,4,4,4,4,3,6,3,3,1,3,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3
"41",4,4,4,4,6,6,4,1,3,7,4,2,7,4,4,4,4,4,4,4,7,4,4,4,4,2,6,6,2,4,4,4,4,4,6,6,6,1,6,6,6,6,7,3,3,1,1,1,1,1,1,1,7,7,2,7,7,6,6,6,6,2,2,1,4,4,4,4,4,4,4,4,6,5,6,6,2,6,5,5,5,3,5,5,5,5,5,5,3,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
"42",2,2,2,2,4,4,2,5,5,2,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,3,6,4,3,2,2,2,2,2,4,4,4,6,4,4,4,4,5,7,3,6,6,6,6,6,6,6,5,5,3,5,5,4,3,3,3,3,3,6,2,2,2,2,2,2,2,6,4,4,4,4,3,4,7,7,7,1,7,4,7,7,7,7,7,4,7,7,4,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,6
"43",1,1,1,1,4,4,1,3,5,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,3,1,1,1,1,1,4,4,4,4,4,4,4,4,5,2,3,2,2,2,2,4,2,2,4,3,3,5,5,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,4,4,4,4,3,4,2,2,2,3,2,4,2,2,2,2,5,4,5,2,4,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4
"44",6,6,6,6,1,1,6,7,7,2,6,8,2,6,6,6,6,6,6,6,4,6,6,6,6,8,1,1,3,6,6,6,6,6,1,1,1,3,1,1,1,1,7,4,2,3,3,3,3,3,3,3,7,7,8,7,4,1,2,2,2,4,8,3,6,6,6,6,6,6,6,6,1,5,1,1,3,1,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
"45",2,2,2,2,10,10,2,6,9,4,2,1,4,2,2,2,2,2,2,2,4,2,2,2,2,9,1,10,3,2,2,2,2,2,10,10,10,8,4,10,4,10,4,8,8,8,8,8,8,8,8,8,6,6,9,4,1,4,4,4,3,9,9,8,2,2,2,2,2,2,2,1,1,4,4,4,3,1,5,5,5,9,5,10,5,5,5,5,1,10,1,5,10,1,5,10,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,1
"46",2,2,2,2,3,3,2,7,6,4,2,5,6,2,2,2,2,2,2,2,7,2,2,2,2,6,3,3,6,2,2,2,2,2,3,3,3,5,3,3,3,3,7,4,6,5,5,5,5,5,5,5,7,7,6,7,4,3,6,6,6,7,6,5,2,2,2,2,2,2,2,2,3,1,3,3,6,3,1,1,1,5,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"47",5,5,5,5,9,9,5,5,6,10,5,6,1,5,5,5,5,5,5,5,5,5,5,5,5,6,2,9,6,5,5,5,5,5,9,9,9,2,9,9,9,9,7,10,10,2,2,2,2,2,2,2,7,7,6,7,10,9,10,10,10,6,1,2,5,5,5,5,5,5,5,2,9,9,9,9,6,9,7,7,7,4,7,9,7,7,7,7,10,9,10,7,9,10,7,9,7,7,7,7,7,7,7,7,7,7,7,7,9,7,7,7,7,2
"48",5,5,5,5,6,6,5,11,7,8,5,12,11,5,5,5,5,5,5,5,12,5,5,5,5,11,6,6,3,5,5,5,5,5,6,6,6,3,6,6,6,6,11,3,8,3,9,3,3,3,9,3,11,11,11,11,8,6,8,8,3,12,11,9,5,5,5,5,5,5,5,5,6,2,6,6,3,6,2,2,2,12,2,2,2,2,2,2,8,2,8,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6
"49",1,1,1,1,1,2,1,5,3,1,1,4,5,1,1,1,1,1,1,1,5,1,1,1,1,5,2,2,5,1,1,1,1,1,2,2,2,4,2,2,2,2,5,3,4,4,4,4,4,4,4,4,5,5,5,5,5,2,2,2,2,5,5,4,1,1,1,1,1,1,1,1,2,3,2,2,5,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"50",4,4,4,4,3,3,4,1,1,1,4,5,1,4,4,4,4,4,4,4,1,4,4,4,4,1,2,3,3,4,4,4,4,4,3,3,3,2,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,1,3,1,1,2,4,4,4,4,4,4,4,4,3,5,3,3,3,3,5,5,5,2,5,5,5,5,5,5,2,5,2,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
"51",5,5,5,5,3,3,5,6,6,4,5,1,6,5,5,5,5,5,5,5,6,5,5,5,5,6,3,3,6,5,5,5,5,5,3,3,3,4,3,3,3,3,6,4,4,4,4,4,4,4,4,4,6,6,6,6,4,3,4,4,4,6,6,4,5,5,5,5,5,5,5,5,3,1,3,3,6,3,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"52",1,1,1,1,11,11,1,13,7,15,1,9,12,1,1,1,1,1,1,1,4,1,1,1,1,5,11,11,10,1,1,1,1,1,11,11,11,2,11,11,11,11,15,2,5,2,2,2,2,2,2,2,10,13,5,15,15,11,5,5,7,4,12,2,1,1,1,1,1,1,1,1,11,14,11,11,7,11,14,14,14,5,14,14,14,14,14,14,15,14,15,14,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11
"53",3,3,3,3,6,6,3,4,4,5,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,4,6,6,4,3,3,3,3,3,6,6,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,4,4,5,5,6,2,2,2,4,4,5,3,3,3,3,3,3,3,3,6,1,6,6,2,6,1,1,1,4,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
"54",1,1,1,1,2,2,1,4,1,5,1,7,7,1,1,1,1,1,1,1,4,1,1,1,1,7,2,2,7,1,1,1,1,1,2,2,2,3,2,2,2,2,4,5,7,3,3,3,3,3,3,3,4,4,7,4,5,2,7,7,7,7,7,3,1,1,1,1,1,1,1,1,2,6,2,2,7,2,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2
"55",6,6,6,6,1,1,6,3,2,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,5,6,6,6,6,6,1,1,1,5,1,1,1,1,3,5,5,5,5,5,5,5,5,5,3,3,2,3,3,1,2,2,2,2,3,5,6,6,6,6,6,6,6,6,1,4,1,1,2,1,4,4,4,2,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
"56",4,4,4,4,3,3,4,6,1,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,3,7,4,4,4,4,4,3,3,3,1,3,3,3,3,6,1,1,1,1,1,1,1,1,1,6,6,7,6,6,3,3,3,3,7,7,1,4,4,4,4,4,4,4,4,3,2,3,3,7,3,2,2,2,6,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
"57",4,4,4,4,5,5,4,9,7,7,4,6,7,4,4,4,4,4,4,4,7,4,4,4,4,7,5,5,9,4,4,4,4,4,5,5,5,9,5,5,5,5,7,9,7,9,9,9,9,9,9,9,5,9,7,7,7,5,7,7,5,7,7,9,4,4,4,4,4,4,4,4,5,6,5,5,5,5,6,6,6,9,6,6,6,6,6,6,7,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5
