"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"45",1,2,3,4,2,4,3,4,4,4,3,4,2,3,4,5,4,5,4,4,4,4,4,2,3,3,4,4,3
"46",2,3,6,1,3,1,6,1,1,1,6,1,3,6,1,7,1,4,1,1,1,1,1,3,6,6,1,1,6
"47",4,3,1,7,3,7,1,7,7,7,1,7,3,1,7,5,7,2,7,7,7,7,7,3,1,1,7,7,1
"48",8,7,1,6,7,6,1,6,6,6,1,6,7,1,6,5,6,3,6,6,6,6,6,7,1,1,6,6,1
"49",1,4,2,6,4,6,2,6,6,6,2,6,4,2,6,5,6,3,6,6,6,6,6,4,2,2,6,6,2
"50",6,8,7,4,8,4,7,4,4,4,7,4,8,7,4,1,4,5,4,4,4,4,4,8,7,7,4,4,7
"51",5,4,1,3,4,3,1,3,3,3,1,3,4,1,3,2,3,4,3,3,3,3,3,4,1,1,3,3,1
"52",7,6,2,5,6,5,2,5,5,5,2,5,6,2,5,4,5,1,5,5,5,5,5,6,2,2,5,5,2
"53",6,4,5,3,4,3,5,3,3,3,5,3,4,5,3,1,3,1,3,3,3,3,3,4,5,5,3,3,5
"54",6,8,2,1,8,1,2,1,1,1,2,1,8,2,1,3,1,7,1,1,1,1,1,8,2,2,1,1,2
"55",1,2,6,3,2,3,6,3,3,3,6,3,2,6,3,5,3,5,3,3,3,3,3,2,6,6,3,3,6
"56",4,3,1,5,3,5,1,5,5,5,1,5,3,1,5,6,5,8,5,5,5,5,5,3,1,1,5,5,1
"57",6,2,4,3,2,3,4,3,3,3,4,3,2,4,3,1,3,2,3,3,3,3,3,2,4,4,3,3,4
"58",3,5,1,7,5,7,1,7,7,7,1,7,5,1,7,2,7,4,7,7,7,7,7,5,1,1,7,7,1
"59",4,1,6,5,1,5,6,5,5,5,6,5,1,6,5,2,5,3,5,5,5,5,5,1,6,6,5,5,6
"60",5,2,4,1,2,1,4,1,1,1,4,1,2,4,1,7,1,6,1,1,1,1,1,2,4,4,1,1,4
"61",4,2,3,5,2,5,3,5,5,5,3,5,2,3,5,6,5,1,5,5,5,5,5,2,3,3,5,5,3
"62",6,7,8,5,7,5,8,5,5,5,8,5,7,8,5,3,5,4,5,5,5,5,5,7,8,8,5,5,8
"63",1,4,3,2,4,2,3,2,9,2,3,2,4,3,2,10,2,7,2,2,2,2,2,4,3,3,2,2,3
"64",3,2,5,6,2,6,5,6,6,6,5,6,2,5,6,1,6,4,6,6,6,6,6,2,5,5,6,6,5
"65",3,6,4,5,6,5,4,5,5,5,4,5,6,4,5,1,5,2,5,5,5,5,5,6,4,4,5,5,4
"66",2,3,5,1,3,1,5,1,1,1,5,1,3,5,1,4,1,6,1,1,1,1,1,3,5,5,1,1,5
"67",5,3,2,6,3,6,2,6,6,6,2,6,3,2,6,1,6,1,6,6,6,6,6,3,2,2,6,6,2
"68",1,4,3,2,4,2,3,2,9,2,3,2,4,3,2,10,2,7,2,2,2,2,2,4,3,3,2,2,3
"69",7,2,3,4,2,4,3,4,4,4,3,4,2,3,4,6,4,1,4,4,4,4,4,2,3,3,4,4,3
"70",1,6,4,2,6,2,4,2,2,2,4,2,6,4,2,7,2,8,2,2,2,2,2,6,4,4,2,2,4
"71",1,3,6,2,3,2,6,2,2,2,6,2,3,6,2,5,2,3,2,2,2,2,2,3,6,6,2,2,6
"72",6,1,7,4,1,4,7,4,4,4,7,4,1,7,4,3,4,5,4,4,4,4,4,1,7,7,4,4,7
"73",4,6,7,3,6,3,7,3,3,3,7,3,6,7,3,2,3,5,3,3,3,3,3,6,7,7,3,3,7
"74",5,3,6,1,3,1,6,1,1,1,6,1,3,6,1,2,1,4,1,1,1,1,1,3,6,6,1,1,6
"75",6,5,4,3,5,3,4,3,3,3,4,3,5,4,3,1,3,2,3,3,3,3,3,5,4,4,3,3,4
"76",6,1,7,2,1,2,7,2,2,2,7,2,1,7,2,5,2,4,2,2,2,2,2,1,7,7,2,2,7
"77",1,6,3,2,6,2,3,2,2,2,3,2,6,3,2,5,2,5,2,2,2,2,2,6,3,3,2,2,3
"78",2,4,6,7,4,7,6,7,7,7,6,7,4,6,7,5,7,1,7,7,7,7,7,4,6,6,7,7,6
"79",6,4,5,2,4,2,5,2,2,2,5,2,4,5,2,1,2,7,2,2,2,2,2,4,5,5,2,2,5
"80",3,6,4,2,6,2,4,2,2,2,4,2,6,4,2,5,2,7,2,2,2,2,2,6,4,4,2,2,4
"81",7,3,8,2,3,2,8,2,2,2,8,2,3,8,2,6,2,4,2,2,2,2,2,3,8,8,2,2,8
"82",5,1,6,7,1,7,6,7,7,7,6,7,1,6,7,3,7,2,7,7,7,7,7,1,6,6,7,7,6
"83",7,2,3,5,2,5,3,5,5,5,3,5,2,3,5,6,5,2,5,5,5,5,5,2,3,3,5,5,3
"84",5,3,6,4,3,4,6,4,4,4,6,4,3,6,4,1,4,2,4,4,4,4,4,3,6,6,4,4,6
"85",1,4,6,3,4,3,6,3,3,3,6,3,4,6,3,5,3,2,3,3,3,3,3,4,6,6,3,3,6
"86",5,7,8,2,7,2,8,2,2,2,8,2,7,8,2,6,2,3,2,2,2,2,2,7,8,8,2,2,8
"87",1,4,6,2,4,2,6,2,2,2,6,2,4,6,2,7,2,3,2,2,2,2,2,4,6,6,2,2,6
"88",1,4,3,2,4,2,3,2,9,2,3,2,4,3,2,10,2,7,2,2,2,2,2,4,3,3,2,2,3
"89",7,8,3,4,8,4,3,4,4,4,3,4,8,3,4,5,4,8,4,4,4,4,4,8,3,3,4,4,3
"90",6,4,7,5,4,5,7,5,5,5,7,5,4,7,5,3,5,4,5,5,5,5,5,4,7,7,5,5,7
"91",6,8,5,1,8,1,5,1,1,1,5,1,8,5,1,4,1,4,1,1,1,1,1,8,5,5,1,1,5
"92",1,4,3,2,4,2,3,2,9,2,3,2,4,3,2,10,2,7,2,2,2,2,2,4,3,3,2,2,3
"93",3,1,5,6,1,6,5,6,6,6,5,6,1,5,6,4,6,4,6,6,6,6,6,1,5,5,6,6,5
"94",3,6,5,1,6,1,5,1,1,1,5,1,6,5,1,2,1,2,1,1,1,1,1,6,5,5,1,1,5
"95",8,3,6,1,3,1,6,1,1,1,6,1,3,6,1,2,1,5,1,1,1,1,1,3,6,6,1,1,6
"96",1,4,3,2,4,2,3,2,9,2,3,2,4,3,2,10,2,7,2,2,2,2,2,4,3,3,2,2,3
"97",4,5,1,6,5,6,1,6,6,6,1,6,5,1,6,3,6,3,6,6,6,6,6,5,1,1,6,6,1
"98",1,4,3,2,4,2,3,2,9,2,3,2,4,3,2,10,2,7,2,2,2,2,2,4,3,3,2,2,3
"99",2,1,4,6,1,6,4,6,6,6,4,6,1,4,6,5,6,3,6,6,6,6,6,1,4,4,6,6,4
"100",3,6,2,7,6,7,2,7,7,7,2,7,6,2,7,5,7,1,7,7,7,7,7,6,2,2,7,7,2
