"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"16",4,3,4,3,2,3,1,5,3,2,5,3,5,1,5,1,2,5,5,6,1,2,6,2,2,3,4,1,6,2,2,2,2,2,2
"17",4,3,4,3,5,3,1,2,3,5,2,3,2,1,2,1,5,2,2,6,1,5,6,5,5,3,4,1,6,5,5,5,5,5,5
"18",2,1,2,4,5,4,3,1,4,5,1,4,1,3,3,3,5,1,1,6,3,5,6,5,5,4,2,3,6,5,5,5,5,5,5
"19",5,1,5,1,3,1,2,4,1,3,4,1,4,2,4,2,3,4,4,6,2,3,6,3,3,1,5,2,6,3,3,3,3,3,3
"20",1,3,1,2,5,2,4,3,2,5,3,2,3,4,3,4,5,3,3,6,4,5,6,5,5,2,1,4,6,5,5,5,5,5,5
"21",3,2,4,4,4,4,4,2,4,4,2,4,2,4,2,1,4,2,2,5,4,4,5,4,4,4,3,4,5,4,4,4,4,4,4
"22",3,1,3,1,1,1,2,4,1,1,4,1,4,2,4,2,1,4,4,5,2,1,5,1,1,1,3,2,5,1,1,1,1,1,1
"23",2,5,2,4,1,4,3,5,4,1,5,4,5,3,5,3,1,5,5,6,3,1,6,1,1,4,2,3,6,1,1,1,1,1,1
"24",2,4,2,5,1,5,3,4,5,1,4,5,4,3,3,3,1,4,4,6,3,1,6,1,1,5,2,3,6,1,1,1,1,1,1
"25",3,4,3,5,1,5,2,5,5,1,4,5,4,2,4,2,1,4,4,6,2,1,6,1,1,5,3,2,6,1,1,1,1,1,1
"26",5,3,5,1,2,1,4,3,1,2,3,1,3,4,3,4,2,3,3,6,4,2,6,2,2,1,5,4,6,2,2,2,2,2,2
"27",2,5,2,1,3,1,4,5,1,3,5,1,5,4,4,4,3,5,5,6,4,3,6,3,3,1,2,4,6,3,3,3,3,3,3
"28",2,1,2,4,3,4,5,1,4,3,1,4,1,5,5,5,3,1,1,6,5,3,6,3,3,4,2,5,6,3,3,3,3,3,3
"29",4,5,4,2,1,2,3,2,2,1,5,2,5,3,5,3,1,5,5,6,3,1,6,1,1,2,4,3,6,1,1,1,1,1,1
"30",3,1,3,2,5,2,4,1,2,5,1,2,1,4,1,4,5,1,1,6,4,5,6,5,5,2,3,4,6,5,5,5,5,5,5
"31",2,1,2,3,4,3,5,1,3,4,1,3,1,5,5,5,4,1,1,6,5,4,6,4,4,3,2,5,6,4,4,4,4,4,4
"32",2,3,2,4,1,4,5,4,4,1,3,4,3,5,3,5,1,3,3,6,5,1,6,1,1,4,2,5,6,1,1,1,1,1,1
"33",5,2,5,3,4,3,1,3,3,4,2,3,2,1,1,1,4,2,2,6,1,4,6,4,4,3,5,1,6,4,4,4,4,4,4
"34",2,1,3,3,3,3,4,1,3,3,1,3,1,4,1,4,3,1,1,5,4,3,5,3,3,3,2,4,5,3,3,3,3,3,3
"35",4,2,4,3,1,3,5,3,3,1,2,3,2,5,2,5,1,2,2,6,5,1,6,1,1,3,4,5,6,1,1,1,1,1,1
"36",5,1,5,3,4,3,2,3,3,4,1,3,1,2,2,2,4,1,1,6,2,4,6,4,4,3,5,2,6,4,4,4,4,4,4
"37",2,4,2,1,5,1,3,1,1,5,4,1,4,3,4,3,5,4,4,6,3,5,6,5,5,1,2,3,6,5,5,5,5,5,5
"38",3,5,3,2,1,2,4,5,2,1,5,2,5,4,5,4,1,5,5,6,4,1,6,1,1,2,3,4,6,1,1,1,1,1,1
"39",3,1,3,4,5,4,2,1,4,5,1,4,1,2,1,2,5,1,1,6,2,5,6,5,5,4,3,2,6,5,5,5,5,5,5
"40",4,1,4,2,3,2,5,1,2,3,1,2,1,5,5,5,3,1,1,6,5,3,6,3,3,2,4,5,6,3,3,3,3,3,3
"41",2,4,1,1,1,1,3,4,1,1,4,1,4,3,4,3,1,4,4,5,3,1,5,1,1,1,2,3,5,1,1,1,1,1,1
"42",4,3,4,1,2,1,5,3,1,2,3,1,3,5,3,5,2,3,3,6,5,2,6,2,2,1,4,5,6,2,2,2,2,2,2
"43",3,4,3,1,2,1,5,4,1,2,4,1,4,5,4,5,2,4,4,6,5,2,6,2,2,1,3,5,6,2,2,2,2,2,2
"44",2,5,2,5,3,5,4,1,5,3,1,5,1,4,1,4,3,1,1,6,4,3,6,3,3,5,2,4,6,3,3,3,3,3,3
"45",2,1,4,4,4,4,3,1,4,4,1,4,1,3,3,3,4,1,1,5,3,4,5,4,4,4,2,3,5,4,4,4,4,4,4
"46",2,4,2,3,3,3,1,3,3,3,4,3,4,1,4,1,3,4,4,5,1,3,5,3,3,3,2,1,5,3,3,3,3,3,3
"47",2,4,2,1,3,1,5,4,1,3,4,1,4,5,5,5,3,4,4,6,5,3,6,3,3,1,2,5,6,3,3,3,3,3,3
"48",2,5,2,4,3,4,1,4,4,3,5,4,5,1,5,1,3,5,5,6,1,3,6,3,3,4,2,1,6,3,3,3,3,3,3
"49",2,4,2,1,5,1,3,4,1,5,4,1,4,3,3,3,5,4,4,6,3,5,6,5,5,1,2,3,6,5,5,5,5,5,5
"50",4,2,4,3,1,3,5,2,3,1,2,3,2,5,2,5,1,2,2,6,5,1,6,1,1,3,4,5,6,1,1,1,1,1,1
"51",3,1,3,2,2,2,4,2,2,2,1,2,1,4,4,4,2,1,1,5,4,2,5,2,2,2,3,4,5,2,2,2,2,2,2
"52",4,1,3,3,3,3,2,1,3,3,1,3,1,2,2,2,3,1,1,5,2,3,5,3,3,3,4,2,5,3,3,3,3,3,3
"53",4,5,4,2,3,2,1,2,2,3,5,2,5,1,5,1,3,5,5,6,1,3,6,3,3,2,4,1,6,3,3,3,3,3,3
"54",1,3,1,4,5,4,2,4,4,5,3,4,3,2,3,2,5,3,3,6,2,5,6,5,5,4,1,2,6,5,5,5,5,5,5
"55",4,3,4,3,3,3,2,1,3,3,1,3,1,2,1,2,3,1,1,5,2,3,5,3,3,3,4,2,5,3,3,3,3,3,3
"56",3,2,3,1,5,1,4,2,1,5,2,1,2,4,4,4,5,2,2,6,4,5,6,5,5,1,3,4,6,5,5,5,5,5,5
"57",4,1,4,2,5,2,3,2,2,5,1,2,1,3,1,3,5,1,1,6,3,5,6,5,5,2,4,3,6,5,5,5,5,5,5
"58",2,1,2,5,3,5,4,1,5,3,1,5,1,4,4,4,3,1,1,6,4,3,6,3,3,5,2,4,6,3,3,3,3,3,3
"59",3,2,3,1,5,1,4,2,1,5,2,1,2,4,2,4,5,2,2,6,4,5,6,5,5,1,3,4,6,5,5,5,5,5,5
"60",1,4,1,4,2,4,3,5,4,2,5,4,5,3,5,3,2,5,5,6,3,2,6,2,2,4,1,3,6,2,2,2,2,2,2
"61",4,3,4,2,1,2,5,2,2,1,3,2,3,5,3,5,1,3,3,6,5,1,6,1,1,2,4,5,6,1,1,1,1,1,1
"62",3,4,3,1,2,1,5,1,1,2,4,1,4,5,4,5,2,4,4,6,5,2,6,2,2,1,3,5,6,2,2,2,2,2,2
"63",4,2,3,3,3,3,3,2,3,3,2,3,2,3,2,1,3,2,2,5,3,3,5,3,3,3,4,3,5,3,3,3,3,3,3
"64",1,3,1,3,2,3,5,4,3,2,4,3,4,5,4,5,2,4,4,6,5,2,6,2,2,3,1,5,6,2,2,2,2,2,2
"65",1,3,1,2,4,2,5,3,2,4,3,2,3,5,5,5,4,3,3,6,5,4,6,4,4,2,1,5,6,4,4,4,4,4,4
"66",4,1,4,1,1,1,2,3,1,1,3,1,3,2,3,2,1,3,3,5,2,1,5,1,1,1,4,2,5,1,1,1,1,1,1
"67",1,4,1,5,2,5,3,5,5,2,4,5,4,3,3,3,2,4,4,6,3,2,6,2,2,5,1,3,6,2,2,2,2,2,2
"68",3,1,3,1,1,1,4,2,1,1,2,1,2,4,2,4,1,2,2,5,4,1,5,1,1,1,3,4,5,1,1,1,1,1,1
"69",1,3,1,2,4,2,5,3,2,4,3,2,3,5,3,5,4,3,3,6,5,4,6,4,4,2,1,5,6,4,4,4,4,4,4
"70",3,4,2,2,2,2,1,4,2,2,4,2,4,1,1,1,2,4,4,5,1,2,5,2,2,2,3,1,5,2,2,2,2,2,2
"71",5,2,5,3,4,3,1,3,3,4,2,3,2,1,1,1,4,2,2,6,1,4,6,4,4,3,5,1,6,4,4,4,4,4,4
"72",1,3,1,5,4,5,2,5,5,4,3,5,3,2,3,2,4,3,3,6,2,4,6,4,4,5,1,2,6,4,4,4,4,4,4
"73",3,1,2,2,2,2,2,1,2,2,1,2,1,2,1,4,2,1,1,5,2,2,5,2,2,2,3,2,5,2,2,2,2,2,2
"74",3,2,3,4,1,4,5,2,4,1,2,4,2,5,5,5,1,2,2,6,5,1,6,1,1,4,3,5,6,1,1,1,1,1,1
"75",1,4,1,4,3,4,2,5,4,3,5,4,5,2,5,2,3,5,5,6,2,3,6,3,3,4,1,2,6,3,3,3,3,3,3
"76",1,3,1,4,4,4,2,4,4,4,3,4,3,2,3,2,4,3,3,5,2,4,5,4,4,4,1,2,5,4,4,4,4,4,4
"77",4,3,4,3,1,3,5,2,3,1,2,3,2,5,2,5,1,2,2,6,5,1,6,1,1,3,4,5,6,1,1,1,1,1,1
"78",5,1,5,1,3,1,2,4,1,3,4,1,4,2,4,2,3,4,4,6,2,3,6,3,3,1,5,2,6,3,3,3,3,3,3
"79",2,3,2,2,2,2,2,3,2,2,3,2,3,2,3,1,2,3,3,4,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2
"80",2,1,4,4,4,4,3,1,4,4,1,4,1,3,3,3,4,1,1,5,3,4,5,4,4,4,2,3,5,4,4,4,4,4,4
"81",2,5,2,5,4,5,3,1,5,4,1,5,1,3,1,3,4,1,1,6,3,4,6,4,4,5,2,3,6,4,4,4,4,4,4
"82",4,1,4,2,5,2,3,1,2,5,1,2,1,3,1,3,5,1,1,6,3,5,6,5,5,2,4,3,6,5,5,5,5,5,5
"83",1,3,1,3,4,3,5,2,3,4,2,3,2,5,2,5,4,2,2,6,5,4,6,4,4,3,1,5,6,4,4,4,4,4,4
"84",2,1,4,4,4,4,3,1,4,4,1,4,1,3,1,3,4,1,1,5,3,4,5,4,4,4,2,3,5,4,4,4,4,4,4
"85",3,4,3,1,2,1,5,1,1,2,4,1,4,5,5,5,2,4,4,6,5,2,6,2,2,1,3,5,6,2,2,2,2,2,2
"86",3,1,3,2,5,2,4,1,2,5,1,2,1,4,1,4,5,1,1,6,4,5,6,5,5,2,3,4,6,5,5,5,5,5,5
"87",1,3,1,4,2,4,5,4,4,2,3,4,3,5,5,5,2,3,3,6,5,2,6,2,2,4,1,5,6,2,2,2,2,2,2
"88",3,2,3,1,4,1,5,1,1,4,2,1,2,5,5,5,4,2,2,6,5,4,6,4,4,1,3,5,6,4,4,4,4,4,4
"89",3,5,3,2,1,2,4,5,2,1,5,2,5,4,4,4,1,5,5,6,4,1,6,1,1,2,3,4,6,1,1,1,1,1,1
"90",4,1,4,5,3,5,2,1,5,3,1,5,1,2,2,2,3,1,1,6,2,3,6,3,3,5,4,2,6,3,3,3,3,3,3
"91",1,3,1,2,5,2,4,3,2,5,3,2,3,4,3,4,5,3,3,6,4,5,6,5,5,2,1,4,6,5,5,5,5,5,5
"92",3,4,3,2,1,2,5,4,2,1,4,2,4,5,5,5,1,4,4,6,5,1,6,1,1,2,3,5,6,1,1,1,1,1,1
"93",5,1,5,4,3,4,2,1,4,3,1,4,1,2,2,2,3,1,1,6,2,3,6,3,3,4,5,2,6,3,3,3,3,3,3
"94",3,5,3,1,2,1,4,5,1,2,5,1,5,4,5,4,2,5,5,6,4,2,6,2,2,1,3,4,6,2,2,2,2,2,2
"95",5,1,5,1,2,1,3,4,1,2,4,1,4,3,4,3,2,4,4,6,3,2,6,2,2,1,5,3,6,2,2,2,2,2,2
"96",2,4,3,3,3,3,1,4,3,3,4,3,4,1,4,1,3,4,4,5,1,3,5,3,3,3,2,1,5,3,3,3,3,3,3
"97",4,5,4,3,1,3,2,5,3,1,5,3,5,2,5,2,1,5,5,6,2,1,6,1,1,3,4,2,6,1,1,1,1,1,1
"98",1,4,1,2,2,2,3,2,2,2,4,2,4,3,4,3,2,4,4,5,3,2,5,2,2,2,1,3,5,2,2,2,2,2,2
"99",1,3,1,3,3,3,2,4,3,3,4,3,4,2,4,2,3,4,4,5,2,3,5,3,3,3,1,2,5,3,3,3,3,3,3
"100",3,1,3,5,4,5,2,5,5,4,1,5,1,2,2,2,4,1,1,6,2,4,6,4,4,5,3,2,6,4,4,4,4,4,4
