"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"11",10,3,3,3,3,3,3,6,10,12,11,12,12,10,12,12,12,12,11,11,3,12,12,12,4,12,10,11,3,12,11,12,12,3,3,11,4,12,12,12,12,3,6,11,10,3,11,7,7,6,12,9,7,12,10,11,3,12,12,12,12,10,10,10,10,10,10,12,6,12,10,3,10,11,3,3,10,10,3
"12",1,3,3,3,3,3,3,7,1,6,8,6,6,1,6,6,6,6,8,8,3,6,6,6,5,6,1,8,3,6,8,6,6,3,3,8,5,6,6,6,6,3,7,8,1,3,8,4,4,7,6,2,4,6,1,8,3,6,6,6,6,1,1,1,1,1,1,6,7,6,1,3,1,8,3,3,1,1,3
"13",5,2,2,2,2,2,2,8,5,9,9,9,9,5,9,9,9,9,9,9,2,9,9,9,6,9,5,4,2,9,9,9,9,2,2,9,6,9,9,9,9,2,8,5,5,2,9,17,17,8,9,10,17,9,5,9,2,9,9,9,9,5,5,5,5,5,5,9,8,9,5,2,5,5,2,2,5,5,2
"14",4,17,17,17,17,17,17,2,4,11,6,11,11,4,11,11,11,11,6,6,17,11,11,11,18,11,4,6,17,11,6,11,11,17,17,6,18,11,11,11,11,17,2,6,4,17,6,10,10,2,11,22,10,11,4,6,17,11,11,11,11,4,4,4,4,4,4,11,2,11,4,17,4,6,17,17,4,4,17
"15",4,5,5,5,5,5,5,11,4,9,11,9,9,4,9,9,9,9,9,11,5,9,9,9,1,9,4,5,5,9,11,9,9,5,5,11,1,9,9,9,9,5,11,11,4,5,11,2,2,11,9,2,2,9,4,11,5,9,9,9,9,4,4,4,4,4,4,9,11,9,11,5,4,11,5,5,4,4,5
"16",4,1,1,1,1,1,1,12,4,13,8,13,13,4,13,13,13,13,8,8,1,13,13,13,10,13,4,8,1,13,8,13,13,1,1,8,10,13,13,13,13,1,12,8,4,1,8,11,11,12,13,3,11,13,4,8,1,13,13,13,13,4,4,4,4,4,4,13,12,13,4,1,4,8,1,1,4,4,1
"17",4,3,3,3,3,3,3,1,4,7,5,7,7,4,7,7,7,7,5,5,3,7,7,7,6,7,4,5,3,7,5,7,7,3,3,5,6,7,7,7,7,3,1,5,4,3,5,2,2,1,7,8,2,7,4,5,3,7,7,7,7,4,4,4,4,4,4,7,1,7,4,3,4,5,3,3,4,4,3
"18",5,21,21,21,21,21,21,18,5,16,16,16,16,5,16,16,16,16,16,16,21,16,16,16,2,16,5,10,21,16,16,16,16,21,21,16,2,16,16,16,16,21,18,5,5,21,16,7,7,18,16,11,7,16,5,16,21,16,16,16,16,5,5,5,5,5,5,16,18,16,5,21,5,5,21,21,5,5,21
"19",3,5,5,5,5,5,5,1,3,10,7,10,10,3,10,10,10,10,7,7,5,10,10,10,12,10,3,7,5,10,7,10,10,5,5,7,12,10,10,10,10,5,1,7,3,5,7,8,8,1,10,11,8,10,3,7,5,10,10,10,10,3,3,3,3,3,3,10,1,10,3,5,3,7,5,5,3,3,5
"20",16,6,6,6,6,6,6,12,16,17,12,17,17,16,17,17,17,17,17,12,6,17,17,17,17,17,16,6,6,17,12,17,17,6,6,12,17,17,17,17,17,17,12,12,16,6,12,3,3,12,17,8,3,17,16,12,6,17,17,17,17,16,16,16,16,16,16,17,12,17,12,6,16,12,6,6,16,16,6
"21",13,11,11,11,11,11,11,10,13,12,16,12,12,13,12,12,12,12,16,16,11,12,12,12,19,12,13,16,11,12,16,12,12,11,11,16,19,12,12,12,12,11,10,16,13,11,16,17,17,10,12,19,17,12,13,16,11,12,12,12,12,13,13,13,13,13,13,12,10,12,13,11,13,16,11,11,13,13,11
"22",8,2,2,2,2,2,2,1,8,5,11,5,5,8,5,5,5,5,11,11,2,5,5,5,4,5,8,11,2,5,11,5,5,2,2,11,4,5,5,5,5,2,1,11,8,2,11,6,6,1,5,9,6,5,8,11,2,5,5,5,5,8,8,8,8,8,8,5,1,5,8,2,8,11,2,2,8,8,2
"23",5,6,6,6,6,6,6,11,5,18,11,18,18,5,18,18,18,18,18,11,6,18,18,18,13,18,5,6,6,18,11,18,18,6,6,11,13,18,18,18,18,6,11,11,5,6,11,15,15,11,18,2,15,18,5,11,6,18,18,18,18,5,5,5,5,5,5,18,11,18,11,6,5,11,6,6,5,5,6
"24",1,10,10,10,10,10,10,8,1,11,8,11,11,1,11,11,11,11,11,8,10,11,11,11,6,11,1,10,10,11,8,11,11,10,10,8,6,11,11,11,11,10,8,8,1,10,8,3,3,8,11,4,3,11,1,8,10,11,11,11,11,1,1,1,1,1,1,11,8,11,8,10,1,8,10,10,1,1,10
"25",2,1,1,1,1,1,1,4,2,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,3,5,2,3,1,5,5,5,5,1,1,5,3,5,5,5,5,1,4,2,2,1,5,3,3,4,5,4,3,5,2,5,1,5,5,5,5,2,2,2,2,2,2,5,4,5,2,1,2,2,1,1,2,2,1
"26",8,6,6,6,6,6,6,7,8,9,2,9,9,8,9,9,9,9,9,2,6,9,9,9,5,9,8,2,6,9,2,9,9,6,6,2,5,9,9,9,9,6,7,2,8,6,2,5,5,7,9,2,5,9,8,2,6,9,9,9,9,8,8,8,8,8,8,9,7,9,8,6,8,2,6,6,8,8,6
"27",11,11,11,11,11,11,11,6,5,2,10,2,2,5,2,2,2,2,2,10,11,2,2,2,7,2,5,11,11,2,10,2,2,11,11,10,7,2,2,2,2,11,6,10,10,11,10,1,1,6,2,9,1,2,10,10,11,2,2,2,2,5,5,5,5,5,5,2,6,2,5,11,5,10,11,11,10,5,10
"28",2,10,10,10,10,10,10,5,2,3,6,3,3,2,3,3,3,3,3,6,10,3,3,3,7,3,2,6,10,3,6,3,3,10,10,6,7,3,3,3,3,10,5,6,2,10,6,5,5,5,3,6,5,3,2,6,10,3,3,3,3,2,2,2,2,2,2,3,5,3,2,10,2,6,10,10,2,2,10
"29",7,11,11,11,11,11,11,6,7,5,8,5,5,7,5,5,5,5,8,8,11,5,5,5,1,5,7,8,11,5,8,5,5,11,11,8,1,5,5,5,5,11,6,8,7,11,8,9,9,6,5,2,9,5,7,8,11,5,5,5,5,7,7,7,7,7,7,5,6,5,7,11,7,8,11,11,7,7,11
"30",3,7,7,7,7,7,7,5,3,1,2,1,1,3,1,1,1,1,2,2,7,1,1,1,10,1,3,2,7,1,2,1,1,7,7,2,10,1,1,1,1,7,5,2,3,7,2,8,8,5,1,4,8,1,3,2,7,1,1,1,1,3,3,3,3,3,3,1,5,1,3,7,3,2,7,7,3,3,7
"31",12,17,17,17,17,17,17,11,12,20,19,20,20,12,20,20,20,20,19,19,17,20,20,20,18,20,12,19,17,20,19,20,20,17,17,19,18,20,20,20,20,17,11,19,12,17,19,4,4,11,20,12,4,20,12,19,17,20,20,20,20,12,12,12,12,12,12,20,11,20,12,17,12,19,17,17,12,12,17
"32",2,3,3,3,3,3,3,10,2,5,6,5,5,2,5,5,5,5,6,6,3,5,5,5,4,5,2,6,3,5,6,5,5,3,3,6,4,5,5,5,5,3,10,6,2,3,6,1,1,10,5,7,1,5,2,6,3,5,5,5,5,2,2,2,2,2,2,5,10,5,2,3,2,6,3,3,2,2,3
"33",5,14,14,14,14,14,14,2,5,18,9,18,18,5,18,18,18,18,9,9,14,18,18,18,4,18,5,9,14,18,9,18,18,14,14,9,4,18,18,18,18,14,2,9,5,14,9,7,7,2,18,1,7,18,5,9,14,18,18,18,18,5,5,5,5,5,5,18,2,18,5,14,5,9,14,14,5,5,14
"34",3,5,5,5,5,5,5,19,3,13,6,13,13,3,13,13,13,13,6,6,5,13,13,13,10,13,3,6,5,13,6,13,13,5,5,6,10,13,13,13,13,5,19,6,3,5,6,1,1,19,13,17,1,13,3,6,5,13,13,13,13,3,3,3,3,3,3,13,19,13,3,5,3,6,5,5,3,3,5
"35",11,7,7,7,7,7,7,8,11,13,8,13,13,11,13,13,13,13,13,8,7,13,13,13,4,13,11,7,7,13,8,13,13,7,7,8,4,13,13,13,13,7,8,8,11,7,8,10,10,8,13,2,10,13,11,8,7,13,13,13,13,11,11,11,11,11,11,13,8,13,8,7,11,8,7,7,11,11,7
"36",14,23,23,23,23,23,23,13,14,2,12,2,2,14,2,2,2,2,12,12,23,2,2,2,5,2,14,12,23,2,12,2,2,23,23,12,5,2,2,2,2,23,13,12,14,23,12,15,15,13,2,2,15,2,14,12,23,2,2,2,2,14,14,14,14,14,14,2,13,2,14,23,14,12,23,23,14,14,23
"37",2,8,8,8,8,8,8,5,2,1,5,1,1,2,1,1,1,1,1,5,8,1,1,1,7,1,2,8,8,1,5,1,1,8,8,5,7,1,1,1,1,8,5,5,2,8,5,3,3,5,1,8,3,1,2,5,8,1,1,1,1,2,2,2,2,2,2,1,5,1,5,8,2,5,8,8,2,2,8
"38",6,16,16,16,16,16,16,2,6,5,5,5,5,6,5,5,5,5,5,5,16,5,5,5,10,5,6,17,16,5,5,5,5,16,16,5,10,5,5,5,5,16,2,6,6,16,5,2,2,2,5,4,2,5,6,5,16,5,5,5,5,6,6,6,6,6,6,5,2,5,6,16,6,6,16,16,6,6,16
"39",7,9,9,9,9,9,9,4,7,11,1,11,11,7,11,11,11,11,1,1,9,11,11,11,10,11,7,1,9,11,1,11,11,9,9,1,10,11,11,11,11,9,4,1,7,9,1,3,3,4,11,8,3,11,7,1,9,11,11,11,11,7,7,7,7,7,7,11,4,11,7,9,7,1,9,9,7,7,9
"40",14,7,7,7,7,7,7,11,14,8,4,8,8,14,8,8,8,8,4,4,7,8,8,8,2,8,14,4,7,8,4,8,8,7,7,4,2,8,8,8,8,7,11,4,14,7,4,5,5,11,8,13,5,8,14,4,7,8,8,8,8,14,14,14,14,14,14,8,11,8,14,7,14,4,7,7,14,14,7
"41",23,23,23,23,23,23,23,16,11,2,4,2,2,11,2,2,2,2,2,4,23,2,2,2,16,2,11,23,23,2,4,2,2,23,23,4,16,2,2,2,2,23,16,4,4,23,4,13,13,16,2,1,13,2,4,4,23,2,2,2,2,11,11,11,11,11,11,2,16,2,11,23,11,4,23,23,4,11,4
"42",15,22,22,22,22,22,22,19,15,1,7,1,1,15,1,1,1,1,7,7,22,1,1,1,11,1,15,7,22,1,7,1,1,22,22,7,11,1,1,1,1,22,19,7,15,22,7,23,23,19,1,9,23,1,15,7,22,1,1,1,1,15,15,15,15,15,15,1,19,1,15,22,15,7,22,22,15,15,22
"43",4,2,2,2,2,2,2,5,4,6,6,6,6,4,6,6,6,6,6,6,2,6,6,6,6,6,4,2,2,6,6,6,6,2,2,6,6,6,6,6,6,6,5,4,4,2,6,1,1,5,6,7,1,6,4,6,2,6,6,6,6,4,4,4,4,4,4,6,5,6,4,2,4,4,2,2,4,4,2
"44",4,3,3,3,3,3,3,2,4,5,1,5,5,4,5,5,5,5,1,1,3,5,5,5,5,5,4,1,3,5,1,5,5,3,3,1,5,5,5,5,5,5,2,1,4,3,1,2,2,2,5,3,2,5,4,1,3,5,5,5,5,4,4,4,4,4,4,5,2,5,4,3,4,1,3,3,4,4,3
"45",9,15,15,15,15,15,15,17,9,22,2,22,22,9,22,22,22,22,2,2,15,22,22,22,11,22,9,2,15,22,2,22,22,15,15,2,11,22,22,22,22,15,17,2,9,15,2,19,19,17,22,20,19,22,9,2,15,22,22,22,22,9,9,9,9,9,9,22,17,22,9,15,9,2,15,15,9,9,15
"46",1,10,10,10,10,10,10,15,1,4,4,4,4,1,4,4,4,4,4,4,10,4,4,4,6,4,1,10,10,4,4,4,4,10,10,4,6,4,4,4,4,10,15,1,1,10,4,18,18,15,4,11,18,4,1,4,10,4,4,4,4,1,1,1,1,1,1,4,15,4,1,10,1,1,10,10,1,1,10
"47",7,6,6,6,6,6,6,10,7,5,10,5,5,7,5,5,5,5,5,10,6,5,5,5,3,5,7,6,6,5,10,5,5,6,6,10,3,5,5,5,5,6,10,10,7,6,10,4,4,10,5,1,4,5,7,10,6,5,5,5,5,7,7,7,7,7,7,5,10,5,10,6,7,10,6,6,7,7,6
"48",17,12,12,12,12,12,12,9,17,18,19,18,18,17,18,18,18,18,19,19,12,18,18,18,7,18,17,19,12,18,19,18,18,12,12,19,7,18,18,18,18,12,9,19,17,12,19,14,14,9,18,5,14,18,17,19,12,18,18,18,18,17,17,17,17,17,17,18,9,18,17,12,17,19,12,12,17,17,12
"49",15,11,11,11,11,11,11,13,15,2,16,2,2,15,2,2,2,2,16,16,11,2,2,2,8,2,15,16,11,2,16,2,2,11,11,16,8,2,2,2,2,11,13,16,15,11,16,12,12,13,2,5,12,2,15,16,11,2,2,2,2,15,15,15,15,15,15,2,13,2,15,11,15,16,11,11,15,15,11
"50",1,8,8,8,8,8,8,10,1,3,10,3,3,1,3,3,3,3,3,10,8,3,3,3,20,3,1,8,8,3,10,3,3,8,8,10,20,3,3,3,3,8,10,10,1,8,10,12,12,10,3,12,12,3,1,10,8,3,3,3,3,1,1,1,1,1,1,3,10,3,10,8,1,10,8,8,1,1,8
"51",6,1,1,1,1,1,1,5,6,11,7,11,11,6,11,11,11,11,7,7,1,11,11,11,6,11,6,7,1,11,7,11,11,1,1,7,6,11,11,11,11,1,5,7,6,1,7,9,9,5,11,10,9,11,6,7,1,11,11,11,11,6,6,6,6,6,6,11,5,11,7,1,6,7,1,1,6,6,1
"52",5,10,10,10,10,10,10,6,5,4,12,4,4,5,4,4,4,4,12,12,10,4,4,4,3,4,5,12,10,4,12,4,4,10,10,12,3,4,4,4,4,10,6,12,5,10,12,7,7,6,4,7,7,4,5,12,10,4,4,4,4,5,5,5,5,5,5,4,6,4,5,10,5,12,10,10,5,5,10
"53",2,15,15,15,15,15,15,5,2,17,5,17,17,2,17,17,17,17,17,5,15,17,17,17,8,17,2,15,15,17,5,17,17,15,15,5,8,17,17,17,17,15,5,5,2,15,5,1,1,5,17,14,1,17,2,5,15,17,17,17,17,2,2,2,2,2,2,17,5,17,5,15,2,5,15,15,2,2,15
"54",9,16,16,16,16,16,16,15,9,13,18,13,13,9,13,13,13,13,18,18,16,13,13,13,9,13,9,18,16,13,18,13,13,16,16,18,9,13,13,13,13,16,15,18,9,16,18,14,14,15,13,8,14,13,9,18,16,13,13,13,13,9,9,9,9,9,9,13,15,13,18,16,9,18,16,16,9,9,16
"55",6,2,2,2,2,2,2,4,6,1,8,1,1,6,1,1,1,1,8,8,2,1,1,1,5,1,6,8,2,1,8,1,1,2,2,8,5,1,1,1,1,2,4,8,6,2,8,7,7,4,1,9,7,1,6,8,2,1,1,1,1,6,6,6,6,6,6,1,4,1,6,2,6,8,2,2,6,6,2
"56",1,3,3,3,3,3,3,16,1,19,16,19,19,1,19,19,19,19,19,16,3,19,19,19,21,19,1,3,3,19,16,19,19,3,3,16,21,19,19,19,19,3,16,16,1,3,16,6,6,16,19,15,6,19,1,16,3,19,19,19,19,1,1,1,1,1,1,19,16,19,16,3,1,16,3,3,1,1,3
"57",2,9,9,9,9,9,9,5,2,14,15,14,14,2,14,14,14,14,15,15,9,14,14,14,12,14,2,15,9,14,15,14,14,9,9,15,12,14,14,14,14,9,5,15,2,9,15,7,7,5,14,2,7,14,2,15,9,14,14,14,14,2,2,2,2,2,2,14,5,14,2,9,2,15,9,9,2,2,9
"58",4,9,9,9,9,9,9,2,4,6,6,6,6,4,6,6,6,6,6,6,9,6,6,6,4,6,4,9,9,6,6,6,6,9,9,6,4,6,6,6,6,9,2,4,4,9,6,7,7,2,6,3,7,6,4,6,9,6,6,6,6,4,4,4,4,4,4,6,2,6,4,9,4,4,9,9,4,4,9
"59",6,14,14,14,14,14,14,8,6,10,4,10,10,6,10,10,10,10,4,4,14,10,10,10,9,10,6,4,14,10,4,10,10,14,14,4,9,10,10,10,10,14,8,4,6,14,4,15,15,8,10,7,15,10,6,4,14,10,10,10,10,6,6,6,6,6,6,10,8,10,6,14,6,4,14,14,6,6,14
"60",7,15,15,15,15,15,15,13,7,17,5,17,17,7,17,17,17,17,5,5,15,17,17,17,1,17,7,5,15,17,5,17,17,15,15,5,1,17,17,17,17,15,13,5,7,15,5,11,11,13,17,16,11,17,7,5,15,17,17,17,17,7,7,7,7,7,7,17,13,17,7,15,7,5,15,15,7,7,15
"61",11,12,12,12,12,12,12,3,11,4,3,4,4,11,4,4,4,4,4,3,12,4,4,4,14,4,11,12,12,4,3,4,4,12,12,3,14,4,4,4,4,12,3,3,11,12,3,14,14,3,4,10,14,4,11,3,12,4,4,4,4,11,11,11,11,11,11,4,3,4,3,12,11,3,12,12,11,11,12
"62",2,10,10,10,10,10,10,8,2,3,4,3,3,2,3,3,3,3,4,4,10,3,3,3,12,3,2,4,10,3,4,3,3,10,10,4,12,3,3,3,3,10,8,4,2,10,4,7,7,8,3,7,7,3,2,4,10,3,3,3,3,2,2,2,2,2,2,3,8,3,2,10,2,4,10,10,2,2,10
"63",2,1,1,1,1,1,1,6,2,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,9,5,2,1,1,5,5,5,5,1,1,5,9,5,5,5,5,1,6,2,2,1,5,3,3,6,5,3,3,5,2,5,1,5,5,5,5,2,2,2,2,2,2,5,6,5,2,1,2,2,1,1,2,2,1
"64",4,16,16,16,16,16,16,7,4,1,3,1,1,4,1,1,1,1,3,3,16,1,1,1,8,1,4,3,16,1,3,1,1,16,16,3,8,1,1,1,1,16,7,3,4,16,3,18,18,7,1,4,18,1,4,3,16,1,1,1,1,4,4,4,4,4,4,1,7,1,4,16,4,3,16,16,4,4,16
"65",5,3,3,3,3,3,3,1,5,2,5,2,2,1,2,2,2,2,2,5,3,2,2,2,4,2,5,3,3,2,5,2,2,3,3,5,4,2,2,2,2,3,1,5,5,3,5,1,1,1,2,4,1,2,5,5,3,2,2,2,2,5,5,5,5,5,5,2,1,2,5,3,5,5,3,3,5,5,5
"66",6,5,5,5,5,5,5,3,6,4,2,4,4,6,4,4,4,4,2,2,5,4,4,4,4,4,6,2,5,4,2,4,4,5,5,2,4,4,4,4,4,4,3,2,6,5,2,7,7,3,4,7,7,4,6,2,5,4,4,4,4,6,6,6,6,6,6,4,3,4,6,5,6,2,5,5,6,6,5
"67",18,8,8,8,8,8,8,15,18,22,16,22,22,18,22,22,22,22,16,16,8,22,22,22,4,22,18,16,8,22,16,22,22,8,8,16,4,22,22,22,22,8,15,16,18,8,16,2,2,15,22,9,2,22,18,16,8,22,22,22,22,18,18,18,18,18,18,22,15,22,18,8,18,16,8,8,18,18,8
"68",5,4,4,4,4,4,4,2,5,3,8,3,3,5,3,3,3,3,8,8,4,3,3,3,10,3,5,8,4,3,8,3,3,4,4,8,10,3,3,3,3,4,2,8,5,4,8,10,10,2,3,4,10,3,5,8,4,3,3,3,3,5,5,5,5,5,5,3,2,3,5,4,5,8,4,4,5,5,4
"69",2,4,4,4,4,4,4,1,2,9,1,9,9,2,9,9,9,9,9,1,4,9,9,9,8,9,2,4,4,9,1,9,9,4,4,1,8,9,9,9,9,4,1,1,2,4,1,3,3,1,9,3,3,9,2,1,4,9,9,9,9,2,2,2,2,2,2,9,1,9,1,4,2,1,4,4,2,2,4
"70",9,4,4,4,4,4,4,3,9,5,12,5,5,9,5,5,5,5,12,12,4,5,5,5,11,5,9,12,4,5,12,5,5,4,4,12,11,5,5,5,5,4,3,12,9,4,12,6,6,3,5,11,6,5,9,12,4,5,5,5,5,9,9,9,9,9,9,5,3,5,9,4,9,12,4,4,9,9,4
"71",5,1,1,1,1,1,1,4,5,3,4,3,3,5,3,3,3,3,3,4,1,3,3,3,2,3,5,1,1,3,4,3,3,1,1,4,2,3,3,3,3,1,4,4,5,1,4,6,6,4,3,5,6,3,5,4,1,3,3,3,3,5,5,5,5,5,5,3,4,3,4,1,5,4,1,1,5,5,1
"72",13,1,1,1,1,1,1,8,13,10,5,10,10,13,10,10,10,10,5,5,1,10,10,10,6,10,13,5,1,10,5,10,10,1,1,5,6,10,10,10,10,1,8,5,13,1,5,12,12,8,10,2,12,10,13,5,1,10,10,10,10,13,13,13,13,13,13,10,8,10,13,1,13,5,1,1,13,13,1
"73",4,5,5,5,5,5,5,3,4,9,13,9,9,4,9,9,9,9,9,13,5,9,9,9,14,9,4,13,5,9,13,9,9,5,5,13,14,9,9,9,9,5,3,13,4,5,13,8,8,3,9,13,8,9,4,13,5,9,9,9,9,4,4,4,4,4,4,9,3,9,4,5,4,13,5,5,4,4,5
"74",7,5,5,5,5,5,5,4,7,3,4,3,3,7,3,3,3,3,3,4,5,3,3,3,2,3,7,5,5,3,4,3,3,5,5,4,2,3,3,3,3,5,4,4,7,5,4,6,6,4,3,1,6,3,7,4,5,3,3,3,3,7,7,7,7,7,7,3,4,3,4,5,7,4,5,5,7,7,5
"75",8,1,1,1,1,1,1,4,8,2,5,2,2,8,2,2,2,2,5,5,1,2,2,2,2,2,8,5,1,2,5,2,2,1,1,5,2,2,2,2,2,2,4,5,8,1,5,7,7,4,2,3,7,2,8,5,1,2,2,2,2,8,8,8,8,8,8,2,4,2,8,1,8,5,1,1,8,8,1
"76",5,4,4,4,4,4,4,3,5,7,7,7,7,5,7,7,7,7,7,7,4,7,7,7,1,7,5,4,4,7,7,7,7,4,4,7,1,7,7,7,7,4,3,5,5,4,7,1,1,3,7,1,1,7,5,7,4,7,7,7,7,5,5,5,5,5,5,7,3,7,5,4,5,5,4,4,5,5,4
"77",5,14,14,14,14,14,14,7,5,3,8,3,3,5,3,3,3,3,8,8,14,3,3,3,2,3,5,8,14,3,8,3,3,14,14,8,2,3,3,3,3,14,7,8,5,14,8,1,1,7,3,11,1,3,5,8,14,3,3,3,3,5,5,5,5,5,5,3,7,3,5,14,5,8,14,14,5,5,14
"78",2,3,3,3,3,3,3,8,2,7,7,7,7,2,7,7,7,7,7,7,3,7,7,7,6,7,2,3,3,7,7,7,7,3,3,7,6,7,7,7,7,3,8,2,2,3,7,5,5,8,7,1,5,7,2,7,3,7,7,7,7,2,2,2,2,2,2,7,8,7,2,3,2,2,3,3,2,2,3
"79",2,2,2,2,2,2,2,7,4,12,6,12,12,4,12,12,12,12,12,6,2,12,12,12,3,12,4,2,2,12,6,12,12,2,2,6,3,12,12,12,12,2,7,6,6,2,6,8,8,7,12,1,8,12,6,6,2,12,12,12,12,4,4,4,4,4,4,12,7,12,4,2,4,6,2,2,6,4,6
"80",19,12,12,12,12,12,12,11,19,22,11,22,22,19,22,22,22,22,22,11,12,22,22,22,15,22,19,12,12,22,11,22,22,12,12,11,15,22,22,22,22,12,11,11,19,12,11,4,4,11,22,7,4,22,19,11,12,22,22,22,22,19,19,19,19,19,19,22,11,22,11,12,19,11,12,12,19,19,12
"81",23,10,10,10,10,10,10,6,23,4,6,4,4,23,4,4,4,4,4,6,10,4,4,4,16,4,23,10,10,4,6,4,4,10,10,6,16,4,4,4,4,10,6,6,23,10,6,12,12,6,4,18,12,4,23,6,10,4,4,4,4,23,23,23,23,23,23,4,6,4,6,10,23,6,10,10,23,23,10
"82",1,17,17,17,17,17,17,12,1,21,2,21,21,1,21,21,21,21,2,2,17,21,21,21,20,21,1,2,17,21,2,21,21,17,17,2,20,21,21,21,21,17,12,2,1,17,2,23,23,12,21,7,23,21,1,2,17,21,21,21,21,1,1,1,1,1,1,21,12,21,1,17,1,2,17,17,1,1,17
"83",1,10,10,10,10,10,10,16,1,21,14,21,21,1,21,21,21,21,14,14,10,21,21,21,9,21,1,14,10,21,14,21,21,10,10,14,9,21,21,21,21,10,16,14,1,10,14,15,15,16,21,4,15,21,1,14,10,21,21,21,21,1,1,1,1,1,1,21,16,21,1,10,1,14,10,10,1,1,10
