"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"70",3,3,3,7,6,6,6,6,3,5,5,5,5
"71",2,2,2,4,5,5,5,5,2,1,1,1,1
"72",5,5,5,4,1,1,1,1,5,3,3,3,3
"73",2,2,2,6,4,4,4,4,2,5,5,5,5
"74",3,3,3,4,2,2,2,2,3,1,1,1,1
"75",1,1,1,4,2,2,2,2,1,3,3,3,3
"76",1,1,1,4,5,5,5,5,1,3,3,3,3
"77",2,2,2,5,3,3,3,3,2,1,1,1,1
"78",6,6,6,1,5,5,5,5,6,2,2,2,2
"79",4,4,4,1,3,3,3,3,4,5,5,5,5
"80",3,3,3,8,6,6,6,6,3,2,2,2,2
"81",5,5,5,3,6,6,6,6,5,1,1,1,1
"82",1,1,1,3,2,2,2,2,1,4,4,4,4
"83",5,5,5,2,3,3,3,3,5,4,4,4,4
"84",5,5,5,3,8,8,8,8,5,6,6,6,6
"85",4,4,4,5,1,1,1,1,4,3,3,3,3
"86",2,2,2,3,4,4,4,4,2,1,1,1,1
"87",1,1,1,2,4,4,4,4,1,3,3,3,3
"88",1,1,1,3,4,4,4,4,1,6,6,6,6
"89",4,4,4,3,1,1,1,1,4,2,2,2,2
"90",1,1,1,2,4,4,4,4,1,3,3,3,3
"91",3,3,3,1,4,4,4,4,3,2,2,2,2
"92",4,4,4,3,5,5,5,5,4,1,1,1,1
"93",1,1,1,4,3,3,3,3,1,2,2,2,2
"94",2,2,2,3,5,5,5,5,2,6,6,6,6
"95",2,2,2,4,6,6,6,6,2,5,5,5,5
"96",4,4,4,2,3,3,3,3,4,1,1,1,1
"97",4,4,4,2,3,3,3,3,4,5,5,5,5
"98",5,5,5,1,3,3,3,3,5,2,2,2,2
"99",1,1,1,2,5,5,5,5,1,4,4,4,4
"100",3,3,3,5,4,4,4,4,3,1,1,1,1
